ReplicateName	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyinosine [[M+H]]	2'-Deoxyuridine [[M+Na]]	3-Methylhistidine [[M+Na]]	ATP [[M+H]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Alpha-D-Glucose [[M+Na]]	Aminoadipate [[M+Na]]	Asparagine [[M+NH4]]	Biotin [[M+H]]	Choline [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+Na]]/Isomaltose [[M+Na]]/Maltose [[M+Na]]	D-(+)-Turanose [[M+Na]]/Palatinose [[M+Na]]	D-Fructose [[M+Na]]/D-Mannose [[M+Na]]	D-Galactose [[M+Na]]	D-Glucose [[M+Na]]	Deoxyadenosine [[M+H]]	Galactose [[M+Na]]	Glucosamine [[M+H]]	Glutamic Acid [[M-H2O+H]]	Glutathione [[M+H]]	Histidine [[M+H]]	Homocitrate [[M+Na]]	Imidazoleacetic acid [[M+H]]	Indole-3-Ethanol [[M+H]]	Inositol [[M+Na]]	L-2-Amino-4-[2-Aminophenyl]-4-Oxobutanoic Acid [[M+H]]	L-Anserine [[M+H]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Lysine [[M+Na]]	L-Threonine [[M+Na]]	L-Tryptophan [[M+NH4]]	L-Valine [[M+H]]	Levocarnitine [[M+H]]	Methionine [[M+H]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N2-Acetyl-L-ornithine [[M+H]]	Niacin [[M+H]]	Nicotinamide [[M+H]]	Nicotinamide ribotide [[M+H]]	O-acetyl-L-serine [[M+H]]	Phenylethyl alcohol [[M+H]]	Pidolic Acid [[M+H]]	Proline [[M+NH4]]	Pyridoxal [[M+H]]	Pyridoxamine [[M+H]]	Sucrose [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+Na]]	Xanthurenic acid [[M+H]]	d-Desthiobiotin [[M+K]]	gamma-Glutamylcysteine [[M+H]]	Experimental group
Inj00064-Positive-G6.d.DeMP	8092.812420592927	15494.378820426022	1360.8342027491228	550.4700687513031	8.121689538953651	393.45073766486576	2133.2971188984925	4968.669177942089	12713.151358308782	108406.5071460558	7767.944839034781	2931.0275136134956	124.53257293062265	5997.416519542885	1458.2944772165667	2777.6178223221486	24312.72883983214	1571.9981307619178	1571.9981307619178	781.4870156370957	1256.154648691498	2916.5889544331335	19.853018872997815	1256.154648691498	14344.708545689693	2555.6249749240824	118004.53936120146	299.60010299251246	12.63373928281679	9.024099487726279	945.7256263137141	2828.152779453416	12.63373928281679	3717.928988943227	7448.4917171692705	2533.9671361535393	131.75185252080368	274.3326244268789	416.9133963329541	1452.880017523931	129.4566228188407	4360.444872469338	183712.61737113158	17.14578902667993	882.5569298996301	2077.3477020745895	420.5230361280446	43.31567754108614	252.6747856563358	3261.3095548642773	7.219279590181023	5080.568011589895	131.75185252080368	945.7256263137141	9.024099487726279	1496.1956950650172	124.53257293062265	315.8434820704198	1189.3763124823236	Growth with low aminoadipate supplementation without formic acid treatment.
Inj00065-Positive-E9.d.DeMP	949.3183211958604	2072.792161747796	2035.2292065925642	249.6361576182784	36.42468378689153	138.86910693752395	104.72096588731314	241.70297896628617	5939.5	11015.052031429666	892.4047527788424	7189.321962437715	19.919748945956304	3514.9819854350326	20.488884630126485	16.504934840935224	33.00986968187045	19963.003257953238	21085.338827136835	3694.8288616328095	4912.7792257569945	7232.576274434649	15.935799156765043	5047.0952472211575	2109.2168455346878	76.26418167880414	8359.464929091606	1.7074070525105405	96.75306630893063	59.19011115369873	1713.0984093522422	6941.178804139517	40.97776926025297	6540.50728248371	506.53075891146034	1470.6466078957455	20.488884630126485	27.318512840168648	821.8319279417401	2046.6119202759678	153.66663472594863	3610.5967803756225	27052.157339977002	10.813577999233422	239.03698735147566	2077.3452472211575	501.88199612841936	5.122221157531621	540.6788999616712	76.26418167880414	12.520985051743963	6880.850421617478	20.488884630126485	20620.924108853967	59.19011115369873	21101.274626293598	7.9678995783825215	388.15053660406284	451.4491756350275	Growth with high aminoadipate supplementation and formic acid treatment.
Inj00073-Positive-C5.d.DeMP	597.8623506952769	919.7882318388874	718.9365159067222	225.25426085850305	40.3580550704818	120.13560579120161	1367.481075295162	67.15997716217362	7744.053776431286	10738.996886429133	597.8623506952769	26748.943476947235	16.424789854265846	3007.1443824610155	3.7542376809750504	13.609111593534559	110.750011588764	16178.88728616198	16212.675425290756	27444.416007347863	31013.757482534893	24422.25467416295	26.279663766825355	31443.617697006535	2077.0319969994466	1858.34765208265	8406.676727123382	1.407839130365644	591.2924347535704	59.12924347535705	159.55510144143966	19278.010491806886	183.0190869475337	1304.950191621016	3043.7481998505223	226.1928202787468	227.13137969899057	1985.053173815558	12.201272463168914	763.048808658179	4.692797101218813	1722.2565361473044	70.3919565182822	22.525426085850302	111.68857100900776	685.1483767779467	291.9793361081424	4.223517391096932	1534.544652098552	1330.8772579056554	34.72669854901922	3638.794872285068	227.13137969899057	14975.654109409477	76.96187245998854	16020.270744140784	152.98518549973332	324.7415594043419	352.89834201165473	Growth with formic acid treatment without aminoadipate supplementation.
Inj00075-Positive-D7.d.DeMP	3722.027538726334	5328.478485370052	679.065404475043	123.46643717728055	292.71256454388987	524.3855421686748	554.2117039586919	1878.354561101549	3476.4819277108436	35606.19449225473	3617.289156626506	1452.4647160068848	1242.2943201376936	2239.736660929432	950.9690189328744	1377.5524956970742	10089.56626506024	58.265060240963855	57.918244406196216	300.34251290877796	549.3562822719449	1430.962134251291	17.3407917383821	549.3562822719449	4473.924268502582	1842.2857142857144	37363.16351118761	403.0	56.710648333124745	81.15490533562823	323.92598967297766	1372.0034423407917	18.72805507745267	985.6506024096386	2538.6919104991393	1592.578313253012	1.040447504302926	21.502581755593805	507.0447504302926	430.05163511187607	15.953528399311532	2154.419965576592	65465.65060240964	38.8433734939759	228.89845094664372	2228.6385542168678	753.9776247848537	116.53012048192771	742.1858864027539	1541.9432013769363	251.0946643717728	1803.4423407917384	1.387263339070568	54.79690189328744	18.72805507745267	58.95869191049914	188.99084026590646	25.66437177280551	406.4681583476764	Growth with low aminoadipate supplementation without formic acid treatment.
Inj00087-Positive-D10.d.DeMP	557.3946455131384	2610.734754586019	1866.0000000000002	218.33217649975214	55.508180466038674	80.48686167575607	1508.8973723351514	27.754090233019337	11609.535944471989	24309.80763510164	297.8939018344076	10571.532969757065	393.18294496777395	2824.441249380268	36.08031730292514	375.6053544868617	2713.424888448191	6491.373326722856	6543.4893406048595	11366.225086762519	12640.137828458108	10252.360932077343	115.64204263758057	12722.474962816064	2288.787307882995	4973.532969757065	25407.944471988103	324.72285572632626	16.652454139811603	14.802181457610313	645.7451660882499	7346.5076846802185	36.08031730292514	2.3128408527516116	5242.747645017353	1463.5656916212197	82.33713435795737	590.2369856222113	49.95736241943481	824.2964799206743	32.37977193852256	2091.7332672285575	2373.8998512642543	8.788795240456123	992.6712940009917	701.2533465542887	574.5096678235003	148.02181457610314	604.1140307387209	4985.5597421913735	223.882994546356	6018.937035200794	82.33713435795737	5012.388696083292	14.802181457610313	5909.770946950918	6.475954387704513	118.4174516608825	690.1517104610808	Growth with formic acid treatment without aminoadipate supplementation.
Inj00088-Positive-E5.d.DeMP	695.9979508196722	641.7643442622951	834.047131147541	286.78073770491807	102.71516393442623	247.33811475409837	207.0737704918033	123.43606657489634	4534.258196721312	7577.0922131147545	682.0286885245902	2752.766393442623	259.6639344262295	2965.5922131147545	105.18032786885247	274.4549180327869	3512.036885245902	8361.014344262296	9001.13524590164	2315.610655737705	3074.881147540984	2589.2438524590166	2.0543032786885247	3079.8114754098365	1150.409836065574	2871.9159836065573	9624.0	262.95081967213116	13.969262295081968	119.14959016393443	718.1844262295083	2541.5840163934427	14.790983606557377	17.25614754098361	2897.3893442622953	931.8319672131148	77.24180327868854	200.5	508.64549180327873	1111.7889344262296	94.13618658265733	2009.1086065573772	10.682377049180328	7.806352459016394	240.7643442622951	551.375	24.651639344262296	324.5799180327869	555.4836065573771	2414.217213114754	262.95081967213116	3454.516393442623	64.91598360655738	8907.459016393443	119.14959016393443	9002.778688524591	580.1352459016393	302.39344262295083	509.46721311475414	Growth with proline supplementation and formic acid treatment.
Inj00089-Positive-B8.d.DeMP	3122.783653846154	5641.572115384615	1517.8413461538462	77.10576923076923	318.4182692307692	111.375	1769.1490384615383	653.9711538461538	5944.283653846153	41552.87019230769	3004.2692307692305	3372.6634615384614	261.3028846153846	2628.7355769230767	144.21634615384616	84.2451923076923	544.0240384615385	713.9423076923076	713.9423076923076	1227.9807692307693	2021.8846153846152	3361.2403846153843	541.1682692307692	2021.8846153846152	6561.129807692308	259.875	41077.38461538462	446.9278846153846	29.985576923076923	182.76923076923077	2106.1298076923076	3239.8701923076924	71.39423076923076	7904.7692307692305	3092.7980769230767	1676.3365384615383	71.39423076923076	2.855769230769231	1256.5384615384614	1610.6538461538462	148.5	434.07692307692304	229726.64423076922	61.39903846153846	348.40384615384613	3759.620192307692	1315.0817307692307	6.425480769230769	402.66346153846155	194.19230769230768	5.711538461538462	4132.298076923077	208.47115384615384	705.375	182.76923076923077	713.9423076923076	9.995192307692307	235.60096153846152	171.34615384615384	Growth with high aminoadipate supplementation without formic acid treatment.
Inj00091-Positive-F11.d.DeMP	3450.886699507389	6806.305418719212	1721.231527093596	101.08374384236453	288.2758620689655	68.32512315270937	137.58620689655172	618.6699507389162	4545.9605911330045	48382.61083743843	3322.6600985221676	745.0246305418719	4621.773399014778	2630.985221674877	73.00492610837439	1426.4039408866995	7309.852216748768	2038.5221674876848	2038.5221674876848	1042.6600985221676	1061.3793103448277	675.7635467980296	40.24630541871921	1061.3793103448277	3443.399014778325	4090.1477832512314	39227.04433497537	1294.4334975369459	210.59113300492612	57.0935960591133	339.7536945812808	323.8423645320197	130.0985221674877	2.3399014778325125	22340.443349753696	2671.231527093596	6.551724137931035	23.399014778325125	499.8029556650246	931.2807881773399	19.655172413793103	2081.576354679803	1413.3004926108374	357.53694581280786	263.9408866995074	1245.7635467980297	364.1840948318887	403.3990147783251	344.4334975369458	4865.12315270936	3.7438423645320196	3635.270935960591	14.975369458128078	1758.6699507389162	63.645320197044335	2014.1871921182267	349.11330049261085	658.9162561576355	244.28571428571428	Baseline growth without any supplementation or treatment.
Inj00099-Positive-H12.d.DeMP	1642.4367816091954	7799.977011494253	2038.6666666666667	299.73386179584236	94.26436781609195	76.6896551724138	2470.0459770114944	1289.344827586207	6286.954022988506	53567.724137931036	1628.057471264368	1642.4367816091954	258.82758620689657	2709.7011494252874	6.390804597701149	23.166666666666668	2439.689655172414	218.3524904214559	218.88505747126436	634.2873563218391	1086.4367816091954	1642.4367816091954	562.3908045977012	1086.4367816091954	4086.919540229885	2300.689655172414	48643.6091954023	501.67816091954023	55.249454149317515	3.9942528735632186	952.2298850574713	1489.057471264368	68.70114942528735	8542.908045977012	7684.942528735633	1035.3103448275863	139.0	25.563218390804597	60.71264367816092	2505.1954022988507	158.17241379310346	1033.712643678161	304978.7816091954	15.17816091954023	928.264367816092	4157.218390804598	532.0344827586207	105.44827586206897	679.0229885057471	2460.4597701149423	6.390804597701149	3724.2413793103447	139.0	218.88505747126436	3.9942528735632186	218.88505747126436	102.33081722288678	142.19540229885058	743.2198574756835	Growth with high aminoadipate supplementation without formic acid treatment.
Inj00100-Positive-C9.d.DeMP	940.6175771971496	1302.9691211401425	1436.5795724465559	66.270783847981	20.30878859857482	28.859857482185273	3211.995249406176	215.9144893111639	7190.380047505938	12220.546318289786	126.12826603325415	14680.047505938242	313.1828978622328	2834.6793349168647	4.275534441805226	42.75534441805225	790.9738717339667	25389.19239904988	27212.707838479808	14034.976247030878	16002.256532066507	13959.619952494062	49.16864608076009	16240.617577197148	2446.67458432304	2.137767220902613	10726.24703087886	1.6033254156769596	12.826603325415677	92.99287410926365	1099.8812351543943	11311.995249406176	328.14726840855104	889.3111638954869	462.82660332541565	520.5463182897862	176.36579572446556	381.59144893111636	859.3824228028503	678.7410926365795	12.826603325415677	1239.9049881235153	22151.543942992874	10.15439429928741	228.74109263657957	1066.7458432304038	259.5169848553457	4.809976247030879	800.5938242280284	74.82185273159145	4.275534441805226	2593.1116389548692	176.36579572446556	27451.06888361045	107.95724465558195	27730.04750593824	7.4821852731591445	510.92636579572445	141.09263657957243	Growth with low aminoadipate supplementation and formic acid treatment.
Inj00101-Positive-B4.d.DeMP	6140.175457020055	7889.785464527715	1459.233556681809	312.4303584835107	49.62129222973405	288.53862518771285	487.02379410664906	1507.0170232734047	3732.623871058884	47722.81834553719	5287.424360923885	798.5352397710906	2509.5509088778463	3060.898600319336	90.97236908784576	1511.6115873687504	6546.334923048618	5640.286883446438	5686.232524399895	752.5895988176331	798.5352397710906	798.5352397710906	2.297282047672873	798.5352397710906	2036.3108070572346	4618.455828641544	32388.001220911232	75.35085116367023	49.62129222973405	167.24213307058514	58.810420420425544	470.48336336340435	44.10781531531916	10.10804100976064	24602.9718177574	4079.054003847953	125.89105621247343	59.72933323949469	431.8890249625001	939.1289010886704	1.8378256381382982	1608.097433371011	2216.4177195947877	345.51121997000007	686.4278758446544	1244.2079570196279	275.8849598063657	101.99932291667555	573.401599099149	4998.885735736171	92.81019472598406	3875.055358014602	125.89105621247343	5486.828442661889	167.24213307058514	5686.232524399895	210.43103556683516	219.62016375752665	801.291978228298	Growth with proline supplementation without formic acid treatment.
Inj00103-Positive-G12.d.DeMP	1390.0	2824.402777777778	1083.0416666666667	15.444444444444445	263.5208333333333	54.05555555555556	799.25	305.02777777777777	8373.784722222223	23819.194444444445	1329.1875	17324.805555555555	115.83333333333333	3611.1041666666665	394.7986111111111	144.79166666666666	1126.4791666666667	13279.326388888889	13373.923611111111	14011.006944444445	15900.055555555555	15834.416666666666	15.444444444444445	16071.875	925.7013888888889	4701.868055555556	20237.04861111111	162.16666666666666	70.46527777777777	2.4131944444444446	296.34027777777777	11341.048611111111	110.04166666666667	164.09722222222223	546.3472222222222	651.5625	51.15972222222222	62.74305555555556	56.951388888888886	1233.625	126.45138888888889	2968.2291666666665	15282.277777777777	71.43055555555556	292.4791666666667	247.11111111111111	161.20138888888889	184.36805555555554	881.2986111111111	4416.145833333333	27.993055555555557	1094.625	139.0	11763.840277777777	2.4131944444444446	13155.770833333334	123.55555555555556	537.6597222222222	15.444444444444445	Growth with formic acid treatment without aminoadipate supplementation.
Inj00104-Positive-H7.d.DeMP	1438.7486781229345	1561.4250660938533	2911.846744877726	308.1072021099476	385.6945637805684	171.74694315928616	535.7795968822707	106.9738103106411	5939.5	11066.391606080633	1342.5703899537343	2913.809567085261	1376.9197785855915	2535.9662921348313	223.7617316589557	206.0963317911434	5624.46703569068	9528.520406477197	9598.200594844679	2745.0068572372766	3244.5451090548577	2898.106989424983	18.64681097157964	3334.834930601454	1052.0727032385987	3305.3925974884332	10714.065019828155	65.75454395241242	28.46092200925314	2.4535277594183738	682.0807171183079	2844.129378717779	22.57245538664904	2.4535277594183738	3913.8674818241902	3698.9384500991405	107.95522141440846	128.5648545935228	1041.2771810971578	1050.109881031064	1.962822207534699	465.1888631857237	2731.2671017845337	9.32340548578982	527.0177627230668	873.4558823529411	263.92658801103914	115.80651024454725	195.30080964970256	3303.429775280899	144.2674322538004	2993.303866490416	107.95522141440846	8892.566011235955	2.4535277594183738	9452.951751487111	93.23405485789822	1046.1842366159947	568.3274994340702	Growth with proline supplementation and formic acid treatment.
Inj00112-Positive-G5.d.DeMP	1332.9646660212973	4141.762665375928	3528.856082607293	38.57454017424976	118.58099386899	218.5890609874153	2427.3386576314942	15.715553404323977	7127.717812197484	33031.23588254276	1245.8147789609552	7804.9152952565355	455.7510487253953	4464.64585350113	5.714746692481446	20.71595676024524	125.72442723459181	4003.1800580832532	4237.484672474992	4491.790900290417	6296.2221684414335	7604.8991610196845	280.02258793159086	6296.2221684414335	7699.192481445629	290.0233946434334	31523.971442400776	2.143030009680542	41.43191352049048	84.29251371410133	1730.1395611487578	6809.120684091643	77.14908034849952	6917.7008712487905	1050.0847047434656	1692.9937076476285	197.1587608906099	345.7421748951275	771.4908034849952	1795.8591481122944	38.57454017424976	638.6229428848017	130064.77734753148	13.572523394643435	374.31590835753474	795.7784769280414	969.8053132958753	305.7389480477574	290.0233946434334	307.16763472087774	28.57373346240723	5583.307518554373	240.01936108422075	3243.1187479832206	84.29251371410133	3923.173604388513	10.00080671184253	1264.38770571152	38.57454017424976	Growth with high aminoadipate supplementation without formic acid treatment.
Inj00113-Positive-C2.d.DeMP	4832.554263565891	7139.740310077519	1866.0	1116.2248062015503	19.286821705426355	669.0116279069767	297.7403100775194	2679.662790697674	11116.441860465116	51951.46511627907	4278.058139534884	5958.99007768593	3019.593023255814	4049.0271317829456	130.1860465116279	1100.5542635658915	5092.926356589147	4438.37984496124	4532.403100775194	5169.186548071131	5750.475081064729	5395.898862866141	32.54651162790697	5970.515205342741	2175.794573643411	6684.089147286822	36840.24031007752	3.6162790697674416	43.583337525611256	115.72093023255813	724.4612403100775	3651.6265321041074	16.875968992248062	3.0135658914728682	28924.205426356588	4304.5775193798445	97.63953488372093	323.05426356589146	893.2209302325581	1499.550387596899	63.8875968992248	1839.4806201550387	4674.643410852713	191.6627906976744	309.79457364341084	1277.751937984496	195.79603442121245	5.424418604651162	9.643410852713178	6034.364341085271	62.68217054263565	3496.941860465116	97.63953488372093	4409.4496124031	128.98062015503876	4515.527131782946	303.7674418604651	659.3682170542635	2017.8837209302324	Growth with proline supplementation without formic acid treatment.
Inj00114-Positive-D9.d.DeMP	3145.303628352757	4161.347510465626	1972.420757725821	44.32406197136677	81.82903748560018	46.028833585650105	1762.7338491689707	206.2773653282838	5673.479932334946	39697.31181020179	3010.6266708243734	5861.004809906113	719.4136212275682	4118.728220108543	40.91451874280009	24.719188407108387	155.13421689978367	4328.415128665393	4343.758073193943	5641.089271663563	6300.835886391214	5446.745307635262	103.99106847128357	6455.970103290998	5330.820837863996	1743.9813614118539	45316.23905087967	59.6670064999168	57.962234885633464	49.438376814216774	2928.7976333387733	4164.757053694193	102.28629685700022	9096.661333815888	5905.32887187748	600.0796082277346	81.82903748560018	3.4095432285666742	1198.454444841186	2393.499346453805	368.23066868520084	3869.831564423175	158257.35849715074	35.80020389995008	537.0030584992512	968.3102769129355	602.310470485685	44.32406197136677	688.7277321704682	1616.1234903406037	6.8190864571333485	4118.728220108543	92.05766717130021	4174.985683379892	49.438376814216774	4331.82467189396	11.933401299983359	830.2237761559852	44.32406197136677	Growth with high aminoadipate supplementation without formic acid treatment.
Inj00117-Positive-H1.d.DeMP	6356.812477579446	8629.916528918317	1569.6338576429569	732.6322308163997	318.2243348937155	333.57277548344456	695.79597340105	2533.515926677941	5730.0844868321765	62500.89654012196	5354.559307070139	1058.0191713186555	5996.124123720813	3451.3526739437375	958.765922171741	2296.126712223465	7692.638423572197	1746.3114626536158	1767.1171265641372	1090.7625112434107	1197.1783659988655	996.6254089597393	29.673651806809485	1229.9217059236207	3681.5792827896735	6969.215257109635	53388.015747313504	1304.6174501269686	33.59318227836241	55.25438612302456	661.0061747309975	900.4418479307706	14.32521121708044	2.5580734316215072	30240.520879256812	5302.37460906506	70.6028267127536	2.0464587452972056	406.2220609414954	72.64928545805081	314.1314174031211	1022.2061432759543	1708.7930523231669	158.60055276053345	167.80961711437087	413.3846665500356	421.5705015312244	29.673651806809485	800.1653694112075	7451.156291627127	175.9954520955597	4563.603002012769	70.6028267127536	1584.982298232686	55.25438612302456	1699.5839879693294	421.5705015312244	312.0849586578239	1414.1029930003692	Baseline growth without any supplementation or treatment.
Inj00125-Positive-A1.d.DeMP	1414.143169601483	2083.703577386469	1093.1828730305838	1160.8722150139017	160.198109360519	172.60782205746062	575.3594068582021	72.20196478220575	8306.610417052827	19924.357812789618	1363.9402409638553	6416.949620018536	295.57679332715475	2753.828063021316	4.512622798887859	153.42917516218722	1193.5887303058387	6334.5942539388325	6669.656496756255	8351.736645041705	9006.066950880444	5805.489230769231	55.27962928637627	9161.752437442075	2780.903799814643	4735.997627432808	18360.734012974975	92.50876737720111	70.08426366547451	48.510695088044486	307.9865060240964	3573.9972567191844	372.29138090824836	56.24759206441289	5005.626839666357	452.3904355885079	74.45827618164968	23.69126969416126	672.380797034291	821.2973493975903	186.14569045412418	2294.6686932344765	6.768934198331789	156.8136422613531	284.2952363299351	1048.0566450417052	385.82924930491197	36.100982391102875	166.96704355885078	4455.0868582020385	38.357293790546805	3601.0729935125114	74.45827618164968	6688.8351436515295	48.510695088044486	6706.885634847081	149.1261314164264	209.83696014828544	1853.559814643188	Growth with formic acid treatment without aminoadipate supplementation.
Inj00126-Positive-C6.d.DeMP	998.8817744764618	2228.002255835796	2858.502099299662	90.9147714358009	240.86510873900497	81.46908089701638	1098.0615251336992	91.07935655324032	10325.320470208815	12461.227243291463	975.2675481295005	24058.173802284142	20.662448053591113	5018.02309872927	15.349247125524826	17.12031410154692	1233.8433266287263	18279.77261518272	18520.637723921725	24657.384795838287	27445.634571755738	22478.382059672433	46.04774137657448	28109.194332105348	2670.76899984132	1756.8984402139185	10550.836331822296	28.337071616353526	29.51778293370159	30.698494251049652	1675.4293593169023	17440.286868548246	203.08234658386692	896.1598898671803	698.9810998700536	231.41941820022046	87.3726374837567	43.68631874187835	755.6552431027607	1126.3985967500525	158.2153165246405	2387.3982836777845	18161.701483447912	11.216757514806604	178.2874089195576	82.64979221436445	8.264979221436445	5.313200928066286	856.0157050773461	1618.7552160841951	36.60205083778997	2867.947789838446	93.27619407049703	17217.13242956946	30.698494251049652	18335.26604709808	8.264979221436445	1027.2188460928153	112.16757514806604	Growth with low aminoadipate supplementation and formic acid treatment.
Inj00127-Positive-C3.d.DeMP	7859.045212659712	7778.472866029804	2022.643736088712	1490.125353189898	94.46413053161567	19.44849746239146	247.27375345040574	2262.508538124873	5968.836483100617	49777.96619552756	7008.868037875171	420.45799275836777	4308.305247383099	3157.1394213948806	295.4319376429941	2345.8592415351227	5735.45451355192	2314.371198024584	2314.371198024584	71.31115736210202	147.2529093581068	420.45799275836777	88.9074169709324	147.2529093581068	2388.4607121670274	8054.456306210407	44163.83326138389	401.0094952959763	89.1136911898367	72.23727628888257	255.60882379143064	406.5662088566596	2.7783567803416376	2.3152973169513644	27793.75511161096	2841.3328673627143	49.084303119368926	320.4371486660688	1183.5799884255375	1320.6455895890583	62.516741273851466	3104.3506425683895	871.4779101004935	788.1272066902445	366.77886972701805	1046.5143872620167	12.965664974927641	554.7452371415469	7.408951414244366	7937.765321436058	25.005211023074736	4512.9775302016	112.06039014044605	2145.8175533505246	78.7201087763464	2277.326440953362	116.69098477434876	527.8877882649111	2611.655373521139	Baseline growth without any supplementation or treatment.
Inj00130-Positive-F12.d.DeMP	6862.980264801398	5403.4324256807395	1270.217336997252	187.32700474644017	4.507869098176367	1020.7819135648263	736.2852860354733	2155.7631776167873	7076.352735448413	47423.784661503865	6394.161878591056	5711.120667292613	3948.893330002498	3185.5608293779665	826.4426679990007	1565.733200099925	7637.33200099925	5720.986759930052	5928.348738446165	105.18361229078191	105.18361229078191	5245.616184459401	48.08393704721458	105.18361229078191	1888.2962777916562	3006.2478141393954	31960.791906070444	1155.0162378216337	42.884198811898415	48.08393704721458	571.9985011241569	3692.6321698700863	32.05595803147639	2.504371721209093	26128.61104171871	2609.555333499875	62.108418685985505	118.20634524106919	564.9862603047713	1000.7469397951536	199.34798900824381	3440.00499625281	467.8166375218586	698.2188358730951	483.8446165375968	2055.5883087684233	314.26793254454157	43.0751936047964	595.0387209592805	3658.386210342243	23.040219835123654	5035.790657007245	62.108418685985505	5610.794404196852	48.08393704721458	5776.082937796652	7.01224081938546	244.42667999000747	421.7361978516113	Growth with proline supplementation without formic acid treatment.
Inj00138-Positive-E6.d.DeMP	11422.664857614855	9092.991436434078	1643.848563718827	1140.135391571632	783.6614543597708	1924.765525108609	1151.7595416981057	2335.485496244014	9745.88120187102	61305.767767022466	11018.725640719893	399.0432401644742	6975.458755061446	3320.632219462663	1831.7723240968191	2751.04886326545	13448.173017152903	2548.594915229366	2548.594915229366	41.65320461986421	41.65320461986421	362.22296806033404	15.49886683529831	41.65320461986421	2226.993428396926	6875.6847998092135	38988.368203370104	1500.4840454923178	61.37039120019432	72.65093829046083	200.5165896816719	97.83659689782058	77.49433417649155	2.421697943015361	43410.388647316155	5386.82490444337	21.310941898535177	238.29507759271152	501.7758137927828	1020.0191735980701	81.59538919002294	2371.3266258006415	408.78261278099296	591.8629772729543	215.04677733976408	2071.036080866737	292.3236343937602	246.04451101036068	91.05584265737758	7175.006665565912	125.92829303679878	4881.174373941762	33.903771202215054	2402.324359471238	72.65093829046083	2536.002085925686	20.342262721329032	365.19204980671645	1607.0387549849936	Baseline growth without any supplementation or treatment.
Inj00139-Positive-F8.d.DeMP	2928.472759990072	2470.7376520228345	564.6136758500869	321.37279722015387	350.1194465127823	2.94837428642343	1548.6335939439066	11.79349714569372	5939.5	19036.178580292875	2862.8714321171506	6712.711156614545	51.59655001241003	2206.8581533879374	2.94837428642343	45.69980143956317	770.9998758997269	13587.582898982379	14762.510052122114	7006.074398113676	7768.966244725739	6507.06205013651	99.50763216679077	7789.6048647307025	1522.8353189377017	781.319185902209	18537.903325887317	298.5228965003723	140.04777860511294	213.75713576569868	869.7704144949118	4461.627388930256	18.42733929014644	920.6298709357161	6030.162509307521	197.5410771903698	30.22083643584016	103.93019359642591	349.38235294117646	660.4358401588484	3.6854678580292877	1858.2128940183668	7527.936646810623	7.002388930255647	190.9072350459171	946.4281459419211	187.22176718788782	234.3957557706627	227.76191362620997	1211.7818317200297	68.54970215934475	2614.4708984859767	30.22083643584016	14583.39631422189	222.60225862496898	14887.81595929511	35.38049143708116	179.11373790022338	341.27432365351206	Growth with low aminoadipate supplementation and formic acid treatment.
Inj00140-Positive-G7.d.DeMP	2537.7195057664862	219.94497087828023	1435.210537819664	315.0228642946885	6.264255499697854	48.721987219872204	225.51319798912274	195.11173245303803	6484.200470576135	4447.621404785476	2537.7195057664862	16223.029687439732	24.360993609936102	3038.8599457423147	5.568227110842537	20.1848232768042	883.5640409449824	16696.32899186135	18220.63116345449	14130.76835054065	16474.991964205357	16040.67024955964	44.5458168867403	16584.964449644496	1067.7075485040566	2.7841135554212686	6211.35734214485	100.22808799516567	55.682271108425375	15.312624554816978	3425.851729945871	12006.489707754221	182.35943788009308	2921.9271764146215	2792.465896087532	320.1730588734459	135.02950743793153	407.87263586921586	1151.2309551666947	1002.2808799516567	104.40425832829757	350.79830798307984	11800.465304653047	13.224539388251026	765.6312277408489	1319.6698252696813	273.2365146964313	46.915103340188615	808.7849878498786	486.6831571615616	13.920567777106344	5101.888090309475	160.08652943672294	18071.681088239453	15.312624554816978	18389.07003355748	9.74439744397444	395.3441248698201	597.800272707089	Growth with high aminoadipate supplementation and formic acid treatment.
