	T2	T2_cutoff	DModX	DModX_cutoff	Outlier
7	36.6430001594274	75.61934509464537	0.8861276319393361	2.0358158861349462	False
20	31.572487038750957	75.61934509464537	1.59436779248328	2.0358158861349462	False
22	45.43239215225624	75.61934509464537	1.3299650035249577	2.0358158861349462	False
23	16.12793803653335	75.61934509464537	2.04520383815579	2.0358158861349462	True
25	43.46292807228564	75.61934509464537	1.2093786850204702	2.0358158861349462	False
33	33.239541382992584	75.61934509464537	1.1948270488424673	2.0358158861349462	False
35	22.689990384030796	75.61934509464537	1.6812015675150367	2.0358158861349462	False
37	40.580956195890494	75.61934509464537	1.6269929246144945	2.0358158861349462	False
38	21.044017030539436	75.61934509464537	1.4488972242471667	2.0358158861349462	False
46	12.732086439501975	75.61934509464537	2.1796117218011117	2.0358158861349462	True
47	30.013197124987798	75.61934509464537	1.2956977214647272	2.0358158861349462	False
48	25.29699223416973	75.61934509464537	1.4126198445830405	2.0358158861349462	False
49	13.191978128475327	75.61934509464537	1.4990153258130976	2.0358158861349462	False
50	19.537735110780993	75.61934509464537	2.0649309659595585	2.0358158861349462	True
51	37.266131818896355	75.61934509464537	1.369897155361187	2.0358158861349462	False
59	36.328455748301515	75.61934509464537	1.6379544671420954	2.0358158861349462	False
60	10.658600578529967	75.61934509464537	1.3565961571841638	2.0358158861349462	False
61	23.007159650099073	75.61934509464537	1.9425707654290474	2.0358158861349462	False
72	20.729341680354057	75.61934509464537	1.8754492131951848	2.0358158861349462	False
73	33.23538367607259	75.61934509464537	1.2398027896020531	2.0358158861349462	False
74	21.457718367981315	75.61934509464537	1.434391463038207	2.0358158861349462	False
75	11.767414365235833	75.61934509464537	1.2342924654745016	2.0358158861349462	False
76	29.95765709528925	75.61934509464537	1.380359623611689	2.0358158861349462	False
77	15.941821649269865	75.61934509464537	1.4346913554534328	2.0358158861349462	False
85	44.98897224998688	75.61934509464537	1.205942922490435	2.0358158861349462	False
86	25.957540814524634	75.61934509464537	1.9410630836096077	2.0358158861349462	False
87	22.422540719221878	75.61934509464537	1.3117214640652857	2.0358158861349462	False
88	21.69314573043154	75.61934509464537	1.4779387161320618	2.0358158861349462	False
89	9.612528366560047	75.61934509464537	1.303128823402541	2.0358158861349462	False
90	15.590327543642791	75.61934509464537	1.8044578272773735	2.0358158861349462	False
99	25.903558078958216	75.61934509464537	1.6763016280792191	2.0358158861349462	False
100	24.181803536530484	75.61934509464537	1.6387123820777123	2.0358158861349462	False
101	22.647562279765634	75.61934509464537	1.8041361327375753	2.0358158861349462	False
102	23.818752804199654	75.61934509464537	1.1952754078202772	2.0358158861349462	False
111	31.87022033857433	75.61934509464537	1.4993662470996607	2.0358158861349462	False
112	23.260587463594796	75.61934509464537	1.5034156943597903	2.0358158861349462	False
113	34.164312072317706	75.61934509464537	0.9654776534223273	2.0358158861349462	False
114	13.94844837896926	75.61934509464537	1.1941898902266384	2.0358158861349462	False
115	30.808296059366455	75.61934509464537	1.7612032279488248	2.0358158861349462	False
116	30.766555822617146	75.61934509464537	1.3714109045192953	2.0358158861349462	False
124	18.299200925482303	75.61934509464537	1.6354682693938867	2.0358158861349462	False
125	16.398816148212504	75.61934509464537	1.537615119576362	2.0358158861349462	False
126	24.72993390131304	75.61934509464537	1.4773862620959068	2.0358158861349462	False
127	23.848536342553786	75.61934509464537	1.9692251935699134	2.0358158861349462	False
128	13.99620605232021	75.61934509464537	1.557422934274361	2.0358158861349462	False
129	16.28375374847663	75.61934509464537	1.446540016816705	2.0358158861349462	False
137	17.22909219935026	75.61934509464537	1.6842504420105993	2.0358158861349462	False
138	21.37772337394523	75.61934509464537	1.7014717208849093	2.0358158861349462	False
139	28.1543536574466	75.61934509464537	1.4734502719401013	2.0358158861349462	False
140	23.890690669166393	75.61934509464537	1.6339192565723801	2.0358158861349462	False
141	16.952083919165002	75.61934509464537	0.9817195197856066	2.0358158861349462	False
142	18.522357490990828	75.61934509464537	1.7188402218001777	2.0358158861349462	False
150	12.95823339212044	75.61934509464537	1.9579700461312741	2.0358158861349462	False
151	25.080049554675107	75.61934509464537	1.6031086514560813	2.0358158861349462	False
153	30.80245077403145	75.61934509464537	1.6036790592434826	2.0358158861349462	False
164	35.482862232738185	75.61934509464537	1.6410338998202134	2.0358158861349462	False
165	18.904428794256965	75.61934509464537	1.8047039242743506	2.0358158861349462	False
166	21.3973202457438	75.61934509464537	1.5232895344444057	2.0358158861349462	False
167	23.703403423582426	75.61934509464537	2.09345107138429	2.0358158861349462	True
176	44.8918446214017	75.61934509464537	1.3376474930951365	2.0358158861349462	False
177	13.546582153112315	75.61934509464537	1.3948098732111531	2.0358158861349462	False
