,Molecule List Name,Precursor Name,Precursor Formula,Precursor Adduct,Precursor Charge,Product m/z,Product Charge,CCS
6865,Other,Sphingosine,C18H37NO2,[M+H]+,1.0,300.2897,1.0,186.4
6873,Other,L-Carnitine,C7H15NO3,[M+H]+,1.0,162.1125,1.0,133.1
6889,Other,Mevalonic Acid 5-Phosphate,C6H13O7P,[M+Na]+,1.0,251.0292,1.0,152.3
6898,Other,D-Xylulose,C5H10O5,[M+Na]+,1.0,173.0421,1.0,141.8
6906,Other,Deoxyuridine-5'-Triphosphate,C9H15N2O14P3,[M+Na]+,1.0,490.9629,1.0,184.9
6931,AminoAcids,L-Alanine,C3H7NO2,[M+H]+,1.0,90.055,1.0,124.8
6932,AminoAcids,L-Alanine,C3H7NO2,[M+Na]+,1.0,112.037,1.0,128.6
6933,AminoAcids,L-Alanine,C3H7NO2,[M+NH4]+,1.0,107.0816,1.0,126.9
6934,AminoAcids,L-Alanine,C3H7NO2,[M-H2O+H]+,1.0,72.0444,1.0,120.4
7155,Other,Taurine,C2H7NO3S,[M+H]+,1.0,126.022,1.0,137.4
7164,Other,Formylanthranilic acid,C8H7NO3,[M-H2O+H]+,1.0,148.0393,1.0,125.7
7173,Other,L-Gulonic gamma-lactone,C6H10O6,[M+Na]+,1.0,201.037,1.0,141.0
7182,Other,N-Acetyl-D-tryptophan,C13H14N2O3,[M+H]+,1.0,247.1077,1.0,155.7
7183,Other,N-Acetyl-D-tryptophan,C13H14N2O3,[M+Na]+,1.0,269.0897,1.0,162.7
7192,Other,Dexfosfoserine,C3H8NO6P,[M+Na]+,1.0,207.9982,1.0,140.9
7202,Other,Norvaline,C5H11NO2,[M+H]+,1.0,118.0863,1.0,120.8
7203,Other,Norvaline,C5H11NO2,[M+Na]+,1.0,140.0683,1.0,132.9
7211,Other,Glyceryl Trimyristate,C45H86O6,[M+NH4]+,1.0,740.6763,1.0,295.0
7212,Other,Glyceryl Trimyristate,C45H86O6,[M+Na]+,1.0,745.6317,1.0,291.0
7388,Other,Taurocholic Acid,C26H45NO7S,[M-H2O+H]+,1.0,498.2884,1.0,204.6
7390,Other,Taurocholic Acid,C26H45NO7S,[M+Na]+,1.0,538.281,1.0,214.9
