	0	1200	2400	3600	4800	6000	7200	8400	9600	10800	12000	13200	14400	15600	16800	18000	19200	20400	21600	22800	24000	25200	26400	27600	28800	30000	31200	32400	33600	34800	36000	37200	38400	39600	40800	42000	43200	44400	45600	46800	48000	49200	50400	51600	52800	54000	55200	56400	57600	58800	60000	61200	62400	63600	64800	66000	67200	68400	69600	70800	72000	73200
A11	0.09496666666666666	0.09423333333333331	0.08129999999999998	0.06823333333333334	0.06286666666666665	0.0673	0.057033333333333325	0.07769999999999999	0.08453333333333335	0.12156666666666663	0.12223333333333333	0.13063333333333338	0.1557	0.15533333333333332	0.16659999999999997	0.17466666666666666	0.17560000000000003	0.21896666666666667	0.23336666666666664	0.2776666666666666	0.3222999999999999	0.2952666666666667	0.3174	0.3566666666666667	0.386	0.40966666666666673	0.47050000000000003	0.47216666666666673	0.526	0.566	0.6379333333333334	0.6971666666666666	0.7321666666666666	0.8058666666666666	0.8558666666666667	0.9115666666666666	0.9934999999999999	1.0535666666666668	1.0987333333333333	1.1816666666666666	1.2240333333333333	1.28	1.3339666666666667	1.4037333333333333	1.4453666666666667	1.5046	1.5793	1.5905333333333334	1.6102333333333334	1.6814333333333333	1.7261666666666668	1.7590333333333334	1.8490333333333333	1.8690666666666664	1.8829666666666667	1.8782666666666668	1.9401333333333333	1.9946666666666668	2.0341333333333336	1.9780666666666669	2.059266666666667	2.1038666666666668
A12	0.03756666666666665	-0.0033666666666666845	0.03059999999999999	0.015033333333333343	0.01476666666666665	0.0411	0.019333333333333313	0.0398	-0.011066666666666669	0.040166666666666656	0.014033333333333314	0.023833333333333345	0.02360000000000001	0.034533333333333305	0.028799999999999992	0.00576666666666667	0.03989999999999999	0.04706666666666667	0.05686666666666665	0.017066666666666647	0.042399999999999965	0.02566666666666667	0.026400000000000007	0.01886666666666667	0.062100000000000016	0.026266666666666688	0.0739	0.0271666666666667	0.007700000000000012	0.028799999999999992	0.014833333333333337	0.04086666666666666	0.05826666666666666	0.060666666666666674	0.04456666666666667	0.03336666666666668	0.025500000000000023	0.018066666666666675	0.031233333333333335	0.03336666666666668	0.03823333333333334	0.020499999999999963	0.022066666666666707	0.03353333333333333	-0.0033333333333332993	-0.01629999999999998	0.006500000000000006	0.0014333333333333143	-0.0028666666666666563	0.02313333333333334	0.007466666666666677	0.023033333333333322	0.005633333333333351	0.01576666666666665	-0.005033333333333334	0.0018666666666666554	-0.0007666666666666655	0.0026666666666666783	0.0038333333333333275	0.0072666666666666435	0.07476666666666662	0.0069666666666666766
B01	0.010366666666666677	-0.015999999999999986	0.018400000000000027	0.007533333333333336	-0.01206666666666667	-0.002333333333333354	-0.02146666666666666	-0.005533333333333307	-0.03190000000000001	-0.031399999999999956	-0.028166666666666673	-0.027933333333333338	-0.003633333333333294	-0.006200000000000011	-0.014366666666666666	-0.03366666666666665	-0.04803333333333332	-0.010833333333333334	-0.011299999999999977	-0.010599999999999998	-0.021800000000000014	-0.03796666666666665	-0.011166666666666658	0.0015666666666666884	-0.00016666666666670382	-0.004133333333333322	-0.02209999999999998	-0.014933333333333326	-0.009200000000000014	-0.015033333333333343	-0.013466666666666682	-0.011833333333333335	-0.011899999999999966	-0.013999999999999985	-0.01153333333333334	-0.010933333333333323	-0.015566666666666673	-0.010866666666666636	-0.013600000000000001	-0.00993333333333335	-0.015200000000000019	-0.01369999999999999	-0.00416666666666668	-0.0006333333333333468	-0.0024000000000000132	-0.002233333333333365	-0.011300000000000032	-0.0035333333333333328	-0.009766666666666673	-0.003400000000000014	-0.0008666666666666822	-0.0019333333333333425	-0.0017999999999999683	-0.00466666666666668	0.0008333333333333248	0.00040000000000001146	0.004766666666666669	0.0012000000000000066	-0.0022999999999999965	-0.0025666666666666615	-0.001333333333333353	0.002466666666666645
B02	0.04686666666666668	0.036500000000000005	0.03810000000000002	0.06593333333333332	0.07463333333333333	0.07136666666666666	0.06623333333333334	0.07076666666666667	0.0859	0.10910000000000006	0.13863333333333333	0.15836666666666668	0.2010666666666667	0.2597	0.22683333333333336	0.23473333333333332	0.21946666666666667	0.24006666666666668	0.25650000000000006	0.28380000000000005	0.3085	0.3429333333333333	0.3690333333333333	0.3956666666666667	0.42093333333333327	0.44266666666666665	0.5266000000000001	0.5921666666666667	0.5895	0.6901666666666666	0.7237333333333333	0.8005666666666668	0.8538000000000001	0.9224	1.0070666666666668	1.0570666666666666	1.1438333333333333	1.2047333333333332	1.285	1.3384666666666667	1.3768	1.4237	1.5179333333333334	1.5371666666666666	1.6139	1.6729666666666667	1.7016	1.7472666666666665	1.7708333333333335	1.8588000000000002	1.9488333333333334	1.9533666666666665	1.9878	1.9648333333333334	2.0045333333333333	2.0184	2.1010666666666666	2.1178	2.1774999999999998	2.1004333333333336	2.1206666666666667	2.1536666666666666
B03	0.039466666666666664	0.02150000000000002	0.02730000000000002	0.04313333333333333	0.04153333333333334	0.046566666666666645	0.03933333333333333	0.05646666666666669	0.05879999999999999	0.08070000000000002	0.10923333333333335	0.13436666666666666	0.16046666666666667	0.2737	0.29623333333333335	0.26793333333333336	0.2817666666666667	0.31356666666666666	0.29590000000000005	0.28769999999999996	0.3063	0.42033333333333334	0.32533333333333336	0.40756666666666663	0.3955333333333333	0.41946666666666665	0.5207	0.5582666666666667	0.6121	0.6872666666666666	0.7255333333333333	0.8325666666666666	0.8744000000000001	0.9726	1.0253666666666668	1.0989666666666666	1.1893333333333334	1.2474333333333332	1.3044	1.3942666666666668	1.3937	1.4506000000000001	1.5174333333333334	1.5821666666666667	1.6078	1.6997666666666666	1.7115	1.7592666666666665	1.7901333333333334	1.9044999999999999	1.940233333333333	1.9948666666666666	1.9889999999999999	1.9435333333333333	1.9815333333333331	2.0603	2.110266666666667	2.1479999999999997	2.2232	2.1328333333333336	2.1587666666666667	2.2234666666666665
B04	0.010899999999999993	0.014033333333333314	0.007800000000000001	0.02626666666666666	0.026533333333333325	0.020066666666666677	0.00883333333333336	0.027266666666666634	0.04043333333333329	0.05246666666666666	0.07603333333333331	0.10040000000000002	0.131	0.19513333333333333	0.2699	0.20336666666666664	0.16443333333333326	0.17623333333333324	0.10426666666666667	0.14950000000000002	0.19523333333333331	0.2388333333333334	0.23199999999999998	0.2983666666666666	0.2710333333333333	0.2909333333333334	0.3503	0.3616333333333333	0.3875999999999999	0.4728333333333334	0.5005999999999999	0.5487333333333333	0.5971	0.6554333333333333	0.7038333333333333	0.7587999999999999	0.8182999999999999	0.8339333333333333	0.8944333333333333	0.9568333333333333	0.9293333333333332	0.9683666666666667	1.0261666666666667	1.0901333333333332	1.0887333333333333	1.1708333333333334	1.1444333333333334	1.1911666666666667	1.1941333333333333	1.3137666666666665	1.336666666666667	1.3423333333333334	1.3901	1.358	1.3659666666666666	1.3828333333333331	1.417266666666667	1.4651333333333336	1.513	1.4654333333333334	1.4474666666666667	1.4452000000000003
B05	-0.007500000000000007	-0.004533333333333334	0.021399999999999975	-0.002766666666666695	-0.007133333333333325	-0.009266666666666645	-0.010766666666666674	-0.018733333333333324	-0.00830000000000003	-0.004033333333333389	-0.007500000000000007	-0.00936666666666669	-0.004766666666666641	0.014500000000000013	0.03806666666666669	-0.0012666666666667492	-0.20670000000000005	-0.0015333333333333865	-0.43046666666666655	-0.35296666666666676	-0.25093333333333323	-0.18613333333333337	-0.02300000000000002	-0.021599999999999953	-0.03723333333333323	-0.021333333333333315	6.666666666665932e-05	-0.027200000000000002	-0.035566666666666746	-0.019033333333333236	-0.04400000000000004	-0.029900000000000038	-0.05586666666666662	-0.039699999999999847	-0.0328666666666666	-0.013666666666666494	-0.025966666666666693	-0.045500000000000096	-0.050933333333333275	-0.0469666666666666	-0.050933333333333275	-0.008933333333333016	-0.0230999999999999	-0.03169999999999984	-0.04566666666666652	-0.04813333333333336	-0.04589999999999983	-0.02623333333333333	-0.046299999999999786	-0.0019999999999997797	-0.0672333333333337	0.02553333333333363	-0.028366666666666873	-0.053433333333333	-0.10886666666666667	-0.09726666666666661	-0.07636666666666692	-0.015200000000000102	0.04906666666666659	0.018799999999999706	-0.05826666666666647	-0.03430000000000044
B06	-0.009899999999999992	0.0004666666666666708	0.0042999999999999705	-0.004366666666666685	-0.007833333333333331	-0.01536666666666664	-0.003766666666666668	-0.005133333333333323	-0.009199999999999986	-0.002933333333333399	-0.019499999999999962	-0.013066666666666671	-0.0001666666666666483	0.010299999999999976	0.017366666666666697	0.02093333333333325	0.18099999999999994	0.30266666666666664	0.07103333333333339	-0.05066666666666675	0.020566666666666733	0.1498666666666667	-0.0020000000000000018	0.12450000000000006	0.01536666666666675	-0.0026333333333333764	-0.020033333333333236	-0.03059999999999996	-0.008366666666666744	-0.007733333333333259	-0.017300000000000093	-0.01540000000000008	-0.018866666666666587	-0.03200000000000003	-0.017766666666666486	-0.03146666666666653	-0.010666666666666602	-0.04180000000000006	-0.050833333333333286	-0.04006666666666647	-0.0740333333333334	-0.024133333333333118	-0.03639999999999999	-0.035199999999999676	-0.06366666666666654	-0.03403333333333336	-0.07489999999999997	-0.07773333333333343	-0.07889999999999975	-0.05069999999999997	-0.1114333333333335	-0.008466666666666178	-0.0552666666666668	-0.08313333333333306	-0.12366666666666681	-0.15006666666666701	-0.06026666666666669	-0.02740000000000009	-0.009233333333333427	-0.02100000000000035	-0.05136666666666656	-0.0860000000000003
B07	-0.004599999999999993	-0.00793333333333332	-0.013500000000000012	-0.009166666666666684	-0.0055333333333333345	-0.008166666666666628	-0.002966666666666673	-0.006333333333333302	-0.0030999999999999917	0.004566666666666608	-0.007899999999999963	-0.002566666666666717	-0.0011666666666666492	0.018600000000000005	0.00986666666666669	0.06593333333333329	-0.0029000000000000137	0.23016666666666663	-0.11616666666666664	-0.1710666666666668	-0.15703333333333325	-0.014533333333333398	-0.019000000000000017	-0.00649999999999995	-0.020533333333333292	-0.014133333333333331	-0.046433333333333326	-0.052099999999999924	-0.03406666666666669	-0.04523333333333324	-0.0525000000000001	-0.05390000000000006	-0.05886666666666662	-0.06400000000000006	-0.07066666666666666	-0.04366666666666652	-0.049766666666666515	-0.05490000000000017	-0.06303333333333327	-0.04716666666666658	-0.0507333333333333	-0.03833333333333311	-0.06309999999999993	-0.05689999999999973	-0.0548666666666664	-0.05943333333333345	-0.07879999999999998	-0.06383333333333341	-0.06699999999999973	-0.059499999999999886	-0.08843333333333359	-0.0458666666666665	-0.059566666666666546	-0.0939333333333332	-0.09786666666666655	-0.136166666666667	-0.030266666666666886	-0.03399999999999981	0.02066666666666661	0.015499999999999847	-0.013366666666666305	0.004599999999999493
B08	-0.00470000000000001	-0.013333333333333336	-0.0039000000000000146	-0.016566666666666702	-0.017033333333333317	-0.005766666666666642	-0.004966666666666675	-0.0011333333333333195	-0.0023000000000000242	-0.00283333333333341	0.0022000000000000353	0.006633333333333324	0.0017333333333333645	0.015699999999999992	0.014266666666666705	0.041033333333333255	-0.05740000000000012	0.19656666666666656	-0.17446666666666666	-0.21706666666666674	-0.18213333333333326	-0.05843333333333334	-0.010100000000000109	-0.01519999999999988	-0.018833333333333258	-0.021633333333333393	-0.02293333333333325	-0.028699999999999948	-0.024566666666666737	-0.03363333333333329	-0.03520000000000001	-0.016100000000000003	-0.045466666666666655	-0.04129999999999989	-0.039766666666666506	-0.015966666666666463	-0.014466666666666628	-0.04970000000000008	-0.030433333333333312	-0.021266666666666545	-0.044333333333333336	-0.015733333333333155	-0.007500000000000062	0.013100000000000334	-0.022766666666666602	-0.034533333333333305	-0.02729999999999988	-0.017333333333333423	-0.03229999999999977	-0.06579999999999986	-0.030133333333333567	0.025333333333333652	-0.01676666666666682	-0.0628333333333333	-0.053166666666666806	-0.09396666666666675	-0.011866666666666692	0.054300000000000015	-0.012333333333333307	-0.013200000000000323	0.044633333333333525	-0.018600000000000616
B09	-0.020100000000000007	0.0004666666666666708	-0.009600000000000025	-0.007366666666666688	-0.00793333333333332	-0.0036666666666666237	0.005433333333333318	0.005966666666666676	0.0025000000000000022	0.015366666666666584	0.01930000000000004	0.020033333333333292	-0.0017666666666666386	0.029700000000000004	0.016766666666666707	-0.011766666666666703	-0.22530000000000006	-0.25983333333333336	-0.4740666666666666	-0.37056666666666677	-0.2501333333333332	-0.25473333333333337	-0.013800000000000034	-0.06369999999999987	-0.05333333333333323	-0.04423333333333335	-0.02973333333333328	-0.01429999999999998	-0.003966666666666674	-0.02413333333333323	-0.007900000000000018	-0.03639999999999999	-0.05936666666666668	-0.06489999999999996	-0.05156666666666654	-0.06966666666666654	-0.037666666666666515	-0.059900000000000064	-0.0719333333333334	-0.05666666666666664	-0.07163333333333322	-0.04283333333333306	-0.04939999999999989	-0.05249999999999977	-0.04026666666666645	-0.06153333333333344	-0.04079999999999995	-0.0164333333333333	-0.05389999999999984	-0.0815999999999999	-0.06873333333333376	-0.013366666666666305	-0.07416666666666671	-0.12163333333333304	-0.0762666666666667	-0.11046666666666694	-0.09656666666666691	-0.019099999999999895	-0.03933333333333344	-0.018600000000000172	-0.03406666666666647	-0.021400000000000308
B10	0.06486666666666667	0.02633333333333332	0.03469999999999998	0.01773333333333335	0.03836666666666666	0.03939999999999999	0.03933333333333333	0.04720000000000002	0.04853333333333332	0.07186666666666666	0.09543333333333334	0.12563333333333337	0.1578	0.18513333333333332	0.2147	0.2548666666666667	0.2132	0.23506666666666667	0.24246666666666664	0.26736666666666664	0.2993	0.29736666666666667	0.3268	0.34106666666666674	0.39670000000000005	0.42456666666666676	0.48130000000000006	0.4785666666666667	0.5443	0.5873	0.6639333333333334	0.7407666666666666	0.7929666666666667	0.8412666666666667	0.9042666666666667	0.9577666666666667	1.0438999999999998	1.0995666666666666	1.1649333333333334	1.2313666666666667	1.2718333333333334	1.3397999999999999	1.4005666666666667	1.4594333333333331	1.5056666666666667	1.5572	1.648	1.6807333333333334	1.6475333333333335	1.7153333333333332	1.7965666666666666	1.8391333333333333	1.8993333333333333	1.8548666666666667	1.9090666666666667	1.9394666666666667	2.0294333333333334	2.160266666666667	2.1349333333333336	2.0852666666666666	2.1193666666666666	2.176066666666667
B11	0.06006666666666664	0.052333333333333315	0.0562	0.04083333333333333	0.05866666666666667	0.05649999999999997	0.05143333333333333	0.0791	0.07783333333333331	0.09126666666666663	0.10373333333333332	0.09883333333333338	0.11280000000000001	0.1480333333333333	0.1508	0.14386666666666667	0.17770000000000002	0.21236666666666668	0.21916666666666665	0.24506666666666663	0.2808999999999999	0.3000666666666667	0.3183	0.3220666666666667	0.37160000000000004	0.3736666666666667	0.43100000000000005	0.4432666666666667	0.469	0.5154	0.5407333333333334	0.6112666666666666	0.6555666666666666	0.7193666666666666	0.7606666666666667	0.7945666666666666	0.8777	0.9194666666666667	0.9833333333333334	1.0543666666666667	1.0842333333333334	1.1401999999999999	1.2212666666666667	1.2593333333333332	1.3079666666666667	1.3696000000000002	1.4402	1.4876333333333334	1.4901333333333335	1.5794333333333332	1.6110666666666666	1.6281333333333334	1.7013333333333334	1.7018666666666666	1.7568666666666666	1.7718666666666667	1.8496333333333332	1.8758666666666666	1.8943333333333334	1.8849666666666667	1.9427666666666665	1.9383666666666668
B12	0.018766666666666668	0.0040333333333333055	-0.014600000000000002	-0.006466666666666648	0.010466666666666652	0.006399999999999989	0.01843333333333333	0.012999999999999984	0.004033333333333333	-0.009033333333333365	0.001533333333333331	0.01933333333333337	-0.002799999999999997	0.007833333333333303	0.0022999999999999965	0.010166666666666685	0.0169	0.011366666666666664	0.004266666666666641	0.024966666666666637	0.0068999999999999895	0.027066666666666656	0.017199999999999993	0.02576666666666666	0.008599999999999997	0.004066666666666691	-0.012899999999999995	-0.00163333333333332	-0.006500000000000006	9.999999999998899e-05	0.02203333333333335	-0.011933333333333351	-0.003233333333333338	0.011066666666666641	0.014766666666666678	0.014666666666666689	-0.00839999999999999	0.006766666666666671	-0.014866666666666667	-0.007333333333333331	0.0008333333333333248	-0.005400000000000016	0.011166666666666686	-0.0034666666666666734	-0.004633333333333295	0.010200000000000015	-0.011499999999999982	-0.009566666666666696	-0.011666666666666659	-0.007766666666666672	-0.006033333333333335	-0.008366666666666661	-0.00686666666666666	-0.005133333333333351	-0.02103333333333335	-0.015633333333333332	-0.0035666666666666624	-0.016233333333333322	-0.014766666666666678	-0.008633333333333354	-0.008133333333333354	-0.0006333333333333191
