	0	1200	2400	3600	4800	6000	7200	8400	9600	10800	12000	13200	14400	15600	16800	18000	19200	20400	21600	22800	24000	25200	26400	27600	28800	30000	31200	32400	33600	34800	36000	37200	38400	39600	40800	42000	43200
A11	0.14016666666666663	0.14729999999999996	0.16766666666666666	0.17086666666666664	0.19603333333333334	0.24013333333333334	0.3405666666666667	0.6106666666666667	1.1099333333333334	0.7394	0.4577	0.4046666666666666	0.3766666666666667	0.3981333333333333	0.44100000000000006	0.49439999999999995	0.5395666666666667	0.5949666666666668	0.6523666666666667	0.6992666666666666	0.7659666666666667	0.8494	0.9120666666666667	0.9539666666666666	1.0258	1.0925	1.1583333333333334	1.2361333333333333	1.287	1.3391333333333333	1.3981666666666666	1.4283666666666666	1.5182666666666667	1.6152666666666666	1.7256	1.7922	1.9108666666666667
A12	-0.001333333333333353	-0.004200000000000009	-0.0055333333333333345	-0.018133333333333335	-0.01796666666666666	-0.014066666666666644	-0.016033333333333344	-0.00853333333333331	-0.01476666666666665	-0.01770000000000002	-0.010000000000000009	-0.01823333333333335	-0.018333333333333313	-0.01846666666666666	-0.016000000000000014	-0.017199999999999993	-0.01893333333333333	-0.009433333333333321	-0.015233333333333321	0.0025666666666666615	-0.01903333333333329	-0.014399999999999996	-0.015433333333333354	-0.017033333333333317	-0.018199999999999994	-0.020699999999999996	-0.01206666666666667	-0.021166666666666667	-0.017100000000000004	-0.009366666666666662	-0.010133333333333328	0.021266666666666656	0.021766666666666684	0.006266666666666698	0.007500000000000007	0.003899999999999987	0.005966666666666703
B01	-0.010600000000000012	-0.002433333333333315	0.005499999999999977	0.008066666666666666	0.0032999999999999974	0.007299999999999973	0.005433333333333318	0.004866666666666658	0.008200000000000013	0.007933333333333348	0.004066666666666663	-0.0007333333333333081	0.0010999999999999899	0.0009333333333333416	0.0035333333333333328	0.0035666666666666624	-0.001166666666666677	0.00163333333333332	-0.001899999999999985	0.003233333333333338	-0.0013333333333333253	0.0009333333333333416	0.0034999999999999754	-0.0007666666666666933	0.0012999999999999956	0.0024666666666666726	0.001600000000000018	0.00019999999999997797	0.007099999999999995	0.0021000000000000185	-0.001999999999999974	-0.012733333333333319	0.0027333333333333376	0.0027666666666666673	0.003066666666666662	0.002266666666666639	0.0021000000000000185
B02	0.11279999999999998	0.12436666666666671	0.1364	0.14976666666666666	0.1978	0.2881	0.5996333333333334	1.1036666666666666	1.0884	0.5525333333333333	0.33976666666666666	0.3335666666666667	0.3701	0.3965333333333334	0.4537333333333333	0.5001666666666666	0.5406333333333333	0.5830333333333333	0.645	0.7180333333333333	0.7762666666666667	0.8186333333333333	0.8979	0.9461333333333334	1.0092	1.0868666666666666	1.1614	1.2344	1.2893	1.3603999999999998	1.4267999999999998	1.4481666666666668	1.4816333333333334	1.5147666666666666	1.6139666666666668	1.6088666666666667	1.7022000000000002
B03	0.12969999999999998	0.1309666666666667	0.15579999999999997	0.17076666666666668	0.21719999999999998	0.30469999999999997	0.5444333333333333	1.0773666666666666	1.2583	0.9046333333333334	0.3876666666666666	0.3484666666666667	0.37849999999999995	0.42823333333333335	0.44933333333333336	0.4979666666666667	0.5567333333333333	0.6247333333333334	0.6856000000000001	0.7475333333333333	0.8133666666666667	0.8641333333333332	0.9047	0.9905333333333334	1.052	1.1655666666666666	1.2047999999999999	1.3061	1.3302	1.4093	1.4808999999999999	1.4949666666666668	1.5127333333333335	1.5430666666666666	1.6450666666666667	1.6741666666666668	1.7356
B04	0.14066666666666666	0.12483333333333335	0.14586666666666667	0.16493333333333332	0.20826666666666668	0.3146333333333333	0.5178	1.0011999999999999	1.2752666666666668	1.0413	0.46463333333333334	0.36036666666666667	0.3673333333333333	0.3985333333333333	0.4656666666666667	0.48760000000000003	0.5634333333333333	0.5965333333333332	0.6735666666666666	0.7183333333333334	0.7773666666666667	0.8224	0.8922999999999999	0.9955333333333334	1.0384666666666666	1.1125666666666665	1.1683999999999999	1.2497666666666667	1.2985666666666666	1.3724666666666667	1.4466999999999999	-0.06136666666666666	-0.0175	-0.013033333333333313	-0.002333333333333326	0.008566666666666639	0.017999999999999988
B05	0.15793333333333337	0.13383333333333333	0.14323333333333332	0.17046666666666668	0.2046666666666667	0.28669999999999995	0.4661666666666666	0.9523333333333334	1.2485333333333335	0.9977333333333332	0.43486666666666673	0.34750000000000003	0.3627666666666667	0.4036333333333334	0.46040000000000003	0.49293333333333333	0.5278333333333333	0.5848333333333333	0.6328666666666667	0.703	0.7731	0.8414666666666667	0.8904000000000001	0.9606	1.0141333333333333	1.1023666666666667	1.1702666666666668	1.2578	1.3045666666666667	1.3802666666666668	1.4556666666666667	1.4768000000000001	1.4762	1.5428000000000002	1.6057666666666666	1.6692333333333333	1.7355333333333334
B06	0.14563333333333334	0.12983333333333333	0.15523333333333333	0.16916666666666666	0.1980666666666667	0.2408	0.29346666666666665	0.4569333333333334	1.0441333333333334	1.3962333333333334	1.4722666666666666	1.3210000000000002	0.4552666666666667	0.3805333333333334	0.44920000000000004	0.5136333333333333	0.5531333333333334	0.6139333333333333	0.6647666666666667	0.6966	0.7424000000000001	0.8359666666666666	0.9118999999999999	0.9874999999999999	0.9853333333333333	1.1080666666666665	1.1515666666666666	1.2278	1.2608666666666668	1.3267666666666666	1.4127666666666667	1.4544	1.4447	1.5272000000000001	1.5463666666666667	1.6153333333333333	1.7038333333333333
B07	-0.003266666666666654	0.012433333333333324	0.0021333333333333204	-0.005133333333333323	-0.0003333333333333244	-0.011800000000000005	-0.01043333333333335	-0.003166666666666651	-0.004766666666666669	-0.00216666666666665	-0.0037333333333333107	-0.00470000000000001	-0.007233333333333286	-0.004066666666666635	-0.005299999999999971	-0.0019666666666667	-0.006466666666666676	-0.01366666666666666	-0.011333333333333306	-0.009600000000000025	-0.010199999999999987	-0.0055333333333333345	-0.0023000000000000242	-0.0065000000000000335	-0.008266666666666672	-0.002333333333333326	6.666666666668708e-05	-0.009899999999999992	-0.0009333333333333138	-0.004533333333333334	-0.0029333333333333433	-0.007599999999999996	-0.003500000000000003	-0.00940000000000002	-0.01423333333333332	-0.009066666666666667	-0.009466666666666679
B08	0.16113333333333335	0.15053333333333332	0.17383333333333334	0.19126666666666667	0.23476666666666665	0.31289999999999996	0.5899666666666666	1.1064333333333332	1.2343333333333335	0.7401333333333333	0.5065666666666667	0.3862	0.3780666666666668	0.3936333333333334	0.4770000000000001	0.5089333333333332	0.5463333333333333	0.5944333333333333	0.6592666666666667	0.6967	0.7779	0.8259666666666666	0.911	1.008	1.0310333333333332	1.1017666666666666	1.1520666666666668	1.2457	1.2864666666666666	1.3372666666666666	1.4046666666666667	1.4038	1.4634	1.5014	1.6012666666666666	1.6194333333333333	1.7125333333333332
B09	0.18413333333333337	0.21803333333333333	0.2557333333333333	0.2847666666666667	0.3527666666666667	0.44810000000000005	0.9261666666666667	1.2466333333333333	1.1391333333333333	0.5629333333333333	0.46686666666666665	0.47550000000000003	0.4675666666666667	0.47993333333333343	0.5465000000000001	0.5777333333333333	0.6415333333333333	0.6788333333333333	0.7375666666666667	0.7894	0.8428000000000001	0.9060666666666667	0.9702	1.0693000000000001	1.1112333333333333	1.1806666666666668	1.2269666666666668	1.3311000000000002	1.3695666666666668	1.4462666666666666	1.4982666666666666	1.4604	1.5489000000000002	1.6035000000000001	1.6747666666666665	1.7155333333333334	1.8290333333333333
B10	0.13826666666666668	0.18409999999999996	0.21106666666666665	0.2258666666666667	0.28323333333333334	0.35253333333333337	0.5786666666666667	1.1050666666666669	1.2876333333333334	0.7887	0.5867	0.44656666666666667	0.46586666666666665	0.4426333333333334	0.49470000000000003	0.5553	0.6048666666666667	0.6642666666666667	0.7210666666666666	0.7591666666666667	0.8057666666666667	0.8895	0.9467666666666666	1.0241666666666667	1.0557	1.1368	1.2150333333333334	1.2800333333333334	1.3405	1.3857333333333333	1.4432666666666667	-0.022133333333333352	0.1325666666666667	0.1663666666666667	0.1743	0.17189999999999997	0.18166666666666667
B11	0.14646666666666666	0.14519999999999997	0.14996666666666666	0.17966666666666667	0.21763333333333335	0.29523333333333335	0.6516666666666666	1.0758666666666667	0.8243333333333334	0.4497	0.4637	0.35276666666666656	0.3665666666666667	0.3656333333333333	0.43279999999999996	0.48640000000000005	0.5370666666666667	0.5747666666666668	0.6447666666666667	0.6764666666666667	0.7217666666666668	0.7842	0.8384666666666667	0.9551666666666667	0.9709000000000001	1.0434	1.1091333333333333	1.1881333333333333	1.2347	1.3117333333333332	1.3483666666666667	-0.02403333333333335	0.07246666666666668	0.10536666666666669	0.11570000000000003	0.11029999999999998	0.1224666666666667
B12	0.04856666666666665	0.011699999999999988	0.01156666666666667	0.0017666666666666664	0.0038333333333333552	0.0008333333333333526	0.005666666666666653	0.011766666666666675	0.005933333333333346	0.011999999999999983	0.010999999999999982	0.006966666666666649	0.0033666666666666845	0.002533333333333332	0.005999999999999978	0.006400000000000017	0.003866666666666685	0.008366666666666689	0.00686666666666666	0.004266666666666669	0.003766666666666696	0.007500000000000007	0.00796666666666665	0.006066666666666692	0.0030000000000000027	0.00520000000000001	0.004333333333333328	0.0004333333333333411	0.007900000000000018	0.006633333333333324	0.006966666666666649	-0.0006333333333333468	0.004366666666666685	0.0014666666666666717	0.0068000000000000005	-0.0029000000000000137	0.0013666666666666827
C01	0.014433333333333326	0.0015666666666666607	-0.007566666666666666	-0.007500000000000007	-0.006033333333333335	-0.009799999999999975	-0.005066666666666664	-0.0038333333333333552	-0.004033333333333333	-0.00786666666666666	-0.006000000000000005	-0.001066666666666688	-0.0024666666666666726	-0.0021999999999999797	-0.003799999999999998	-0.004733333333333339	-0.003333333333333327	-0.004333333333333328	-0.002799999999999969	-0.004366666666666685	-0.002533333333333332	-0.004233333333333339	-0.0028666666666666563	-0.004233333333333339	-0.0027333333333333376	-0.0030000000000000027	-0.0012000000000000066	-0.0028666666666666563	-0.004233333333333339	-0.0027666666666666673	-0.0013000000000000234	-0.003233333333333338	-0.009033333333333338	-0.008866666666666662	-0.008133333333333326	-0.008366666666666661	-0.008000000000000007
C02	0.17373333333333335	0.14196666666666666	0.14353333333333332	0.163	0.20206666666666667	0.2511	0.36913333333333337	0.7396666666666666	1.2177666666666667	1.2438333333333333	0.7917000000000001	0.4522333333333334	0.40003333333333335	0.43279999999999996	0.4657	0.5088666666666667	0.5666666666666667	0.6445666666666666	0.7138000000000001	0.7534333333333333	0.8327666666666667	0.8828666666666666	0.9431333333333334	1.0261666666666667	1.0708666666666666	1.1743999999999999	1.2383	1.3076333333333332	1.3583666666666665	1.3955333333333333	1.5042	1.5319666666666667	1.5329666666666666	1.5721333333333334	1.6741666666666668	1.6707333333333334	1.7711
C03	0.1554333333333333	0.15536666666666668	0.16513333333333333	0.19119999999999995	0.22436666666666666	0.3358	0.5805333333333333	1.0551666666666668	1.2359666666666667	1.0508333333333333	0.4252	0.3965333333333334	0.40003333333333335	0.4266	0.4669	0.5256666666666666	0.5875666666666667	0.6096666666666666	0.6889000000000001	0.7452333333333333	0.7949666666666667	0.8589666666666665	0.9383333333333332	1.0073666666666665	1.0655666666666668	1.1524999999999999	1.184	1.2900333333333331	1.3416666666666666	1.3870333333333333	1.4815	-0.03153333333333334	0.0007666666666666655	-0.0055666666666666365	0.008866666666666662	0.007133333333333325	0.0189
C04	0.1670333333333333	0.16356666666666667	0.17446666666666663	0.19206666666666666	0.21793333333333334	0.28226666666666667	0.4037666666666667	0.6462333333333333	1.1586	1.1656666666666669	0.7216	0.42636666666666667	0.4031666666666667	0.4473666666666667	0.5061666666666667	0.5459999999999999	0.5984	0.6662666666666667	0.7326666666666667	0.7711	0.8532666666666666	0.8792333333333333	0.9660666666666666	1.0479333333333334	1.103	1.1789	1.2482000000000002	1.312	1.3946666666666667	1.4257333333333335	1.5249000000000001	1.5625666666666667	1.5771666666666668	1.5908333333333333	1.6998	1.7222333333333335	1.8013666666666666
C05	0.1904333333333333	0.15336666666666668	0.163	0.18683333333333332	0.22310000000000002	0.2811	0.4068333333333334	0.6272333333333333	1.1856666666666666	1.2405333333333335	0.7970666666666667	0.4262333333333333	0.4023	0.4443999999999999	0.48473333333333335	0.5130333333333333	0.5802666666666667	0.6276333333333334	0.6975	0.7251	0.8047666666666666	0.8513666666666666	0.9105333333333333	0.9882666666666666	1.0537666666666667	1.1347333333333334	1.1651666666666667	1.2576333333333332	1.3137666666666667	1.3500999999999999	1.4512333333333334	1.4399	1.5058333333333334	1.540166666666667	1.6145333333333332	1.6397666666666666	1.7158
C06	0.19803333333333334	0.20126666666666668	0.20569999999999997	0.19213333333333335	0.1926	0.21059999999999998	0.24733333333333332	0.33163333333333334	0.7296666666666666	1.2103333333333335	1.2654666666666667	0.5158333333333334	0.3702000000000001	0.39969999999999994	0.4401333333333334	0.4942333333333333	0.5632666666666667	0.6217333333333334	0.6731999999999999	0.7471	0.8021666666666666	0.8671666666666665	0.9403333333333334	0.9977666666666667	1.0515666666666665	1.1026333333333334	1.1964666666666668	1.3060333333333332	1.3578666666666668	1.3699999999999999	1.4963333333333333	1.4779	1.5373333333333334	1.5375666666666667	1.6254333333333335	1.6532666666666667	1.7348
C07	-0.00016666666666667607	-0.02053333333333332	-0.02250000000000002	-0.014566666666666672	-0.02209999999999998	-0.008600000000000024	-0.008766666666666645	-0.014966666666666656	-0.018133333333333335	-0.01626666666666665	-0.012033333333333368	-0.018766666666666654	-0.013899999999999996	-0.01720000000000002	-0.015966666666666685	-0.01736666666666664	-0.013433333333333325	-0.008866666666666662	-0.01040000000000002	-0.009399999999999992	-0.010533333333333339	-0.01823333333333335	-0.018466666666666673	-0.017633333333333334	-0.012133333333333357	-0.01796666666666666	-0.017033333333333345	-0.01946666666666666	-0.018933333333333344	-0.018000000000000002	-0.017966666666666672	-0.003400000000000014	-0.015266666666666664	-0.013933333333333325	-0.01206666666666667	-0.015433333333333354	-0.01780000000000001
C08	0.14103333333333334	0.1234666666666667	0.148	0.16513333333333333	0.2087	0.3095	0.5531333333333334	1.0560333333333334	1.2564666666666666	0.8179333333333334	0.4319666666666667	0.3847333333333333	0.3901	0.39879999999999993	0.45753333333333335	0.4991333333333333	0.5408666666666667	0.6161333333333333	0.6662	0.705	0.7896666666666666	0.8426666666666667	0.8970333333333332	0.9898666666666667	1.0145666666666666	1.1395333333333335	1.1761666666666668	1.2679333333333334	1.3227666666666666	1.3404	1.4678333333333333	-0.023700000000000013	-0.018366666666666656	0.02936666666666668	0.054333333333333345	0.05736666666666665	0.0728
C09	0.15333333333333332	0.16416666666666666	0.1842	0.20793333333333333	0.23870000000000002	0.31520000000000004	0.5027333333333334	0.8369333333333333	1.2754666666666665	1.1338333333333335	0.8069666666666667	0.4098333333333333	0.405	0.4150999999999999	0.4764333333333334	0.5196333333333333	0.5988666666666667	0.6305333333333333	0.7126	0.7231	0.8114666666666667	0.8439666666666666	0.9396333333333332	1.0346666666666666	1.0639666666666665	1.1677333333333335	1.1989666666666667	1.2931333333333332	1.3608666666666667	1.3726	1.4865333333333333	1.4817	1.5302333333333333	1.5460666666666665	1.6182333333333334	1.6424666666666665	1.7638
C10	0.17536666666666664	0.20249999999999999	0.2061666666666667	0.22676666666666664	0.21833333333333332	0.23593333333333336	0.2818666666666666	0.38416666666666666	0.9135333333333333	1.2667	1.2291999999999998	0.5631666666666666	0.4222666666666667	0.4179333333333333	0.4686	0.5345	0.5754666666666667	0.6450666666666667	0.6864666666666667	0.7271666666666666	0.8050666666666667	0.8594999999999999	0.9245666666666666	1.0230666666666668	1.0528	1.1388	1.1608333333333334	1.2753333333333334	1.3234	1.3749333333333333	1.4723666666666666	-0.021333333333333343	0.10796666666666668	0.1517666666666667	0.16349999999999998	0.16019999999999998	0.1682666666666667
C11	0.14696666666666666	0.14969999999999997	0.18786666666666665	0.18966666666666668	0.20783333333333331	0.2595333333333334	0.38696666666666657	0.8087666666666666	1.2082333333333333	1.0342	0.5817	0.37796666666666656	0.3976666666666667	0.4030333333333333	0.4497	0.49939999999999996	0.5666666666666667	0.6143666666666667	0.6541666666666667	0.7172666666666666	0.7892666666666667	0.8557999999999999	0.9297666666666667	0.9987666666666666	1.0242	1.1425	1.1785333333333334	1.2862333333333333	1.3336	1.3710333333333333	1.4591666666666667	1.4883666666666666	1.5668666666666669	1.5716666666666665	1.661	1.6999	1.8223666666666667
C12	-0.03363333333333335	-0.023200000000000012	-0.01363333333333333	0.002066666666666661	-0.010866666666666663	0.0029333333333333433	0.003166666666666651	-0.008233333333333315	0.0006333333333333468	-0.0058	-0.005100000000000021	-0.0006333333333333468	0.0018666666666666831	0.005033333333333334	0.003699999999999981	-0.005299999999999999	0.0005666666666666875	-0.002533333333333332	-0.004733333333333339	0.007566666666666666	0.005566666666666692	-0.0040000000000000036	-0.0017333333333333367	-0.0032333333333333103	0.005500000000000005	-0.0040000000000000036	0.0011333333333333195	0.0064333333333333464	-0.005599999999999994	-0.004566666666666663	-0.004833333333333328	0.00926666666666666	0.002866666666666684	0.004466666666666674	-0.001799999999999996	0.013399999999999995	0.002166666666666678
D01	-0.017733333333333337	-0.01363333333333333	-0.002166666666666678	0.00523333333333334	0.005866666666666659	0.0027666666666666673	-0.0028666666666666563	0.0006333333333333191	0.0019666666666666444	0.0014000000000000123	0.0021333333333333204	0.0010000000000000009	0.0016999999999999793	0.0032666666666666677	0.0023666666666666836	0.004666666666666708	0.004499999999999976	0.002066666666666661	0.0032666666666666677	0.0029000000000000137	0.0037333333333333107	0.0049000000000000155	0.0040999999999999925	0.004333333333333328	0.003933333333333344	0.0040000000000000036	0.0004333333333333411	0.0024666666666666726	0.0015666666666666607	0.0025666666666666615	0.0027333333333333376	0.007199999999999998	0.007033333333333336	0.00906666666666664	0.006666666666666682	0.008300000000000002	0.008099999999999996
D02	0.14326666666666665	0.15916666666666665	0.15913333333333335	0.19873333333333335	0.25026666666666664	0.3073666666666667	0.4460333333333333	0.6939333333333333	1.0519666666666667	0.9399	0.45613333333333334	0.4284	0.46199999999999997	0.5071666666666667	0.5357666666666667	0.5544666666666668	0.6323	0.6948666666666666	0.7212666666666667	0.8214	0.8692333333333333	0.9478	1.0366000000000002	1.0850333333333333	1.1547333333333332	1.2304	1.3016333333333334	1.4081666666666668	1.4562666666666666	1.4990666666666668	1.5861333333333334	1.5715	1.6379333333333332	1.6439666666666668	1.7385666666666666	1.7818999999999998	1.8809
D03	0.14126666666666665	0.16116666666666665	0.16133333333333333	0.19203333333333336	0.22996666666666668	0.30296666666666666	0.5439333333333333	1.0588333333333333	1.1360666666666668	0.8748	0.40073333333333333	0.4099999999999999	0.4285	0.4613666666666667	0.47496666666666676	0.5376666666666667	0.5985	0.6509666666666667	0.6973666666666667	0.7575	0.8226333333333333	0.8876999999999999	0.9555999999999999	1.0043333333333333	1.0537333333333332	1.1615	1.2002333333333333	1.2823666666666667	1.3612666666666666	1.3954666666666666	1.5017333333333334	1.5049	1.5698333333333334	1.6072666666666668	1.6695666666666666	1.7030999999999998	1.8205999999999998
D04	0.1338666666666667	0.14359999999999998	0.1727	0.1895	0.23016666666666666	0.32319999999999993	0.4749333333333333	0.9928333333333333	1.2524666666666666	1.0834333333333332	0.4245000000000001	0.3914000000000001	0.4150333333333333	0.4588333333333333	0.5075333333333334	0.5557666666666667	0.5982333333333334	0.6503333333333333	0.7267666666666667	0.7882333333333333	0.8493666666666666	0.9437333333333333	0.9904999999999999	1.0646	1.1352666666666669	1.1982333333333333	1.2748666666666668	1.3206	1.3997000000000002	1.4458333333333333	1.5114333333333334	1.5687333333333333	1.5789666666666666	1.6390666666666667	1.7227	1.7850666666666668	1.8238333333333332
D05	0.14016666666666666	0.19243333333333335	0.20023333333333335	0.22413333333333332	0.2635666666666666	0.3074	0.5070333333333333	1.0514333333333332	1.2561	0.9567000000000001	0.4206333333333334	0.4159666666666667	0.43476666666666663	0.4818666666666668	0.5097	0.5473333333333333	0.6035999999999999	0.6717	0.7220333333333333	0.7747666666666666	0.8222333333333334	0.8805	0.9862666666666667	1.0334333333333334	1.1049	1.1836333333333333	1.2298	1.3092	1.381	1.4400666666666666	1.4985666666666668	1.5276333333333334	1.5469333333333333	1.5882333333333332	1.6545333333333334	1.6987999999999999	1.8107666666666669
D06	0.1654666666666667	0.17093333333333333	0.19033333333333333	0.21443333333333334	0.2609666666666667	0.32430000000000003	0.5406333333333334	1.1226333333333334	1.1654	0.7264999999999999	0.4107333333333334	0.4129666666666667	0.4329666666666667	0.47076666666666667	0.5038	0.5655333333333333	0.6015999999999999	0.6562	0.7093333333333334	0.7679666666666666	0.8151333333333334	0.9047999999999999	0.9868666666666667	1.0318333333333334	1.101	1.1829333333333332	1.251	1.2961	1.3741	1.4505666666666668	1.4958666666666667	-0.03766666666666667	-0.056866666666666676	-0.05386666666666666	-0.06176666666666665	-0.049100000000000005	0.016466666666666657
