ReplicateName	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyuridine [[M+Na]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine 5'-diphosphate (ADP) [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Alpha-D-Glucose [[M+Na]]	Aminoadipate [[M+Na]]	Argininosuccinic acid [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+K]]	D-(+)-Turanose [[M+Na]]	D-Fructose [[M+Na]]	D-Galactose [[M+Na]]	D-Glucose [[M+Na]]	D-Mannose [[M+Na]]	Galactose [[M+Na]]	Glucosamine [[M+H]]	Glutamic Acid [[M-H2O+H]]	Glutathione [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	Inositol [[M+Na]]	Isomaltose [[M+Na]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Valine [[M+H]]	Maltose [[M+K]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N-Acetylputrescine [[M+Na]]	Nicotinamide [[M+H]]	O-acetyl-L-serine [[M+H]]	Palatinose [[M+K]]	Pidolic Acid [[M+H]]	Sucrose [[M+K]]	Thymine [[M+H]]	Trehalose [[M+K]]	gamma-Glutamylcysteine [[M+H]]	Experimental group
Inj00080-Positive-H5.d.DeMP	355.36792452830184	625.5157232704402	490.86792452830184	12.783018867924527	62.636792452830186	1813.4842767295595	355.36792452830184	14234.317610062892	355.36792452830184	678.3522012578616	135.9261006289308	305.5141509433962	180.66666666666666	677.5	1587.2248427672955	594.8364779874213	594.8364779874213	678.3522012578616	411.18710691823895	594.8364779874213	1674.575471698113	4508.996855345911	21925.43396226415	332.3584905660377	10.65251572327044	628.9245283018868	1587.2248427672955	1128.3144654088048	55.393081761006286	66.04559748427673	677.5	322.9842767295597	54.11477987421383	539.0172955974842	38.34905660377358	677.5	4142.5503144654085	637.872641509434	10.65251572327044	677.5	674.0911949685534	Growth with spermine treatment, no supplementation.
Inj00087-Positive-F2.d.DeMP	754.7126436781609	810.2298850574713	370.11494252873564	259.88505747126436	30.57471264367816	3868.5057471264367	754.7126436781609	14426.436781609194	754.7126436781609	1566.551724137931	326.6666666666667	70.0	505.28735632183907	32.18390804597701	1680.8045977011493	1463.5632183908046	1259.1954022988505	1493.3333333333333	1082.183908045977	1259.1954022988505	4476.781609195402	9230.344827586207	16530.459770114943	362.8735632183908		1515.0574712643677	1680.8045977011493	3475.862068965517	732.183908045977	2491.0344827586205	32.18390804597701	1958.3908045977012	29.770114942528735	1271.2643678160919	1903.6781609195402	32.18390804597701	11064.827586206897	21.724137931034484		32.18390804597701	253.44827586206895	Growth with high glutamate supplementation, no spermine treatment.
Inj00088-Positive-B10.d.DeMP	246.23842592592592	582.8356481481482	185.0	115.625	26.979166666666664	2141.6319444444443	246.23842592592592	8715.127314814814	232.5347222222222	359.72222222222223	119.9074074074074	8.993055555555555	54.81481481481481	795.6712962962963	1203.7847222222222			400.40509259259255			1330.5439814814813	3955.2314814814813	18658.449074074073		69.80324074074073	338.31018518518516	1199.5023148148148	1068.460648148148	306.1921296296296	580.6944444444445	766.9791666666666	384.56018518518516	17.55787037037037		284.35185185185185	795.6712962962963	3458.472222222222	795.6712962962963	69.80324074074073	795.6712962962963	326.74768518518516	Growth with spermine treatment, no supplementation.
Inj00089-Positive-H4.d.DeMP	1066.9327379644797	939.5276153595258	222.1073260385826	223.46994767072115	374.7209488380995	4152.589423942211	1066.9327379644797	20452.26938758347	1066.9327379644797	549.8178285679023	429.9071249397105		1501.6090386166752	196.89882584401957	1019.9222916557	334.52361069001245	334.52361069001245	549.8178285679023	220.74470440644407	334.52361069001245	3926.3942330072136	7418.112165362231	20166.800155650446	131.49298750136947	8.175729792831262	524.6093283733393	1019.9222916557	2958.251563372778	641.1134779211848	1936.9666500849398	196.89882584401957	2123.64581368792	8.175729792831262	452.3903818699965	237.0961639921066	196.89882584401957	7972.01785882655	196.89882584401957	8.175729792831262	196.89882584401957	491.90640920201423	Growth with low glutamate supplementation, no spermine treatment.
Inj00090-Positive-D12.d.DeMP	1040.5	709.8927875243664	187.61452241715398		27.38157894736842	3106.2880116959063	1040.5	14659.286062378167	1040.5	2376.112573099415	65.91861598440545			632.8187134502924	2145.9044834307992	2821.3167641325535	2747.285087719298	2362.9288499025342	2413.635477582846	2747.285087719298	2132.720760233918	6737.896686159844	15447.267056530214	368.1301169590643	12.169590643274853	1799.0711500974658	2145.9044834307992	1989.7280701754385	268.74512670565304	1787.9156920077971	632.8187134502924	126.76656920077973		1226.0862573099414	179.50146198830407	632.8187134502924	9002.454678362572	632.8187134502924	21.296783625730992	632.8187134502924	45.6359649122807	Growth with low glutamate supplementation and spermine treatment.
Inj00091-Positive-E3.d.DeMP	869.9252754628335	259.12667779743975	215.60540179671148	39.51931958686823	449.7198520075258	2184.067712864135	869.9252754628335	9450.620071330564	869.9252754628335	572.7800117337231	379.185370213242	473.2313459389537	809.3956847031999		340.1662951781063	345.1687406954314	345.1687406954314	572.7800117337231	212.6039344863164	345.1687406954314	406.19857600679745	6382.119991003353	12806.260524352236	502.2455299394392	25.01222758662546	518.753600146612	340.1662951781063	2061.007553137938	644.3149826314718	1129.5521978120057		1700.8314758905312	51.02494427671594	579.2831909062456	61.530079863098635		7357.096622330013		35.01711862127564		352.672408971419	Growth with high glutamate supplementation, no spermine treatment.
Inj00097-Positive-G2.d.DeMP	406.65655690352395	376.1279607163489	255.18775274407855	99.8050259965338	78.66984402079723	2136.6103408434433	406.65655690352395	9585.196418255344	406.65655690352395	433.2712305025996	164.3847487001733	219.57105719237435	322.5072212593876	677.5	1048.14846909301	349.9046793760832	338.55430387059505	433.2712305025996	231.70421721548237	338.55430387059505	2715.479491623339	6560.517042172155	14536.69988445985	342.4682264586944	31.311380704794917	425.05199306759096	1032.4927787406123	4549.935008665511	51.272385904101675	1196.8775274407856	643.4488734835355	186.30271519352974		597.655979202773		677.5	5486.145291738879	673.5860774119006	45.79289428076257	677.5	335.42316580011556	Baseline growth with no supplementation or treatment.
Inj00098-Positive-H9.d.DeMP	876.7138442160755	771.4301950218544	308.7020578225618	579.709969637316		4180.150812452037	876.7138442160755	17447.190409062092	876.7138442160755	276.2071043675553	256.7101322945514	564.1123919789129	662.8970504821327	676.5449309332354	457.5289446464916	276.2071043675553	276.2071043675553	276.2071043675553	262.55922391645254	276.2071043675553	3716.122877114544	774.029791298255	23867.543312702277	237.2131602215475	97.48486036501951	146.22729054752926	457.5289446464916	1217.2609564245436		1073.633262153415	676.5449309332354	449.73015581729004		1156.1704439291314	287.9052876113576	676.5449309332354	743.4845350505489	676.5449309332354	97.48486036501951	676.5449309332354	512.7703655200027	Growth with alanine supplementation, no spermine treatment.
Inj00099-Positive-E9.d.DeMP	560.8536585365854	265.29268292682923	253.27439024390242	80.1219512195122		2960.060975609756	560.8536585365854	5825.310975609756	560.8536585365854	1056.2743902439024	27.597560975609756		12.908536585365853		1647.841463414634	980.6036585365853	944.9939024390244	1026.4512195121952	716.6463414634146	944.9939024390244	1310.8841463414633	3112.737804878049	9519.378048780487		73.0	847.5121951219512	1647.841463414634	749.5853658536585	242.59146341463415	881.7865853658536		125.07926829268293	42.286585365853654	949.4451219512194	364.10975609756093		4073.7560975609754		73.0		232.79878048780486	Growth with low glutamate supplementation and spermine treatment.
Inj00100-Positive-C9.d.DeMP	1040.5	685.1777389277389	546.9294871794872	52.146270396270396	230.41375291375292	4775.021853146853	1040.5	15123.024766899767	1040.5	150.98164335664336	216.46765734265733	448.0941142191142	197.67074592074593	255.27418414918415	42.44463869463869	142.49271561771562	142.49271561771562	150.98164335664336	142.49271561771562	142.49271561771562	2458.7572843822845	6640.160547785547	38547.00815850816	291.655303030303	160.68327505827506	31.53030303030303	42.44463869463869	2339.305944055944	452.9449300699301	1502.5402097902097	255.27418414918415	594.2249417249417	32.13665501165501	453.55128205128204	369.8747086247086	255.27418414918415	5617.244755244756	255.27418414918415	187.9691142191142	255.27418414918415	1133.2718531468531	Growth with spermine treatment, no supplementation.
Inj00101-Positive-C5.d.DeMP	197.00639603184965	876.4184832267329	254.2018013314189	458.71870512987863	167.54209633207154	4426.0	197.00639603184965	17011.300091371882	191.22908236522647	620.483487795327	632.0381151285733	1301.6287690901972	880.462602793369	386.50228429708915	355.8825218639864	485.29434799634515	485.29434799634515	620.483487795327	317.1745202976113	485.29434799634515	4077.627985902624	1239.8115128573293	26103.058608536747	229.93708393160162	225.89296436496542	566.7544706957317	335.6619240308054	1428.7296697559066	446.0086150633077	280.1997128312231	386.50228429708915	905.3050515598486	40.44119566636209	335.6619240308054	108.03576556585303	386.50228429708915	1023.7399817256234	386.50228429708915	225.89296436496542	386.50228429708915	570.2208588957055	Growth with alanine supplementation, no spermine treatment.
Inj00102-Positive-E1.d.DeMP	449.49375	321.76875	279.19374999999997	48.30625		1855.2875	449.49375	14215.95625	441.30625	1671.8875	223.51874999999998	70.4125	167.84375		1153.6187499999999	1373.04375	1373.04375	1649.78125	1112.6812499999999	1373.04375	2245.0125	8228.4375	17991.212499999998	121.99374999999999	26.2	1260.875	1153.6187499999999	657.45625	76.96249999999999	1890.4937499999999		85.96875	65.5	1436.0874999999999	746.6999999999999		9605.574999999999		26.2		430.66249999999997	Growth with low glutamate supplementation and spermine treatment.
Inj00108-Positive-H12.d.DeMP	393.48960360728034	468.63518762950406	331.0959974797371		317.43316402115096	1839.0173835256924	393.48960360728034	7849.297821957728	370.26278672768393	556.0773217644553	18.21711127811483	201.75450740512176	1203.6956277014376		186.26996281872417	357.9662366149564	357.9662366149564	572.4727219147586	306.04746947232917	357.9662366149564	2482.5368394250986	254.5841301116548	9868.664607136758	128.88606229266244	56.01761718020311	508.2574046594038	186.26996281872417	2544.0195899887362	445.40837074990765	1307.533161986692		986.4565757099182		1022.8907982661478	407.1524370658665		4776.526577121709		56.01761718020311		321.53201405872676	Growth with high glutamate supplementation, no spermine treatment.
Inj00110-Positive-G5.d.DeMP	1568.786239770656	353.8454823605364	153.9388201205959		33.13960710929495	1930.6493690124735	1568.786239770656	11819.080522592418	1568.786239770656	1282.2889912128803	341.5517571425721	107.43646820916588	702.8803765923042	107.43646820916588	841.8529225345087	1011.8270364176667	1011.8270364176667	1252.8909526481832	677.7584163642903	1011.8270364176667	3452.398747079614	815.1274329302387	14632.740068129975	103.69489966456807	29.932548356782533	1107.5042892009537	841.8529225345087	2300.5301451355717	755.796846008759	1424.4685959075973	107.43646820916588	1573.0623181073393	74.29686109987094	702.8803765923042	114.38509550627612	107.43646820916588	7531.777480275405	87.65960590200599	46.502351911430004	107.43646820916588	384.84705030148973	Growth with high glutamate supplementation, no spermine treatment.
Inj00111-Positive-A4.d.DeMP	286.3773729267521	255.01468038001627	28.2778375421389	17.4808450260495	107.45578266012782	1633.9448674348623	286.3773729267521	5390.269978032441	286.3773729267521	1808.7533176953573	393.83315558687997		984.0687464664337		1140.3680666993469	1758.8814951210397	1732.6602275819653	1868.393847784232	1379.4443295556123	1732.6602275819653	1656.5671374685735	5635.001808397134	8570.241345271152		62.72538509347174	1693.071255022971	1140.3680666993469	861.188688783321	382.5220205700244	868.3866837940474		1039.5961365491792	77.12137511492428	263.755102893041	388.69173057921836		6854.5478202144695		103.34264265399852		5.65556750842778	Growth with high glutamate supplementation, no spermine treatment.
Inj00112-Positive-G9.d.DeMP	355.02513966480444	845.5502793296089	877.3435754189943	8.3268156424581		3913.603351955307	355.02513966480444	22319.650837988826	334.5865921787709			831.1675977653631	626.0251396648044	604.8296089385475	261.15921787709493						1940.1480446927374	2688.804469273743	40712.07262569832		21.952513966480446		261.15921787709493	475.38547486033514	560.9245810055866	453.4329608938547	677.5	512.4776536312849	105.97765363128491	1053.7206703910613	1416.3156424581005	677.5	3370.8463687150834	677.5	21.952513966480446	677.5	1233.8826815642458	Growth with alanine supplementation and spermine treatment.
Inj00113-Positive-A12.d.DeMP	567.3195103672246	438.3524856357731	299.56907319510367	159.0931801149138	34.86510117411941	1839.0494629028228	567.3195103672246	8773.819635273545	560.211091681239	1418.9757681738695		256.24156882338247	106.28778416187859	691.8860854359231	1526.9560329752685	1795.3834624031974	1745.624531601299	1371.5863102672995	1618.688483637272	1745.624531601299	1020.2273295028727	1957.861603797152	14624.04821383962	42.31201598800899	36.2190856857357	1149.1943542343242	1522.2170871846115	661.7599300524606	42.65051211591306	429.89008243817136	671.2378216337746	252.51811141643765	27.756682488133897	378.7771671246565	62.283287534349235	691.8860854359231	2053.9945041219084	683.7621783662253	36.2190856857357	691.8860854359231	576.1204096927304	Growth with spermine treatment, no supplementation.
Inj00119-Positive-D7.d.DeMP	1040.5	1000.0715746421268	456.770279481936	383.00613496932516	299.3122017723245	2315.0593047034768	1040.5	15709.634969325154	1040.5	304.27709611451945	371.65780504430813	156.74880708929788	680.8997955010225	117.73892297205181	617.7747102931153	295.76584867075667	295.76584867075667	261.011588275392	203.5606680299932	295.76584867075667	5899.003749147922	8064.406952965236	22045.54942058623	126.95944103612815		261.011588275392	617.7747102931153	4166.964894342195	839.7764144512611	1559.6860940695296	117.73892297205181	1601.5330606680302	17.022494887525564	551.1032719836401	477.3391274710293	117.73892297205181	8209.098159509203	117.73892297205181		117.73892297205181	813.5334014996592	Growth with low glutamate supplementation, no spermine treatment.
Inj00120-Positive-F5.d.DeMP	1040.5	342.5028376844495	468.28405221339386		31.888195232690123	2329.609818388195	1040.5	8227.154370034052	1040.5	1558.3879114642452	432.2622020431328	11.81044267877412	993.2582292849035	123.41912599318955	1235.9628263337117	1256.6311010215663	1256.6311010215663	1558.3879114642452	1012.7454597048808	1256.6311010215663	2868.7565266742336	6231.780079455164	12990.305902383654	21.849318955732123	125.19069239500567	1235.372304199773	1235.9628263337117	1613.8969920544835	189.55760499432463	1573.1509648127128	123.41912599318955	560.9960272417707		690.910896708286	658.4321793416572	123.41912599318955	6528.812712826333	123.41912599318955	125.19069239500567	123.41912599318955	736.9716231555051	Growth with low glutamate supplementation, no spermine treatment.
Inj00121-Positive-B8.d.DeMP	960.9937043054426	230.58753046303818	89.60215272136475	10.616368805848904	13.588952071486595	1272.6902924451665	1045.5	5765.962225832656	1036.582250203087	1923.2613728675872	316.79244516653125	97.24593826157594	566.0647847278635		1033.1850121852153	1297.74492282697	1272.6902924451665	1939.3982534524775	1063.3354995938262	1272.6902924451665	1941.0968724614133	4980.775588952071	8193.713444354184			1764.8651502843215	1033.1850121852153	937.2130381803412	615.3247359870024	921.9254670999187		511.28432168968317	139.2867587327376	515.5308692120227	809.8166125101543		6222.466084484159				69.21872461413484	Growth with high glutamate supplementation, no spermine treatment.
Inj00122-Positive-E7.d.DeMP	1045.5	1012.7667501565435	348.28177833437695		255.31934877896055	4343.702254226675	1045.5	14964.332498434564	979.3788353162179	197.054164057608	507.3653725735754	488.38008766437065	532.8973074514715	443.20820288040073	284.12460864120226	197.054164057608	197.054164057608	197.054164057608	197.054164057608	197.054164057608	3263.505009392611	8970.219787100814	39897.24890419537	516.5306825297432	49.099874765184715		284.12460864120226	3465.7964934251722	619.3130870381966	969.5588603631809	443.20820288040073	957.7748904195366	56.95585472761427	2599.0200375704444	377.74170319348775	434.0428929242329	8306.389480275517	381.0150281778334	41.898559799624294	434.0428929242329	609.4931120851596	Growth with spermine treatment, no supplementation.
Inj00123-Positive-H7.d.DeMP	407.6759884281582	661.1668273866924	71.21263259402122		250.22420443587274	2218.044840887175	407.6759884281582	10667.521697203472	407.6759884281582	1143.3220829315333	13.066538090646095	607.5940212150434	335.1567020250723	677.5	2135.072324011572	573.6210221793635	573.6210221793635	1143.3220829315333	288.1171648987464	573.6210221793635	753.2859209257474	1019.1899710703955	16505.650916104147	382.1962391513983	376.3162970106075	1105.4291224686597	2120.045805207329	1455.612343297975	56.18611378977821	1567.9845708775315	677.5		15.679845708775314	581.4609450337513	514.1682738669239	677.5	1130.2555448408873	589.9541947926712	376.3162970106075	677.5	155.49180327868854	Growth with alanine supplementation and spermine treatment.
Inj00124-Positive-E10.d.DeMP	931.2627118644068	493.2881355932204	63.47457627118644		426.1864406779661	4801.398305084746	931.2627118644068	10313.711864406781	931.2627118644068	2334.0508474576272			58.9406779661017		1439.9661016949153	1625.85593220339	1625.85593220339	2319.542372881356	1394.6271186440679	1625.85593220339	1010.1525423728815	9401.49152542373	15818.77118644068	109.72033898305085	53.50000000000001	2013.9576271186443	1439.9661016949153	835.1440677966102	26.29661016949153	2186.2457627118647				904.0593220338984	2572.533898305085		12082.838983050848		53.50000000000001		44.43220338983051	Growth with high glutamate supplementation and spermine treatment.
Inj00130-Positive-F11.d.DeMP	389.93705932535727	1005.1172647206414	331.0024727192474		332.61711892763395	3533.653227054014	389.93705932535727	19919.890272865145	348.7635810114997	1041.4468044093394	435.9544762643746	1089.0788675567433	1707.4883653688005	321.31459546892796	1000.2733260954817	1063.244528222558	1008.3465571374146	1041.4468044093394	821.8549200687654	1008.3465571374146	5233.875684485075	11153.976007534444	32996.1025914838	149.35477427575796	65.39317143965619	888.8627377168082	1000.2733260954817	4801.150500637474	163.88659015123713	1827.7795078936	321.31459546892796	410.9274600343827	33.907570376118024	1403.9348781921249	381.0565051792311	321.31459546892796	9239.812927492161	255.92142402927175	65.39317143965619	321.31459546892796	315.66333373957497	Baseline growth with no supplementation or treatment.
Inj00131-Positive-G7.d.DeMP	563.8852008984278	421.3119540803594	497.4044172697779	398.08372847516847		3386.5150985774894	563.8852008984278	11263.286498627403	563.8852008984278	4764.18916895433	49.66034439730472		102.52458198153232	522.2345894684303	3473.0202146244073	4354.891814324931	4320.449962565511	4690.499625655104	3583.554529573247	4320.449962565511	1738.112053905665	7890.387946094335	18782.022835038682	448.54504616920394	17.62141252807587	3796.613426503619	3454.597828799601	398.08372847516847		1612.359246318942	522.2345894684303	51.26229099076616	62.47591714499626	925.1241577239831	886.6774394809084	522.2345894684303	9996.947716496132	522.2345894684303	35.24282505615174	522.2345894684303	607.9387322186175	Growth with low glutamate supplementation and spermine treatment.
Inj00132-Positive-C1.d.DeMP	1045.5	526.1125680356259	51.21449777337951			3917.1331024245424	1045.5	11463.770410687777	1045.5	656.9940623453735	384.88471053933694	65.69940623453735	1241.046264225631		461.9651162790698	695.7929242949035	695.7929242949035	656.9940623453735	578.8790202869866	695.7929242949035	2787.3102424542303	5030.4017812963875	14438.349826818407	18.106135576447304	15.002226620484908	525.5952498762988	461.9651162790698	2200.154131618011	188.30380999505195	1085.333498268184		1562.3008411677388		462.9997525977239	283.4903513112321		5344.9312221672435		15.002226620484908		117.43122216724393	Growth with low glutamate supplementation, no spermine treatment.
Inj00133-Positive-D6.d.DeMP	1174.1236114264048	590.625927690646	170.05953435230668	203.66411299677446		2680.219727037552	1174.1236114264048	11889.910916751693	1174.1236114264048		60.08091333404847				91.6488508485485						855.3892745864528	7842.086670940801	16345.063388556135	42.76946372932264	51.93434881417749		91.6488508485485	1900.1861742599058	157.8396875725002	1963.3220492889059		725.0442422685171	107.94197988829046	1356.402992558518	1197.5449844210339		10090.538478425191		51.93434881417749		212.82899808162932	Growth with high glutamate supplementation and spermine treatment.
Inj00134-Positive-C6.d.DeMP	797.0588235294117	1130.0522875816994	1364.7418300653594		425.09803921568624	8148.598039215686	797.0588235294117	19705.950980392157	797.0588235294117	998.9803921568628	77.93464052287581		123.98692810457516	677.5	1378.9117647058824	1209.7581699346406	1209.7581699346406	921.9313725490196	1124.7385620915034	1209.7581699346406	3362.702614379085	8036.1241830065355	42909.21895424837	210.77777777777777		582.7385620915032	1378.9117647058824	3180.2647058823527	391.44444444444446	1226.5849673202615	655.359477124183	611.9640522875817	22.14052287581699	883.8496732026143	545.5424836601308	677.5	8663.143790849674	655.359477124183		677.5	1943.937908496732	Growth with spermine treatment, no supplementation.
Inj00141-Positive-C7.d.DeMP	459.94079900641685	449.6050507141378	316.1016352722003	75.36483129786792	521.955288760091	1819.9530117987993	459.94079900641685	5884.055371558683	459.94079900641685	4146.788346098116	222.21858828399914	201.97774787828604	791.9767128958807	440.1306147795487	2080.5	2704.0901469675014	2677.389463879114	4302.2552266611465	2071.4562202442557	2677.389463879114	2232.0909749534258	5360.377458083212	10993.360277375283			4056.3505485406745	2080.5	1802.2961084661558	438.40799006416887	1013.3339888221899	440.1306147795487	1136.0709997930035	27.561995446077415	750.2030635479197	623.1594907886565	440.1306147795487	6951.221382736493	396.6343407162078		440.1306147795487	324.2841026702546	Growth with high glutamate supplementation, no spermine treatment.
Inj00142-Positive-B4.d.DeMP	730.8641975308642	100.0	56.79012345679012	735.8024691358024		3588.8888888888887	730.8641975308642	4850.617283950617	596.2962962962963	2441.975308641975					1544.4444444444443	2256.79012345679	2228.395061728395	2276.543209876543	1837.037037037037	2228.395061728395	2156.79012345679	9765.432098765432	11795.061728395061	125.92592592592592		1912.3456790123455	1544.4444444444443	686.4197530864197		2922.222222222222		45.67901234567901		917.2839506172838	941.9753086419753		12674.074074074073					Growth with high glutamate supplementation and spermine treatment.
Inj00143-Positive-A3.d.DeMP	901.1777777777778	360.23333333333335	341.80555555555554		87.38333333333334	1262.6000000000001	901.1777777777778	7546.472222222223	901.1777777777778	1013.5277777777778	634.8666666666667	49.33888888888889	875.6166666666667		875.6166666666667	728.7888888888889	728.7888888888889	1045.6277777777777	578.9888888888889	728.7888888888889	1982.4722222222222	7255.788888888889	12813.25	70.14444444444445	53.5	888.6944444444445	875.6166666666667	1733.4	156.3388888888889	827.4666666666667		990.9388888888889	32.69444444444444	628.9222222222222	1498.0		7775.333333333334		53.5		510.6277777777778	Growth with low glutamate supplementation, no spermine treatment.
Inj00144-Positive-E8.d.DeMP	1011.8152064451159	474.181772406848	949.7280966767372	105.7527693856999		5052.935548841893	1011.8152064451159	12078.330815709971	1011.8152064451159	413.4592145015106	374.56948640483387	324.7633434038268	732.7643504531723	677.5	1378.8796576032225	239.47885196374625	239.47885196374625	413.4592145015106	94.15407854984895	239.47885196374625	3195.0981873111787	2626.0800604229607	16704.84390735146	104.38821752265862	7.50503524672709	413.4592145015106	1378.8796576032225	549.9144008056395	15.692346424974824	1606.759818731118	677.5	377.9808660624371	23.879657603222558	1004.9924471299095		677.5	2586.5080563947636	645.4330312185298	7.50503524672709	677.5	1291.54833836858	Growth with alanine supplementation, no spermine treatment.
Inj00145-Positive-A6.d.DeMP	241.60101543017646	131.44576318423393	343.4251981785267			4007.244428341892	241.60101543017646	8403.272099904758	241.60101543017646	5837.302694646332				520.2290064052075	4300.6832095348655	5632.728654761011	5515.168007406097	5886.363437243265	4398.80469472873	5515.168007406097	1196.896984487426	8580.075908131439	11335.808563057246	21.290510938291412	19.43916216104868	5660.498886419652	4300.6832095348655	197.1686447763509	75.90529986695199	1234.849634420902	520.2290064052075	310.10092018815754	114.78362418904935	454.5061248130906	1400.5453499841265	520.2290064052075	11512.612371283925	485.979054026217	19.43916216104868	520.2290064052075	206.42538866256456	Growth with low glutamate supplementation and spermine treatment.
Inj00146-Positive-E11.d.DeMP	787.5905797101449	645.4891304347826	185.0	19.43840579710145	129.3659420289855	3369.547101449275	787.5905797101449	11555.126811594202	787.5905797101449	532.8804347826086	317.7173913043478	149.4746376811594	944.4384057971014		441.0507246376811	516.1231884057971	516.1231884057971	532.8804347826086	469.87318840579707	516.1231884057971	2748.1884057971015	6964.981884057971	15377.789855072462	221.8659420289855		307.6630434782609	441.0507246376811	1510.1630434782608	31.503623188405797	2256.195652173913		706.4855072463768		697.7717391304348	731.2862318840579		7616.503623188405				199.07608695652172	Growth with low glutamate supplementation, no spermine treatment.
Inj00152-Positive-F12.d.DeMP	1045.5	340.27453416149064	163.64347826086956	701.3291925465838	124.6807453416149	2535.175155279503	1045.5	12188.84161490683	1045.5	6749.644099378882			100.00434782608696	388.3285714285714	2063.7260869565216	5830.123602484472	5641.8037267080745	6741.85155279503	4767.739751552795	5641.8037267080745	1518.2478260869564	11830.384472049689	17316.337267080744		55.84658385093167	5492.446583850931	1972.8130434782609	1672.8	398.71863354037265	2855.9683229813663	383.1335403726708	275.3366459627329	12.987577639751551	1677.9950310559004	1497.467701863354	383.1335403726708	14677.26149068323	383.1335403726708	55.84658385093167	383.1335403726708	205.20372670807453	Growth with high glutamate supplementation and spermine treatment.
Inj00153-Positive-A1.d.DeMP	269.57510729613733	890.0257510729614	589.4281115879828	384.03755364806864		3230.6223175965665	269.57510729613733	21423.732832618025	269.57510729613733	469.61695278969955	82.37017167381974	681.425965665236	964.9077253218884	421.4785407725322	355.15450643776825	150.83369098712447	150.83369098712447	469.61695278969955		150.83369098712447	3988.0	1753.307939914163	19491.777896995707	26.743562231759654	286.6909871244635	469.61695278969955	355.15450643776825	1678.425965665236	216.08798283261802	1692.3326180257511	421.4785407725322	277.06330472103	21.394849785407725	732.7736051502146	718.8669527896996	421.4785407725322	2209.0182403433478	421.4785407725322	303.8068669527897	421.4785407725322	779.8422746781116	Growth with alanine supplementation, no spermine treatment.
