ReplicateName	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyuridine [[M+Na]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Aminoadipate [[M+Na]]	Argininosuccinic acid [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+Na]]/Isomaltose [[M+Na]]	D-(+)-Turanose [[M+Na]]/Palatinose [[M+Na]]	Deoxyadenosine [[M+H]]	Glucosamine [[M+H]]	Glutamic Acid [[M-H2O+H]]	Glutathione [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Glutamine [[M+H]]	L-Phenylalanine [[M-H2O+H]]	L-Valine [[M+H]]	Maltose [[M+Na]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N2-Acetyl-L-ornithine [[M+H]]	Niacin [[M+H]]	Nicotinamide [[M+H]]	O-acetyl-L-serine [[M+H]]	Pidolic Acid [[M+H]]	Proline [[M+NH4]]	Spermine [[M+H]]	Sucrose [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+Na]]	Xanthurenic acid [[M+H]]	d-Desthiobiotin [[M+H]]	gamma-Glutamylcysteine [[M+H]]	Experimental group
Inj00031-Positive-C10.d.DeMP	437.9986928104575	763.838779956427	531.7864923747277	293.93289760348586	62.847494553376904	3236.1625272331153	11961.32854030501	437.9986928104575	712.593899782135	314.23747276688454	1411.6514161220043	2219.0	2219.0	2.417211328976035	7168.481917211328	9855.454030501089	18807.83790849673	161.46971677559912	18.370806100217866	2383.3703703703704	622.6736383442266	131.4962962962963	682.6204793028322	2065.265359477124	2204.4967320261435	714.5276688453159	4.350980392156862	109.33496296345076	410.9259259259259	2518.7342047930283	12055.11633986928	67.68191721132898	17401.98779956427	2181.291503267974	18.370806100217866	2199.6623093681915	158.9044560244118	951.4143790849673	327.7738562091503	Growth with high glutamate supplementation, no spermine treatment.
Inj00032-Positive-H1.d.DeMP	1040.7766689607708	973.5805230557467	139.737439779766	404.7040605643496	14.508258774948382	5173.339642119752	17529.79456297316	1037.7222986923607	347.4346180316586	275.65691672401925	558.1861665519615	2204.4917412250516	2219.0	1.908981417756366	6688.307295251204	16233.977976600137	30546.757054370268	462.7370956641431	161.1180316586373	6828.0447350309705	354.3069511355815	69.48692360633173	68.72333103922918	2254.8888506538196	2179.2931865106675	110.72092222986923	224.49621472814866	18.326221610461115	701.7415691672402	584.148313833448	14549.49277357192	8.39951823812801	22974.209566414316	2171.6572608396423	161.1180316586373	2223.5815554026153	137.44666207845836	604.7653131452167	347.4346180316586	Baseline growth with no supplementation or treatment.
Inj00033-Positive-A9.d.DeMP	160.06219312602292	566.949263502455	55.34860883797054	1160.8248772504091	909.5122749590835	4570.0	11427.243862520458	160.06219312602292	61.33224222585925	155.5744680851064	88.25859247135843	6481.770867430442	6498.225859247135	62.828150572831426	5916.317512274959	13738.42225859247	20133.430441898527	700.0851063829787	74.79541734860884	2966.3862520458265	912.5040916530278	88.25859247135843	3.7397708674304417	4991.846153846153	6466.81178396072	634.2651391162029	64.3240589198036	47.86906710310966	450.2684124386252	623.7937806873977	18571.702127659573	59.83633387888707	201525.7806873977	6311.237315875614	74.79541734860884	6469.8036006546645	35.90180032733224	71.80360065466448	23.93453355155483	Growth with high glutamate supplementation and spermine treatment.
Inj00034-Positive-B11.d.DeMP	755.4773925770369	670.9029589623848	653.0122133900545	1563.8138061632314	54.485452424823976	7418.153686854393	16139.892153365394	748.9716669143713	69.93655087365465	540.7884457090738	250.47043801262365	2345.3141013909303	2403.459024501004	36.594706852493715	3073.142159901639	248.03079088912406	23602.77270415061	270.8008307084535	108.97090484964795	774.1813538572003	56.92509954832356	26.83611835849539	23.583255527162617	2488.4400659695725	1975.3009543268274	242.3382809342917	3.6594706852493712	688.7937045347151	1025.4650075776572	400.91534396176445	1382.4667033164292	36.594706852493715	77159.53279062908	2152.5819786344637	18.703961280163455	2152.5819786344637	338.1047588044772	304.95589043744764	558.6791912814041	Growth with alanine supplementation, no spermine treatment.
Inj00035-Positive-F3.d.DeMP	294.18852051874865	928.8135385810275	716.8436438841125	429.0784535076946	337.8671654865978	7909.688737266094	22678.20940051297	294.18852051874865	168.95681320141165	181.13791001372735	91.21128802109675	1434.9719537966912	1495.9935901488334	824.7555902752692	3663.867513185464	2137.684271367676	31199.399167328953	89.9266219926306	154.15992341593815	1610.9711996965539	14.131326313127666	19.26999042699227	3.2116650711653785	3540.539574452713	1342.4759997471283	106.62728036269057	5.780997128097681	210.68522866844881	1228.1407232136407	229.9552190954411	2123.552945054548	30.831984683187635	162905.9297377357	1464.5192724514125	154.15992341593815	1464.5192724514125	389.2538066252439	1246.1260476121668	581.9537108951665	Growth with alanine supplementation and spermine treatment.
Inj00036-Positive-D10.d.DeMP	101.76102442367899	777.2810163425693	772.9507599841148	271.72358649301515	347.526085161029	8177.689132941181	22716.524856451913	101.76102442367899	189.44871568238108	650.6210178577774	1069.573320538243	2200.8527941844613	2200.8527941844613	120.1646139471103	5604.43429192964	2088.2661288646464	33016.03960503576	845.4825539882264	11.908204985749668	910.4363993650428	70.36666582488441	5.4128204480680315	82.27487081063407	3213.0502179731834	2178.1189483025755	58.45846083913474	17.3210254338177	55.210768570293915	1591.369211732001	497.97948122225887	2738.887146722424	16.238461344204094	85402.39846552777	2182.4492046610303	17.3210254338177	2200.8527941844613	140.73333164976881	909.3538352754292	729.6481963995706	Growth with alanine supplementation, no spermine treatment.
Inj00042-Positive-D2.d.DeMP	354.2870813397129	948.688995215311	712.6937799043062	394.3062200956938	211.86602870813397	4701.071770334928	18992.612440191388	350.75598086124404	111.22966507177033	371.9425837320574	248.35406698564591	3296.870813397129	3341.303827751196	24.129186602870814	2318.1674641148325	5336.66985645933	34877.85645933014	4.708133971291866	61.79425837320574	2030.3827751196172	123.0	62.97129186602871	38.8421052631579	1224.7033492822966	3220.3636363636365	181.85167464114832	2.6483253588516744	180.67464114832535	376.6507177033493	5.885167464114833	5120.095693779905	1.1770334928229664	73453.95215311005	3353.3684210526317	58.85167464114832	3353.3684210526317	23.54066985645933	451.98086124401914	1030.4928229665072	Growth with spermine treatment, no supplementation.
Inj00044-Positive-H3.d.DeMP	866.6959210492411	113.2113684969981	259.12824344868454	387.43446107861575	308.0758921881175	5339.802880775078	19454.74472416192	866.6959210492411	129.56412172434227	69.18472519260996	3.144760236027725	2262.969465845551	2262.969465845551	56.60568424849905	2488.134298745136	11571.459764487618	29348.160426705144	30.189698265866163	55.347780154087964	1459.1687495168646	544.672472880002	256.61243525986237	134.59573810198665	1553.5115565976962	2262.969465845551	769.8373057795872	5.660568424849906	142.1431626684532	1091.8607539488262	4494.4913293308255	14543.887139581024	70.44262928702105	132334.0265402355	2262.969465845551	74.21634157025431	2262.969465845551	84.27957432554304	929.5911257697956	293.091653997784	Growth with low glutamate supplementation and spermine treatment.
Inj00045-Positive-A11.d.DeMP	889.4842105263158	798.8526315789474	683.621052631579	688.8000000000001	103.57894736842105	7822.8	26553.757894736842	864.8842105263158	534.7263157894737	1012.4842105263158	405.2526315789474	686.2105263157895	702.3947368421053	590.4	3560.5263157894738	2661.978947368421	50620.326315789476	359.93684210526317	46.61052631578948	2217.8842105263157	123.0	6.473684210526316	112.6421052631579	3029.684210526316	677.1473684210526	1018.9578947368421	331.4526315789474	218.81052631578947	616.2947368421053	479.0526315789474	2497.547368421053	164.43157894736842	179599.42105263157	705.6315789473684	133.3578947368421	705.6315789473684	20.71578947368421	582.6315789473684	655.1368421052632	Growth with alanine supplementation and spermine treatment.
Inj00046-Positive-G3.d.DeMP	67.87428013146636	1118.5115746664562	1080.3322920925063	45.24952008764424	289.17271431010147	4576.564742614393	25003.187943428922	67.87428013146636	137.16260776567162	948.8258743377902	532.3888847811893	2102.3351246970337	2247.628505603454	1.7675593784236032	2652.046091386774	10362.140100070532	49625.997108621086	72.11642263968301	114.53784772184949	4650.095212756815	321.6958068730958	28.28095005477765	9.898332519172179	1125.5818121801506	2215.812436791829	514.0062672455838	19.089641286974913	629.9581624701722	702.7816088612246	334.96972004478005	8748.711899445467	1.4140475027388826	122020.28008259229	2166.320774195968	136.45558401430216	2247.628505603454	22.62476004382212	512.5922197428449	2209.449223029504	Growth with spermine treatment, no supplementation.
Inj00047-Positive-E5.d.DeMP	118.7610505397712	787.753155378914	711.7119071915785	31.612653740802408	742.4701648853322	5442.502819700306	17474.10795424029	118.7610505397712	45.28299049358183	756.9948976851604	99.10994145765079	1723.3168268972554	1723.3168268972554	205.90944733874	2323.1028519254523	838.1625221547881	24306.713142488854	632.2530748160481	109.36269402223535	1326.0226650196037	123.03303077501477	4.271980235243569	64.93409957570223	1431.9677748536442	1705.3745099092325	311.8545571727805	40.92334893291188	92.27477308126107	698.8959664858478	193.947902680058	780.9179870025243	26.486277458510123	114124.24319243783	1723.3168268972554	165.75283312745046	1723.3168268972554	224.70616037381168	925.3109189537569	594.6596487459047	Growth with alanine supplementation and spermine treatment.
Inj00053-Positive-B1.d.DeMP	822.5696263949538	546.9442018437652	255.1688500727802	890.399320718098	1015.2920912178554	4534.899563318777	14729.810286268801	709.5201358563804	588.9340126152354	398.36487142164	1057.2819019893257	2219.0	2219.0	22.609898107714702	5777.367297428433	9763.169335274139	23189.142163998058	221.7923338185347	39.836487142163996	2740.104318292091	1023.90538573508	128.12275594371664	58.13973799126637	2912.3702086365843	2212.5400291120814	2444.022319262494	120.58612324114507	108.05801474185768	1505.1732168850072	4148.377971858321	12352.540999514798	137.81271227559438	41720.64531780689	2159.7836001940805	48.44978165938865	2209.310043668122	304.6952935468219	1084.1984473556527	454.3512857836002	Growth with high glutamate supplementation, no spermine treatment.
Inj00054-Positive-G11.d.DeMP	113.82707805664288	440.9804282753857	52.53557448768133	109.8471102924246	409.14068616163945	1789.3935067925397	8903.187888556298	113.82707805664288	46.39138616832433	4.775961317061939	118.60303937370482	2288.4814644255125	2288.4814644255125	43.77964540640111	1584.0271701588765	7844.516463274234	10371.0	319.19341469030627	334.3172921943357	1101.6550771356206	260.2898917798757	84.37531660142758	734.7020492746949	921.7605341929542	2255.8457287589226	295.31360810499655	116.21505871517385	231.04709734752723	338.29725995855404	2807.4692608795763	10274.684780105918	52.53557448768133	83466.29196408013	2239.9258577020496	380.48491825926783	2278.133548238545	15.123877504029474	289.74165323509095	121.78701358507945	Growth with high glutamate supplementation and spermine treatment.
Inj00055-Positive-B3.d.DeMP	263.1072648029385	601.5036853802563	621.7427057497132	1263.7244318688831	251.48606785601976	4276.100223658835	9148.037206994479	263.1072648029385	76.0987165891576	25.905946072904715	478.450441533959	2533.5205698486034	2533.5205698486034	73.6700341448228	2967.040386162368	816.8468621112769	14004.592534849335	43.71628399802671	370.77885316844873	1017.6179441762883	4.047804073891362	4.047804073891362	57.47881784925734	1613.4547038530968	2438.3971741121563	78.52739903349242	3.6430236665022258	7.2860473330044515	310.8713528748566	499.49902271819406	1890.324502507266	31.572871776352624	52721.83850162021	2463.493559370283	364.30236665022255	2475.636971591957	464.68790768272834	855.7057812206339	569.9308136039037	Growth with alanine supplementation, no spermine treatment.
Inj00056-Positive-F7.d.DeMP	453.1161473087819	617.1010387157696	653.2424457034939	37.75967894239849	303.1562795089707	4570.0	13195.389518413598	453.1161473087819	342.53423040604343	328.50920679886684	1070.2171860245514	2544.4629367327666	2588.6957034938623	16.18271954674221	3521.359773371105	7934.926817752596	23467.10103871577	505.97969782813976	195.27148253068933	3435.0519357884796	366.26888574126536	109.50306893295561	6.473087818696884	1280.0531161473089	2405.291548630784	15.643295561850802	40.45679886685552	113.81846081208687	503.2825779036827	92.780925401322	7194.837110481586	43.69334277620396	20836.330264400378	2579.525495750708	251.91100094428705	2604.8784230406045	157.51180358829083	475.23253068932956	969.3449008498584	Baseline growth with no supplementation or treatment.
Inj00057-Positive-G6.d.DeMP	816.3793657491842	407.610690416614	1035.817507322901	24.896675693060228	635.733718860003	2578.832407834657	10864.793473959888	816.3793657491842	749.2162406237194	174.85572230939974	1207.7782673424101	2230.857940589792	2230.857940589792	39.37148714251385	4186.115471181987	1489.1686019197884	17971.346903183636	361.2912937783624	127.95733321317	2365.1841908407214	647.8925604775441	81.63793657491841	71.2160723313118	877.7525662948675	2223.9100310940544	1008.6048617979283	88.00685361267801	53.26730613398932	1098.927685242519	678.0001682924076	9194.979225150917	1.1579849159562896	27538.039286356525	2062.371135318152	131.43128796103886	2178.1696269137806	243.5780408583231	715.0556856030089	1144.6680894227923	Growth with low glutamate supplementation, no spermine treatment.
Inj00058-Positive-H2.d.DeMP	1084.80367962977	653.4321870443765	700.1818069304783	287.8832139569452	532.3081718849311	4368.964476628417	20116.148938717368	1075.24125738034	978.5545435249932	430.30900122434554	1588.4245847664113	779.8686590090608	779.8686590090608	2.656228402619417	5428.268363593041	14225.696833068549	26959.655795226034	215.68574629269665	282.62270203870594	4179.841014361914	585.4327399373195	587.557722659415	156.18623007402172	1884.8596744987383	779.8686590090608	1619.2368342367965	91.37425705010794	135.71072652287478	1417.3634756377207	1111.365963655964	15326.437883114035	37.18719763667183	28888.07761552773	738.4314959281979	316.6224255922345	779.8686590090608	200.12373508946533	839.3681752277357	1237.8024356206483	Growth with low glutamate supplementation, no spermine treatment.
Inj00064-Positive-F6.d.DeMP	377.9799810148413	702.4896232519734	499.67109685376585	878.5729802613263	71.90838663209176	4637.1690353772	20050.455139248254	377.9799810148413	96.79975123550814	125.37872540980102	799.2893744874815	2085.343212330661	2091.796529079695	519.9529494935866	5321.220610774791	1402.2135393257895	24107.747569605122	430.5284173998315	152.11389479865565	2523.2468488722457	523.6405590644631	4.609511963595626	21.203755032539878	2231.003790380283	2078.889895581627	108.78448234085677	82.97121534472127	276.62614282759387	1393.9164177913174	135.5196517297114	1157.9094052552211	17.516145461663378	24903.34933452173	2091.796529079695	164.09862590400428	2091.796529079695	788.2265457748521	860.1349324069438	725.5371830699515	Growth with alanine supplementation, no spermine treatment.
Inj00065-Positive-F8.d.DeMP	1075.116951827283	1236.4783093441176	1959.7899758876038	364.0012018403017	200.76354946862003	6977.940565175681	31119.288315063528	1040.405497012615	657.6413466238441	1072.3025095450125	343.3619584369856	488.77480968762166	488.77480968762166	284.25867050930776	3495.5373145798044	12500.814470417577	69415.4044499165	919.3844788749889	72.23735191160627	4239.488224526607	609.7958278252477	247.67092083979293	32.835159959821034	2533.9362014707604	488.77480968762166	1080.7458363918236	179.00047632797344	205.4542866057373	2612.7405853743307	305.8360613400473	11280.28466733966	3.752589709693832	75274.135134176	488.77480968762166	96.62918502461618	488.77480968762166	7.505179419387664	679.2187374545836	2788.1741543025173	Growth with spermine treatment, no supplementation.
Inj00066-Positive-D1.d.DeMP	2280.316091954023	2934.7413793103447	744.2816091954022	706.9827586206897	242.44252873563218	9467.12643678161	34808.30459770115	2280.316091954023	603.5632183908045	693.419540229885	461.1494252873563	2005.6609195402298	2022.6149425287356	569.655172413793	4843.764367816092	1003.6781609195402	49034.42528735632	295.0	11.867816091954023	1900.5459770114942	781.5804597701149	155.97701149425288	42.38505747126437	405.2011494252873	1910.7183908045977	1495.3448275862067	7.629310344827586	66.12068965517241	545.919540229885	513.7068965517241	1566.551724137931	3.390804597701149	223977.90229885056	2009.051724137931	30.517241379310345	2009.051724137931	467.9310344827586	1510.603448275862	217.01149425287355	Growth with alanine supplementation and spermine treatment.
Inj00067-Positive-B2.d.DeMP	169.5175879396985	419.22613065326635	132.9748743718593	125.86934673366834	19.286432160804022	5330.160804020101	11630.733668341709	163.42713567839195	19.286432160804022	19.286432160804022	167.48743718592965	2981.2763819095476	2981.2763819095476	32.482412060301506	3268.542713567839	8662.653266331658	19952.3216080402	147.1859296482412	99.47738693467336	1894.1306532663316	2.5376884422110555	20.301507537688444	124.85427135678393	2365.1256281407036	2929.5075376884424	786.6834170854271	271.0251256281407	46.69346733668342	1236.3618090452262	1778.4120603015076	9062.59296482412	59.88944723618091	178743.608040201	2935.597989949749	99.47738693467336	2981.2763819095476	72.8091285630485	212.15075376884423	106.58291457286433	Growth with low glutamate supplementation and spermine treatment.
Inj00068-Positive-C11.d.DeMP	105.39969681657404	128.94643759474482	304.98635674583124	28.031834259727137	26.91056088933805	5121.976755937342	15296.411318847904	105.39969681657404	60.548762001010616	334.13946437594745	287.04598281960585	2219.0	2245.9105608893383	35.88074785245073	1531.6594239514907	9357.026275896918	26491.204648812534	98.67205659423952	78.48913592723598	2392.7973724103085	560.6366851945427	503.4517433046994	384.5967660434563	2942.22132390096	2173.0277918140478	504.57301667508847	48.21475492673068	116.61243052046488	2972.4957049014656	1262.55381505811	11146.578575037898	2.2425467407781707	106988.54118241537	2245.9105608893383	78.48913592723598	2245.9105608893383	44.85093481556342	979.9929257200607	146.88681152097018	Growth with low glutamate supplementation and spermine treatment.
Inj00069-Positive-F1.d.DeMP	338.9677419354839	820.5080645161291	397.9435483870968	9.161290322580646	362.44354838709677	4004.629032258065	16177.120967741936	338.9677419354839	133.98387096774195	645.8709677419355	336.6774193548387	2238.217741935484	2258.5443548387098	61.26612903225807	1667.3548387096776	5375.387096774194	32570.104838709678	115.08870967741936	138.56451612903226	1574.0241935483873	200.97580645161293	18.89516129032258	111.08064516129033	176.35483870967744	2192.983870967742	403.0967741935484	36.645161290322584	174.63709677419357	743.2096774193549	151.16129032258064	4994.048387096775	81.30645161290323	90502.66935483871	2123.701612903226	142.0	2194.129032258065	41.7983870967742	499.86290322580646	484.40322580645164	Growth with spermine treatment, no supplementation.
Inj00075-Positive-C2.d.DeMP	904.2987915407856	875.2450151057402	29.053776435045318	1611.2740181268882	274.8003021148036	5654.591238670695	12930.141087613294	904.2987915407856	187.63897280966768	7.2634441087613295	6.052870090634442	4377.435649546828	4384.699093655589	3.026435045317221	4007.0000000000005	6919.641087613293	16415.383685800603	90.79305135951662	59.31812688821753	2947.747734138973	536.2842900302115	29.053776435045318	139.21601208459217	2275.87915407855	4307.222356495468	984.1966767371601	37.52779456193354	238.6293843085508	779.6096676737161	1703.2776435045319	13719.435347432025	215.48217522658612	61106.14471299094	4362.908761329305	59.31812688821753	4373.803927492448	98.5168392325939	239.6936555891239	13.316314199395771	Growth with high glutamate supplementation and spermine treatment.
Inj00076-Positive-B6.d.DeMP	1146.7022812613675	636.717511699055	1374.210456904435	1966.6478538810138	465.70465483983634	3927.1881057313412	24534.237357267182	1151.2829827843823	234.9765024526963	471.81225687052273	574.1145908845195	2285.770059984377	2285.770059984377	51.91461726083421	3128.619140219097	2707.1946001017373	40916.35290407572	24.43040812274551	35.11871167644667	2687.3448935020065	395.467231486943	7.634502538357973	74.81812487590813	3895.1231950702377	2285.770059984377	70.23742335289334	6.871052284522175	68.71052284522176	1664.321553362038	1729.9782751919165	4035.5980417760243	3.053801015343189	253124.98546027392	2285.770059984377	35.11871167644667	2285.770059984377	29.011109645760296	227.50817564306757	1235.26251070632	Growth with alanine supplementation and spermine treatment.
