well	AUC	log_auc	final_value	TV	outlier
A1	22430.370000000003	10.018171123187384	0.67985	0.5601499999999999	False
A2	12506.46	9.434000589875223	0.17645	0.12499999999999997	True
A3	60874.35	11.016567182726241	2.3432500000000003	2.1898500000000003	False
A4	58421.52	10.975439594107193	2.25995	2.1241	False
A5	32785.86	10.397752603892492	1.2337500000000001	1.0982	False
A6	17987.579999999998	9.797436798774337	0.5718	0.4664999999999999	False
A7	34672.47	10.453701279319935	1.34435	1.22205	False
A8	48101.07000000001	10.781059701189465	1.9119	1.7769499999999998	False
A9	27750.36	10.231004092099441	1.01775	0.9230999999999999	False
A10	11940.960000000001	9.38772978580832	0.17015000000000002	0.11929999999999999	False
A11	13831.2	9.534682188862867	0.246	0.14	False
A12	29228.04	10.28288380149509	1.06915	0.9309000000000001	True
B1	30777.210000000003	10.334529760042159	0.67655	1.5545499999999999	True
B2	20032.83	9.905127706797462	0.6506000000000001	0.51975	False
B3	31099.5	10.344947020899824	1.2168999999999999	1.0884999999999998	False
B4	29743.230000000007	10.300356822085794	1.29055	1.15225	False
B5	10339.229999999998	9.243700677301147	0.1417	0.10194999999999993	False
B6	11962.86	9.389562129435872	0.21089999999999998	0.10429999999999995	False
B7	10473.330000000002	9.256587304968313	0.14515	0.09434999999999999	False
B8	49102.740000000005	10.801670116726617	1.9697	1.8331	False
B9	53711.91	10.891390043633812	2.0526	1.9119499999999998	False
B10	16679.940000000002	9.721962078843918	0.28664999999999996	0.22449999999999998	False
B11	28324.11	10.251468664431684	1.02765	0.8936499999999999	False
B12	32908.86	10.401497201440723	0.30874999999999997	1.6515999999999997	True
C1	52910.78999999999	10.876362566820541	2.04425	1.9390500000000002	False
C2	24228.209999999995	10.095272935761804	0.86495	0.72975	False
C3	52448.07	10.86757881621701	1.99345	1.8679500000000004	False
C4	13087.740000000002	9.479431193195941	0.18275000000000002	0.10839999999999994	True
C5	32684.879999999997	10.394667864661782	1.2581	1.1298	False
C6	18717.809999999998	9.837230756061986	0.6775	0.56725	False
C7	60144.899999999994	11.004511929794818	2.3161	2.1723000000000003	False
C8	9988.199999999999	9.209159675328138	0.14065	0.061699999999999894	False
C9	19847.46	9.895831318280447	0.6770499999999999	0.5563999999999999	False
C10	57555.24	10.960500461282264	2.2575000000000003	2.1254000000000004	False
C11	21546.179999999997	9.977953817684535	0.7895000000000001	0.6671	False
C12	12886.470000000001	9.46393320280342	0.23515	0.12505000000000008	False
