well	0	1200	2400	3600	4800	6000	7200	8400	9600	10800	12000	13200	14400	15600	16800	18000	19200	20400	21600	22800	24000	25200	26400	27600	28800	30000	31200	32400	33600	34800	36000	37200	38400	39600	40800	42000	43200	44400	45600	46800	48000	49200	50400	51600	52800	54000	55200	56400	57600	58800	60000	61200	62400	63600	64800	66000	67200	68400	69600	70800	72000	Summary
A1	0.030248243037694415	0.039619942007021666	0.048873032805615724	0.05538737349489077	0.058784649898755266	0.05982654369837168	0.060668888131418304	0.06225573027321949	0.06765286915000288	0.07348385313801767	0.07522412273527547	0.07752591131928667	0.08045740804157081	0.08549895142520741	0.08934836176601889	0.09039343300177032	0.08959271395273201	0.08957696807248607	0.09246889150680254	0.09662640940347603	0.1020027474235572	0.10777346145897061	0.112602973550776	0.11744479716132188	0.12061484403296849	0.12590677683883073	0.1323386463267278	0.14060387046987366	0.14980551054721375	0.155742854009744	0.16102588874517298	0.16546493847421595	0.1697943234353598	0.17574276936011757	0.18195024389269687	0.18826772436699837	0.1916818338178086	0.19493965884140035	0.19776613931711284	0.20430113773923797	0.21251295991947816	0.21981319657461526	0.22575990537461418	0.22889056036708874	0.23148139559124786	0.23384751116846833	0.2373140588641485	0.24262459079278537	0.2504052301101056	0.25937707497696644	0.2669746496295556	0.2707755272588495	0.2732935511144738	0.2761622786593463	0.2805018817192889	0.28660113336663673	0.29148741695992303	0.2989628609636854	0.30452025297784197	0.30638323176917204	0.308080617572048	Growth with lithium chloride treatment without arginine supplementation.
A3	0.08933619754402757	0.09359477359287635	0.09666383249340416	0.09388130275292093	0.0899073489101539	0.08507598316754958	0.08473557836269194	0.09112641676824888	0.09672107609221646	0.10025553462158705	0.10635751418889217	0.11190340325200646	0.12311570010815144	0.1377638138673024	0.14898085740399153	0.15998679928163118	0.1726810854463805	0.19138417603645247	0.21269216579135974	0.23700165408021417	0.2605725444299169	0.2837703580473504	0.3106029160472512	0.3408169820645629	0.3745378035684731	0.41047264367780373	0.4466668072522278	0.4837709752358835	0.5222888527391094	0.5651657177345581	0.6148687679381455	0.6716323013850277	0.7349813153270927	0.7990019254767783	0.8643890166762745	0.9324208644734059	1.0009443725274818	1.0650817675191624	1.1271301091449806	1.191225507010877	1.2559983132146675	1.3214058223418546	1.3776779767926266	1.4282610677575989	1.4756825626225631	1.52117690207135	1.564471109466226	1.6126437777943239	1.6619044401903353	1.7155185604458263	1.7681769205706421	1.7966142466529573	1.8234084746938874	1.848046422670556	1.8640056820715747	1.8861618154940079	1.9398805078565293	1.9879062086514168	2.0436861547473066	2.0808178347956403	2.1129121973427236	Growth with physiological level of arginine supplementation.
A4	0.07435806939025419	0.08119078011628528	0.08749807146427391	0.09191607349176627	0.09247069446302074	0.09029091063936286	0.09149020272830866	0.09320681964679678	0.09427404056144682	0.09291386831310493	0.09463775436143822	0.10090455039237729	0.11042679592792332	0.11946068710615157	0.1232640500361467	0.12725470666933775	0.1330991841935092	0.14105481969281466	0.1537559553907798	0.17154737743136608	0.19008779578158932	0.209915662561232	0.22905922782570462	0.24842032714205298	0.2673144932783293	0.2902509615959132	0.3176156183398627	0.34995864433271706	0.3856756950403686	0.4203240311810049	0.4575984869794585	0.49791628436607577	0.5407550150693958	0.5877528099271785	0.6356607390963138	0.6899250678155929	0.747234494112107	0.8065977029163891	0.8663892331380978	0.9325522887690001	1.001029732431398	1.0705931890189726	1.1381053988969465	1.2034933022139331	1.2658062423564511	1.321827866569425	1.3816564928966086	1.4463533245768179	1.5169114997563293	1.587789845172822	1.6473344399289267	1.6991798617191682	1.7436120499209404	1.7886520729079405	1.832154431576918	1.8821887633224128	1.931251808266893	1.9771216667373888	2.0169907451234237	2.049342303119404	2.082208247961785	Growth with supraphysiological level of arginine supplementation.
A6	0.04338314958079025	0.04406483856262308	0.04497004146065851	0.04680874465060797	0.04892890716138295	0.05209159420201342	0.05236760717862294	0.05210866110661036	0.05430664219793129	0.06185581644184841	0.0634580116561339	0.06758268221629118	0.0686839115212377	0.07478703671660407	0.07560674617518406	0.07522043065537591	0.07237454142527416	0.07187763927729254	0.0750449381228558	0.07748484555874871	0.08044589348520223	0.0816360115925917	0.08318304735291185	0.0866031058096301	0.08947781824535367	0.09237138148581464	0.09466197401961005	0.0968762717518987	0.09915921962196261	0.10059493733570163	0.10336498827652164	0.10614523957887888	0.10929060744897659	0.11138633806658879	0.11367470862201651	0.11784867974750685	0.12285856015633657	0.12733864780519363	0.1303551529058934	0.13449687072317862	0.1382035861097884	0.14265266907489127	0.1448216629428919	0.1475168236069585	0.1530839680689689	0.15966896787436152	0.16589736542215572	0.17183908269843767	0.17712915435165608	0.18440199477287422	0.19016252444519022	0.19276934282924546	0.19589147094726128	0.20095074154940648	0.20803182128361244	0.2166050912531271	0.22293887776189372	0.227406196550544	0.23163432482145793	0.23428810957186116	0.23695739454747705	Growth with supraphysiological level of arginine and lithium chloride treatment.
A7	0.06370074786632977	0.056322806167194234	0.048650799185539995	0.043440220404647796	0.039685405296189386	0.03624988131283827	0.03966040408192316	0.048259352087826224	0.061640538174774766	0.07283908792189843	0.07725484259218408	0.08225793706555247	0.08901851314419064	0.10180713266393743	0.11713349360898183	0.12825865736886935	0.13687067427967667	0.1480432788474987	0.1615027294503138	0.17861961053348213	0.19657253801135155	0.21270265191562715	0.22854598643967944	0.24611561745441163	0.2690368459680459	0.29409887037133314	0.31884421629854337	0.34046837496421944	0.36189874906237823	0.38600310849083463	0.4166977613895161	0.45292193727320473	0.4934486522767081	0.5357960085700703	0.5781158553586387	0.6245744500166455	0.6779982688782848	0.7338236233781852	0.7906205426378247	0.8474525383995283	0.9050140219391194	0.9683425948262786	1.033336970892421	1.0986916306403025	1.1622320936016335	1.2236445330340004	1.293352925990702	1.3598054469672554	1.4312441604870676	1.492006101115539	1.54681133225164	1.6016193289152063	1.6557296178973953	1.712484572696698	1.7630727257020031	1.8078604939245542	1.8341685096835711	1.8617872772458874	1.9024359251209437	1.9558451656558091	2.0115914489494244	Growth with alanine supplementation as a negative control.
A8	0.05468319311542665	0.04919006235218812	0.04427454751505715	0.04365670890290475	0.0482296458486232	0.054781394124483865	0.06198140394257212	0.06856035628985141	0.0778741694910206	0.08825744717472507	0.09890871129394	0.10944017670710858	0.12087189371222709	0.13248418622365615	0.14572063928380896	0.1592718551449762	0.1753305799611699	0.19750743601377693	0.22052610817399373	0.24163528643360482	0.26279625566864295	0.2840750504000967	0.3084674310074168	0.3338961493189877	0.36217846683113464	0.3921865172255067	0.4269119474039318	0.4638409751644562	0.5018086718088474	0.5431785225986009	0.5902756943663583	0.6420820891345314	0.6973589435665479	0.7534858767015575	0.8120260182693054	0.8773933731268795	0.9469676182363314	1.019586542927717	1.0896911127357025	1.1568575885832009	1.2227493554514952	1.2927961903579968	1.3628680853405695	1.4310590009186797	1.4903094953296125	1.5426910758495411	1.5933029831811671	1.6508176770659038	1.706454282188345	1.7598833369058504	1.8039394588853743	1.8475836084897466	1.891898050781221	1.9361172815136622	1.9767193628942654	2.0127459633492424	2.050174838984339	2.08203716640947	2.1201582890324686	2.1752845935179197	2.2292637094172107	Baseline growth without any supplementation or treatment.
A9	0.03278462287497089	0.02806300809699966	0.023487696855777403	0.02329381652944336	0.02826176531014865	0.031891055128497284	0.03697391754701759	0.04315523161313209	0.049370555332489977	0.056855873323594555	0.06211294202506605	0.06785493232955968	0.07617733013517	0.08499302007697979	0.09070616967617486	0.09556441635350361	0.10029980864597904	0.10828047647375981	0.1219346073343662	0.1399689795056616	0.1613688197972101	0.18234436379517543	0.1998566632667566	0.21167365095929155	0.21937999924583326	0.2312124805026932	0.2515410789958038	0.27864084533251593	0.30988473003681194	0.3379444235524609	0.3651808711504605	0.3944040190401683	0.42840355760290383	0.4627392285865738	0.49776862117831383	0.5363752705471381	0.5803688258021503	0.6225035278819682	0.6663976369173336	0.7093774478011788	0.7615865981352039	0.8213771345994735	0.880759200943334	0.9387648395420686	0.9943812902515838	1.052271433082162	1.115330173817899	1.1804169688514938	1.2522703621214266	1.3234429406527504	1.3862787346176506	1.4423775751574792	1.505591090725427	1.5502568400493617	1.6167738908222202	1.6452976582120313	1.6989668213376692	1.7562388596207126	1.8168557546204758	1.867256535659751	1.916581579249535	Growth with alanine supplementation as a negative control.
A10	0.010837692457989056	0.010467894793868027	0.010119595794513138	0.009388234239847495	0.008419845179106768	0.008268683168288212	0.008003114456286308	0.0077829421357772915	0.007905890217299434	0.008998557303481194	0.009825157312213383	0.010588617128447194	0.008903255379663843	0.0078110089849123075	0.007521854091070976	0.006733478736945617	0.005925472544115659	0.005036764473260693	0.0055048187994689215	0.00820915480321669	0.010089842281496364	0.011323457607532991	0.010475288776803334	0.010060021170120344	0.010360578910470425	0.012523533616037799	0.014338248095733773	0.014956074274551971	0.014878541089316955	0.014627553768177433	0.015545730470830516	0.014977929032194253	0.014282166357845112	0.013186853561141106	0.011707538431580638	0.01031358583299032	0.00911767102271807	0.007386895770865499	0.00783129591249742	0.010031920821713067	0.01071112891336542	0.009608136505225694	0.007645324935965758	0.006261466810592819	0.007957105225868361	0.010331065293918376	0.0095860931330948	0.00892147418861965	0.009448083003832571	0.010621198511065633	0.011603677898588627	0.010206403360852883	0.008224051126813906	0.007871352229410664	0.008377578625497033	0.008716250691529296	0.00906143618479337	0.011334803727130725	0.011862224349379108	0.010101294265175134	0.00797977507386405	Media control
A12	0.036288447804467557	0.03372731692573797	0.03144060760299288	0.03236239701997359	0.03482114599244402	0.03474950925709359	0.03435879824385442	0.03602406255198533	0.041509958272977494	0.04689612928408424	0.05072179016793263	0.05185116033539827	0.049102955401426306	0.0489338612622457	0.04708054791859042	0.04542729409915406	0.04714602597712345	0.04989234031371853	0.054428586405978766	0.06164424064438745	0.06608150594793029	0.07147001827904964	0.07418113298526065	0.07374890062999968	0.07426370744603639	0.07457621296130645	0.07271801287787988	0.07411722429200453	0.07593632296945627	0.07997292131392368	0.08466178698593074	0.08909440416546084	0.09549756016125122	0.1014577828735154	0.10624704260101966	0.10981109137085754	0.11487445835045172	0.11997529344897333	0.12039963017666006	0.11552931678388437	0.11224183505002285	0.1119906378760336	0.11817310931467145	0.12603098244598082	0.1328478740610462	0.13736183300856086	0.14206602018675019	0.1459119121423461	0.14845783924789804	0.1516671154672612	0.15635863229633148	0.1643873656090483	0.17369696449594157	0.18179104280928132	0.18910813624155903	0.19572565130164316	0.20403344587370353	0.20835486017265747	0.21383953550449708	0.2208480493222916	0.2281034790164418	Growth with physiological level of arginine and lithium chloride treatment.
B1	0.05101369955931384	0.055933563456318176	0.060571553888849196	0.06107739342473377	0.05998245498975066	0.05827263829794995	0.05681595277989252	0.05761397958243088	0.06225748821753485	0.07036718961485176	0.08014693484253119	0.09007279544723143	0.09794526575083716	0.10390531783984247	0.10976451985822586	0.11411457624971916	0.1193462802078708	0.12463758376748184	0.13351138440247262	0.14605971366271805	0.16161259250683574	0.18039853652178123	0.19900945391843505	0.2181345515786168	0.23684093294697053	0.25830315952954497	0.28353380299515396	0.3115743602683141	0.34343221505713	0.3754057296264134	0.40868959508389285	0.4431225054729507	0.4817690168887062	0.5251509639936176	0.5702110128235346	0.6177310440462991	0.6671979637047422	0.7203145894827528	0.7762832731869166	0.8349543341745977	0.8955936597641159	0.9572220214151164	1.0215592003564744	1.0865119786971906	1.1500466564726997	1.2123045415456435	1.2743235925651812	1.3376144188380459	1.4018527269594725	1.4663296159190484	1.5223864004925134	1.5731417536427503	1.6196333333333377	1.6594777777777812	1.7047910611954427	1.7479291009153006	1.7905717591649721	1.8299424002764038	1.8754084903519406	1.9305566150509432	1.9855046029644907	Growth with supraphysiological level of arginine supplementation.
