ReplicateName	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyuridine [[M+Na]]	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	ATP [[M+H]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine 5'-phosphosulfate [[M+Na]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Aminoadipate [[M+Na]]	Argininosuccinic acid [[M+H]]	Biotin [[M+H]]	Choline [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+Na]]/D-(+)-Turanose [[M+Na]]/Isomaltose [[M+Na]]/Maltose [[M+Na]]/Palatinose [[M+Na]]	Flavin adenine dinucleotide [[M+H]]	Glucosamine 6-Phosphate [[M+H]]	Glucosamine [[M+H]]	Glutamic Acid [[M-H2O+H]]	Glutathione [[M+H]]	Guanosine-5'-Diphosphate [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Glutamine [[M+H]]	L-Histidinol [[M+H]]	L-Lysine [[M+H]]	L-Tryptophan [[M-H2O+H]]	L-Valine [[M+H]]	Levocarnitine [[M+H]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N2-Acetyl-L-ornithine [[M+H]]	Nicotinamide [[M+H]]	O-acetyl-L-serine [[M+H]]	Pidolic Acid [[M+H]]	Proline [[M+NH4]]	Quinolinic Acid [[M-H2O+H]]	Sucrose [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+Na]]	d-Desthiobiotin [[M+H]]	gamma-Glutamylcysteine [[M+H]]	Experimental group
Inj00089-Positive-A1.d.DeMP	4082.1692164770197	5320.7384694694	1497.5588407446987		1560.9848622350623	125.09020905043954	2357.3337987251844	7794.353307593585		24848.90575278027	3613.5213910204434	188.51623054080324	4244.257938063505	137.4230465624547	42.28401432690914	477.4569951080157	1173.3813975717285	12.332837512015166		1479.9405014418198	4591.339222330217	25608.256176734347	51.09318397834854	89.85353044468192	303.0354360095155	13266.609495067742	463.36232366571267	77.52069293266675	7.047335721151523	72.23519114180311	4.404584825719702	2309.7642826074116	28.18934288460609	2526.469856032821	95.13903223554556	1455.2748264177894	181.46889481965172	4943.706008387793	509.17000585319755	112.75737153842437	1222.7127476197893	110.99553760813649	1222.7127476197893	523.2646772955006	1337.2319530885015	Formic acid treatment without glutamate supplementation.
Inj00090-Positive-G6.d.DeMP	5417.072613504074	8474.821303841676	1126.491559953434	17.1226717112922	1190.476280558789	903.8968277066356	3125.3381839348076	6192.999999999999	329.83672875436554	32530.37267171129	4886.2697904540155	3334.415017462165	6935.583236321303	1047.1865541327124	1882.592694994179	7521.358847497089	2267.4022118742723	103.63722351571595	98.23006402793946	779.5321594877764	2041.2027066356227	24334.020081490104	762.4094877764842	711.0414726426076	235.21143771827704	18720.48733993015	2213.330616996507	508.27299185098946	109.94557625145517	58.577561117578576	273.06155413271244	1238.2395227008149	20.72744470314319	693.9188009313154	161.31359138533176	1769.042345750873	75.70023282887077	2150.247089639115	36.047729918509894	22.52983119906868	2177.2828870779977	227.10069848661232	2249.378346915017	1690.638533178114	1580.6929569266588	Low glutamate supplementation without formic acid treatment.
Inj00091-Positive-D8.d.DeMP	11514.319754035358	3048.251345119139	724.3850883935434	165.2959262106072	2770.165257494235	107.92851652574942	2677.794004611837	2655.4304381245192	472.55188316679477	19786.894696387393	9979.012298232128	1874.6502690238278	2349.1468101460414	842.0368946963873	1120.1229823212911	8919.173712528824	878.9853958493466	6.806302843966179	74.86933128362797	1721.9946195234434	5900.0922367409685	18369.23904688701	1193.0476556495003	460.8839354342813	165.2959262106072	8775.269023827825	3780.415065334358	197.3827824750192	57.3674096848578	71.95234435049962	26.252882398155265	1265.0	2.4308224442736357	3899.0392006149114	110.84550345887779	1584.8962336664104	186.6871637202152	8415.507302075326	31.114527286702536	3.889315910837817	878.9853958493466	165.2959262106072	878.9853958493466	2104.119907763259	588.2590315142198	High glutamate supplementation with formic acid treatment.
Inj00099-Positive-C9.d.DeMP	4758.263888888889	3973.75	987.7083333333334	132.91666666666666	712.7083333333334	1322.2916666666667	1145.0694444444443	4364.097222222223	55.763888888888886	17348.680555555555	4228.888888888889	224.58333333333334	1142.013888888889	57.291666666666664	618.75	3366.4583333333335	873.8888888888889	5.347222222222222	1.9097222222222223	2958.5416666666665	5620.694444444444	16940.0	553.8194444444445	220.0	250.55555555555554	2617.847222222222	1057.2222222222222	300.2083333333333	26.73611111111111	116.875	120.69444444444444	1098.4722222222222	77.91666666666667	803.6111111111111	4.201388888888889	844.8611111111111	556.875	6495.347222222223	273.47222222222223	27.5	784.5138888888889	250.55555555555554	863.9583333333334	1485.0	899.0972222222222	Low glutamate supplementation with formic acid treatment.
Inj00100-Positive-H3.d.DeMP	10634.4	5031.981818181818	467.3454545454545	195.87272727272727	1780.0363636363636	934.690909090909	883.1454545454545	7374.436363636363	182.12727272727273	20912.563636363637	8727.218181818182	2396.2909090909093	1170.6545454545455	1453.581818181818	1265.7272727272727	12419.01818181818	432.9818181818182	308.1272727272727	2.8636363636363638	2723.890909090909	4986.163636363636	12218.563636363637	121.41818181818182	9.163636363636364	348.2181818181818	4935.763636363637	1845.3272727272727	131.72727272727272	1003.4181818181818	241.6909090909091	2.8636363636363638	2555.509090909091	61.85454545454545	4577.236363636363	129.43636363636364	1884.2727272727273	1229.0727272727272	7762.745454545455	17.181818181818183	4.581818181818182	432.9818181818182	334.4727272727273	432.9818181818182	3287.4545454545455	315.0	High glutamate supplementation with formic acid treatment.
Inj00101-Positive-E6.d.DeMP	9939.248484848486	8885.30303030303	1642.8848484848486	20.484848484848484	1611.1333333333334	212.01818181818183	1104.1333333333334	6096.290909090909	446.56969696969696	34570.2303030303	7920.466666666667	2357.806060606061	4014.0060606060606	1097.9878787878788	1313.0787878787878	9265.29696969697	765.1090909090909		56.333333333333336	2417.212121212121	4442.139393939394	27113.745454545457	330.830303030303	562.309090909091	169.0	24494.757575757576	851.1454545454545	414.8181818181818	25.606060606060606	16.387878787878787	73.74545454545455	1401.1636363636364	2.5606060606060606	1501.539393939394	156.70909090909092	1819.0545454545454		5170.375757575757	21.509090909090908	21.509090909090908	732.3333333333334	169.0	752.8181818181819	1470.8121212121212	1484.1272727272728	Baseline condition with no supplementation or treatment.
Inj00102-Positive-B1.d.DeMP	3953.94459833795	2899.684210526316	348.2991689750692	67.8808864265928	1163.8060941828255	140.44321329639888	861.3850415512466	3047.1495844875344	383.8781163434903	14915.069252077563	3566.7894736842104	737.7950138504156	1657.6980609418283	142.31578947368422	559.9002770083102	1329.5290858725762	4022.3872576177287	42.601108033241	2.3407202216066483	80.98891966759003	1609.4792243767313	14928.645429362881	489.2105263157895	1.8725761772853184	57.581717451523545	6034.84487534626	1483.0803324099722	190.53462603878117	541.1745152354571	161.97783933518005	25.2797783933518	776.6509695290858	7.490304709141274	1007.4459833795014	169.0	585.6481994459833	424.606648199446	3651.05540166205	374.04709141274236	20.130193905817173	3845.3351800554015	60.390581717451525	3985.7783933518003	112.35457063711911	370.77008310249306	High glutamate supplementation without formic acid treatment.
Inj00104-Positive-H7.d.DeMP	11708.88188976378	5765.55905511811	338.53543307086613	166.0	2730.5039370078744	524.1417322834645	3219.3543307086616	11524.582677165356	24.83464566929134	25820.188976377955	9641.070866141732	5385.196850393701	4717.275590551181	1354.1417322834645	1998.5354330708662	18186.8031496063	77.11811023622047	77.11811023622047	26.141732283464567	2855.984251968504	1254.8031496062993	16826.12598425197	185.60629921259843	47.05511811023622	66.66141732283465	413924.2677165354	2432.488188976378	3.267716535433071	48.36220472440945	43.13385826771654	16.99212598425197	2518.7559055118113	169.9212598425197	1320.1574803149606	8485.606299212599	2645.5433070866143	3.267716535433071	2734.4251968503936	66.66141732283465	61.43307086614173	77.11811023622047	66.66141732283465	77.11811023622047	1775.023622047244	115.0236220472441	Negative control with arginine supplementation and formic acid treatment.
Inj00112-Positive-A12.d.DeMP	4074.680365296804	2012.5505544683629	192.8082191780822	5.50880626223092	1751.8003913894327	1342.3124592302677	167.10045662100458	12451.738421395958		12413.17677756034	3116.1480756686237	1272.5342465753426	10740.335942596217	2815.0000000000005	1309.259621656882	19258.7866927593	1494.355512067841	12.853881278538815	4.5906718851924335	1406.5818656229617	1975.8251793868235	12558.242009132422	4.5906718851924335	44.07045009784736	282.7853881278539	16071.024135681671	403.97912589693414	4.5906718851924335	211.17090671885194	130.3750815394651	409.4879321591651	3073.9138943248536	4.5906718851924335	1268.8617090671887	405.8153946510111		222.18851924331378	4256.470971950424	49.57925636007828	156.08284409654274	1450.652315720809	49.57925636007828	1491.0502283105025	1577.35485975212	75.2870189171559	Low glutamate supplementation with formic acid treatment.
Inj00113-Positive-E3.d.DeMP	5836.332916145181	7013.1226533166455	1056.38986232791	302.0200250312891	682.9461827284105	618.3247809762203	1295.1489361702127	7996.04818523154	162.5738423028786	34896.23717146433	4777.222152690863	1424.3917396745933	2148.831664580726	451.66958698372963	637.3710888610764	2771.9180225281602	3324.2609511889864	12.924280350438048	14.284730913642052	833.275969962453	6998.837922403004	26689.31914893617	508.12828535669587	834.6364205256571	36.732165206508135	10784.291614518148	1878.7822277847308	368.68210262828535	393.17021276595744	42.17396745932415	1.7005632040050063	1665.191489361702	91.15018773466834	4193.588861076345	124.48122653316646	1929.799123904881	429.90237797246556	9959.178347934918	14.284730913642052	50.33667083854819	3261.0	17.005632040050063	3320.8598247809764	1016.9367959949938	1198.5569461827283	High glutamate supplementation without formic acid treatment.
Inj00114-Positive-E5.d.DeMP	6666.5915949732	3590.3299400927885	278.51538218999144	191.84969145533987	1422.206206927616	1901.4600693662449	5018.4620062159365	3624.4036304670963	128.14670510337373	13977.620377460475	5717.713391288681	2574.785820458538	1951.8298725282646	859.2495833521012	1095.543218773929	7445.842079185622	154.07233908382506	172.5906490698617	11.851718391063466	1167.3942615197514	1053.3214720057656	9350.265078149634	414.0694112877798	448.8838340615288	173.33138146930318	215032.39336065942	1371.8364037655963	35.5551551731904	586.6600603576416	131.10963470113958	27.407098779334266	1232.5787126706005		223.70118463132292	5225.867078059547	1811.090716634386	37.777352371514795	1360.7254177739742	1.4814647988829333	2.9629295977658665	154.07233908382506	173.33138146930318	154.07233908382506	1266.652403044908	100.73960632403946	Negative control with arginine supplementation and formic acid treatment.
Inj00115-Positive-F5.d.DeMP	8493.899159663864	6086.899159663865	1199.6638655462184	166.0	1090.1596638655462	728.8655462184873	2370.731092436975	3757.3193277310925	638.890756302521	32140.529411764703	7058.487394957983	2395.142857142857	6400.764705882352	53.008403361344534	1416.579831932773	5081.134453781512	2038.7310924369747	182.04201680672267	85.78991596638654	1406.81512605042	2157.3025210084033	21131.52100840336	749.7899159663865	416.39495798319325	66.95798319327731	25252.2268907563	2197.7563025210084	227.37815126050418	39.05882352941176	46.73109243697479	43.24369747899159	1419.3697478991596	138.10084033613444	645.1680672268907	518.2268907563025	1419.3697478991596	85.78991596638654	2453.0336134453783	42.54621848739496	27.899159663865547	1986.4201680672268	66.95798319327731	2012.2268907563025	1272.2016806722688	1155.0252100840335	Low glutamate supplementation without formic acid treatment.
Inj00116-Positive-D6.d.DeMP	8245.359745102502	10184.758670191348	506.78377479385864	207.3764114773901	795.1474238896377	22.087428441378826	1028.2925018819699	8345.366712767633		49112.624218763674	7240.995290698692	3129.052362528667	3915.6102309133244	1919.152115684249	1072.4673587647276	10905.054253251868	105.52882477547662	58.899809177010205	3.067698394635948	4033.4098492673447	3284.8914409761733	39322.98510180144	606.1772027800633	112.8913009226029	143.56828486896237	352112.8758950298	2770.7451900351884	117.79961835402041	68.71644403984524	3.681238073563138	63.80812660842772	2583.0020482834684	35.585301377777	407.3903468076539	7399.288527861907	2067.628717984629	25.768666514941966	3278.7560441869014	114.11838028045727	141.1141261532536	89.57679312336968	143.56828486896237	105.52882477547662	1533.8491973179741	267.50330001225467	Negative control with arginine supplementation without formic acid treatment.
Inj00125-Positive-G7.d.DeMP	6457.073170731707	2177.682926829268	359.390243902439	29.878048780487802	2320.243902439024	24.756097560975608	1560.4878048780488	4982.804878048781	320.9756097560975	11962.31707317073	5932.073170731707	2315.9756097560976	1873.780487804878	1461.4634146341464	1613.4146341463413	13518.536585365853	371.3414634146341	5.975609756097561	140.0	2858.90243902439	3160.243902439024	9857.19512195122	326.9512195121951	46.09756097560975	118.65853658536585	5812.560975609756	1162.6829268292681	833.170731707317	58.90243902439024	10.24390243902439	15.365853658536585	1322.3170731707316	2.1341463414634143	2967.3170731707314	38.41463414634146	1367.560975609756	897.1951219512194	6132.682926829268	159.6341463414634	175.0	328.6585365853658	118.65853658536585	357.6829268292683	1713.2926829268292	315.0	High glutamate supplementation with formic acid treatment.
Inj00126-Positive-D1.d.DeMP	9259.097222222223	6166.875	793.3279914529915	106.7681623931624	2292.1367521367524	967.6709401709402	5018.103632478633	8659.033119658121	16.21794871794872	30710.037393162394	8141.410256410257	4811.324786324787	3742.291666666667	1154.1773504273506	1325.8173076923078	9721.308760683762	50.00534188034188	9.460470085470087	9.460470085470087	2357.0085470085473	1415.0160256410256	26102.788461538465	150.01602564102566	283.8141025641026	75.6837606837607	429664.81837606843	3178.7179487179487	277.05662393162396	28.38141025641026	286.51709401709405	3.3787393162393164	1265.0	3.3787393162393164	439.23611111111114	10403.814102564103	2113.7393162393164	3.3787393162393164	1938.0448717948718	356.7948717948718	58.114316239316246	50.00534188034188	75.6837606837607	50.00534188034188	2400.2564102564106	39.19337606837607	Negative control with arginine supplementation and formic acid treatment.
Inj00127-Positive-H4.d.DeMP	6896.121144139091	6407.259674705552	453.942793045429	179.03757711721815	970.1043185642176	467.2753785754346	2172.5765563656755	3505.8351093662363	145.38867077958497	26102.02804262479	6309.487380818844	2947.771172181716	1132.0	741.5457094784072	1312.9422321929333	6259.966348850252	624.0919798093101	163.16545148625912	18.411665731912507	968.1996634885024	2636.6775098149187	13208.782950084127	319.98205272013456	822.8109927089175	116.18395961862029	29143.127313516543	1309.7678070667414	368.8681996634885	47.61637689287717	61.58384744812114	67.93269770050476	904.0762759394279	20.316320807627594	1165.6489063376332	860.9040942232192	685.040942232193	60.94896242288278	3510.9141895681432	20.316320807627594	37.458216489063375	624.0919798093101	127.61189007291081	624.0919798093101	794.2411665731912	522.5103757711721	Low glutamate supplementation without formic acid treatment.
Inj00128-Positive-G3.d.DeMP	3048.7303672738135	3724.6664676022697	740.2054344580472	2.2161839355031354	613.8829501343685	369.3639892505226	851.014631233204	4600.059122126008	205.36637802329054	14352.745894296806	2474.0	319.86921469095256	2332.1642281277996	524.4968647357421	97.51209316213796	2299.6601970737534	415.1651239175874	5.171095849507316	11.819647656016722	1104.3983278590624	1604.51716930427	14182.838459241566	17.729471484025083	690.7106598984772	178.03344281875187	15748.94177366378	75.35025380710661	52.449686473574204	2.9549119140041804	143.31322782920276	28.071663183039714	1593.4362496267543	49.494774559570025	1458.249029561063	102.68318901164527	1372.5565840549418	78.30516572111078	3923.3842938190505	180.24962675425502	158.82651537772472	415.1651239175874	178.03344281875187	415.1651239175874	1520.302179755151	777.1418333830995	Low glutamate supplementation with formic acid treatment.
Inj00129-Positive-C6.d.DeMP	9296.895362167796	4007.305158936946	799.619801980198		434.0041688379364	927.1907243355914	1696.5617509119331	2139.772068785826		20317.97092235539	7888.354559666493	1547.94820218864	1851.7511203751953	700.982490880667	411.6463783220427	8059.325898905679	280.12996352266805	9.206149035956226	3.287910369984367	1060.02230328296	3604.8649296508597	12663.715581031787	222.2627410109432	706.2431474726419	63.12787910369984	12619.0	1925.4003126628452	385.3430953621678	56.552058363731106	211.7414278269932	3.287910369984367	3049.8656591974986	81.5401771756123	1874.108910891089	42.08525273579989	2243.670036477332	7.89098488796248	4044.129755080771	261.7176654507556	5.260656591974986	126.25575820739968	63.12787910369984	220.94757686294943	2807.875455966649	361.6701406982803	Low glutamate supplementation with formic acid treatment.
Inj00130-Positive-B10.d.DeMP	5918.475247524752	3259.188118811881	714.950495049505	166.0	1160.3564356435643	128.1980198019802	440.4752475247525	4692.376237623762	151.2079207920792	19924.930693069306	5349.80198019802	1497.2871287128712	4804.138613861386	1579.4653465346535	790.5544554455445	14839.742574257425	491.4257425742574	11.504950495049505	60.81188118811881	2120.19801980198	1023.940594059406	22602.29702970297	4.108910891089109	149.56435643564356	348.43564356435644	6965.425742574257	1048.5940594059405	1204.7326732673266	73.96039603960396	26.297029702970296	70.67326732673267	2015.009900990099	4.108910891089109	379.66336633663366	72.31683168316832	3412.039603960396	170.93069306930693	5915.188118811881	299.1287128712871	197.22772277227722	330.35643564356434	368.15841584158414	448.6930693069307	642.6336633663366	866.1584158415841	Low glutamate supplementation with formic acid treatment.
Inj00138-Positive-C12.d.DeMP	7823.291666666667	10706.0	747.6805555555555	850.0833333333334	796.7777777777778	2391.7361111111113	5023.347222222223	6536.944444444444		33881.29166666667	6922.708333333334	4211.138888888889	4368.25	2506.763888888889	2477.3055555555557	13817.361111111111	1606.1805555555557	176.75	353.5	1488.3472222222224	85.56944444444444	13563.458333333334	290.375	591.9722222222223	161.31944444444446	259753.7638888889	906.1944444444445	23.847222222222225	152.90277777777777	101.0	3.5069444444444446	1902.1666666666667	3010.3611111111113	871.125	7605.861111111111	2446.4444444444443		245.48611111111111	2.805555555555556	11.222222222222223	1606.1805555555557	161.31944444444446	1606.1805555555557	2794.3333333333335	203.4027777777778	Negative control with arginine supplementation and formic acid treatment.
Inj00139-Positive-A8.d.DeMP	8312.321124676286	10487.775619681835	866.0577136514984	27.49389567147614	2419.4628190899	1635.8867924528302	4242.078986311506	6193.0	21.76600073991861	45093.4256381798	7175.906770255272	2904.0427302996673	1130.6864594894562	1121.5218275989641	2114.7388087310396	11784.571032186459	1258.9913059563448	8.01905290418054	2.8639474657787645	2215.549759526452	3476.83222345542	30054.264705882353	863.7665556788753	1435.4104698483168	100.81095079541251	47125.68275989641	2292.3035516093228	575.0806511283758	56.133370329263784	172.98242693303737	2.8639474657787645	2333.544395116537	18.329263780984093	955.4128745837958	813.361080281169	701.0943396226415	119.1402145763966	4441.409729929708	304.72401035886054	49.25989641139475	1231.4974102848687	100.81095079541251	1231.4974102848687	46.96873843877174	587.6820199778025	Baseline condition with no supplementation or treatment.
Inj00140-Positive-B4.d.DeMP	3818.9433962264147	7293.915094339623	759.4056603773585	197.23584905660377	257.2641509433962	180.08490566037736	2018.0943396226414	6414.452830188679	33.34905660377358	28224.735849056604	3303.462264150943	2944.2452830188677	4520.226415094339	1538.8207547169811	1509.2830188679245	8339.169811320755	20.86698113207547	168.6509433962264	25.72641509433962	3211.990566037736	1081.4622641509434	25767.386792452828	21.91509433962264	3.811320754716981	37.160377358490564	270740.9811320755	1560.7358490566037	45.73584905660377	3.811320754716981	101.0	2.382075471698113	1851.3490566037735	23.82075471698113	373.50943396226415	7066.188679245282	2648.867924528302	2.382075471698113	1524.5283018867924	114.33962264150944	40.971698113207545	10.004716981132075	37.160377358490564	10.004716981132075	1600.754716981132	420.1981132075472	Negative control with arginine supplementation without formic acid treatment.
Inj00141-Positive-F11.d.DeMP	7015.260559517279	8551.57981349424	271.2589138782227	200.3894679100384	875.6856829402085	1302.5315414152496	3015.6171146461875	9363.727372462974	319.31980252331323	37397.07350521119	5816.182117388919	2442.9594075699397	8158.132199670872	1098.069116840373	1689.4624245748766	10113.965990126166	97.75095995611629	454.5419637959408	298.1404278661547	835.7707076247943	1669.0976412506857	15851.947339550192	363.30773450356554	1173.0115194733955	399.14975315414154	58284.82446516731	1414.1305540318158	329.0948985189249	1755.444322545255	26.88151398793198	18.735600658255624	1229.2183214481624	67.61108063631377	885.46077893582	1896.368623148656	885.46077893582	80.64454196379594	2354.983543609435	28.510696653867253	36.65660998354361	97.75095995611629	360.049369171695	97.75095995611629	1485.0	83.90290729566648	Baseline condition with no supplementation or treatment.
Inj00142-Positive-B12.d.DeMP	7156.222157092614	10682.798944900353	345.5392731535756	168.32063305978897	413.0158264947245	646.588511137163	2471.421453692849	4314.05041031653	180.18464243845253	33814.65123094959	6096.617819460727	1743.267878077374	10473.695779601407	619.1529894490035	1137.461899179367	6917.45896834701	442.6758499413834	43.007033997655334	4.449003516998828	64.13980070339977	355.9202813599062	12925.09671746776	77.11606096131301	2441.76143024619	318.10375146541617	40137.42672919109	797.1131301289566	24.469519343493552	557.6084407971864	45.97303634232122	1.8537514654161782	1265.0	10.381008206330598	1041.0668229777257	944.6717467760844	2323.862837045721	1.8537514654161782	1316.1635404454864	97.13657678780774	94.17057444314186	384.0973036342321	318.10375146541617	418.2063305978898	1488.1916764361079	223.93317702227432	Baseline condition with no supplementation or treatment.
Inj00143-Positive-H8.d.DeMP	4281.628875814915	8231.401971696614	1386.507234854508	31.51152806487518	182.17602162505963	32.49626331690253	1704.5767212593419	6193.0		30437.18190491334	3831.6048656384164	1799.1113054539674	3074.3434568293846	127.03084751152807	264.89378279535697	5838.495309270154	240.27540149467325	53.17570360947686	11.816823024328192	3618.902051200509	2016.7377961520115	28274.703291461283		538.6501828589601	216.64175544601687	273850.9346477977	1503.6907298457625	2.4618381300683736	3.9389410081093974	19.69470504054699	2.4618381300683736	1369.766735570043	100.44299570678963	2465.777071076483	7218.109397360471	1223.041183017968	86.65670217840675	2680.449356018445	16.74049928446494	19.69470504054699	240.27540149467325	316.10001590077917	240.27540149467325	1603.1489903005247	1442.6371442200668	Negative control with arginine supplementation without formic acid treatment.
Inj00153-Positive-H10.d.DeMP	6154.275365850915	10230.874780189495	327.74932791415296	3.4743745008567455	2048.7228306718607	523.4724247957496	2595.357752139989	8556.226270776544	33.58562017494854	40899.17849925199	4898.868046208011	3448.8957545171293	9847.535460261635	2434.3784002669595	2245.6040523870765	16893.566947999116	535.0536731319388	8.106873835332406	550.1092959689847	565.1649188060305	2678.7427401605505	19835.20402539116		2136.7403180268984	150.55622837045897	37168.85841016546	1057.3679730940694	12.739373169808067	27.794996006853964	110.02185919379693	119.28685786274825	1850.6834841230263	164.45372637388596	655.4986558283059	808.3711338660028	1041.1542254234046	2.895312084047288	2637.0502461502697	37.059994675805285	68.32936518351599	456.3011844458525	150.55622837045897	519.9980502948929	1399.0147990116495	434.29681260709316	Low glutamate supplementation without formic acid treatment.
Inj00155-Positive-B9.d.DeMP	9394.076020341634	7799.998304863737	1770.1207458599556	70.25570478550006	1070.7938453514148	927.0522884339548	2203.7680271221802	6193.0	337.5503977050463	30930.275916025555	8260.294301734255	3377.9265875603073	3549.9319337592906	256.79671404355196	1434.1854218281392	5501.748467857608	794.1317251271352	43.606989177206934	58.142652236275914	2181.9645325335764	3074.292736993089	22138.62237579867	696.0967531620811	1965.5446603207718	67.83309427565523	26397.57165210588	2097.9807015256224	32.30147346459773	21.803494588603467	25.841178771678184	38.761768157517274	1299.3267701134437	59.7577259095058	913.3241622115008	283.4454296518451	1099.0576346329378	2.018842091537358	3851.950710653279	70.25570478550006	3.230147346459773	788.9634893727996	60.565262746120744	788.9634893727996	1251.6820967531619	2068.1018385708694	Low glutamate supplementation without formic acid treatment.
Inj00156-Positive-H12.d.DeMP	3585.0511688391452	5527.5619333209615	703.7142502379869	586.1582982973093	1678.2125552910516	252.94797934821648	2855.3935361039053	3663.6920470339433		21538.68258764124	3362.1002255033773	1310.1408161112752	17549.07679798556	617.7767957158364	436.1731182350656	6310.727792456785	1389.5924250091123	138.63495021969558	70.53357116440652	689.1210975832821	4708.723923251415	17105.60710342314	811.5414337421945	1382.29584868176	8.91803773343071	14844.479172646936	1961.968301354756	80.26233960087639	31.61849741852706	82.69453170999385	2.0268267575978887	1909.270805657211	113.50229842548175	8234.5917507687	338.88543387036697	2588.6631348040232	2.0268267575978887	5840.503984694075	28.37557460637044	29.186305309409594	1342.5700442328414	8.91803773343071	1382.29584868176	645.3416396191677	439.4160410472222	High glutamate supplementation without formic acid treatment.
Inj00164-Positive-B11.d.DeMP	4202.64	5506.02	1174.68	7.0200000000000005	4504.5	2220.6600000000003	741.7800000000001	10071.36		27850.68	4062.2400000000002	3435.1200000000003	19307.34	2108.34	1333.8	15659.28	2127.06	16.38	5.8500000000000005	1366.5600000000002	7073.820000000001	24207.300000000003		60.84	269.1	11070.54	212.94	198.9	182.52	353.34000000000003	18.720000000000002	3119.2200000000003	5.8500000000000005	1160.64	81.9	1960.92	28.080000000000002	7740.72	554.58	9.360000000000001	2136.42	117.0	2136.42	4495.14	2208.96	Formic acid treatment without glutamate supplementation.
Inj00165-Positive-A6.d.DeMP	14862.857142857143	6288.428571428572	583.7142857142857	411.42857142857144	1652.142857142857	158.14285714285714	2990.5714285714284	4894.714285714285	239.14285714285714	27088.714285714286	13082.142857142857	2705.142857142857	4173.428571428572	1722.857142857143	2638.285714285714	13113.0	1347.4285714285713	122.14285714285714	255.85714285714286	1284.4285714285713	1573.7142857142858	19387.285714285714	1184.142857142857	392.1428571428571	225.0	6998.142857142857	2399.142857142857	9.0	147.85714285714286	397.2857142857143	6.428571428571429	1567.2857142857142	3.2142857142857144	5774.142857142857	101.57142857142857	1856.5714285714284	855.0	8687.571428571428	312.42857142857144	27.0	1119.857142857143	185.14285714285714	1292.142857142857	1410.4285714285713	312.42857142857144	High glutamate supplementation with formic acid treatment.
Inj00166-Positive-D4.d.DeMP	8414.978971962617	5200.2126168224295	702.0	2.460280373831776	1837.0093457943924	159.91822429906543	1932.9602803738317	4389.140186915888	238.64719626168224	27336.995327102803	7217.642523364486	3262.3317757009345	3978.2733644859813	1555.717289719626	1967.4042056074766	6971.6144859813085	589.6471962616822	16.401869158878505	203.38317757009347	1668.8901869158879	1408.1004672897195	23604.75	735.6238317757009	738.9042056074766	45.10514018691589	22017.04906542056	1416.3014018691588	312.4556074766355	160.73831775700936	142.69626168224298	4.920560747663552	1646.7476635514017	2.050233644859813	1112.0467289719627	510.9182242990654	1842.75	127.1144859813084	4279.247663551402	13.94158878504673	30.343457943925234	567.5046728971962	48.38551401869159	578.9859813084112	910.3037383177569	981.6518691588785	Baseline condition with no supplementation or treatment.
Inj00167-Positive-C10.d.DeMP	8048.918918918918	8838.486486486487	1062.4864864864865	2.189189189189189	1139.1081081081081	268.5405405405405	3188.9189189189187	4532.351351351351	303.56756756756755	38329.78378378378	7027.297297297297	1857.162162162162	1735.2972972972973	322.5405405405405	785.1891891891892	2915.27027027027	2905.0540540540537	5.108108108108108	91.94594594594594	933.3243243243243	5979.405405405405	27236.43243243243	1374.8108108108106	24.08108108108108	11.675675675675675	14129.027027027027	1968.8108108108106	127.7027027027027	1166.1081081081081	344.4324324324324	37.945945945945944	1225.9459459459458	1.8243243243243241	3159.0	386.7567567567567	1432.4594594594594	259.05405405405406	8391.162162162162	26.999999999999996	26.999999999999996	2619.0	11.675675675675675	2762.7567567567567	1438.2972972972973	1267.5405405405404	High glutamate supplementation without formic acid treatment.
