ReplicateName	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyuridine [[M+Na]]	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	ATP [[M+H]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine 5'-phosphosulfate [[M+Na]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Aminoadipate [[M+Na]]	Argininosuccinic acid [[M+H]]	Biotin [[M+H]]	Choline [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+Na]]/D-(+)-Turanose [[M+Na]]/Isomaltose [[M+Na]]/Maltose [[M+Na]]/Palatinose [[M+Na]]	Flavin adenine dinucleotide [[M+H]]	Glucosamine 6-Phosphate [[M+H]]	Glucosamine [[M+H]]	Glutamic Acid [[M-H2O+H]]	Glutathione [[M+H]]	Guanosine-5'-Diphosphate [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Glutamine [[M+H]]	L-Histidinol [[M+H]]	L-Lysine [[M+H]]	L-Tryptophan [[M-H2O+H]]	L-Valine [[M+H]]	Levocarnitine [[M+H]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N2-Acetyl-L-ornithine [[M+H]]	Nicotinamide [[M+H]]	O-acetyl-L-serine [[M+H]]	Pidolic Acid [[M+H]]	Proline [[M+NH4]]	Quinolinic Acid [[M-H2O+H]]	Sucrose [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+Na]]	d-Desthiobiotin [[M+H]]	gamma-Glutamylcysteine [[M+H]]	Experimental group
Inj00026-Positive-F6.d.DeMP	4361.363636363636	8385.90909090909	2547.7272727272725	17.272727272727273	1153.8181818181818	369.6363636363636	350.6363636363636	9949.090909090908		42278.454545454544	3744.7272727272725	535.4545454545454	2649.6363636363635	15.545454545454545	41.45454545454545	4202.454545454545	2501.090909090909	12.09090909090909		1715.181818181818	4411.454545454545	44884.90909090909	139.9090909090909	507.8181818181818	98.45454545454545	117109.0909090909	331.6363636363636	4.318181818181818	19.0	314.3636363636364	107.0909090909091	3369.909090909091	4.318181818181818	2810.272727272727	1836.090909090909	2511.4545454545455	74.27272727272727	4667.090909090909	3.4545454545454546	103.63636363636363	2501.090909090909	74.27272727272727	2501.090909090909	499.1818181818182	3060.7272727272725	Formic acid treatment without glutamate supplementation.
Inj00034-Positive-A5.d.DeMP	3726.0894941634247	5757.964980544748	432.1673151750973	175.2295719844358	900.7587548638134	239.21789883268485	1312.252918287938	6857.5797665369655		30006.587548638134	3514.43579766537	2529.0155642023346	5144.661478599222	1214.7937743190662	1529.8132295719845	13912.046692607006	127.97665369649806		2.4610894941634243	3004.4980544747086	146.6809338521401	18707.23346303502	386.8832684824903	83.67704280155642	241.1867704280156	271844.07003891055	2573.3151750972766	183.10505836575877	141.75875486381324	39.37743190661479	2.4610894941634243	1265.0	2.4610894941634243	1018.8910505836577	5486.260700389105	3817.6420233463036	2.4610894941634243	654.6498054474708	13.782101167315176	3.937743190661479	127.97665369649806	265.79766536964985	127.97665369649806	1424.47859922179	168.33852140077823	Negative control with arginine supplementation without formic acid treatment.
Inj00035-Positive-D2.d.DeMP	5760.510675129833	6208.234275822273	443.23139065204845	83.85458742065782	2090.3750721292554	1464.460473167917	2359.9076745527987	4502.691863819965	208.13906520484707	32942.87362954414	5100.155799192152	476.1742642815926	2737.2533179457587	443.23139065204845	203.6468551644547	5303.802654356607	64.38834391229082	10.481823427582228	19.466243508366993	1855.2827466820543	865.4991344489324	18925.68090017311	1078.130409694172	190.17022504327755	137.7611079053664	80123.05828043855	2401.8349682631274	449.2210040392383	5.989613387189844	181.1858049624928	3.7435083669936526	2334.451817657242	35.93768032313906	2087.3802654356605	1579.7605308713214	2595.0	104.81823427582228	6034.535487593768	134.7663012117715	125.78188113098672	52.40911713791114	137.7611079053664	64.38834391229082	348.89497980380844	546.5522215810732	Low glutamate supplementation with formic acid treatment.
Inj00037-Positive-F8.d.DeMP	3720.5813148788925	3324.539792387543	1817.6885813148788	4.73356401384083	339.2387543252595	39.44636678200692	183.0311418685121	5277.923875432526	59.95847750865052	18358.33910034602	3641.688581314879	648.4982698961937	4302.809688581315	45.75778546712802	105.71626297577855	1462.6712802768166	123.07266435986159		67.8477508650519	672.1660899653979	5719.723183391004	15399.8615916955	3.944636678200692	118.33910034602076	25.24567474048443	19366.588235294115	934.0899653979238	3.944636678200692	52.069204152249135	213.01038062283737	143.58477508650518	3381.342560553633	7.889273356401384	864.6643598615916	370.79584775086505	2302.0899653979236	730.5467128027682	8190.643598615917	135.6955017301038	110.44982698961937	123.07266435986159	25.24567474048443	123.07266435986159	3677.9792387543253	1544.719723183391	Low glutamate supplementation with formic acid treatment.
Inj00038-Positive-D7.d.DeMP	9097.924808575803	7039.914088820827	1212.0450229709033	37.93568147013782	1287.916385911179	559.5513016845329	2209.753445635528	6192.999999999999	230.45926493108726	32561.143797856046	7816.647166921898	4012.646707503828	3949.1044410413474	700.8617151607963	2192.682388973966	8043.312863705972	1789.6157733537518	6.638744257274118	53.10995405819295	1436.81393568147	1448.1946401225114	30238.53169984686	618.3516079632465	173.55574272588052	199.16232771822357	16719.203215926493	2308.3862174578862	167.86539050535987	27.50336906584992	115.70382848392036	110.96186830015313	130.8781010719755	36.03889739663093	635.4226646248085	45.52281776416539	1154.1931087289431	124.23935681470137	2989.3316998468604	97.68437978560489	23.709800918836137	1775.38989280245	221.92373660030626	1789.6157733537518	1662.53124042879	941.7532924961714	Low glutamate supplementation without formic acid treatment.
Inj00039-Positive-H5.d.DeMP	8219.905063291139	4968.227848101266	631.993670886076	5.981012658227848	1796.2974683544303	897.1518987341773	801.4556962025316	3486.9303797468356	283.1012658227848	20903.63924050633	7272.911392405063	213.3227848101266	3606.5506329113923	63.79746835443038	47.848101265822784	649.9367088607595		13.955696202531646		1351.7088607594937	273.13291139240505	21864.58860759494	65.79113924050633	468.5126582278481	105.66455696202532	12915.0	496.4240506329114	73.76582278481013	7.974683544303797	91.70886075949367	362.8481012658228	2723.3544303797466	75.75949367088607	2761.23417721519	69.77848101265823	2053.481012658228	657.9113924050633	1503.2278481012659	143.54430379746836	49.84177215189874		127.59493670886076		420.6645569620253	315.0	Low glutamate supplementation with formic acid treatment.
Inj00047-Positive-G11.d.DeMP	2242.074454428755	4030.867779204108	702.0000000000001	562.3209242618742	545.198973042362	199.15532734274714	1588.7368421052633	6565.817715019256		21855.720154043647	1900.5365853658539	1097.6071887034661	7457.961489088576	786.7086007702183	291.9743260590501	2396.1720154043646	167.61489088575098	49.563543003851095	2.252888318356868	2547.5661103979464	785.8074454428755	24921.450577663672		91.91784338896021	228.89345314505778	270543.9512195122	3707.353016688062	2.252888318356868	540.6931964056483	123.45827984595637	2.252888318356868	1860.885750962773	2.252888318356868	2401.5789473684213	6401.807445442876	3433.4017971758667	15.319640564826702	2147.4531450577665	54.97047496790758	130.66752246469835	167.61489088575098	257.7304236200257	167.61489088575098	1424.7265725288833	323.51476251604623	Negative control with arginine supplementation without formic acid treatment.
Inj00048-Positive-E7.d.DeMP	2886.8684052269587	6063.422567379806			154.8320424948715	1413.4667105176977	199.78328063854386	1328.5588162463166		36248.1789808558	2469.8208068939985		2409.8858227024352	437.02592639681467	59.93498419156316		14.98374604789079	17.481037055872587		1925.4113671539665	2170.145885936183	28821.23552311793	6.2432275199544955	297.177629949834	84.90789427138114	157259.4093546298	169.81578854276228	427.0367623648875	1311.077779190444	219.76160870239823	77.41602124743575	4824.766227420834	6.2432275199544955	1723.1307955074408	3633.5584166135163	4053.1033059544584	6.2432275199544955	2961.7871354664126	27.47020108779978	9.989164031927192		84.90789427138114		3750.931093988661		Low glutamate supplementation with formic acid treatment.
Inj00050-Positive-F3.d.DeMP	7035.130186886285	5155.9119417168195	352.52898321191003	169.94425087108013	1797.7573645866328	804.7773202407349	4816.02343997466	5294.957237884067	29.494456762749447	23748.655685777638	6330.072220462464	4434.0	4623.6072220462465	912.9236617041495	3092.704466265442	10897.499524865378	428.3718720304086	60.3934114665822	7.022489705416534	3582.874247703516	1066.01393728223	16466.33386126069	108.14634146341463	446.6303452644916	154.49477351916377	385947.60722204624	2568.8267342413683	3.511244852708267	528.0912258473234	44.94393411466582	60.3934114665822	2266.8596769084575	120.7868229331644	1446.6328793158061	9491.597085840987	2068.825467215711	3.511244852708267	1435.3968957871398	160.112765283497	5.617991764333228	428.3718720304086	154.49477351916377	428.3718720304086	2297.75863161229	168.53975292999684	Negative control with arginine supplementation and formic acid treatment.
Inj00051-Positive-F7.d.DeMP	7520.316125838948	6270.494235731117	654.6120355983035	3.564130865326516	2401.036159608296	191.27502310585635	1388.8229938555658	5404.4104354567735		26989.97499949593	6712.446463031605	4130.827672913432	3877.7743814752494	616.5946397014873	3062.7764569372525	9777.59900721241	1197.5479707497093	34.45326503148966	420.5674421085289	1172.5990546924238	652.2359483547524	25586.895482179058	946.8707665550777	672.432689924936	260.18155316883565	48956.90156612502	2056.5035092933995	181.7706741316523	4.752174487102021	80.78696628073436	84.35109714606088	2346.386153006623	52.273919358122235	1253.386020973158	1104.88056825122	1810.5784795858701	86.72718438961189	3191.0851680890073	269.6859021430397	4.752174487102021	1158.3425312311176	260.18155316883565	1197.5479707497093	2125.410039356379	174.6424124009993	Baseline condition with no supplementation or treatment.
Inj00060-Positive-B8.d.DeMP	4476.875	7211.09375	712.5	156.75	733.28125	296.875	3044.15625	3211.59375	353.875	31413.53125	3836.21875	928.03125	197.71875	104.5	776.625	2487.21875	3350.53125	531.40625	9.5	451.25	424.53125	23408.59375	848.46875	271.34375	213.15625	14179.9375	1700.5	309.9375	19.0	165.0625	1.484375	1113.28125	6.53125	3560.125	353.875	2442.6875	198.90625	6956.96875	1.1875	2.375	3244.25	235.125	3335.6875	797.40625	817.59375	High glutamate supplementation without formic acid treatment.
Inj00062-Positive-E11.d.DeMP	6331.564765717996	7863.64895574072	337.46347797857374	318.7155069797641	902.9022833026729	659.9285791580998	2014.282004112109	5014.707282761606		33345.14121848285	5217.18536954875	1712.81463045125	6056.3445514554705	218.97630126609675	167.98182014933448	4506.262309273888	839.9091007466724	168.73173898928687	10.498863759333405	683.1760631966238	2407.989395087112	19124.430256465752	362.21079969700247	548.9405908451466	20.247808678714424	39681.95541608051	1727.8130072502977	104.23871875338166	29.24683475814306	138.73498539119143	51.74439995671464	479.9480575695271	11.998701439238177	662.9282545179093	599.9350719619089	988.3930310572449	27.746997078238287	3210.4025538361648	135.73531003138189	36.74602315766692	776.1659993507196	23.997402878476354	824.1608051076723	1403.8480683908667	332.21404609890703	Low glutamate supplementation without formic acid treatment.
Inj00063-Positive-G5.d.DeMP	4417.625	7223.477272727273	340.59090909090907	78.44318181818181	208.51136363636363	174.98863636363637	2649.6363636363635	5845.022727272727	99.22727272727272	37087.53409090909	3918.1363636363635	479.375	2085.1136363636365	174.98863636363637	306.39772727272725	2782.3863636363635	1509.1931818181818	217.22727272727272	1.6761363636363635	1123.0113636363635	7600.272727272727	22196.738636363636	899.75	1215.534090909091	221.25	15289.045454545454	1598.3636363636363	381.4886363636364	12.068181818181818	119.3409090909091	41.56818181818182	1225.590909090909	1.6761363636363635	6044.147727272727	358.6931818181818	725.4318181818181	77.10227272727272	10106.431818181818	118.0	21.454545454545453	1509.1931818181818	252.0909090909091	1509.1931818181818	556.4772727272727	538.375	High glutamate supplementation without formic acid treatment.
Inj00064-Positive-A11.d.DeMP	7161.841714459259	3932.358068108294	718.576935434887	350.6894721321144	432.19299550610265	84.49447836018962	4824.410392742862	4617.286759948415		16250.60617877877	6224.177326285118	1766.1589193519283	5101.821467713043	762.6935214813576	1303.3086352372611	7468.414600544902	942.1508206534418	124.12463192735821	20.188946156859465	409.0130943630418	231.05127268405835	7012.293965149188	118.1427219549554	578.7497898299714	382.09449948722914	190780.3070110961	956.3578568378985	80.00804588088752	161.51156925487572	17.945729917208414	32.15276610166508	1331.7227076061745	1.8693468663758765	633.334718328147	3358.094710757625	1000.4744428843692	1.8693468663758765	1452.108645800781	14.954774931007012	15.702513677557363	942.1508206534418	435.9316892388544	942.1508206534418	1273.399085375247	446.40003169055933	Negative control with arginine supplementation and formic acid treatment.
Inj00065-Positive-A7.d.DeMP	7506.810914681015	8731.7650525237	940.9297975915962	152.32590315142198	550.5946707660773	407.7891365616193	3287.700743018191	6193.0		39964.922111196516	6281.85677683833	2159.537022802972	1804.1099154496542	274.50397130412506	2575.259800153728	13990.182167563413	33.003945682808094	11.107097104791187	20.62746605175506	2343.5974891109404	1540.7130412503202	35728.357929797596		6.346912631309249	158.67281578273125	399428.6658980272	1750.1611580835256	79.33640789136562	6.346912631309249	4.760184473481937	19.040737893927748	2603.8209069946197	65.05585447091981	1351.8923904688702	10039.229054573405	4298.446579554189	3.966820394568281	3674.862413528055	3.1734563156546245	103.13733025877531	36.494747630028186	158.67281578273125	36.494747630028186	2597.4739943633103	506.1662823469126	Negative control with arginine supplementation without formic acid treatment.
Inj00073-Positive-E1.d.DeMP	9016.289999999999	3696.8199999999997	783.52	165.99999999999997	1957.1399999999999	346.94	2017.7299999999998	4867.95	622.5	19418.679999999997	8229.449999999999	1419.3	1288.9899999999998	400.89	693.88	6334.5599999999995	91.3	5.81	2.0749999999999997	2608.6899999999996	4411.45	14200.47	327.84999999999997	505.46999999999997	151.89	7599.48	1950.4999999999998	584.3199999999999	140.26999999999998	75.52999999999999	2.0749999999999997	929.5999999999999	49.8	4627.25	9.129999999999999	2523.2	748.66	6577.749999999999	119.52	29.88	91.3	169.32	91.3	894.7399999999999	839.1299999999999	High glutamate supplementation with formic acid treatment.
Inj00074-Positive-B6.d.DeMP	9905.914664235142	3410.933168847887	467.62068225702643	162.76796824715726	1225.7057498390905	405.5710148036902	5456.773653722377	4802.104698562541	249.99721089894874	15366.73503540013	9053.855824930273	1826.4184724308088	1609.6942716155331	955.0253164556963	1499.0839948508903	6565.574232997211	312.0468783522849	60.25112636773225	275.176786097404	2272.456661660588	205.93295430165202	12441.407959665308		461.3257884574126	249.99721089894874	295904.0728384467	960.4209397125081	9.891975970821713	163.66723878995924	303.0541729242652	345.319888435958	1299.4459343488522	76.43799613816778	346.21915897875994	7157.2942501609095	1915.4462561682044	2.2481763570049345	858.803368375885	17.086140313237504	27.87738682686119	312.0468783522849	252.69502252735467	312.0468783522849	1891.165951512551	142.98401630551385	Negative control with arginine supplementation and formic acid treatment.
Inj00075-Positive-H1.d.DeMP	6107.297520661157	7437.768595041322	675.6446280991736	135.3181818181818	1065.5123966942149	329.3057851239669	901.8057851239669	7961.061983471074	98.41322314049586	36706.239669421484	5717.429752066116	3871.2355371900826	2207.6735537190084	739.99173553719	1242.4669421487604	7936.4586776859505	909.3760330578513	6.62396694214876	110.71487603305785	2748.0	5946.429752066116	31449.64876033058	654.8264462809917	557.3595041322315	387.0289256198347	37463.264462809915	871.5247933884298	1036.1776859504132	264.9586776859504	2.8388429752066116	2.365702479338843	1529.190082644628	41.63636363636363	564.9297520661157	618.8677685950413	2070.462809917355	607.5123966942149	7679.070247933884	15.140495867768594	12.301652892561982	871.5247933884298	410.6859504132231	909.3760330578513	982.2396694214876	368.10330578512395	Baseline condition with no supplementation or treatment.
Inj00076-Positive-G2.d.DeMP	11199.904761904763	9643.57142857143	1190.5238095238096	3.285714285714286	1232.142857142857	516.952380952381	3523.3809523809527	6001.904761904762	104.04761904761905	43484.2380952381	9917.380952380952	3375.5238095238096	5694.142857142858	62.42857142857143	2723.857142857143	6653.571428571429	710.8095238095239	158.80952380952382	122.66666666666667	1324.142857142857	2642.809523809524	29305.285714285717	1059.095238095238	2367.904761904762	138.0	34629.2380952381	1754.5714285714287	280.3809523809524	59.142857142857146	31.761904761904763	23.0	868.5238095238095	122.66666666666667	58.04761904761905	826.9047619047619	674.6666666666667	429.33333333333337	6200.142857142858	255.1904761904762	26.28571428571429	710.8095238095239	143.47619047619048	710.8095238095239	441.3809523809524	1629.7142857142858	Baseline condition with no supplementation or treatment.
Inj00078-Positive-F2.d.DeMP	6237.183017785427	6117.432587492828	1344.1078600114745	10.886402753872632	870.9122203098107	79.83362019506598	2103.978772231784	6155.172117039587	26.12736660929432	28761.150315547904	5499.810671256454	1426.8445209409065	1723.6804360298336	382.47561675272516	844.0590935169248	3264.469305794607	5211.683878370625	404.97418244406197	7.983362019506598	685.8433734939758	5698.668961560527	25525.711417096958	1058.8841078600115	243.12966150315546	576.2535857716581	11204.285714285714	2505.324153757889	198.85829030407342	1807.142857142857	61.689615605278256	1.8144004589787721	1265.0	1.8144004589787721	3029.323006310958	21.047045324153757	1672.1514629948365	56.60929432013769	8593.726333907056	275.7888697647734	2.9030407343660354	4967.828456683878	576.2535857716581	5091.933448078026	1335.3987378083764	1452.9718875502008	High glutamate supplementation without formic acid treatment.
Inj00088-Positive-C1.d.DeMP	5797.195519348269	6284.006788866259	1310.4052953156822	2.344195519348269	1072.0787508486083	980.6551255940258	1833.1608961303461	4699.33061778683	216.44738628649014	28747.65105227427	4823.572980312288	1779.244399185336	4053.1140529531567	732.9517990495586	1248.6748133061778	3978.8811948404614	3453.0	5.469789545145961	129.7121520706042	1311.9680923285812	1719.85811269518	24380.414799728445	372.72708757637474	11.720977596741344	168.00067888662593	13169.690427698573	1599.5227427019688	47.665308893414796	35.16293279022403	33.600135777325185	28.91174473862865	1567.4854039375423	141.43312966734555	422.7365919891378	69.54446707399865	1608.1181262729124	16.409368635437882	2241.8323150033943	67.98167006109979	3.1255940257976915	3453.0	195.34962661235573	3453.0	914.2362525458249	1519.038696537678	Low glutamate supplementation without formic acid treatment.
