,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],-0.08173060587247491,0.1415615619045138
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],0.09971089456863687,0.17270433546102268
2'-Deoxyuridine [[M+Na]],-0.024571870655917316,0.04255972841305959
5'-Deoxy-5'-Methylthioadenosine [[M+H]],0.0,0.0
ATP [[M+H]],0.011677411415235525,0.02022586987207272
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],0.07618993143479351,0.13196483227025146
Ademetionine [[M+H]],-0.0064407213783983725,0.011155656664781034
Adenine [[M+H]],-0.009433953856721565,0.016340087396102116
Adenosine 5'-diphosphate (ADP) [[M+H]],-0.08173060587247491,0.1415615619045138
Adenosine phosphate [[M+H]],0.08238656592241637,0.1426977180387478
Adenosine-3'-5'-Diphosphate [[M+H]],-0.0806908856977729,0.13976071373627552
Aminoadipate [[M+Na]],0.09831344535342477,0.17028388241927805
Argininosuccinic acid [[M+H]],0.10920047724058513,0.18914077479146227
Biotin [[M+H]],0.18016627691591494,0.31205714542888846
Choline [[M+H]],0.10912389603085586,0.18900813224530608
Cytidine [[M+H]],0.15013764787187991,0.2600460342429813
D-(+)-Melibiose [[M+Na]],0.19112588809357492,0.3035584240189541
D-(+)-Turanose [[M+Na]],0.16615457646796908,0.26564085504373225
Glucosamine [[M+H]],-0.07982234534215572,0.13825635771192263
Glutamic Acid [[M-H2O+H]],-0.04038956053421527,0.06995677094063962
Glutathione [[M+H]],0.05907406339294816,0.10231927920613093
Guanosine-5'-Diphosphate [[M+H]],0.03390151518334984,0.05871914675112965
Histidine [[M+H]],0.0311126134847923,0.053888627311912844
Isomaltose [[M+Na]],0.16615457646796908,0.26564085504373225
L-Arginine [[M+H]],-0.06949994113963541,0.12037742917689494
L-Citrulline [[M+H]],0.028780246711865413,0.03519361509422856
L-Glutamine [[M+H]],-0.15711995386131697,0.27213974297067883
L-Valine [[M+H]],0.1911880430889372,0.3368609571268486
Linoleic acid [[M+Na]],0.16228547103906502,0.28108668116990826
Maltose [[M+Na]],0.19112588809357492,0.3035584240189541
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],0.0235266411573212,0.04074933781592136
N2-Acetyl-L-ornithine [[M+H]],-0.08914533621153287,0.1544042515761846
Nicotinamide [[M+H]],-0.02430007040491107,0.04208895656880679
O-acetyl-L-serine [[M+H]],0.005300433309370516,0.00918061979396018
Palatinose [[M+Na]],0.19112588809357492,0.3035584240189541
Pidolic Acid [[M+H]],-0.12835149278577143,0.2223113067322663
Proline [[M+NH4]],0.08664179715784641,0.1500679947364667
Sucrose [[M+Na]],0.18712495800010887,0.29783534504543785
Thymine [[M+H]],-0.13858680378597454,0.2364296724083629
Trehalose [[M+Na]],0.19137933566475698,0.30429078941042875
d-Desthiobiotin [[M+H]],-0.04008093352216973,0.06942221327518856
gamma-Glutamylcysteine [[M+H]],-0.0021151738078977805,0.003663588502117888
