,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],0.05566611879522147,0.03532559225618785
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],0.10749233116524005,0.027129634360481783
2'-Deoxyuridine [[M+Na]],0.03127701747418771,0.03360656686405719
5'-Deoxy-5'-Methylthioadenosine [[M+H]],0.0695873052535591,0.03136137953874488
ATP [[M+H]],-0.05648807419778592,0.023734585641424725
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],-0.02505467219200858,0.03279668467272723
Ademetionine [[M+H]],-0.14698438361374883,0.03619711966024713
Adenine [[M+H]],-0.14490437171588122,0.03812341571813539
Adenosine 5'-diphosphate (ADP) [[M+H]],0.05566611879522147,0.03532559225618785
Adenosine phosphate [[M+H]],0.040061312722395444,0.01505723220279956
Adenosine-3'-5'-Diphosphate [[M+H]],0.04005034881428456,0.03713897491970503
Aminoadipate [[M+Na]],0.0396952300365434,0.03574635019609824
Argininosuccinic acid [[M+H]],-0.09356059921209782,0.02775509831497189
Biotin [[M+H]],0.0020151028348271705,0.024566621647039287
Choline [[M+H]],-0.11693715219713066,0.039262050011470206
Cytidine [[M+H]],0.0011104700960832513,0.018472403515807437
D-(+)-Melibiose [[M+Na]],-0.06683891890628363,0.019663405924694264
D-(+)-Turanose [[M+Na]],-0.05888097588411239,0.018421298828509312
Glucosamine [[M+H]],-0.039502470039666254,0.02868928476171895
Glutamic Acid [[M-H2O+H]],-0.12454605914643456,0.03984885006807655
Glutathione [[M+H]],-0.04300796940450934,0.031004338961312737
Guanosine-5'-Diphosphate [[M+H]],0.11010789121614767,0.03394455273068149
Histidine [[M+H]],0.11234491052632486,0.07014902168346783
Isomaltose [[M+Na]],-0.05901505556181532,0.018877338960067176
L-Arginine [[M+H]],-0.07385724204091258,0.058546278491471364
L-Citrulline [[M+H]],-0.018965666467880473,0.02835087046241834
L-Glutamine [[M+H]],0.020247632191809257,0.019035055713694553
L-Valine [[M+H]],-0.08787389453528811,0.043280600588947234
Linoleic acid [[M+Na]],-0.25583456658096215,0.06078401080437318
Maltose [[M+Na]],-0.0671788840049547,0.02039670950068159
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],0.1040675928593752,0.037220331594285394
N2-Acetyl-L-ornithine [[M+H]],-0.12834669114969224,0.052088376296666995
Nicotinamide [[M+H]],0.04392986154885476,0.03621250200870973
O-acetyl-L-serine [[M+H]],-0.024861366346433246,0.049449047947179116
Palatinose [[M+Na]],-0.06652520858669447,0.019033624706478604
Pidolic Acid [[M+H]],-0.0116582989264207,0.04260654710558911
Proline [[M+NH4]],-0.2174589011394332,0.06510232132014065
Sucrose [[M+Na]],-0.07216546573557008,0.018861132549462332
Thymine [[M+H]],0.007481596676469435,0.06582923633674143
Trehalose [[M+Na]],-0.06829030320352424,0.018976739680285955
d-Desthiobiotin [[M+H]],-0.06921407607456974,0.03553199652255196
gamma-Glutamylcysteine [[M+H]],0.028491287259204003,0.029465941658372026
