Feature,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],520.2114132430806,402.86069854350575
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],-139.77846461599464,182.80233390067704
2'-Deoxyuridine [[M+Na]],-90.9273723125276,87.03847755399705
5'-Deoxy-5'-Methylthioadenosine [[M+H]],474.88078774759225,400.59358309814587
ATP [[M+H]],155.71181235778653,359.1380863738824
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],-84.71405350930331,449.3015498839393
Ademetionine [[M+H]],3234.8830714728574,2232.8195590794367
Adenine [[M+H]],-317.99414122114354,213.33475714679312
Adenosine 5'-diphosphate (ADP) [[M+H]],679.0437503364759,356.74321073277895
Adenosine phosphate [[M+H]],-314.11146019827885,259.8512567529849
Adenosine-3'-5'-Diphosphate [[M+H]],500.28003746176466,430.6866137892951
Aminoadipate [[M+Na]],3257.486699242224,1770.4720337795488
Argininosuccinic acid [[M+H]],-370.42753894240707,291.2684822227111
Biotin [[M+H]],-8.356459064796992,90.02530512416386
Choline [[M+H]],997.2996270602234,830.8656714178763
Cytidine [[M+H]],391.2892202559286,349.3110946092037
D-(+)-Melibiose [[M+Na]],-211.51568624429828,182.15808597565763
D-(+)-Turanose [[M+Na]],-211.68957004462519,179.71115454363635
Glucosamine [[M+H]],235.29415810669425,280.17788639275244
Glutamic Acid [[M-H2O+H]],68.77686086031812,374.2689969177768
Glutathione [[M+H]],-843.6100555113877,614.524735520487
Guanosine-5'-Diphosphate [[M+H]],-623.3838301411691,513.2052360583469
Histidine [[M+H]],615.9004190723538,518.2617916404232
Isomaltose [[M+Na]],-215.56309607455017,184.095913448433
L-Arginine [[M+H]],715.5775949194087,592.6033429408532
L-Citrulline [[M+H]],2193.818855642266,944.3783880591837
L-Glutamine [[M+H]],-603.6940532035337,514.3825866397488
L-Valine [[M+H]],-769.7144385709732,665.1543260576865
Linoleic acid [[M+Na]],978.0896619225016,579.5823760271498
Maltose [[M+Na]],-216.99531106374587,188.7552517858281
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],4.130180528652067,188.0834426029804
N2-Acetyl-L-ornithine [[M+H]],732.8230568348722,603.7109262054117
Nicotinamide [[M+H]],-341.70645488158925,423.5659981459624
O-acetyl-L-serine [[M+H]],-503.3954918571627,470.83786553307186
Palatinose [[M+Na]],-206.50327985144276,176.54359574303209
Pidolic Acid [[M+H]],-118.60317267725308,248.6883374625052
Proline [[M+NH4]],-1178.1568726479811,281.80821337510343
Sucrose [[M+Na]],-579.951248870457,639.8294204104255
Thymine [[M+H]],-220.92353433646826,212.21195083487032
Trehalose [[M+Na]],-208.20102348894434,178.00155211605227
d-Desthiobiotin [[M+H]],-1540.0230884359344,1082.359975183101
gamma-Glutamylcysteine [[M+H]],-191.23002442320302,175.00727477961286
