Feature,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],1243.5651757131916,161.81791132875182
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],-230.32962255503128,161.29529067366968
2'-Deoxyuridine [[M+Na]],266.33417838736773,761.617441373753
5'-Deoxy-5'-Methylthioadenosine [[M+H]],473.68244349886817,217.14323260452397
ATP [[M+H]],-176.21221155022394,614.684010517928
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],-1489.2098592414893,771.7793161311728
Ademetionine [[M+H]],1361.2737743178607,77.07654878184012
Adenine [[M+H]],-490.8882539106507,128.88258826661598
Adenosine 5'-diphosphate (ADP) [[M+H]],1245.1028482977433,161.08719254828802
Adenosine phosphate [[M+H]],-304.81004825478027,378.13963609877095
Adenosine-3'-5'-Diphosphate [[M+H]],1334.2662423481481,175.30598120180966
Aminoadipate [[M+Na]],1570.2647690454887,431.08182056708796
Argininosuccinic acid [[M+H]],-976.8799411600921,142.43135861858298
Biotin [[M+H]],94.70563295116297,80.38519018983357
Choline [[M+H]],1656.8185613680423,415.0875798947691
Cytidine [[M+H]],504.74899297236044,146.90899014142656
D-(+)-Melibiose [[M+K]],-466.7413295272003,204.44884654731467
D-(+)-Turanose [[M+Na]],-768.8470992001494,389.56004870464403
Deoxyadenosine [[M+H]],192.1786596566363,856.0711135006333
Glucosamine [[M+H]],1086.3659717095159,133.57245702557987
Glutamic Acid [[M+H]],-13.520004622988893,347.4668723183352
Glutathione [[M+H]],-508.2844363244126,275.4920120941579
Guanosine-5'-Diphosphate [[M+H]],-1503.4759018412326,1048.3488425578748
Histidine [[M+H]],786.7674039023076,1082.1844340243479
Imidazoleacetic acid [[M+H]],-754.2624095532682,649.2934875435755
Isomaltose [[M+Na]],-771.675816089704,387.3243693383609
L-Arginine [[M+H]],1342.9817368588615,105.5561065493929
L-Citrulline [[M+H]],973.940724536414,500.2879515350065
L-Glutamine [[M+H]],-684.5710014648679,420.43834004877453
L-Lysine [[M+H]],280.6315068095269,241.05433997788725
L-Threonine [[M+NH4]],423.5867193861812,790.6559984843299
L-Valine [[M+H]],-396.78355833240903,502.9488790848513
Linoleic acid [[M+Na]],977.6635689945775,410.61275644218773
Maltose [[M+K]],-457.6256496583257,202.18981585311192
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],659.9025839235745,376.4266656972128
N2-Acetyl-L-ornithine [[M+H]],1365.306604750234,171.35290269300734
Nicotinamide [[M+H]],16.629250847625446,235.11124273835694
O-acetyl-L-serine [[M+H]],523.4143965119256,440.2451383076806
Oleic acid [[M+Na]],27.942214918427698,262.5972220176424
P-Hydroxybenzoic Acid [[M-H2O+H]],487.02685923200187,546.9058301234602
Palatinose [[M+K]],-472.10639952580595,198.49204711555095
Phenylethyl alcohol [[M+H]],593.713827343604,380.87817927115117
Pidolic Acid [[M+H]],-496.24213132177147,421.4568661882257
Proline [[M+NH4]],-1350.8152326827687,800.2042458260695
Sucrose [[M+K]],-263.8746555563997,198.24964606046169
Thymine [[M+H]],-378.8400916903797,655.4445923017649
Trehalose [[M+K]],-457.6256496583257,202.18981585311192
d-Desthiobiotin [[M+Na]],255.35098590420034,724.3234158017036
gamma-Glutamylcysteine [[M+H]],66.47202976534741,495.1464149491615
