Feature,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],0.031726584609190533,0.007893645805363815
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],-0.059658878948845674,0.012152349327639447
2'-Deoxyuridine [[M+Na]],0.008989826749595324,0.025824334152591787
5'-Deoxy-5'-Methylthioadenosine [[M+H]],-0.016519428424048226,0.022178205696482836
ATP [[M+H]],0.0341234877897641,0.005343068767534514
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],0.07125364356458752,0.0662049580031853
Ademetionine [[M+H]],0.03630885031761981,0.044455985329087976
Adenine [[M+H]],0.010759760460272619,0.049984346344570975
Adenosine 5'-diphosphate (ADP) [[M+H]],0.031637157585402385,0.007841964314567114
Adenosine phosphate [[M+H]],-0.07290732236829585,0.015242280311263477
Adenosine-3'-5'-Diphosphate [[M+H]],0.036472087642040414,0.009045111510599975
Aminoadipate [[M+Na]],-0.042704150536145735,0.03875362335118542
Argininosuccinic acid [[M+H]],-0.05996873960603632,0.025475646172440285
Biotin [[M+H]],0.0255393801334335,0.022016450844037673
Choline [[M+H]],-0.010024142568852767,0.022319534025402696
Cytidine [[M+H]],0.011531338062937262,0.015135596844288874
D-(+)-Melibiose [[M+K]],-0.008401489500027613,0.003693393925254544
D-(+)-Turanose [[M+Na]],-0.022155374952461563,0.009150195768818273
Deoxyadenosine [[M+H]],0.01695066731644226,0.0031023449052948967
Glucosamine [[M+H]],-0.010661752586782256,0.008147882979602398
Glutamic Acid [[M+H]],0.05792871314336064,0.01965189562564671
Glutathione [[M+H]],-0.08156041464872388,0.03411699002794924
Guanosine-5'-Diphosphate [[M+H]],-0.006268378822502529,0.021258834039056256
Histidine [[M+H]],-0.05670287266936721,0.01523021953568523
Imidazoleacetic acid [[M+H]],0.0012225008498874884,0.02878889541039434
Isomaltose [[M+Na]],-0.022962062677687356,0.009178148235995453
L-Arginine [[M+H]],0.014285162223250152,0.020226462720080655
L-Citrulline [[M+H]],-0.06401279501534278,0.04194688272943993
L-Glutamine [[M+H]],-0.008385282465537335,0.02756044411310576
L-Lysine [[M+H]],0.01348376769740956,0.023453077296969257
L-Threonine [[M+NH4]],0.06112566032175965,0.02375356917745646
L-Valine [[M+H]],0.06452697056680438,0.01618751392599224
Linoleic acid [[M+Na]],0.01240129477358821,0.03080387860263043
Maltose [[M+K]],-0.002636132666603413,0.007977701569834775
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],0.02788240821001837,0.02103384140480425
N2-Acetyl-L-ornithine [[M+H]],0.01597648754583231,0.023400037410316793
Nicotinamide [[M+H]],0.06622842938111602,0.04892231402723938
O-acetyl-L-serine [[M+H]],0.05638804788880166,0.018198330861868783
Oleic acid [[M+Na]],0.0435493894319585,0.011616959149902328
P-Hydroxybenzoic Acid [[M-H2O+H]],0.04334694021493742,0.014928328913229767
Palatinose [[M+K]],-0.0025661086997746854,0.00824692031839175
Phenylethyl alcohol [[M+H]],0.028704840767225587,0.020176807401987042
Pidolic Acid [[M+H]],0.027902926614924047,0.03731841742030009
Proline [[M+NH4]],0.03818480082405302,0.017280231566894025
Sucrose [[M+K]],0.007020572414712454,0.019978039368756917
Thymine [[M+H]],-0.02348680618835143,0.01192658636115387
Trehalose [[M+K]],-0.002636132666603413,0.007977701569834775
d-Desthiobiotin [[M+Na]],0.03905108709540827,0.007854675264842823
gamma-Glutamylcysteine [[M+H]],0.016758288311461138,0.030523682189878585
