,PLS1,PLS2,PLS3,PLS4,PLS5
2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]],-0.09659238164539141,0.25160329661472725,0.22426509189502575,-0.1312394640520419,-0.1378123509917424
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],-0.052693112675977,0.20846217314913662,-0.31527458908741407,0.08072838656587797,-0.06989686908075951
2'-Deoxyuridine [[M+Na]],0.10469870957478304,-0.007224618818595176,-0.13400505268687,0.06712687452681385,-0.10824909875163527
5'-Deoxy-5'-Methylthioadenosine [[M+H]],-0.1231886634993287,-0.0811162722666383,0.03918499701976282,0.06520553010600061,0.11314154718020478
ATP [[M+H]],-0.03810482875377455,-0.012327597647873724,0.14858829029991816,-0.26072735883593123,-0.156654514386139
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],0.0470894661730347,-0.12118067446409993,-0.0666176873183166,-0.13707070709056385,-0.3131997636671893
Ademetionine [[M+H]],-0.23747892056765835,0.0994381899906054,0.011815036507761272,-0.25210863323000327,0.08224887235602653
Adenine [[M+H]],-0.023319750496121887,-0.18973502468522926,-0.03898536057655726,-0.2506871197654316,-0.12181504117696215
Adenosine 5'-phosphosulfate [[M+Na]],0.13110787929541137,0.11290541863057664,0.2094362424831941,0.15275647736487047,-0.016385880654490783
Adenosine phosphate [[M+H]],-0.024460910561381957,0.14049239022184545,-0.30397190409683744,0.16357541248490357,-0.07082643558744314
Adenosine-3'-5'-Diphosphate [[M+H]],-0.09092125626182185,0.24392420017907673,0.22482043260388015,-0.09935324632906735,-0.11587935560161022
Aminoadipate [[M+Na]],-0.27906054852999135,0.12329150703046955,-0.016193022328533917,-0.1793055275444068,-0.03380039548454526
Argininosuccinic acid [[M+H]],0.010123825309816257,0.040600460105997854,0.1549064647931668,-0.024778942574250493,-0.07734195255885165
Biotin [[M+H]],-0.19007224034987827,0.026806244379813875,0.03751817465824244,-0.09346703075855688,-0.07249428210805307
Choline [[M+H]],-0.2077319118889001,0.18957523093778697,0.03923437579540837,-0.24441820296204797,-0.06883561275311689
Cytidine [[M+H]],-0.21765307713248433,0.08197665620692061,0.17613551619159726,-0.1231625029829946,-0.09808461822067399
D-(+)-Melibiose [[M+Na]]/D-(+)-Turanose [[M+Na]]/Isomaltose [[M+Na]]/Maltose [[M+Na]]/Palatinose [[M+Na]],0.22445742281161274,-0.03264067602277624,-0.13850017692614866,-0.31429741388874516,0.20624311093875355
Flavin adenine dinucleotide [[M+H]],-0.0012686087424675278,0.1747154001490617,0.09099991069635976,-0.007587562215255835,0.14499625210912398
Glucosamine 6-Phosphate [[M+H]],-0.026722359740819622,0.16765800631868455,-0.07091573937935698,-0.0678512384452276,-0.19765017673419127
Glucosamine [[M+H]],-0.2163466394606685,-0.22150076825574094,0.05892615295916353,0.10562558599593098,0.06332410913346628
Glutamic Acid [[M-H2O+H]],0.1589041499177886,0.05739530180568353,0.10811866405907157,0.04421261675037131,-0.08303486159209593
Glutathione [[M+H]],0.005149445207157478,-0.03523931858986256,-0.29884753817692056,0.1334036712696609,0.015355087870499294
Guanosine-5'-Diphosphate [[M+H]],0.00905068463929513,0.23237203804398235,-0.0720886689440467,-0.09871904770121752,0.2460822043842694
Histidine [[M+H]],-0.016068253006681764,0.22138207469804735,-0.17893177495093646,-0.06472608311789525,-0.36780876852516226
Imidazoleacetic acid [[M+H]],0.055674512208446665,-0.12416334045670845,0.044406267074662276,-0.20099879506849527,-0.017060516579127025
L-Arginine [[M+H]],-0.33078111513303265,-0.2448798357872262,-0.02860099868261974,0.0017775134467406988,0.15069298752847893
L-Citrulline [[M+H]],-0.12090887915201236,0.0832856860403341,0.09212821073878219,0.188239538249493,0.17662024170090998
L-Glutamine [[M+H]],0.08925192896070765,0.10553293173270296,-0.006514849143257826,0.1401547837644447,-0.15065022981461682
L-Histidinol [[M+H]],0.05797396047272339,0.12670337496673853,-0.043654202071392326,0.0017996071633036468,0.253671334656916
L-Lysine [[M+H]],0.10357219379847397,-0.09664808772226519,0.09474321984825824,-0.08176850050183046,0.044474827061833484
L-Tryptophan [[M-H2O+H]],-0.003465713630454168,-0.13534202479570673,0.0728990558538794,-0.035277258577986116,-0.09616738716646703
L-Valine [[M+H]],0.11698089788199417,-0.2562609430681118,0.0474331661764372,0.11193215065823245,-0.24908870647064063
Levocarnitine [[M+H]],0.008148306147456527,-0.030332438320400633,-0.08932445549124676,-0.18527648018891651,-0.17962183425831557
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],0.15831691144731921,0.11075804796856466,0.41640847011091997,0.04995881735557203,0.2162290287904777
N2-Acetyl-L-ornithine [[M+H]],-0.3255755636174022,-0.2547792040745327,-0.0299616058272195,-0.006883061918565898,0.14416973140891784
Nicotinamide [[M+H]],0.022002372285771208,-0.266096342788291,0.09134161215408079,0.0778552001809231,-0.10022428360020574
O-acetyl-L-serine [[M+H]],0.16877362859241377,0.017490868487945548,0.17642854262710733,0.0716872221877272,-0.12486356047002897
Pidolic Acid [[M+H]],0.2420395741597562,0.09105251833270471,0.18296525421213525,0.0444257323250457,0.010668814975321222
Proline [[M+NH4]],0.17164776273603113,-0.16318736599848302,0.11393644008907282,-0.21200662294050207,-0.06235610083279193
Quinolinic Acid [[M-H2O+H]],-0.02739407862432784,-0.12789470835901529,0.08230986699655836,0.015822467340278434,-0.0901841385983814
Sucrose [[M+Na]],0.22602667987832567,-0.03680230418866659,-0.14245806283875345,-0.3138052174836993,0.19714900510033492
Thymine [[M+H]],5.449326460460225e-05,-0.0490826881241119,0.028991756481805634,-0.13819015173627935,0.0545258615084867
