,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],-0.17987145010112413,0.09215508972837963
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],-0.09066026100662167,0.09429442608890377
2'-Deoxyuridine [[M+Na]],-0.051472676958913194,0.06869058616700965
5'-Deoxy-5'-Methylthioadenosine [[M+H]],0.010757548011079471,0.016116267370177965
ATP [[M+H]],-0.13387334404676332,0.13235989982906252
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],-0.13223730507721276,0.12887856449155052
Ademetionine [[M+H]],-0.13789171351020874,0.107364486930605
Adenine [[M+H]],-0.0708105048287745,0.12264739207303878
Adenosine 5'-diphosphate (ADP) [[M+H]],-0.17798730656921433,0.09034077109611116
Adenosine phosphate [[M+H]],-0.05421437450658379,0.07783669389234192
Adenosine-3'-5'-Diphosphate [[M+H]],-0.17079757284302524,0.08401487941087328
Aminoadipate [[M+Na]],-0.12989230102548144,0.10751500605381312
Argininosuccinic acid [[M+H]],-0.046834725280657206,0.04138722278393136
Biotin [[M+H]],-0.025146017148455903,0.04355417930912388
Choline [[M+H]],-0.10007254741452813,0.06534361061015433
Cytidine [[M+H]],0.0,0.0
D-(+)-Melibiose [[M+Na]],0.006789460288778065,0.011890609183829752
D-(+)-Turanose [[M+Na]],-0.002208512301944096,0.0037828340806051438
Glucosamine [[M+H]],0.15403840128465876,0.12656271127707905
Glutamic Acid [[M-H2O+H]],-0.13740613168921958,0.13733366366643623
Glutathione [[M+H]],0.02556484588050807,0.03793688478383471
Guanosine-5'-Diphosphate [[M+H]],-0.10307712007084928,0.06471708686968144
Histidine [[M+H]],-0.17597288572289915,0.13265350596626366
Isomaltose [[M+Na]],-0.002208512301944096,0.0037828340806051438
L-Arginine [[M+H]],0.27686451613536395,0.19197489722863884
L-Citrulline [[M+H]],0.05129890897440797,0.060368998315666625
L-Glutamine [[M+H]],-0.20686527879551342,0.16154467236616726
L-Valine [[M+H]],0.02648645378038679,0.04587588365995468
Linoleic acid [[M+Na]],0.01696100118462991,0.02937731579901492
Maltose [[M+Na]],0.006789460288778065,0.011890609183829752
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],0.0,0.0
N2-Acetyl-L-ornithine [[M+H]],0.269797818804206,0.17394935473872422
Nicotinamide [[M+H]],0.04424873039447505,0.07664104921364803
O-acetyl-L-serine [[M+H]],-0.08189886576293731,0.10327618311269542
Palatinose [[M+Na]],0.006789460288778065,0.011890609183829752
Pidolic Acid [[M+H]],-0.18647276942114788,0.16856302730541659
Proline [[M+NH4]],0.0,0.0
Sucrose [[M+Na]],0.009941023720459569,0.01721835816308336
Thymine [[M+H]],-0.06255154983854533,0.10834246241253731
Trehalose [[M+Na]],0.008019427830221899,0.013890056449576173
d-Desthiobiotin [[M+H]],0.0,0.0
gamma-Glutamylcysteine [[M+H]],-0.053596532009056036,0.09283191654917669
