,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],520.2114132430806,450.41195370316467
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],-139.77846461599464,204.3792225237641
2'-Deoxyuridine [[M+Na]],-90.9273723125276,97.31197623441352
5'-Deoxy-5'-Methylthioadenosine [[M+H]],474.88078774759225,447.87724157883247
ATP [[M+H]],155.71181235778653,401.528587220596
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],-84.71405350930331,502.3344039682505
Ademetionine [[M+H]],3234.8830714728574,2496.3681577963644
Adenine [[M+H]],-317.99414122114354,238.51550947181926
Adenosine 5'-diphosphate (ADP) [[M+H]],679.0437503364759,398.85103485501315
Adenosine phosphate [[M+H]],-314.11146019827885,290.5225370692128
Adenosine-3'-5'-Diphosphate [[M+H]],500.28003746176466,481.5222727160311
Aminoadipate [[M+Na]],3257.486699242224,1979.4479098966874
Argininosuccinic acid [[M+H]],-370.42753894240707,325.64806297658555
Biotin [[M+H]],-8.356459064796992,100.65135097639528
Choline [[M+H]],997.2996270602234,928.9360607306878
Cytidine [[M+H]],391.2892202559286,390.54167642051993
D-(+)-Melibiose [[M+Na]],-211.51568624429828,203.65893144641078
D-(+)-Turanose [[M+Na]],-211.68957004462519,200.92317893727056
Glucosamine [[M+H]],235.29415810669425,313.24839988320394
Glutamic Acid [[M-H2O+H]],68.77686086031812,418.4454594894041
Glutathione [[M+H]],-843.6100555113877,687.0595412394442
Guanosine-5'-Diphosphate [[M+H]],-623.3838301411691,573.780897117645
Histidine [[M+H]],615.9004190723538,579.4342981244093
Isomaltose [[M+Na]],-215.56309607455017,205.82548842530696
L-Arginine [[M+H]],715.5775949194087,662.5506792546838
L-Citrulline [[M+H]],2193.818855642266,1055.8471360910053
L-Glutamine [[M+H]],-603.6940532035337,575.0972150843266
L-Valine [[M+H]],-769.7144385709732,743.6651442965233
Linoleic acid [[M+Na]],978.0896619225016,647.9927956787758
Maltose [[M+Na]],-216.99531106374587,211.03478705160012
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],4.130180528652067,210.2836815512221
N2-Acetyl-L-ornithine [[M+H]],732.8230568348722,674.9693348773299
Nicotinamide [[M+H]],-341.70645488158925,473.5611824059609
O-acetyl-L-serine [[M+H]],-503.3954918571627,526.412736856427
Palatinose [[M+Na]],-206.50327985144276,197.38174053683113
Pidolic Acid [[M+H]],-118.60317267725308,278.0420138887846
Proline [[M+NH4]],-1178.1568726479811,315.07116086224835
Sucrose [[M+Na]],-579.951248870457,715.3510390210015
Thymine [[M+H]],-220.92353433646826,237.26017385230662
Trehalose [[M+Na]],-208.20102348894434,199.01178531598222
d-Desthiobiotin [[M+H]],-1540.0230884359344,1210.1152403171996
gamma-Glutamylcysteine [[M+H]],-191.23002442320302,195.66408148209942
