Feature,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],934.5429462300648,80.60853759810553
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],500.3685799909772,82.70509673530688
2'-Deoxyuridine [[M+Na]],-460.41836830896074,89.15397600098466
5'-Deoxy-5'-Methylthioadenosine [[M+H]],462.23210086264834,57.82543197728667
ATP [[M+H]],301.74044230325,137.05936894586438
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],55.39228574074916,255.62738030523826
Ademetionine [[M+H]],1209.7855472070457,76.17853627682491
Adenine [[M+H]],-97.07635254640797,84.98556369991753
Adenosine 5'-diphosphate (ADP) [[M+H]],934.732895280748,80.56675965243204
Adenosine phosphate [[M+H]],269.59343558545964,126.64681390874459
Adenosine-3'-5'-Diphosphate [[M+H]],926.6074616182184,76.06591714393296
Aminoadipate [[M+Na]],1103.853111894318,39.087341778606394
Argininosuccinic acid [[M+H]],-106.2527373817851,56.89237780262349
Biotin [[M+H]],269.73648279294986,93.05297247283018
Choline [[M+H]],995.0724549202334,95.57983332438606
Cytidine [[M+H]],643.091145100758,142.68211808815337
D-(+)-Melibiose [[M+K]],-620.570563612388,63.47424126236118
D-(+)-Turanose [[M+Na]],-264.6933849434466,92.73704442514786
Glucosamine [[M+H]],568.8727123641551,56.27783324117752
Glutamic Acid [[M+H]],-482.3643406181165,48.8839937975199
Glutathione [[M+H]],-256.49376382199387,116.78713195395537
Guanosine-5'-Diphosphate [[M+H]],-183.73986850419922,150.72013155541867
Histidine [[M+H]],351.96196887374924,130.30805423953728
Imidazoleacetic acid [[M+H]],104.05640728189333,317.03094010386724
Indole-3-Ethanol [[M+H]],101.6323512476892,100.61008140223655
Isomaltose [[M+Na]],-265.1994519711745,92.62590977713225
L-Arginine [[M+H]],1008.0324413149756,40.08980466231279
L-Citrulline [[M+H]],864.5511853266486,104.88900836010917
L-Glutamine [[M+H]],-466.8947854823481,69.74614565024437
L-Histidinol [[M+H]],-131.38672421077058,180.40960234370178
L-Lysine [[M+H]],-254.73595663002703,91.10133483527156
L-Threonine [[M+NH4]],186.09917893147403,171.28922748047728
L-Valine [[M+H]],-655.0052037399064,109.38391605591562
Levocarnitine [[M+H]],143.1689036812043,268.9989039991812
Linoleic acid [[M+Na]],229.54778998392322,119.3208398351105
Maltose [[M+K]],-625.2943176421309,63.6026911206422
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],231.00439459612485,113.50964612890945
N2-Acetyl-L-ornithine [[M+H]],1018.8815411820026,31.018414408412763
Nicotinamide [[M+H]],332.332768963428,248.35555899292393
O-acetyl-L-serine [[M+H]],-463.774181770637,83.85737549637668
Oleic acid [[M+Na]],-392.9006249211466,173.92960798712443
P-Hydroxybenzoic Acid [[M-H2O+H]],-327.04670233430187,76.00390883417889
Palatinose [[M+K]],-624.9362006908711,64.16322439051272
Phenylethyl alcohol [[M+H]],-468.7271905001953,134.97495520817805
Pidolic Acid [[M+H]],-419.9159233576029,162.55139558122963
Proline [[M+NH4]],-513.8459551180438,109.57753915360233
Spermidine [[M+H]],225.60925280651426,84.39995745594351
Sucrose [[M+K]],-564.1390655957299,83.06527820373358
Tetracosanoic acid [[M+Na]],108.82244944791678,248.22922364301317
Thymine [[M+H]],363.8906656351188,249.44550014600827
Trehalose [[M+K]],-625.2943176421309,63.6026911206422
d-Desthiobiotin [[M+Na]],-263.921210642652,109.46486505907572
gamma-Glutamylcysteine [[M+H]],-530.6412635037178,78.04200874574815
