,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],0.3313534186796974,0.15026991771913017
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],0.049728638048745756,0.0511849744528707
2'-Deoxyuridine [[M+Na]],-0.16080139763900148,0.1477689514701663
5'-Deoxy-5'-Methylthioadenosine [[M+H]],0.00676617513831274,0.04287096777633412
ATP [[M+H]],0.12589522671823547,0.09618276858808647
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],-0.173534494584103,0.1683748607741171
Ademetionine [[M+H]],0.3423800305839202,0.25979965863524385
Adenine [[M+H]],-0.1252042631747667,0.11684707995677547
Adenosine 5'-diphosphate (ADP) [[M+H]],0.3313534186796974,0.15026991771913017
Adenosine phosphate [[M+H]],0.07199643182679069,0.06243613532693671
Adenosine-3'-5'-Diphosphate [[M+H]],0.3388589804214608,0.1490929613516948
Aminoadipate [[M+Na]],0.19749628091038565,0.009808966185152819
Argininosuccinic acid [[M+H]],-0.18035175824280814,0.31237840851092274
Biotin [[M+H]],0.06693413426312211,0.06381438217467073
Choline [[M+H]],0.144136985950342,0.10224205236096075
Cytidine [[M+H]],0.1959918290160266,0.03386066611675033
D-(+)-Melibiose [[M+Na]],-0.19152347571883843,0.17552022762388333
D-(+)-Turanose [[M+Na]],-0.18920012295087252,0.17333778492693813
Glucosamine [[M+H]],0.16032859795239485,0.27769727755983137
Glutamic Acid [[M-H2O+H]],0.05294452800948785,0.09170261249518649
Glutathione [[M+H]],-0.03530237433639843,0.030463168336731964
Guanosine-5'-Diphosphate [[M+H]],0.07724594981012985,0.09507694672178442
Histidine [[M+H]],-0.005827023506626038,0.07333380096413664
Isomaltose [[M+Na]],-0.19152347571883843,0.17552022762388333
L-Arginine [[M+H]],-0.14313622276719368,0.21783873140275986
L-Citrulline [[M+H]],0.361531653669672,0.23880507553838146
L-Glutamine [[M+H]],0.25148622623910954,0.20251577896250536
L-Valine [[M+H]],-0.2026140049098474,0.16641331121514008
Linoleic acid [[M+Na]],-0.09553976980184443,0.10699287243446236
Maltose [[M+Na]],-0.19492531179889805,0.17872787662525827
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],0.37275497068782154,0.20956721208863233
N2-Acetyl-L-ornithine [[M+H]],-0.2170447658293999,0.17329515728745143
Nicotinamide [[M+H]],0.04867036607906953,0.18860670662693932
O-acetyl-L-serine [[M+H]],0.17097753771404256,0.14847043550182923
Palatinose [[M+Na]],-0.18851645635323153,0.17269688270708428
Pidolic Acid [[M+H]],0.21679699471293137,0.24148823859749383
Proline [[M+NH4]],-0.20868677157043133,0.1211796482407549
Sucrose [[M+Na]],-0.21104760262300734,0.1706696500034871
Thymine [[M+H]],-0.10482301865782444,0.09509221557574833
Trehalose [[M+Na]],-0.1932414631167625,0.17343497982591807
d-Desthiobiotin [[M+H]],-0.19176190227005763,0.09654478762527889
gamma-Glutamylcysteine [[M+H]],-0.07584427944971638,0.09318437102541807
