,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],0.0496053374181045,0.007965561308118485
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],0.026915795824484265,0.008227012999203798
2'-Deoxyuridine [[M+Na]],-0.07901576569309506,0.011191978826582284
5'-Deoxy-5'-Methylthioadenosine [[M+H]],0.013630971533708623,0.012584380817971504
ATP [[M+H]],0.03170509588596591,0.014320996720609365
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],0.001029518358296503,0.00856126966392603
Ademetionine [[M+H]],0.03383358569165599,0.009980548291020885
Adenine [[M+H]],0.02493519675037784,0.013963398206547246
Adenosine 5'-diphosphate (ADP) [[M+H]],0.04949981251938209,0.007956904718928485
Adenosine phosphate [[M+H]],0.006967415562658598,0.00907245624577891
Adenosine-3'-5'-Diphosphate [[M+H]],0.04013781024170408,0.005776837569064664
Aminoadipate [[M+Na]],0.07717752438724933,0.004968744201396383
Argininosuccinic acid [[M+H]],-0.046010117326036236,0.01379687186131726
Biotin [[M+H]],0.03803561840499121,0.005454633900737995
Choline [[M+H]],0.05086585887424271,0.016811831965390798
Cytidine [[M+H]],0.06933725467309342,0.010703011713975169
D-(+)-Melibiose [[M+Na]],-0.02712459246013441,0.006545645453063277
D-(+)-Turanose [[M+Na]],-0.027269661083248273,0.006577834824958801
Glucosamine [[M+H]],0.036680541271344666,0.012729286464512877
Glutamic Acid [[M-H2O+H]],-0.055138565086669984,0.009254435893833578
Glutathione [[M+H]],-0.05167907082110001,0.006230528498529475
Guanosine-5'-Diphosphate [[M+H]],-0.021614503211900966,0.006873113650198312
Histidine [[M+H]],-0.006589636313441627,0.01229207733245911
Isomaltose [[M+Na]],-0.02716146854334389,0.006551181719680346
L-Arginine [[M+H]],0.05615152812421753,0.004175554281881859
L-Citrulline [[M+H]],0.05686277025979544,0.007711356926825957
L-Glutamine [[M+H]],-0.07250960617284061,0.009488877315024563
L-Valine [[M+H]],-0.10867476970096679,0.01923046823631351
Linoleic acid [[M+Na]],-0.006597949686903098,0.016689509666347944
Maltose [[M+Na]],-0.02695881212404103,0.006516733350140591
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],-0.053635419420047147,0.015481479958122777
N2-Acetyl-L-ornithine [[M+H]],0.04679510901473605,0.006075671489522818
Nicotinamide [[M+H]],-0.0291245755633994,0.01452941878789671
O-acetyl-L-serine [[M+H]],-0.10870643977436882,0.01502645041761264
Palatinose [[M+Na]],-0.027265089590011244,0.006581683486819372
Pidolic Acid [[M+H]],-0.04339225885590108,0.010540953914220831
Proline [[M+NH4]],-0.07264297647664086,0.01157184099691945
Sucrose [[M+Na]],-0.027389708568842503,0.006429367389520893
Thymine [[M+H]],-0.06789526728338886,0.016329019093554185
Trehalose [[M+Na]],-0.027173835540946167,0.006557013685879106
d-Desthiobiotin [[M+H]],-0.07779938171587751,0.015072693483831206
gamma-Glutamylcysteine [[M+H]],-0.07508589425013708,0.0077950596727441555
