Feature,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],-14.455479002434153,20.44313445584188
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],-1.1947645135892258,1.689652178959977
2'-Deoxyuridine [[M+Na]],6.440607583701652,9.108394594793886
5'-Deoxy-5'-Methylthioadenosine [[M+H]],28.619744520549546,40.47443085261424
ATP [[M+H]],12.442260006045741,17.596012847122232
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],-3.882739940250922,5.491023482670555
Ademetionine [[M+H]],-3.430092356793286,4.850883131169358
Adenine [[M+H]],5.63905918423146,7.974833977364692
Adenosine 5'-diphosphate (ADP) [[M+H]],-13.451495171133692,19.023286905213464
Adenosine phosphate [[M+H]],-6.884152290894857,9.735661535225319
Adenosine-3'-5'-Diphosphate [[M+H]],-14.084062173039754,19.917871738418704
Alpha-D-Glucose [[M+Na]],11.19000740750274,15.825060238745772
Aminoadipate [[M+Na]],8.65403926157713,12.238659693031625
Argininosuccinic acid [[M+H]],-4.506480957503302,6.3731264886772605
Biotin [[M+H]],-18.926612716791443,26.766272393869553
Choline [[M+H]],-4.591441248695546,6.4932784847445
Cytidine [[M+H]],-0.9649458601650108,1.3646395224011303
D-(+)-Melibiose [[M+K]],-16.026756335600435,22.665256170655063
D-(+)-Turanose [[M+Na]],-1.0231160047090382,1.4469045297404972
D-Fructose [[M+Na]],4.081499587765384,5.772112071838002
D-Galactose [[M+Na]],4.548744488249648,6.432896147052516
D-Glucose [[M+Na]],11.694243777581699,16.538158151953215
Deoxyadenosine [[M+H]],-15.476726955926933,21.887397162217134
Galactose [[M+Na]],4.0817210727470785,5.772425298902977
Glucosamine [[M+H]],-18.57608843754033,26.270556204211577
Glutamic Acid [[M-H2O+H]],-20.340692848196916,28.766083693985497
Glutathione [[M+H]],-12.581131792812101,17.792407211398206
Histidine [[M+H]],-11.682590495949121,16.52167792302227
Imidazoleacetic acid [[M+H]],7.795919460984291,11.025095032892335
Inositol [[M+Na]],11.33346838632521,16.02794470066783
Isomaltose [[M+Na]],-1.0236318089940355,1.4476339871558703
L-Arginine [[M+H]],5.578759065743379,7.8895567319861435
L-Citrulline [[M+H]],-11.559923225652128,16.348200205708977
L-Lysine [[M+H]],-38.32826627401465,54.204353986958814
L-Threonine [[M+NH4]],7.033298700509126,9.946586410481071
Linoleic acid [[M+Na]],-12.135234589794655,17.161813339466704
Maltose [[M+K]],-16.02694762091021,22.665526688934424
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],-7.281111911706279,10.297047214691311
N2-Acetyl-L-ornithine [[M+H]],5.533015693469564,7.824865834527833
Nicotinamide [[M+H]],-25.638777604025204,36.258707010280006
Oleic acid [[M+Na]],1.2520482852428916,1.7706636657364747
P-Hydroxybenzoic Acid [[M-H2O+H]],-0.3192794422161218,0.4515293173689564
Palatinose [[M+K]],-16.219748582294386,22.9381884233625
Phenylethyl alcohol [[M+H]],-17.7206550020114,25.060790637979153
Pidolic Acid [[M+H]],-22.824979612347345,32.279395728671
Proline [[M+NH4]],18.499002954277646,26.1615408683194
Sucrose [[M+K]],-13.725100048996007,19.410222634217785
Thymine [[M+H]],5.406998039412129,7.646649959061367
Trehalose [[M+K]],-16.02696795381307,22.665555444001416
Xanthurenic acid [[M+H]],-0.249613723066518,0.3530071125151117
d-Desthiobiotin [[M+Na]],-17.137432807992564,24.23598990132072
gamma-Glutamylcysteine [[M+H]],1.0840527980002739,1.5330821692604883
