Feature,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],-0.3175814910058432,0.08424831822865597
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],-0.3607348785284697,0.07684841883105373
2'-Deoxyuridine [[M+Na]],0.13589134505869221,0.04616054497390642
5'-Deoxy-5'-Methylthioadenosine [[M+H]],-0.034992514477018864,0.03298478930644688
ATP [[M+H]],-0.14676754488991756,0.041788092778543104
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],-0.0637833770211329,0.04144218259620937
Ademetionine [[M+H]],-0.2596112197604231,0.03097780038784958
Adenine [[M+H]],-0.1690103469014132,0.06308511836760058
Adenosine 5'-diphosphate (ADP) [[M+H]],-0.31451404792264387,0.0853877270472452
Adenosine phosphate [[M+H]],-0.35530117918988485,0.07286550541942453
Adenosine-3'-5'-Diphosphate [[M+H]],-0.3007666129069565,0.08516088845322345
Alpha-D-Glucose [[M+Na]],0.05623805692463886,0.02632728014813368
Aminoadipate [[M+Na]],-0.38441960918517726,0.08072413610349038
Argininosuccinic acid [[M+H]],-0.06893743739165624,0.019382282097429412
Biotin [[M+H]],-0.3352342273825064,0.12107747008037191
Choline [[M+H]],-0.18663660472553537,0.057097065110388416
Cytidine [[M+H]],-0.22358923014941073,0.047453631398421306
D-(+)-Melibiose [[M+K]],0.10513259917455997,0.07468028199480403
D-(+)-Turanose [[M+Na]],-0.09636098684318761,0.07682616325463248
D-Fructose [[M+Na]],0.02516664727730834,0.03968273125900094
D-Galactose [[M+Na]],0.025528235293147527,0.040387135547272274
D-Glucose [[M+Na]],0.06152476290886093,0.024747360826889945
Deoxyadenosine [[M+H]],0.05247206904545756,0.055477566042867486
Galactose [[M+Na]],0.02516664727730834,0.03968273125900094
Glucosamine [[M+H]],-0.08758322943192973,0.06803685516106975
Glutamic Acid [[M-H2O+H]],0.15952445093595008,0.062373054889235384
Glutathione [[M+H]],-0.3140375025997153,0.0968959240562781
Histidine [[M+H]],0.004821450348011682,0.009642900696023363
Imidazoleacetic acid [[M+H]],0.0501620171860675,0.09194704439136189
Inositol [[M+Na]],0.05271496192150724,0.02353545923122067
Isomaltose [[M+Na]],-0.09636098684318761,0.07682616325463248
L-Arginine [[M+H]],0.08712198762404233,0.06697876778056122
L-Citrulline [[M+H]],-0.10543905993188055,0.08467218092048145
L-Lysine [[M+H]],0.09739312738423514,0.04566510886193984
L-Threonine [[M+NH4]],0.14990531987525038,0.03823704669184624
Linoleic acid [[M+Na]],0.000726618297518043,0.0009390618350907321
Maltose [[M+K]],0.10513259917455997,0.07468028199480403
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],0.13136508440493472,0.0687381795884006
N2-Acetyl-L-ornithine [[M+H]],0.10705465759658202,0.07761745056348182
Nicotinamide [[M+H]],0.11268558396991288,0.06315085261769145
Oleic acid [[M+Na]],0.11044389860526316,0.08280964338994357
P-Hydroxybenzoic Acid [[M-H2O+H]],0.027707838610694292,0.029678564792896864
Palatinose [[M+K]],0.10417233422645793,0.07387997139111958
Phenylethyl alcohol [[M+H]],0.036027337055742,0.04323577538875285
Pidolic Acid [[M+H]],0.18132999158291402,0.050967154071640895
Proline [[M+NH4]],0.08020117699944788,0.09742407278468866
Sucrose [[M+K]],0.14492329909093246,0.06459503210858533
Thymine [[M+H]],0.03979847090241467,0.07500693349440038
Trehalose [[M+K]],0.10513259917455997,0.07468028199480403
Xanthurenic acid [[M+H]],0.019866972788783153,0.03791152364425198
d-Desthiobiotin [[M+Na]],0.07065872243889419,0.0562636536928525
gamma-Glutamylcysteine [[M+H]],0.05156887795509267,0.042686408089504885
