	T2	T2_cutoff	DModX	DModX_cutoff	Outlier
7	23.587807248701292	66.96352951113721	1.719495498285581	2.0685199443248843	False
8	21.469266551646353	66.96352951113721	1.818997232258034	2.0685199443248843	False
9	15.264494328106528	66.96352951113721	1.501523428224231	2.0685199443248843	False
11	19.75062228919183	66.96352951113721	1.7571900053186973	2.0685199443248843	False
12	15.965711475113745	66.96352951113721	1.7604151138057464	2.0685199443248843	False
20	18.294464865697947	66.96352951113721	1.8628399496978063	2.0685199443248843	False
22	16.206181361694593	66.96352951113721	1.3611307095701675	2.0685199443248843	False
23	49.41425886675434	66.96352951113721	0.7184911820396179	2.0685199443248843	False
24	54.50631241181026	66.96352951113721	0.5002666633794978	2.0685199443248843	False
25	19.28531304209657	66.96352951113721	1.3896371851240856	2.0685199443248843	False
33	12.808038937094404	66.96352951113721	1.845801415970029	2.0685199443248843	False
34	37.849360901675496	66.96352951113721	1.4470937972292417	2.0685199443248843	False
36	25.089034466514146	66.96352951113721	1.3530056932777856	2.0685199443248843	False
38	19.048678883787225	66.96352951113721	1.8566616452240654	2.0685199443248843	False
47	21.89406973662833	66.96352951113721	1.7639347921993298	2.0685199443248843	False
48	19.363738402492693	66.96352951113721	1.7171575991721435	2.0685199443248843	False
49	13.857745502823498	66.96352951113721	1.7063245345677318	2.0685199443248843	False
50	15.26038119695386	66.96352951113721	2.0135088496708424	2.0685199443248843	False
51	28.694263622686705	66.96352951113721	1.3574363863889494	2.0685199443248843	False
59	20.77909476257035	66.96352951113721	1.0447624011392767	2.0685199443248843	False
60	39.52469548181423	66.96352951113721	1.1381670352087168	2.0685199443248843	False
61	5.92156420166658	66.96352951113721	1.753881983797091	2.0685199443248843	False
62	14.151897103877864	66.96352951113721	2.3757659419989965	2.0685199443248843	True
63	21.144676785782483	66.96352951113721	1.6292891113183594	2.0685199443248843	False
64	10.279591674130717	66.96352951113721	1.3858222352607763	2.0685199443248843	False
75	9.640647793076823	66.96352951113721	1.8042521043103092	2.0685199443248843	False
77	15.412503314761373	66.96352951113721	1.63008705671898	2.0685199443248843	False
85	44.976584433276834	66.96352951113721	1.1417438378399134	2.0685199443248843	False
87	22.608836401228682	66.96352951113721	1.3647176697040415	2.0685199443248843	False
88	20.27331700472902	66.96352951113721	1.57320243244629	2.0685199443248843	False
89	25.67582945129771	66.96352951113721	1.624269568376088	2.0685199443248843	False
90	12.92350428563832	66.96352951113721	1.5515298272603513	2.0685199443248843	False
98	16.15512306667284	66.96352951113721	1.4209410231533772	2.0685199443248843	False
99	13.526645313530613	66.96352951113721	1.8608847843120944	2.0685199443248843	False
100	25.134856167207058	66.96352951113721	1.3452093773394964	2.0685199443248843	False
101	13.700277328967143	66.96352951113721	1.4443290829700672	2.0685199443248843	False
102	6.765859961072647	66.96352951113721	1.960881855071914	2.0685199443248843	False
103	33.416263006158324	66.96352951113721	1.7031540045161109	2.0685199443248843	False
112	14.575062595909609	66.96352951113721	1.7431633658824097	2.0685199443248843	False
114	16.76098724598658	66.96352951113721	2.4087467458421536	2.0685199443248843	True
115	49.41014211095049	66.96352951113721	0.7457862761906426	2.0685199443248843	False
124	13.555955939214261	66.96352951113721	1.7062432880772351	2.0685199443248843	False
126	54.877430676855056	66.96352951113721	0.5579391708434964	2.0685199443248843	False
127	25.365113695697524	66.96352951113721	1.6553015678511773	2.0685199443248843	False
128	20.8171816342976	66.96352951113721	1.6708985959977714	2.0685199443248843	False
137	21.919760111434314	66.96352951113721	1.5113401129907849	2.0685199443248843	False
138	38.420820486681826	66.96352951113721	1.2735366104035872	2.0685199443248843	False
140	29.094005724348616	66.96352951113721	1.1169723061930743	2.0685199443248843	False
141	14.224146564222993	66.96352951113721	1.6624324953521628	2.0685199443248843	False
142	18.01395109127455	66.96352951113721	1.685765879895671	2.0685199443248843	False
150	15.70818980063969	66.96352951113721	1.4571863597902526	2.0685199443248843	False
151	18.772116451250625	66.96352951113721	1.757924416205227	2.0685199443248843	False
152	17.182733649889308	66.96352951113721	1.6536342216634332	2.0685199443248843	False
153	15.226981017226787	66.96352951113721	1.6710293683157036	2.0685199443248843	False
163	15.657978796215547	66.96352951113721	2.036019820416301	2.0685199443248843	False
164	20.79343655604844	66.96352951113721	1.877447481242915	2.0685199443248843	False
166	33.46099467021519	66.96352951113721	1.4535141916251921	2.0685199443248843	False
167	26.350570487196638	66.96352951113721	1.8580482109885619	2.0685199443248843	False
176	16.024765797591744	66.96352951113721	1.4442475383747404	2.0685199443248843	False
177	41.16616326792355	66.96352951113721	1.358424761552223	2.0685199443248843	False
