well	0	1200	2400	3600	4800	6000	7200	8400	9600	10800	12000	13200	14400	15600	16800	18000	19200	20400	21600	22800	24000	25200	26400	27600	28800	30000	31200	32400	33600	34800	36000	37200	38400	39600	40800	42000	43200	44400	45600	46800	48000	49200	50400	51600	52800	54000	55200	56400	57600	58800	60000	61200	62400	63600	Summary
B2	0.11183333333333334	0.12996666666666667	0.15053333333333332	0.15653333333333333	0.16393333333333335	0.16266666666666665	0.1614	0.1541	0.1573	0.15933333333333333	0.16126666666666667	0.16046666666666667	0.1601	0.1596	0.15866666666666665	0.15893333333333334	0.1615333333333333	0.1606	0.15946666666666667	0.15783333333333333	0.16920000000000002	0.1814	0.1812666666666667	0.17353333333333334	0.16253333333333334	0.16890000000000002	0.17136666666666667	0.1763	0.16880000000000003	0.1723	0.16956666666666664	0.17253333333333332	0.16813333333333333	0.1765	0.1818	0.18189999999999998	0.17603333333333335	0.17776666666666666	0.18763333333333335	0.1916	0.19256666666666666	0.18903333333333336	0.18543333333333334	0.1799333333333333	0.1787	0.18926666666666667	0.19513333333333335	0.20163333333333333	0.19316666666666668	0.19686666666666666	0.19379999999999997	0.19923333333333335	0.19513333333333335	0.19176666666666667	High arginine supplementation with caffeine treatment.
B3	0.09796666666666666	0.11423333333333334	0.1344	0.1413	0.1458	0.14713333333333334	0.1458	0.14556666666666668	0.14993333333333334	0.15163333333333331	0.15816666666666668	0.15453333333333333	0.1623666666666667	0.16103333333333333	0.16006666666666666	0.15506666666666666	0.15436666666666665	0.15479999999999997	0.15796666666666667	0.16343333333333335	0.1645333333333333	0.16249999999999998	0.15536666666666665	0.15886666666666668	0.16176666666666667	0.1646	0.16253333333333334	0.16053333333333333	0.16106666666666666	0.16226666666666664	0.1659	0.1653666666666667	0.166	0.1633	0.1667	0.16696666666666668	0.17136666666666667	0.1686	0.17	0.17043333333333333	0.1736	0.17590000000000003	0.1748333333333333	0.18003333333333335	0.1816333333333333	0.18406666666666668	0.18406666666666668	0.18946666666666667	0.19236666666666666	0.19466666666666668	0.19506666666666664	0.20433333333333334	0.20706666666666665	0.20986666666666665	Caffeine treatment without arginine supplementation.
B4	0.09330000000000001	0.11380000000000001	0.13936666666666667	0.15366666666666665	0.15583333333333332	0.15623333333333334	0.14626666666666666	0.14686666666666667	0.14506666666666668	0.1495	0.15433333333333332	0.15703333333333333	0.16043333333333334	0.16156666666666666	0.15693333333333334	0.15376666666666666	0.15403333333333333	0.1537	0.15863333333333332	0.157	0.163	0.159	0.15516666666666665	0.15276666666666666	0.1664	0.16903333333333334	0.17020000000000002	0.16486666666666666	0.1749333333333333	0.17826666666666668	0.17600000000000002	0.16656666666666667	0.17166666666666663	0.1743333333333333	0.18363333333333332	0.18303333333333335	0.18643333333333334	0.18566666666666665	0.18966666666666665	0.1938	0.2053666666666667	0.212	0.2160666666666667	0.21536666666666668	0.22426666666666664	0.2331	0.24223333333333333	0.2537	0.26080000000000003	0.27713333333333334	0.28023333333333333	0.28663333333333335	0.2873	0.29153333333333337	Negative control with alanine supplementation without caffeine.
B5	0.12996666666666667	0.15106666666666665	0.17433333333333334	0.16743333333333332	0.19056666666666666	0.19366666666666665	0.1955	0.17863333333333334	0.17546666666666666	0.1749666666666667	0.18336666666666668	0.18913333333333335	0.19193333333333337	0.19086666666666666	0.1918666666666667	0.1967	0.18206666666666668	0.1765	0.16313333333333332	0.16243333333333332	0.1559	0.15563333333333332	0.15733333333333335	0.16053333333333333	0.17310000000000003	0.17366666666666664	0.17279999999999998	0.16213333333333332	0.1706	0.17529999999999998	0.18346666666666667	0.1761	0.17853333333333332	0.1712	0.18166666666666664	0.18133333333333335	0.18789999999999998	0.17489999999999997	0.16693333333333335	0.15866666666666665	0.16390000000000002	0.1693	0.17693333333333336	0.2003	0.19910000000000003	0.1956	0.17053333333333331	0.1675333333333333	0.17563333333333334	0.17603333333333335	0.18323333333333336	0.21863333333333332	0.22133333333333335	0.22073333333333334	Media control
B6	0.11476666666666667	0.12966666666666665	0.156	0.15763333333333332	0.16206666666666666	0.15493333333333334	0.15526666666666666	0.16	0.16063333333333332	0.1571	0.16489999999999996	0.16846666666666665	0.16996666666666668	0.15786666666666668	0.15983333333333336	0.16	0.16396666666666668	0.15963333333333332	0.15813333333333332	0.1554333333333333	0.15896666666666665	0.16636666666666666	0.16856666666666664	0.16893333333333335	0.16563333333333333	0.16663333333333333	0.1695333333333333	0.17106666666666667	0.16713333333333336	0.16333333333333333	0.1603	0.1603	0.15913333333333332	0.15993333333333334	0.16263333333333332	0.16593333333333335	0.16763333333333333	0.1701	0.17343333333333333	0.17633333333333334	0.1811	0.18423333333333336	0.18053333333333335	0.1788	0.17726666666666666	0.18623333333333333	0.1902	0.19599999999999998	0.19566666666666666	0.212	0.21443333333333334	0.2221	0.21203333333333332	0.21143333333333333	Negative control with alanine supplementation with caffeine.
B7	0.1396	0.15353333333333333	0.1691	0.16090000000000002	0.1723	0.1763	0.18023333333333333	0.17556666666666665	0.17016666666666666	0.17220000000000002	0.1823	0.1782	0.17643333333333333	0.16033333333333333	0.17316666666666666	0.17326666666666668	0.17043333333333335	0.17136666666666667	0.1658666666666667	0.1658	0.16416666666666668	0.16716666666666669	0.1748333333333333	0.1687	0.18013333333333334	0.1786	0.17986666666666665	0.17089999999999997	0.20519999999999997	0.20436666666666667	0.2053	0.16473333333333331	0.16316666666666665	0.16093333333333334	0.2087	0.22130000000000002	0.2507666666666667	0.20740000000000003	0.2011666666666667	0.17783333333333332	0.18189999999999998	0.18453333333333333	0.18583333333333332	0.2325	0.2313333333333333	0.22646666666666668	0.17973333333333333	0.17876666666666666	0.1890666666666667	0.1968	0.2024	0.22633333333333336	0.24373333333333333	0.2615	Media control
B8	0.11296666666666666	0.13060000000000002	0.14686666666666667	0.14723333333333333	0.15003333333333332	0.157	0.15633333333333332	0.1541	0.15726666666666667	0.15293333333333334	0.16146666666666668	0.15593333333333334	0.16496666666666668	0.1615	0.15756666666666666	0.1562	0.17149999999999999	0.17073333333333332	0.17263333333333333	0.15539999999999998	0.1641	0.16353333333333334	0.16103333333333333	0.16523333333333334	0.18899999999999997	0.1965	0.19199999999999998	0.18066666666666667	0.19293333333333332	0.20526666666666668	0.19989999999999997	0.1940333333333333	0.19196666666666665	0.20163333333333333	0.20153333333333334	0.20076666666666665	0.19223333333333334	0.19853333333333334	0.20673333333333332	0.22366666666666665	0.2377	0.24703333333333333	0.24350000000000002	0.2419	0.24849999999999997	0.2684333333333333	0.28063333333333335	0.2890333333333333	0.2984333333333334	0.31083333333333335	0.32653333333333334	0.34926666666666667	0.3719333333333333	0.3882666666666667	High arginine supplementation without caffeine treatment.
B9	0.12	0.13620000000000002	0.15983333333333333	0.153	0.15996666666666667	0.16086666666666669	0.15963333333333332	0.15796666666666667	0.1553	0.15219999999999997	0.1622333333333333	0.16666666666666666	0.1654	0.1566	0.17206666666666667	0.18153333333333332	0.18276666666666666	0.16026666666666667	0.162	0.16233333333333333	0.17156666666666665	0.18599999999999997	0.21806666666666666	0.22186666666666666	0.2326	0.23030000000000003	0.241	0.22066666666666665	0.2561333333333333	0.26130000000000003	0.27076666666666666	0.2154	0.2192333333333333	0.222	0.2237	0.21496666666666667	0.21806666666666666	0.23903333333333332	0.25226666666666664	0.2605	0.2659666666666667	0.26996666666666663	0.26636666666666664	0.269	0.2739333333333333	0.2939	0.3011333333333333	0.3191	0.3218666666666667	0.33420000000000005	0.33923333333333333	0.3474	0.3615333333333333	0.3717333333333334	Low arginine supplementation without caffeine treatment.
B10	0.13723333333333332	0.14896666666666666	0.17716666666666667	0.16503333333333334	0.18323333333333333	0.17296666666666669	0.1828	0.1744	0.17913333333333334	0.18636666666666665	0.18666666666666668	0.18603333333333336	0.17606666666666668	0.18326666666666666	0.19163333333333332	0.20296666666666666	0.21006666666666665	0.21516666666666664	0.20973333333333333	0.1998	0.2018	0.2064666666666667	0.21089999999999998	0.2008333333333333	0.1952333333333333	0.19499999999999998	0.19693333333333332	0.19836666666666666	0.18913333333333335	0.19456666666666667	0.20326666666666668	0.23193333333333332	0.22866666666666666	0.2255666666666667	0.21130000000000002	0.20696666666666666	0.2093	0.2127	0.223	0.22856666666666667	0.2238	0.221	0.19899999999999998	0.1958	0.20556666666666668	0.233	0.23729999999999998	0.2412	0.22119999999999998	0.2433	0.2376	0.24673333333333333	0.22153333333333336	0.21106666666666665	Low arginine supplementation with caffeine treatment.
B11	0.1461	0.17176666666666665	0.21906666666666666	0.23043333333333335	0.2508333333333333	0.2514	0.25986666666666663	0.28139999999999993	0.29546666666666666	0.2907666666666667	0.2816666666666667	0.2699333333333333	0.28099999999999997	0.27276666666666666	0.26143333333333335	0.24566666666666667	0.24923333333333333	0.26696666666666663	0.2713666666666667	0.25909999999999994	0.25289999999999996	0.24336666666666665	0.24546666666666664	0.236	0.24513333333333331	0.2522	0.2553	0.2467666666666667	0.2608333333333333	0.2718666666666667	0.26899999999999996	0.24183333333333334	0.23140000000000002	0.22620000000000004	0.23443333333333335	0.23656666666666668	0.259	0.25486666666666674	0.25493333333333335	0.24113333333333334	0.2561666666666667	0.25320000000000004	0.24830000000000005	0.24480000000000005	0.24020000000000005	0.25000000000000006	0.2462333333333334	0.2595666666666667	0.24130000000000004	0.2354666666666667	0.22043333333333337	0.2336666666666667	0.22600000000000006	0.22443333333333337	Caffeine treatment without arginine supplementation.
B12	0.09613333333333333	0.11356666666666666	0.13583333333333333	0.14070000000000002	0.1422	0.14093333333333335	0.14776666666666666	0.15836666666666666	0.1615	0.16213333333333332	0.16636666666666666	0.167	0.16576666666666665	0.15756666666666666	0.15866666666666665	0.15946666666666665	0.16033333333333333	0.15823333333333334	0.16153333333333333	0.1605	0.16576666666666665	0.16890000000000002	0.17673333333333333	0.17706666666666668	0.18726666666666666	0.1819666666666667	0.18146666666666667	0.1658666666666667	0.16453333333333334	0.17443333333333333	0.18286666666666665	0.19036666666666668	0.18776666666666664	0.1867	0.18499999999999997	0.1867	0.19353333333333333	0.2028	0.2101333333333333	0.21883333333333332	0.2265	0.23406666666666665	0.23883333333333331	0.24986666666666668	0.26413333333333333	0.27986666666666665	0.29533333333333334	0.3108666666666667	0.3266	0.3440666666666667	0.3596	0.3747666666666667	0.39223333333333327	0.4049	Baseline condition with no supplementation or treatment.
C1	0.0982	0.11569999999999998	0.13823333333333332	0.14813333333333334	0.153	0.15266666666666667	0.1513	0.15016666666666667	0.14813333333333334	0.14683333333333334	0.14686666666666667	0.14633333333333334	0.1469666666666667	0.1469	0.14823333333333333	0.15053333333333332	0.15363333333333334	0.15266666666666664	0.15373333333333336	0.1517666666666667	0.15453333333333333	0.15923333333333334	0.1611	0.16780000000000003	0.16626666666666665	0.1706	0.1674	0.16949999999999998	0.16573333333333332	0.17049999999999998	0.1721	0.17603333333333335	0.17546666666666666	0.17926666666666669	0.18710000000000002	0.19076666666666667	0.19706666666666664	0.2011666666666667	0.21436666666666668	0.22160000000000002	0.23223333333333332	0.23786666666666667	0.2424333333333333	0.24446666666666664	0.24826666666666666	0.25710000000000005	0.26803333333333335	0.27943333333333337	0.2927	0.3062	0.3192333333333333	0.3505333333333333	0.36643333333333333	0.37886666666666663	Low arginine supplementation without caffeine treatment.
C2	0.09456666666666665	0.12613333333333332	0.1553	0.16490000000000002	0.1659	0.16973333333333332	0.16623333333333334	0.16963333333333333	0.16679999999999998	0.17216666666666666	0.15896666666666667	0.1557	0.15696666666666667	0.16790000000000002	0.16573333333333332	0.1651	0.15786666666666666	0.15646666666666664	0.15296666666666667	0.15256666666666666	0.15610000000000002	0.15496666666666667	0.1597666666666667	0.1596	0.16016666666666668	0.16006666666666666	0.16253333333333334	0.1671	0.166	0.16920000000000002	0.16743333333333332	0.1696	0.17276666666666665	0.17546666666666666	0.18373333333333333	0.18689999999999998	0.19513333333333335	0.19756666666666667	0.20256666666666667	0.208	0.21476666666666666	0.22440000000000002	0.22663333333333333	0.2316666666666667	0.23853333333333335	0.25083333333333335	0.2598666666666667	0.26676666666666665	0.2738333333333333	0.27823333333333333	0.2828	0.2982666666666667	0.31176666666666664	0.32136666666666663	Negative control with alanine supplementation without caffeine.
C3	0.12226666666666668	0.1475	0.17883333333333332	0.17843333333333333	0.18636666666666665	0.18846666666666667	0.19973333333333332	0.20373333333333332	0.20709999999999998	0.2029	0.19569999999999999	0.18963333333333332	0.18810000000000002	0.19476666666666667	0.20140000000000002	0.2013	0.20116666666666663	0.19943333333333335	0.19906666666666664	0.19733333333333336	0.1950333333333333	0.19423333333333334	0.19143333333333334	0.19646666666666665	0.19766666666666666	0.20386666666666664	0.20026666666666668	0.20020000000000002	0.20113333333333336	0.208	0.21326666666666663	0.21976666666666667	0.22146666666666667	0.22553333333333334	0.22676666666666667	0.23573333333333335	0.24483333333333335	0.2503666666666667	0.25666666666666665	0.26376666666666665	0.27299999999999996	0.2819666666666667	0.2899	0.2995	0.3094666666666667	0.31903333333333334	0.3305	0.3391333333333333	0.3514333333333333	0.3660333333333334	0.3842666666666667	0.3982333333333333	0.4183666666666666	0.4313666666666667	Baseline condition with no supplementation or treatment.
C4	0.1519	0.17103333333333334	0.20033333333333334	0.16923333333333335	0.18233333333333335	0.1787	0.18763333333333335	0.18826666666666667	0.19523333333333334	0.1944	0.1831	0.17779999999999999	0.18250000000000002	0.19026666666666667	0.18966666666666665	0.1795	0.17896666666666664	0.1731	0.16820000000000002	0.16063333333333335	0.16206666666666666	0.1683666666666667	0.17656666666666668	0.1812666666666667	0.17883333333333332	0.17653333333333335	0.17443333333333336	0.17779999999999999	0.17706666666666668	0.17776666666666666	0.1753	0.17686666666666664	0.17789999999999997	0.17559999999999998	0.1714	0.16913333333333333	0.16973333333333332	0.1666	0.16656666666666667	0.16373333333333331	0.16779999999999998	0.16243333333333332	0.1638	0.16396666666666668	0.17076666666666665	0.16836666666666666	0.16696666666666668	0.1657	0.16656666666666667	0.16700000000000004	0.16583333333333333	0.16133333333333336	0.15946666666666667	0.15816666666666665	Media control
C5	0.16433333333333333	0.18343333333333334	0.20693333333333333	0.15816666666666668	0.16416666666666666	0.1603	0.1611	0.1684	0.17689999999999997	0.17746666666666666	0.16753333333333334	0.16116666666666668	0.1694	0.17603333333333335	0.18110000000000004	0.17016666666666666	0.1681	0.1597333333333333	0.16673333333333332	0.15986666666666666	0.16326666666666667	0.1711	0.1767	0.17803333333333335	0.16529999999999997	0.1713	0.1689333333333333	0.17273333333333332	0.1633	0.165	0.16363333333333333	0.16243333333333332	0.1693	0.16896666666666668	0.17096666666666663	0.16726666666666667	0.1757	0.1806	0.17990000000000003	0.17853333333333335	0.17916666666666667	0.1822	0.1825	0.1858	0.1880666666666667	0.1938	0.1947333333333333	0.1980666666666667	0.19686666666666666	0.19926666666666668	0.19953333333333334	0.19206666666666664	0.1950666666666667	0.19946666666666665	Caffeine treatment without arginine supplementation.
