Molecule List Name	Molecule Name	Precursor Neutral Formula	Precursor Adduct	Replicate Name	Precursor Mz	Precursor Charge	Total Ion Current Area	Collisional Cross Section	Ion Mobility MS1	Area	Height
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00001-Positive-MAT1.d.DeMP	175.086589	1	2951746.75	137.4	21.46	#N/A	#N/A
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00002-Positive-MAT1.d.DeMP	175.086589	1	2843174	137.4	21.46	78	53
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00003-Positive-MAT1.d.DeMP	175.086589	1	2761443.25	137.4	21.46	16	18
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00004-Positive-MAT1.d.DeMP	175.086589	1	2744541.25	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00005-Positive-MAT1.d.DeMP	175.086589	1	2791101.5	137.4	21.46	#N/A	#N/A
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00006-Positive-MAT2.d.DeMP	175.086589	1	2921823	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00007-Positive-MAT2.d.DeMP	175.086589	1	2902575	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00008-Positive-B8.d.DeMP	175.086589	1	4264877.5	137.4	21.46	124	53
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00009-Positive-C7.d.DeMP	175.086589	1	4133218.5	137.4	21.46	35	39
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00010-Positive-B6.d.DeMP	175.086589	1	4301359	137.4	21.46	270	106
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00011-Positive-E11.d.DeMP	175.086589	1	5077263.5	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00012-Positive-H12.d.DeMP	175.086589	1	4509267.5	137.4	21.46	143	55
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00013-Positive-C5.d.DeMP	175.086589	1	4861907.5	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00014-Positive-MAT2.d.DeMP	175.086589	1	3728555.75	137.4	21.46	147	84
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00015-Positive-MAT1.d.DeMP	175.086589	1	3426956.25	137.4	21.46	#N/A	#N/A
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00016-Positive-MAT1.d.DeMP	175.086589	1	3180626.5	137.4	21.46	#N/A	#N/A
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00017-Positive-MAT1.d.DeMP	175.086589	1	3104233	137.4	21.46	#N/A	#N/A
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00018-Positive-MAT1.d.DeMP	175.086589	1	3111627.75	137.4	21.46	#N/A	#N/A
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00019-Positive-MAT2.d.DeMP	175.086589	1	3126937.5	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00020-Positive-MAT2.d.DeMP	175.086589	1	3055983.5	137.4	21.46	29	33
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00021-Positive-H1.d.DeMP	175.086589	1	4589901	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00022-Positive-B10.d.DeMP	175.086589	1	5021683.5	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00023-Positive-B12.d.DeMP	175.086589	1	4622629	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00024-Positive-G2.d.DeMP	175.086589	1	4370744.5	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00025-Positive-A9.d.DeMP	175.086589	1	4578884.5	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00026-Positive-E3.d.DeMP	175.086589	1	4265944.5	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00027-Positive-MAT2.d.DeMP	175.086589	1	3623935	137.4	21.46	110	97
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00028-Positive-MAT1.d.DeMP	175.086589	1	3386213.25	137.4	21.46	67	75
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00029-Positive-MAT1.d.DeMP	175.086589	1	3267387	137.4	21.46	#N/A	#N/A
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00030-Positive-MAT1.d.DeMP	175.086589	1	3067205.5	137.4	21.46	#N/A	#N/A
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00031-Positive-MAT1.d.DeMP	175.086589	1	3124225.25	137.4	21.46	12	13
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00032-Positive-MAT2.d.DeMP	175.086589	1	3144255.25	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00033-Positive-MAT2.d.DeMP	175.086589	1	3083177.25	137.4	21.46	166	93
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00034-Positive-C1.d.DeMP	175.086589	1	4478449.5	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00035-Positive-B11.d.DeMP	175.086589	1	5190175	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00036-Positive-E8.d.DeMP	175.086589	1	4385943	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00037-Positive-E9.d.DeMP	175.086589	1	4983333.5	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00038-Positive-D2.d.DeMP	175.086589	1	5053868	137.4	21.46	29	33
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00039-Positive-G6.d.DeMP	175.086589	1	4770219	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00040-Positive-MAT2.d.DeMP	175.086589	1	3652864.25	137.4	21.46	#N/A	#N/A
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00041-Positive-MAT1.d.DeMP	175.086589	1	3405634.25	137.4	21.46	0	0
