,Molecule List Name,Precursor Name,Precursor Formula,Precursor Adduct,Precursor Charge,Product m/z,Product Charge,CCS
329,AllCCS-32859911,Glutathione,C10H17N3O6S,[M+H-H2O]+,1,290.0805,1,162.7
330,AllCCS-32859911,Glutathione,C10H17N3O6S,[M+NH4]+,1,325.1176,1,168.0
331,AllCCS-32859911,Glutathione,C10H17N3O6S,[M+Na]+,1,330.073,1,168.7
333,AllCCS-32859911,Glutathione,C10H17N3O6S,[M+Na-2H]-,-1,328.0585,-1,166.2
334,AllCCS-32859911,Glutathione,C10H17N3O6S,[M+HCOO]-,-1,352.082,-1,167.0
335,DeepCCS-30932474,Alanylglycine,C5H10N2O3,[M+H]+,1,147.0764,1,131.0
336,DeepCCS-30932474,Alanylglycine,C5H10N2O3,[M-H]-,-1,145.0619,-1,127.2
337,DeepCCS-30932474,Alanylglycine,C5H10N2O3,[M-2H]-,-2,72.5309,-2,164.5
338,DeepCCS-30932474,Alanylglycine,C5H10N2O3,[M+Na]+,1,169.0584,1,140.1
339,DarkChem-31661259,Isocitric acid,C6H8O7,[M+H]+,1,193.0343,1,142.2
340,DarkChem-31661259,Isocitric acid,C6H8O7,[M-H]-,-1,191.0197,-1,137.0
341,AllCCS-32859911,Isocitric acid,C6H8O7,[M+H]+,1,193.0343,1,141.8
342,AllCCS-32859911,Isocitric acid,C6H8O7,[M-H]-,-1,191.0197,-1,132.7
343,DeepCCS-30932474,Isocitric acid,C6H8O7,[M+H]+,1,193.0343,1,131.1
344,DeepCCS-30932474,Isocitric acid,C6H8O7,[M-H]-,-1,191.0197,-1,127.3
345,DeepCCS-30932474,Isocitric acid,C6H8O7,[M-2H]-,-2,95.5099,-2,164.9
346,DeepCCS-30932474,Isocitric acid,C6H8O7,[M+Na]+,1,215.0162,1,140.5
348,AllCCS-32859911,Isocitric acid,C6H8O7,[M+H-H2O]+,1,175.0237,1,138.1
349,AllCCS-32859911,Isocitric acid,C6H8O7,[M+NH4]+,1,210.0608,1,145.3
350,AllCCS-32859911,Isocitric acid,C6H8O7,[M+Na]+,1,215.0162,1,146.3
352,AllCCS-32859911,Isocitric acid,C6H8O7,[M+Na-2H]-,-1,213.0017,-1,133.9
353,AllCCS-32859911,Isocitric acid,C6H8O7,[M+HCOO]-,-1,237.0252,-1,135.2
354,DarkChem-31661259,Mevalonic acid,C6H12O4,[M+H]+,1,149.0808,1,133.5
355,DarkChem-31661259,Mevalonic acid,C6H12O4,[M-H]-,-1,147.0663,-1,128.0
356,AllCCS-32859911,Mevalonic acid,C6H12O4,[M+H]+,1,149.0808,1,134.0
357,AllCCS-32859911,Mevalonic acid,C6H12O4,[M-H]-,-1,147.0663,-1,130.3
358,DeepCCS-30932474,Mevalonic acid,C6H12O4,[M+H]+,1,149.0808,1,126.8
359,DeepCCS-30932474,Mevalonic acid,C6H12O4,[M-H]-,-1,147.0663,-1,123.0
360,DeepCCS-30932474,Mevalonic acid,C6H12O4,[M-2H]-,-2,73.5331,-2,159.8
361,DeepCCS-30932474,Mevalonic acid,C6H12O4,[M+Na]+,1,171.0628,1,135.4
363,AllCCS-32859911,Mevalonic acid,C6H12O4,[M+H-H2O]+,1,131.0703,1,130.0
364,AllCCS-32859911,Mevalonic acid,C6H12O4,[M+NH4]+,1,166.1074,1,137.7
365,AllCCS-32859911,Mevalonic acid,C6H12O4,[M+Na]+,1,171.0628,1,138.8
367,AllCCS-32859911,Mevalonic acid,C6H12O4,[M+Na-2H]-,-1,169.0482,-1,132.7
368,AllCCS-32859911,Mevalonic acid,C6H12O4,[M+HCOO]-,-1,193.0718,-1,135.3
369,DeepCCS-30932474,3-Hydroxy-3-methylglutaryl-CoA,C27H44N7O20P3S,[M+H]+,1,912.1647,1,193.1
370,DeepCCS-30932474,3-Hydroxy-3-methylglutaryl-CoA,C27H44N7O20P3S,[M-H]-,-1,910.1502,-1,191.3
371,DeepCCS-30932474,3-Hydroxy-3-methylglutaryl-CoA,C27H44N7O20P3S,[M-2H]-,-2,455.0751,-2,225.6
372,DeepCCS-30932474,3-Hydroxy-3-methylglutaryl-CoA,C27H44N7O20P3S,[M+Na]+,1,934.1467,1,200.2
373,AllCCS-32859911,3-Hydroxy-3-methylglutaryl-CoA,C27H44N7O20P3S,[M+H]+,1,912.1647,1,263.5
374,AllCCS-32859911,3-Hydroxy-3-methylglutaryl-CoA,C27H44N7O20P3S,[M+H-H2O]+,1,894.1542,1,264.1
375,AllCCS-32859911,3-Hydroxy-3-methylglutaryl-CoA,C27H44N7O20P3S,[M+NH4]+,1,929.1913,1,262.8
376,AllCCS-32859911,3-Hydroxy-3-methylglutaryl-CoA,C27H44N7O20P3S,[M+Na]+,1,934.1467,1,262.7
377,AllCCS-32859911,3-Hydroxy-3-methylglutaryl-CoA,C27H44N7O20P3S,[M-H]-,-1,910.1502,-1,265.9
378,AllCCS-32859911,3-Hydroxy-3-methylglutaryl-CoA,C27H44N7O20P3S,[M+Na-2H]-,-1,932.1321,-1,270.4
379,AllCCS-32859911,3-Hydroxy-3-methylglutaryl-CoA,C27H44N7O20P3S,[M+HCOO]-,-1,956.1557,-1,275.4
0,CCS Compendium-6,Proline,C5H9NO2,[M+H]+,1,116.0706,1,125.8
15,CCS Compendium-8,Proline,C5H9NO2,[M-H]-,-1,114.0564,-1,125.1
30,CCS Compendium-78,Proline,C5H9NO2,[M+H]+,1,116.0703,1,125.4
45,CCS Compendium-7,Serine,C3H7NO3,[M-H]-,-1,104.0348,-1,136.2
60,CCS Compendium-6,L-Aspartic acid,C4H7NO4,[M-H]-,-1,132.0302,-1,119.8
75,CCS Compendium-78,L-Aspartic acid,C4H7NO4,[M-H]-,-1,132.0312,-1,120.1
90,CCS Compendium-7,Glutamine,C5H10N2O3,[M+Na]+,1,169.0589,1,137.2
105,CCS Compendium-8,Glutamine,C5H10N2O3,[M-H]-,-1,145.0628,-1,127.7
120,CCS Compendium-8,Glutamine,C5H10N2O3,[M+H]+,1,147.0762,1,130.9
135,CCS Compendium-6,Glutamic acid,C5H9NO4,[M-H]-,-1,146.0459,-1,125.1
150,CCS Compendium-7,Glutamic acid,C5H9NO4,[M+Na]+,1,170.0429,1,142.4
165,CCS Compendium-8,Glutamic acid,C5H9NO4,[M+Na-2H]-,-1,168.0289,-1,132.0
180,CCS Compendium-8,Glutamic acid,C5H9NO4,[M+K]+,1,186.016,1,149.3
195,CCS Compendium-78,Glutamic acid,C5H9NO4,[M-H]-,-1,146.0473,-1,125.2
210,CCS Compendium-78,Glutamic acid,C5H9NO4,[M+H]+,1,148.0599,1,130.9
225,CCS Compendium-6,Lysine,C6H14N2O2,[M+H]+,1,147.1128,1,131.5
244,CCS Compendium-8,Lysine,C6H14N2O2,[M+Na]+,1,169.0939,1,135.2
263,CCS Compendium-78,Lysine,C6H14N2O2,[M-H]-,-1,145.0987,-1,135.9
282,CCS Compendium-78,Lysine,C6H14N2O2,[M+H]+,1,147.1123,1,131.1
301,CCS Compendium-6,L-Tyrosine,C9H11NO3,[M-H]-,-1,180.0666,-1,145.0
320,CCS Compendium-6,L-Tyrosine,C9H11NO3,[M+H]+,1,182.0812,1,146.0
339,CCS Compendium-78,L-Tyrosine,C9H11NO3,[M-H]-,-1,180.0671,-1,144.5
358,CCS Compendium-78,L-Tyrosine,C9H11NO3,[M+H]+,1,182.0806,1,145.5
377,CCS Compendium-78,L-Tyrosine,C9H11NO3,[M+Na]+,1,204.0626,1,143.2
396,CCS Compendium-4,Leucine,C6H13NO2,[M-H]-,-1,130.0868,-1,132.5
411,CCS Compendium-6,Leucine,C6H13NO2,[M-H]-,-1,130.0874,-1,131.8
426,CCS Compendium-6,Leucine,C6H13NO2,[M+H]+,1,132.1019,1,135.1
441,CCS Compendium-47,Leucine,C6H13NO2,[M+H]+,1,132.1024,1,134.7
456,CCS Compendium-6,Methionine,C5H11NO2S,[M+H]+,1,150.0583,1,133.6
471,CCS Compendium-78,Methionine,C5H11NO2S,[M-H]-,-1,148.0432,-1,140.5
486,CCS Compendium-78,Methionine,C5H11NO2S,[M+H]+,1,150.0589,1,132.9
501,CCS Compendium-6,Phenylalanine,C9H11NO2,[M-H]-,-1,164.0717,-1,140.6
520,CCS Compendium-6,Phenylalanine,C9H11NO2,[M+H]+,1,166.0863,1,140.8
539,CCS Compendium-78,Phenylalanine,C9H11NO2,[M-H]-,-1,164.0712,-1,140.1
558,CCS Compendium-78,Phenylalanine,C9H11NO2,[M+H]+,1,166.0868,1,140.1
577,CCS Compendium-78,Phenylalanine,C9H11NO2,[M+Na]+,1,188.0687,1,138.2
596,CCS Compendium-8,Glutathione,C10H17N3O6S,[M+Na-2H]-,-1,328.0589,-1,164.8
613,CCS Compendium-8,Glutathione,C10H17N3O6S,[M+H]+,1,308.0911,1,167.9
630,CCS Compendium-78,Glutathione,C10H17N3O6S,[M-H]-,-1,306.0776,-1,162.8
647,CCS Compendium-78,Glutathione,C10H17N3O6S,[M+Na]+,1,330.0712,1,167.1
664,CCS Compendium-7,L-Asparagine,C4H8N2O3,[M+H]+,1,133.0613,1,130.7
679,CCS Compendium-78,L-Asparagine,C4H8N2O3,[M-H]-,-1,131.0467,-1,124.2
694,CCS Compendium-78,L-Asparagine,C4H8N2O3,[M+Na]+,1,155.0421,1,129.3
709,CCS Compendium-6,Histidine,C6H9N3O2,[M-H]-,-1,154.0622,-1,129.4
728,CCS Compendium-6,Histidine,C6H9N3O2,[M+H]+,1,156.0768,1,132.3
747,CCS Compendium-6,Histidine,C6H9N3O2,[M+Na]+,1,178.0587,1,134.9
766,CCS Compendium-78,Histidine,C6H9N3O2,[M-H]-,-1,154.0616,-1,128.9
785,CCS Compendium-78,Histidine,C6H9N3O2,[M+H]+,1,156.0774,1,131.9
804,CCS Compendium-78,Histidine,C6H9N3O2,[M+Na]+,1,178.0586,1,134.7
823,CCS Compendium-8,L-Valine,C5H11NO2,[M-H]-,-1,116.0712,-1,124.9
838,CCS Compendium-8,L-Valine,C5H11NO2,[M+H]+,1,118.0868,1,120.8
853,CCS Compendium-8,L-Valine,C5H11NO2,[M+Na]+,1,140.0687,1,133.1
868,CCS Compendium-78,L-Threonine,C4H9NO3,[M-H]-,-1,118.0504,-1,129.2
883,CCS Compendium-78,L-Threonine,C4H9NO3,[M+H]+,1,120.0661,1,127.3
898,CCS Compendium-6,Isoleucine,C6H13NO2,[M-H]-,-1,130.0874,-1,130.6
913,CCS Compendium-6,Isoleucine,C6H13NO2,[M+H]+,1,132.1019,1,133.3
928,CCS Compendium-478,Isoleucine,C6H13NO2,[M-H]-,-1,130.0868,-1,132.4
943,CCS Compendium-478,Isoleucine,C6H13NO2,[M+H]+,1,132.1024,1,134.3
958,CCS Compendium-6,L-Arginine,C6H14N4O2,[M-H]-,-1,173.1044,-1,137.6
975,CCS Compendium-78,L-Arginine,C6H14N4O2,[M-H]-,-1,173.1039,-1,137.2
992,CCS Compendium-6,L-Arginine,C6H14N4O2,[M+H]+,1,175.119,1,136.6
1009,CCS Compendium-78,L-Arginine,C6H14N4O2,[M+H]+,1,175.1174,1,136.3
1026,CCS Compendium-8,L-Arginine,C6H14N4O2,[M+Na]+,1,197.1,1,147.9
1043,CCS Compendium-8,Isocitric acid,C6H8O7,[M-H]-,-1,191.0192,-1,127.3
1058,CCS Compendium-8,Isocitric acid,C6H8O7,[M+Na]+,1,215.0168,1,142.8
1073,CCS Compendium-8,Isocitric acid,C6H8O7,[M+Na-2H]-,-1,213.0063,-1,136.5
1088,CCS Compendium-8,Mevalonic acid,C6H12O4,[M-H]-,-1,147.0657,-1,129.0
1103,CCS Compendium-8,Mevalonic acid,C6H12O4,[M+Na]+,1,171.062,1,132.9
1118,CCS Compendium-8,L-Tryptophan,C11H12N2O2,[M+Na]+,1,227.0786,1,147.2
1133,CCS Compendium-78,L-Tryptophan,C11H12N2O2,[M-H]-,-1,203.084,-1,149.1
1148,CCS Compendium-78,L-Tryptophan,C11H12N2O2,[M+H]+,1,205.0964,1,151.3
