	AllCCS ID	Name	Structure	Formula	Type	Adduct	m/z	CCS	Confidence level	Update date
1835	AllCCS00000179	3-Phosphoglycerol	C(C(COP(O)(O)=O)(O)[H])O	C3H9O6P	Experimental CCS	[M-H]-	171.0064	127.7	Conflict	2019-08-12
1836	AllCCS00000179	3-Phosphoglycerol	C(C(COP(O)(O)=O)(O)[H])O	C3H9O6P	Predicted CCS	[M+H]+	173.021	136.1	4	2023-04-30
1837	AllCCS00000179	3-Phosphoglycerol	C(C(COP(O)(O)=O)(O)[H])O	C3H9O6P	Predicted CCS	[M+Na]+	195.003	142.6	4	2023-04-30
1838	AllCCS00000179	3-Phosphoglycerol	C(C(COP(O)(O)=O)(O)[H])O	C3H9O6P	Predicted CCS	[M+NH4]+	190.0476	140.8	4	2023-04-30
1839	AllCCS00000179	3-Phosphoglycerol	C(C(COP(O)(O)=O)(O)[H])O	C3H9O6P	Predicted CCS	[M-H2O+H]+	155.0104	134.5	4	2023-04-30
1840	AllCCS00000179	3-Phosphoglycerol	C(C(COP(O)(O)=O)(O)[H])O	C3H9O6P	Predicted CCS	[M-H]-	171.0064	129.2	4	2023-04-30
1841	AllCCS00000179	3-Phosphoglycerol	C(C(COP(O)(O)=O)(O)[H])O	C3H9O6P	Predicted CCS	[M+Na-2H]-	192.9884	135.6	4	2023-04-30
1842	AllCCS00000179	3-Phosphoglycerol	C(C(COP(O)(O)=O)(O)[H])O	C3H9O6P	Predicted CCS	[M+HCOO]-	217.0119	145.0	4	2023-04-30
2579	AllCCS00000179	3-Phosphoglycerol	C(C(COP(O)(O)=O)(O)[H])O	C3H9O6P	Experimental CCS	[M+Na]+	195.003	138.9	Conflict	2019-08-12
2580	AllCCS00000179	3-Phosphoglycerol	C(C(COP(O)(O)=O)(O)[H])O	C3H9O6P	Experimental CCS	[M-H]-	171.0064	127.7	Conflict	2019-08-12
2581	AllCCS00000179	3-Phosphoglycerol	C(C(COP(O)(O)=O)(O)[H])O	C3H9O6P	Predicted CCS	[M+H]+	173.021	136.1	4	2023-04-30
2582	AllCCS00000179	3-Phosphoglycerol	C(C(COP(O)(O)=O)(O)[H])O	C3H9O6P	Predicted CCS	[M+Na]+	195.003	142.6	4	2023-04-30
2583	AllCCS00000179	3-Phosphoglycerol	C(C(COP(O)(O)=O)(O)[H])O	C3H9O6P	Predicted CCS	[M+NH4]+	190.0476	140.8	4	2023-04-30
2584	AllCCS00000179	3-Phosphoglycerol	C(C(COP(O)(O)=O)(O)[H])O	C3H9O6P	Predicted CCS	[M-H2O+H]+	155.0104	134.5	4	2023-04-30
2585	AllCCS00000179	3-Phosphoglycerol	C(C(COP(O)(O)=O)(O)[H])O	C3H9O6P	Predicted CCS	[M-H]-	171.0064	129.2	4	2023-04-30
2586	AllCCS00000179	3-Phosphoglycerol	C(C(COP(O)(O)=O)(O)[H])O	C3H9O6P	Predicted CCS	[M+Na-2H]-	192.9884	135.6	4	2023-04-30
2587	AllCCS00000179	3-Phosphoglycerol	C(C(COP(O)(O)=O)(O)[H])O	C3H9O6P	Predicted CCS	[M+HCOO]-	217.0119	145.0	4	2023-04-30
3245	AllCCS00051285	3-phosphonato-D-glyceroyl Phosphate(4-)	OC(COP(O)(O)=O)C(=O)OP(O)(O)=O	C3H8O10P2	Predicted CCS	[M+H]+	266.9666	151.8	4	2023-04-30
3246	AllCCS00051285	3-phosphonato-D-glyceroyl Phosphate(4-)	OC(COP(O)(O)=O)C(=O)OP(O)(O)=O	C3H8O10P2	Predicted CCS	[M+Na]+	288.9486	155.9	4	2023-04-30
3247	AllCCS00051285	3-phosphonato-D-glyceroyl Phosphate(4-)	OC(COP(O)(O)=O)C(=O)OP(O)(O)=O	C3H8O10P2	Predicted CCS	[M+NH4]+	283.9932	153.5	4	2023-04-30
3248	AllCCS00051285	3-phosphonato-D-glyceroyl Phosphate(4-)	OC(COP(O)(O)=O)C(=O)OP(O)(O)=O	C3H8O10P2	Predicted CCS	[M-H2O+H]+	248.956	144.4	4	2023-04-30
3249	AllCCS00051285	3-phosphonato-D-glyceroyl Phosphate(4-)	OC(COP(O)(O)=O)C(=O)OP(O)(O)=O	C3H8O10P2	Predicted CCS	[M-H]-	264.952	144.6	4	2023-04-30
3250	AllCCS00051285	3-phosphonato-D-glyceroyl Phosphate(4-)	OC(COP(O)(O)=O)C(=O)OP(O)(O)=O	C3H8O10P2	Predicted CCS	[M+Na-2H]-	286.934	148.5	4	2023-04-30
3251	AllCCS00051285	3-phosphonato-D-glyceroyl Phosphate(4-)	OC(COP(O)(O)=O)C(=O)OP(O)(O)=O	C3H8O10P2	Predicted CCS	[M+HCOO]-	310.9575	159.9	4	2023-04-30
3817	AllCCS00003577	3-Phosphonooxypyruvate	C(C(=O)C(=O)O)OP(=O)(O)O	C3H5O7P	Predicted CCS	[M+H]+	184.9846	136.5	4	2023-04-30
3818	AllCCS00003577	3-Phosphonooxypyruvate	C(C(=O)C(=O)O)OP(=O)(O)O	C3H5O7P	Predicted CCS	[M+Na]+	206.9666	141.8	4	2023-04-30
3819	AllCCS00003577	3-Phosphonooxypyruvate	C(C(=O)C(=O)O)OP(=O)(O)O	C3H5O7P	Predicted CCS	[M+NH4]+	202.0112	139.4	4	2023-04-30
3820	AllCCS00003577	3-Phosphonooxypyruvate	C(C(=O)C(=O)O)OP(=O)(O)O	C3H5O7P	Predicted CCS	[M-H2O+H]+	166.974	130.4	4	2023-04-30
3821	AllCCS00003577	3-Phosphonooxypyruvate	C(C(=O)C(=O)O)OP(=O)(O)O	C3H5O7P	Predicted CCS	[M-H]-	182.97	126.8	4	2023-04-30
3822	AllCCS00003577	3-Phosphonooxypyruvate	C(C(=O)C(=O)O)OP(=O)(O)O	C3H5O7P	Predicted CCS	[M+Na-2H]-	204.952	134.2	4	2023-04-30
3823	AllCCS00003577	3-Phosphonooxypyruvate	C(C(=O)C(=O)O)OP(=O)(O)O	C3H5O7P	Predicted CCS	[M+HCOO]-	228.9755	143.5	4	2023-04-30
1139	AllCCS00027240	3,4-Dimethylthiophene	CC1=CSC=C1C	C6H8S	Predicted CCS	[M+H]+	113.042	123.8	4	2023-04-30
1140	AllCCS00027240	3,4-Dimethylthiophene	CC1=CSC=C1C	C6H8S	Predicted CCS	[M+Na]+	135.024	132.9	4	2023-04-30
1141	AllCCS00027240	3,4-Dimethylthiophene	CC1=CSC=C1C	C6H8S	Predicted CCS	[M+NH4]+	130.0686	131.3	4	2023-04-30
1142	AllCCS00027240	3,4-Dimethylthiophene	CC1=CSC=C1C	C6H8S	Predicted CCS	[M-H2O+H]+	95.0314	119.6	4	2023-04-30
1143	AllCCS00027240	3,4-Dimethylthiophene	CC1=CSC=C1C	C6H8S	Predicted CCS	[M-H]-	111.0274	123.9	4	2023-04-30
1144	AllCCS00027240	3,4-Dimethylthiophene	CC1=CSC=C1C	C6H8S	Predicted CCS	[M+Na-2H]-	133.0094	127.8	4	2023-04-30
1145	AllCCS00027240	3,4-Dimethylthiophene	CC1=CSC=C1C	C6H8S	Predicted CCS	[M+HCOO]-	157.0329	131.5	4	2023-04-30
1244	AllCCS00049465	3,5-Dimethoxytoluene	[H]C1=C(OC([H])([H])[H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])([H])[H]	C9H12O2	Predicted CCS	[M+H]+	153.091	126.4	4	2023-04-30
1245	AllCCS00049465	3,5-Dimethoxytoluene	[H]C1=C(OC([H])([H])[H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])([H])[H]	C9H12O2	Predicted CCS	[M+Na]+	175.073	144.6	4	2023-04-30
1246	AllCCS00049465	3,5-Dimethoxytoluene	[H]C1=C(OC([H])([H])[H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])([H])[H]	C9H12O2	Predicted CCS	[M+NH4]+	170.1176	141.3	4	2023-04-30
1247	AllCCS00049465	3,5-Dimethoxytoluene	[H]C1=C(OC([H])([H])[H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])([H])[H]	C9H12O2	Predicted CCS	[M-H2O+H]+	135.0804	120.6	4	2023-04-30
1248	AllCCS00049465	3,5-Dimethoxytoluene	[H]C1=C(OC([H])([H])[H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])([H])[H]	C9H12O2	Predicted CCS	[M-H]-	151.0764	129.3	4	2023-04-30
1249	AllCCS00049465	3,5-Dimethoxytoluene	[H]C1=C(OC([H])([H])[H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])([H])[H]	C9H12O2	Predicted CCS	[M+Na-2H]-	173.0584	141.0	4	2023-04-30
1250	AllCCS00049465	3,5-Dimethoxytoluene	[H]C1=C(OC([H])([H])[H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])([H])[H]	C9H12O2	Predicted CCS	[M+HCOO]-	197.0819	145.4	4	2023-04-30
5977	AllCCS00030301	3,5,8-Megastigmatrien-7-one	C\C=C\C(=O)C1=C(C)C=CCC1(C)C	C13H18O	Predicted CCS	[M+H]+	191.1431	143.5	4	2023-04-30
5978	AllCCS00030301	3,5,8-Megastigmatrien-7-one	C\C=C\C(=O)C1=C(C)C=CCC1(C)C	C13H18O	Predicted CCS	[M+Na]+	213.1251	158.8	4	2023-04-30
5979	AllCCS00030301	3,5,8-Megastigmatrien-7-one	C\C=C\C(=O)C1=C(C)C=CCC1(C)C	C13H18O	Predicted CCS	[M+NH4]+	208.1697	155.6	4	2023-04-30
5980	AllCCS00030301	3,5,8-Megastigmatrien-7-one	C\C=C\C(=O)C1=C(C)C=CCC1(C)C	C13H18O	Predicted CCS	[M-H2O+H]+	173.1325	137.2	4	2023-04-30
5981	AllCCS00030301	3,5,8-Megastigmatrien-7-one	C\C=C\C(=O)C1=C(C)C=CCC1(C)C	C13H18O	Predicted CCS	[M-H]-	189.1285	145.6	4	2023-04-30
5982	AllCCS00030301	3,5,8-Megastigmatrien-7-one	C\C=C\C(=O)C1=C(C)C=CCC1(C)C	C13H18O	Predicted CCS	[M+Na-2H]-	211.1105	156.0	4	2023-04-30
5983	AllCCS00030301	3,5,8-Megastigmatrien-7-one	C\C=C\C(=O)C1=C(C)C=CCC1(C)C	C13H18O	Predicted CCS	[M+HCOO]-	235.134	157.7	4	2023-04-30
1328	AllCCS02048533	3,6-Dimethyl-2,3,4,5,8,9-hexahydrobenzofuran	CC1COC2C=C(C)CCC12	C10H16O	Predicted CCS	[M+H]+	153.1274	134.3	4	2023-04-30
1329	AllCCS02048533	3,6-Dimethyl-2,3,4,5,8,9-hexahydrobenzofuran	CC1COC2C=C(C)CCC12	C10H16O	Predicted CCS	[M+Na]+	175.1094	140.5	4	2023-04-30
1330	AllCCS02048533	3,6-Dimethyl-2,3,4,5,8,9-hexahydrobenzofuran	CC1COC2C=C(C)CCC12	C10H16O	Predicted CCS	[M+NH4]+	170.154	139.1	4	2023-04-30
1331	AllCCS02048533	3,6-Dimethyl-2,3,4,5,8,9-hexahydrobenzofuran	CC1COC2C=C(C)CCC12	C10H16O	Predicted CCS	[M-H2O+H]+	135.1168	128.3	4	2023-04-30
1332	AllCCS02048533	3,6-Dimethyl-2,3,4,5,8,9-hexahydrobenzofuran	CC1COC2C=C(C)CCC12	C10H16O	Predicted CCS	[M-H]-	151.1128	136.8	4	2023-04-30
1333	AllCCS02048533	3,6-Dimethyl-2,3,4,5,8,9-hexahydrobenzofuran	CC1COC2C=C(C)CCC12	C10H16O	Predicted CCS	[M+Na-2H]-	173.0948	138.3	4	2023-04-30
1334	AllCCS02048533	3,6-Dimethyl-2,3,4,5,8,9-hexahydrobenzofuran	CC1COC2C=C(C)CCC12	C10H16O	Predicted CCS	[M+HCOO]-	197.1183	139.0	4	2023-04-30
366	AllCCS00000116	3'-Phosphate-Adenosine-5'-Phosphate Sulfate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])OP(O)(=O)OS(O)(=O)=O	C10H15N5O13P2S	Experimental CCS	[M-H]-	505.9789	192.8	3	2019-08-12
367	AllCCS00000116	3'-Phosphate-Adenosine-5'-Phosphate Sulfate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])OP(O)(=O)OS(O)(=O)=O	C10H15N5O13P2S	Predicted CCS	[M+H]+	507.9935	196.1	4	2023-04-30
368	AllCCS00000116	3'-Phosphate-Adenosine-5'-Phosphate Sulfate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])OP(O)(=O)OS(O)(=O)=O	C10H15N5O13P2S	Predicted CCS	[M+Na]+	529.9755	202.2	4	2023-04-30
369	AllCCS00000116	3'-Phosphate-Adenosine-5'-Phosphate Sulfate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])OP(O)(=O)OS(O)(=O)=O	C10H15N5O13P2S	Predicted CCS	[M+NH4]+	525.0201	200.4	4	2023-04-30
370	AllCCS00000116	3'-Phosphate-Adenosine-5'-Phosphate Sulfate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])OP(O)(=O)OS(O)(=O)=O	C10H15N5O13P2S	Predicted CCS	[M-H2O+H]+	489.9829	197.1	4	2023-04-30
371	AllCCS00000116	3'-Phosphate-Adenosine-5'-Phosphate Sulfate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])OP(O)(=O)OS(O)(=O)=O	C10H15N5O13P2S	Predicted CCS	[M-H]-	505.9789	192.3	4	2023-04-30
372	AllCCS00000116	3'-Phosphate-Adenosine-5'-Phosphate Sulfate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])OP(O)(=O)OS(O)(=O)=O	C10H15N5O13P2S	Predicted CCS	[M+Na-2H]-	527.9609	196.3	4	2023-04-30
373	AllCCS00000116	3'-Phosphate-Adenosine-5'-Phosphate Sulfate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])OP(O)(=O)OS(O)(=O)=O	C10H15N5O13P2S	Predicted CCS	[M+HCOO]-	551.9844	205.2	4	2023-04-30
5214	AllCCS00002519	3',5'-Cyclic CMP	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)OP(=O)(O1)O	C9H12N3O7P	Predicted CCS	[M+H]+	306.0486	171.0	4	2023-04-30
5215	AllCCS00002519	3',5'-Cyclic CMP	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)OP(=O)(O1)O	C9H12N3O7P	Predicted CCS	[M+Na]+	328.0306	181.2	4	2023-04-30
5216	AllCCS00002519	3',5'-Cyclic CMP	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)OP(=O)(O1)O	C9H12N3O7P	Predicted CCS	[M+NH4]+	323.0752	179.3	4	2023-04-30
5217	AllCCS00002519	3',5'-Cyclic CMP	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)OP(=O)(O1)O	C9H12N3O7P	Predicted CCS	[M-H2O+H]+	288.038	158.7	4	2023-04-30
5218	AllCCS00002519	3',5'-Cyclic CMP	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)OP(=O)(O1)O	C9H12N3O7P	Predicted CCS	[M-H]-	304.034	165.8	4	2023-04-30
5219	AllCCS00002519	3',5'-Cyclic CMP	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)OP(=O)(O1)O	C9H12N3O7P	Predicted CCS	[M+Na-2H]-	326.016	175.6	4	2023-04-30
5220	AllCCS00002519	3',5'-Cyclic CMP	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)OP(=O)(O1)O	C9H12N3O7P	Predicted CCS	[M+HCOO]-	350.0395	182.3	4	2023-04-30
5228	AllCCS00002530	3',5'-Cyclic dAMP	C1[C@H]2[C@@H](COP(=O)(O2)O)O[C@H]1N3C=NC4=C3N=CN=C4N	C10H12N5O5P	Predicted CCS	[M+H]+	314.0649	171.7	4	2023-04-30
5229	AllCCS00002530	3',5'-Cyclic dAMP	C1[C@H]2[C@@H](COP(=O)(O2)O)O[C@H]1N3C=NC4=C3N=CN=C4N	C10H12N5O5P	Predicted CCS	[M+Na]+	336.0469	183.4	4	2023-04-30
5230	AllCCS00002530	3',5'-Cyclic dAMP	C1[C@H]2[C@@H](COP(=O)(O2)O)O[C@H]1N3C=NC4=C3N=CN=C4N	C10H12N5O5P	Predicted CCS	[M+NH4]+	331.0915	180.5	4	2023-04-30
5231	AllCCS00002530	3',5'-Cyclic dAMP	C1[C@H]2[C@@H](COP(=O)(O2)O)O[C@H]1N3C=NC4=C3N=CN=C4N	C10H12N5O5P	Predicted CCS	[M-H2O+H]+	296.0543	162.0	4	2023-04-30
5232	AllCCS00002530	3',5'-Cyclic dAMP	C1[C@H]2[C@@H](COP(=O)(O2)O)O[C@H]1N3C=NC4=C3N=CN=C4N	C10H12N5O5P	Predicted CCS	[M-H]-	312.0503	169.8	4	2023-04-30
5233	AllCCS00002530	3',5'-Cyclic dAMP	C1[C@H]2[C@@H](COP(=O)(O2)O)O[C@H]1N3C=NC4=C3N=CN=C4N	C10H12N5O5P	Predicted CCS	[M+Na-2H]-	334.0323	178.4	4	2023-04-30
5234	AllCCS00002530	3',5'-Cyclic dAMP	C1[C@H]2[C@@H](COP(=O)(O2)O)O[C@H]1N3C=NC4=C3N=CN=C4N	C10H12N5O5P	Predicted CCS	[M+HCOO]-	358.0558	181.7	4	2023-04-30
5221	AllCCS00002520	3',5'-Cyclic IMP	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC=NC4=O)O)OP(=O)(O1)O	C10H11N4O7P	Predicted CCS	[M+H]+	331.0438	173.4	4	2023-04-30
5222	AllCCS00002520	3',5'-Cyclic IMP	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC=NC4=O)O)OP(=O)(O1)O	C10H11N4O7P	Predicted CCS	[M+Na]+	353.0258	184.3	4	2023-04-30
5223	AllCCS00002520	3',5'-Cyclic IMP	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC=NC4=O)O)OP(=O)(O1)O	C10H11N4O7P	Predicted CCS	[M+NH4]+	348.0704	182.5	4	2023-04-30
5224	AllCCS00002520	3',5'-Cyclic IMP	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC=NC4=O)O)OP(=O)(O1)O	C10H11N4O7P	Predicted CCS	[M-H2O+H]+	313.0332	161.4	4	2023-04-30
5225	AllCCS00002520	3',5'-Cyclic IMP	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC=NC4=O)O)OP(=O)(O1)O	C10H11N4O7P	Predicted CCS	[M-H]-	329.0292	166.6	4	2023-04-30
5226	AllCCS00002520	3',5'-Cyclic IMP	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC=NC4=O)O)OP(=O)(O1)O	C10H11N4O7P	Predicted CCS	[M+Na-2H]-	351.0112	177.5	4	2023-04-30
5227	AllCCS00002520	3',5'-Cyclic IMP	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC=NC4=O)O)OP(=O)(O1)O	C10H11N4O7P	Predicted CCS	[M+HCOO]-	375.0347	185.2	4	2023-04-30
976	AllCCS00122282	3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde	C1C[C@H](O)[C@](C=O)(C)[C@@]2([H])[C@@]1(C)[C@]1([H])C([C@@]3([H])[C@@](C)([C@@]([H])([C@H](C)CCCC(C)C)CC3)CC1)=CC2	C29H48O2	Predicted CCS	[M+H]+	429.3727	217.8	4	2023-04-30
977	AllCCS00122282	3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde	C1C[C@H](O)[C@](C=O)(C)[C@@]2([H])[C@@]1(C)[C@]1([H])C([C@@]3([H])[C@@](C)([C@@]([H])([C@H](C)CCCC(C)C)CC3)CC1)=CC2	C29H48O2	Predicted CCS	[M+Na]+	451.3547	226.3	4	2023-04-30
978	AllCCS00122282	3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde	C1C[C@H](O)[C@](C=O)(C)[C@@]2([H])[C@@]1(C)[C@]1([H])C([C@@]3([H])[C@@](C)([C@@]([H])([C@H](C)CCCC(C)C)CC3)CC1)=CC2	C29H48O2	Predicted CCS	[M+NH4]+	446.3993	225.6	4	2023-04-30
979	AllCCS00122282	3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde	C1C[C@H](O)[C@](C=O)(C)[C@@]2([H])[C@@]1(C)[C@]1([H])C([C@@]3([H])[C@@](C)([C@@]([H])([C@H](C)CCCC(C)C)CC3)CC1)=CC2	C29H48O2	Predicted CCS	[M-H2O+H]+	411.3621	211.1	4	2023-04-30
980	AllCCS00122282	3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde	C1C[C@H](O)[C@](C=O)(C)[C@@]2([H])[C@@]1(C)[C@]1([H])C([C@@]3([H])[C@@](C)([C@@]([H])([C@H](C)CCCC(C)C)CC3)CC1)=CC2	C29H48O2	Predicted CCS	[M-H]-	427.3581	218.0	4	2023-04-30
981	AllCCS00122282	3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde	C1C[C@H](O)[C@](C=O)(C)[C@@]2([H])[C@@]1(C)[C@]1([H])C([C@@]3([H])[C@@](C)([C@@]([H])([C@H](C)CCCC(C)C)CC3)CC1)=CC2	C29H48O2	Predicted CCS	[M+Na-2H]-	449.3401	220.9	4	2023-04-30
982	AllCCS00122282	3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde	C1C[C@H](O)[C@](C=O)(C)[C@@]2([H])[C@@]1(C)[C@]1([H])C([C@@]3([H])[C@@](C)([C@@]([H])([C@H](C)CCCC(C)C)CC3)CC1)=CC2	C29H48O2	Predicted CCS	[M+HCOO]-	473.3636	221.6	4	2023-04-30
7353	AllCCS00004303	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H]([C@@]4(C)C(=O)O)O)C)C	C29H48O3	Predicted CCS	[M+H]+	445.3676	215.9	4	2023-04-30
7354	AllCCS00004303	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H]([C@@]4(C)C(=O)O)O)C)C	C29H48O3	Predicted CCS	[M+Na]+	467.3496	229.4	4	2023-04-30
7355	AllCCS00004303	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H]([C@@]4(C)C(=O)O)O)C)C	C29H48O3	Predicted CCS	[M+NH4]+	462.3942	228.5	4	2023-04-30
7356	AllCCS00004303	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H]([C@@]4(C)C(=O)O)O)C)C	C29H48O3	Predicted CCS	[M-H2O+H]+	427.357	211.5	4	2023-04-30
7357	AllCCS00004303	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H]([C@@]4(C)C(=O)O)O)C)C	C29H48O3	Predicted CCS	[M-H]-	443.353	219.4	4	2023-04-30
7358	AllCCS00004303	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H]([C@@]4(C)C(=O)O)O)C)C	C29H48O3	Predicted CCS	[M+Na-2H]-	465.335	222.0	4	2023-04-30
7359	AllCCS00004303	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H]([C@@]4(C)C(=O)O)O)C)C	C29H48O3	Predicted CCS	[M+HCOO]-	489.3585	223.2	4	2023-04-30
5063	AllCCS00026876	4-(2,6,6-Trimethylcyclohex-1-enyl)but-2-en-4-one	C\C=C\C(=O)C1=C(C)CCCC1(C)C	C13H20O	Predicted CCS	[M+H]+	193.1587	146.1	4	2023-04-30
5064	AllCCS00026876	4-(2,6,6-Trimethylcyclohex-1-enyl)but-2-en-4-one	C\C=C\C(=O)C1=C(C)CCCC1(C)C	C13H20O	Predicted CCS	[M+Na]+	215.1407	160.1	4	2023-04-30
5065	AllCCS00026876	4-(2,6,6-Trimethylcyclohex-1-enyl)but-2-en-4-one	C\C=C\C(=O)C1=C(C)CCCC1(C)C	C13H20O	Predicted CCS	[M+NH4]+	210.1853	156.3	4	2023-04-30
5066	AllCCS00026876	4-(2,6,6-Trimethylcyclohex-1-enyl)but-2-en-4-one	C\C=C\C(=O)C1=C(C)CCCC1(C)C	C13H20O	Predicted CCS	[M-H2O+H]+	175.1481	139.4	4	2023-04-30
5067	AllCCS00026876	4-(2,6,6-Trimethylcyclohex-1-enyl)but-2-en-4-one	C\C=C\C(=O)C1=C(C)CCCC1(C)C	C13H20O	Predicted CCS	[M-H]-	191.1441	147.7	4	2023-04-30
5068	AllCCS00026876	4-(2,6,6-Trimethylcyclohex-1-enyl)but-2-en-4-one	C\C=C\C(=O)C1=C(C)CCCC1(C)C	C13H20O	Predicted CCS	[M+Na-2H]-	213.1261	157.3	4	2023-04-30
5069	AllCCS00026876	4-(2,6,6-Trimethylcyclohex-1-enyl)but-2-en-4-one	C\C=C\C(=O)C1=C(C)CCCC1(C)C	C13H20O	Predicted CCS	[M+HCOO]-	237.1496	158.1	4	2023-04-30
1314	AllCCS00536600	4-(2,6,6-trimethylcyclohex-2-en-1-yl)butan-2-one	CC(=O)CCC1C(=CCCC1(C)C)C	C13H22O	Predicted CCS	[M+H]+	195.1744	147.9	4	2023-04-30
1315	AllCCS00536600	4-(2,6,6-trimethylcyclohex-2-en-1-yl)butan-2-one	CC(=O)CCC1C(=CCCC1(C)C)C	C13H22O	Predicted CCS	[M+Na]+	217.1564	158.8	4	2023-04-30
1316	AllCCS00536600	4-(2,6,6-trimethylcyclohex-2-en-1-yl)butan-2-one	CC(=O)CCC1C(=CCCC1(C)C)C	C13H22O	Predicted CCS	[M+NH4]+	212.201	156.5	4	2023-04-30
1317	AllCCS00536600	4-(2,6,6-trimethylcyclohex-2-en-1-yl)butan-2-one	CC(=O)CCC1C(=CCCC1(C)C)C	C13H22O	Predicted CCS	[M-H2O+H]+	177.1638	142.9	4	2023-04-30
