	AllCCS ID	Name	Structure	Formula	Type	Adduct	m/z	CCS	Confidence level	Update date
178	AllCCS00004144	N-Acetyl-alpha-D-glucosamine 1-phosphate	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO)O)O	C8H16NO9P	Predicted CCS	[M-H]-	300.049	155.0	4	2023-04-30
179	AllCCS00004144	N-Acetyl-alpha-D-glucosamine 1-phosphate	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO)O)O	C8H16NO9P	Predicted CCS	[M+Na-2H]-	322.031	158.6	4	2023-04-30
180	AllCCS00004144	N-Acetyl-alpha-D-glucosamine 1-phosphate	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO)O)O	C8H16NO9P	Predicted CCS	[M+HCOO]-	346.0545	169.9	4	2023-04-30
39	AllCCS00000383	N-acetyl-D-glucosamine-6-phosphate	CC(=NC1(C(C(C(COP(O)(O)=O)(OC1(O)[H])[H])(O)[H])(O)[H])[H])O	C8H16NO9P	Experimental CCS	[M+Na]+	324.0456	164.3	3	2019-08-12
40	AllCCS00000383	N-acetyl-D-glucosamine-6-phosphate	CC(=NC1(C(C(C(COP(O)(O)=O)(OC1(O)[H])[H])(O)[H])(O)[H])[H])O	C8H16NO9P	Experimental CCS	[M-H]-	300.049	152.8	3	2019-08-12
41	AllCCS00000383	N-acetyl-D-glucosamine-6-phosphate	CC(=NC1(C(C(C(COP(O)(O)=O)(OC1(O)[H])[H])(O)[H])(O)[H])[H])O	C8H16NO9P	Predicted CCS	[M+H]+	302.0636	156.9	4	2023-04-30
42	AllCCS00000383	N-acetyl-D-glucosamine-6-phosphate	CC(=NC1(C(C(C(COP(O)(O)=O)(OC1(O)[H])[H])(O)[H])(O)[H])[H])O	C8H16NO9P	Predicted CCS	[M+Na]+	324.0456	165.2	4	2023-04-30
43	AllCCS00000383	N-acetyl-D-glucosamine-6-phosphate	CC(=NC1(C(C(C(COP(O)(O)=O)(OC1(O)[H])[H])(O)[H])(O)[H])[H])O	C8H16NO9P	Predicted CCS	[M+NH4]+	319.0902	162.5	4	2023-04-30
44	AllCCS00000383	N-acetyl-D-glucosamine-6-phosphate	CC(=NC1(C(C(C(COP(O)(O)=O)(OC1(O)[H])[H])(O)[H])(O)[H])[H])O	C8H16NO9P	Predicted CCS	[M-H2O+H]+	284.053	155.0	4	2023-04-30
45	AllCCS00000383	N-acetyl-D-glucosamine-6-phosphate	CC(=NC1(C(C(C(COP(O)(O)=O)(OC1(O)[H])[H])(O)[H])(O)[H])[H])O	C8H16NO9P	Predicted CCS	[M-H]-	300.049	153.3	4	2023-04-30
46	AllCCS00000383	N-acetyl-D-glucosamine-6-phosphate	CC(=NC1(C(C(C(COP(O)(O)=O)(OC1(O)[H])[H])(O)[H])(O)[H])[H])O	C8H16NO9P	Predicted CCS	[M+Na-2H]-	322.031	160.0	4	2023-04-30
47	AllCCS00000383	N-acetyl-D-glucosamine-6-phosphate	CC(=NC1(C(C(C(COP(O)(O)=O)(OC1(O)[H])[H])(O)[H])(O)[H])[H])O	C8H16NO9P	Predicted CCS	[M+HCOO]-	346.0545	171.7	4	2023-04-30
919	AllCCS00004614	N-Acetyl-D-phenylalanine	CC(=O)N[C@H](CC1=CC=CC=C1)C(=O)O	C11H13NO3	Predicted CCS	[M+H]+	208.0968	142.5	4	2023-04-30
920	AllCCS00004614	N-Acetyl-D-phenylalanine	CC(=O)N[C@H](CC1=CC=CC=C1)C(=O)O	C11H13NO3	Predicted CCS	[M+Na]+	230.0788	152.5	4	2023-04-30
921	AllCCS00004614	N-Acetyl-D-phenylalanine	CC(=O)N[C@H](CC1=CC=CC=C1)C(=O)O	C11H13NO3	Predicted CCS	[M+NH4]+	225.1234	150.5	4	2023-04-30
922	AllCCS00004614	N-Acetyl-D-phenylalanine	CC(=O)N[C@H](CC1=CC=CC=C1)C(=O)O	C11H13NO3	Predicted CCS	[M-H2O+H]+	190.0862	139.8	4	2023-04-30
923	AllCCS00004614	N-Acetyl-D-phenylalanine	CC(=O)N[C@H](CC1=CC=CC=C1)C(=O)O	C11H13NO3	Predicted CCS	[M-H]-	206.0822	144.5	4	2023-04-30
924	AllCCS00004614	N-Acetyl-D-phenylalanine	CC(=O)N[C@H](CC1=CC=CC=C1)C(=O)O	C11H13NO3	Predicted CCS	[M+Na-2H]-	228.0642	148.4	4	2023-04-30
925	AllCCS00004614	N-Acetyl-D-phenylalanine	CC(=O)N[C@H](CC1=CC=CC=C1)C(=O)O	C11H13NO3	Predicted CCS	[M+HCOO]-	252.0877	156.6	4	2023-04-30
7182	AllCCS00001757	N-Acetyl-D-tryptophan	CC(=NC(CC1=CNC2=CC=CC=C12)(C(=O)O)[H])O	C13H14N2O3	Experimental CCS	[M+H]+	247.1077	155.7	3	2019-08-12
7183	AllCCS00001757	N-Acetyl-D-tryptophan	CC(=NC(CC1=CNC2=CC=CC=C12)(C(=O)O)[H])O	C13H14N2O3	Experimental CCS	[M+Na]+	269.0897	162.7	3	2019-08-12
7184	AllCCS00001757	N-Acetyl-D-tryptophan	CC(=NC(CC1=CNC2=CC=CC=C12)(C(=O)O)[H])O	C13H14N2O3	Experimental CCS	[M-H]-	245.0931	162.0	3	2019-08-12
7185	AllCCS00001757	N-Acetyl-D-tryptophan	CC(=NC(CC1=CNC2=CC=CC=C12)(C(=O)O)[H])O	C13H14N2O3	Predicted CCS	[M+H]+	247.1077	153.2	4	2023-04-30
7186	AllCCS00001757	N-Acetyl-D-tryptophan	CC(=NC(CC1=CNC2=CC=CC=C12)(C(=O)O)[H])O	C13H14N2O3	Predicted CCS	[M+Na]+	269.0897	158.7	4	2023-04-30
7187	AllCCS00001757	N-Acetyl-D-tryptophan	CC(=NC(CC1=CNC2=CC=CC=C12)(C(=O)O)[H])O	C13H14N2O3	Predicted CCS	[M+NH4]+	264.1343	157.4	4	2023-04-30
7188	AllCCS00001757	N-Acetyl-D-tryptophan	CC(=NC(CC1=CNC2=CC=CC=C12)(C(=O)O)[H])O	C13H14N2O3	Predicted CCS	[M-H2O+H]+	229.0971	148.2	4	2023-04-30
7189	AllCCS00001757	N-Acetyl-D-tryptophan	CC(=NC(CC1=CNC2=CC=CC=C12)(C(=O)O)[H])O	C13H14N2O3	Predicted CCS	[M-H]-	245.0931	158.8	4	2023-04-30
7190	AllCCS00001757	N-Acetyl-D-tryptophan	CC(=NC(CC1=CNC2=CC=CC=C12)(C(=O)O)[H])O	C13H14N2O3	Predicted CCS	[M+Na-2H]-	267.0751	154.8	4	2023-04-30
7191	AllCCS00001757	N-Acetyl-D-tryptophan	CC(=NC(CC1=CNC2=CC=CC=C12)(C(=O)O)[H])O	C13H14N2O3	Predicted CCS	[M+HCOO]-	291.0986	160.9	4	2023-04-30
2033	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Experimental CCS	[M+H]+	190.071	139.0	3	2019-08-12
2034	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Experimental CCS	[M+Na]+	212.053	144.9	Conflict	2019-08-12
2035	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Experimental CCS	[M-H]-	188.0564	138.0	2	2019-08-12
2036	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Experimental CCS	[M+Na-2H]-	210.0384	143.7	1	2019-08-12
2037	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Predicted CCS	[M+H]+	190.071	139.0	4	2023-04-30
2038	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Predicted CCS	[M+Na]+	212.053	147.5	4	2023-04-30
2039	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Predicted CCS	[M+NH4]+	207.0976	144.6	4	2023-04-30
2040	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Predicted CCS	[M-H2O+H]+	172.0604	134.8	4	2023-04-30
2041	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Predicted CCS	[M-H]-	188.0564	138.1	4	2023-04-30
2042	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Predicted CCS	[M+Na-2H]-	210.0384	142.6	4	2023-04-30
2043	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Predicted CCS	[M+HCOO]-	234.0619	147.4	4	2023-04-30
2669	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Experimental CCS	[M+H]+	190.071	139.0	3	2019-08-12
2670	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Experimental CCS	[M+Na]+	212.053	144.9	Conflict	2019-08-12
2671	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Experimental CCS	[M-H]-	188.0564	138.0	2	2019-08-12
2672	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Experimental CCS	[M+Na-2H]-	210.0384	143.7	1	2019-08-12
2673	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Predicted CCS	[M+H]+	190.071	139.0	4	2023-04-30
2674	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Predicted CCS	[M+Na]+	212.053	147.5	4	2023-04-30
2675	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Predicted CCS	[M+NH4]+	207.0976	144.6	4	2023-04-30
2676	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Predicted CCS	[M-H2O+H]+	172.0604	134.8	4	2023-04-30
2677	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Predicted CCS	[M-H]-	188.0564	138.1	4	2023-04-30
2678	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Predicted CCS	[M+Na-2H]-	210.0384	142.6	4	2023-04-30
2679	AllCCS00001755	N-Acetyl-L-Glutamate	CC(=NC(CCC(=O)O)(C(=O)O)[H])O	C7H11NO5	Predicted CCS	[M+HCOO]-	234.0619	147.4	4	2023-04-30
4895	AllCCS00002684	N-Acetyl-L-glutamate 5-semialdehyde	CC(=O)N[C@@H](CCC=O)C(=O)O	C7H11NO4	Predicted CCS	[M+H]+	174.0761	133.3	4	2023-04-30
4896	AllCCS00002684	N-Acetyl-L-glutamate 5-semialdehyde	CC(=O)N[C@@H](CCC=O)C(=O)O	C7H11NO4	Predicted CCS	[M+Na]+	196.0581	144.5	4	2023-04-30
4897	AllCCS00002684	N-Acetyl-L-glutamate 5-semialdehyde	CC(=O)N[C@@H](CCC=O)C(=O)O	C7H11NO4	Predicted CCS	[M+NH4]+	191.1027	141.2	4	2023-04-30
4898	AllCCS00002684	N-Acetyl-L-glutamate 5-semialdehyde	CC(=O)N[C@@H](CCC=O)C(=O)O	C7H11NO4	Predicted CCS	[M-H2O+H]+	156.0655	130.3	4	2023-04-30
4899	AllCCS00002684	N-Acetyl-L-glutamate 5-semialdehyde	CC(=O)N[C@@H](CCC=O)C(=O)O	C7H11NO4	Predicted CCS	[M-H]-	172.0615	133.4	4	2023-04-30
4900	AllCCS00002684	N-Acetyl-L-glutamate 5-semialdehyde	CC(=O)N[C@@H](CCC=O)C(=O)O	C7H11NO4	Predicted CCS	[M+Na-2H]-	194.0435	138.7	4	2023-04-30
4901	AllCCS00002684	N-Acetyl-L-glutamate 5-semialdehyde	CC(=O)N[C@@H](CCC=O)C(=O)O	C7H11NO4	Predicted CCS	[M+HCOO]-	218.067	149.0	4	2023-04-30
1420	AllCCS00000492	N-Acetylalanine	CC(C(=O)O)(N=C(C)O)[H]	C5H9NO3	Experimental CCS	[M+Na]+	154.0475	134.9	3	2019-08-12
1421	AllCCS00000492	N-Acetylalanine	CC(C(=O)O)(N=C(C)O)[H]	C5H9NO3	Experimental CCS	[M-H+2Na]+	176.0295	145.2	3	2019-08-12
1422	AllCCS00000492	N-Acetylalanine	CC(C(=O)O)(N=C(C)O)[H]	C5H9NO3	Predicted CCS	[M+H]+	132.0655	128.4	4	2023-04-30
1423	AllCCS00000492	N-Acetylalanine	CC(C(=O)O)(N=C(C)O)[H]	C5H9NO3	Predicted CCS	[M+Na]+	154.0475	135.5	4	2023-04-30
1424	AllCCS00000492	N-Acetylalanine	CC(C(=O)O)(N=C(C)O)[H]	C5H9NO3	Predicted CCS	[M+NH4]+	149.0921	133.0	4	2023-04-30
1425	AllCCS00000492	N-Acetylalanine	CC(C(=O)O)(N=C(C)O)[H]	C5H9NO3	Predicted CCS	[M-H2O+H]+	114.0549	123.6	4	2023-04-30
1426	AllCCS00000492	N-Acetylalanine	CC(C(=O)O)(N=C(C)O)[H]	C5H9NO3	Predicted CCS	[M-H]-	130.0509	126.8	4	2023-04-30
1427	AllCCS00000492	N-Acetylalanine	CC(C(=O)O)(N=C(C)O)[H]	C5H9NO3	Predicted CCS	[M+Na-2H]-	152.0329	130.4	4	2023-04-30
1428	AllCCS00000492	N-Acetylalanine	CC(C(=O)O)(N=C(C)O)[H]	C5H9NO3	Predicted CCS	[M+HCOO]-	176.0564	139.7	4	2023-04-30
1900	AllCCS00000389	N-Acetylglucosamine 1-phosphate	CC(=NC1(C(C(C(CO)(OC1(OP(O)(O)=O)[H])[H])(O)[H])(O)[H])[H])O	C8H16NO9P	Experimental CCS	[M+Na]+	324.0456	166.9	3	2019-08-12
1901	AllCCS00000389	N-Acetylglucosamine 1-phosphate	CC(=NC1(C(C(C(CO)(OC1(OP(O)(O)=O)[H])[H])(O)[H])(O)[H])[H])O	C8H16NO9P	Experimental CCS	[M-H]-	300.049	156.4	3	2019-08-12
1902	AllCCS00000389	N-Acetylglucosamine 1-phosphate	CC(=NC1(C(C(C(CO)(OC1(OP(O)(O)=O)[H])[H])(O)[H])(O)[H])[H])O	C8H16NO9P	Predicted CCS	[M+H]+	302.0636	157.9	4	2023-04-30
1903	AllCCS00000389	N-Acetylglucosamine 1-phosphate	CC(=NC1(C(C(C(CO)(OC1(OP(O)(O)=O)[H])[H])(O)[H])(O)[H])[H])O	C8H16NO9P	Predicted CCS	[M+Na]+	324.0456	167.4	4	2023-04-30
1904	AllCCS00000389	N-Acetylglucosamine 1-phosphate	CC(=NC1(C(C(C(CO)(OC1(OP(O)(O)=O)[H])[H])(O)[H])(O)[H])[H])O	C8H16NO9P	Predicted CCS	[M+NH4]+	319.0902	164.6	4	2023-04-30
1905	AllCCS00000389	N-Acetylglucosamine 1-phosphate	CC(=NC1(C(C(C(CO)(OC1(OP(O)(O)=O)[H])[H])(O)[H])(O)[H])[H])O	C8H16NO9P	Predicted CCS	[M-H2O+H]+	284.053	156.8	4	2023-04-30
1906	AllCCS00000389	N-Acetylglucosamine 1-phosphate	CC(=NC1(C(C(C(CO)(OC1(OP(O)(O)=O)[H])[H])(O)[H])(O)[H])[H])O	C8H16NO9P	Predicted CCS	[M-H]-	300.049	156.2	4	2023-04-30
1907	AllCCS00000389	N-Acetylglucosamine 1-phosphate	CC(=NC1(C(C(C(CO)(OC1(OP(O)(O)=O)[H])[H])(O)[H])(O)[H])[H])O	C8H16NO9P	Predicted CCS	[M+Na-2H]-	322.031	162.4	4	2023-04-30
1908	AllCCS00000389	N-Acetylglucosamine 1-phosphate	CC(=NC1(C(C(C(CO)(OC1(OP(O)(O)=O)[H])[H])(O)[H])(O)[H])[H])O	C8H16NO9P	Predicted CCS	[M+HCOO]-	346.0545	175.1	4	2023-04-30
1344	AllCCS00000063	N-Acetylglutamine	CC(=NC(CCC(=N)O)C(=O)O)O	C7H12N2O4	Experimental CCS	[M+Na]+	211.069	144.6	3	2019-08-12
1345	AllCCS00000063	N-Acetylglutamine	CC(=NC(CCC(=N)O)C(=O)O)O	C7H12N2O4	Experimental CCS	[M-H]-	187.0724	136.8	3	2019-08-12
1346	AllCCS00000063	N-Acetylglutamine	CC(=NC(CCC(=N)O)C(=O)O)O	C7H12N2O4	Predicted CCS	[M+H]+	189.087	138.0	4	2023-04-30
1347	AllCCS00000063	N-Acetylglutamine	CC(=NC(CCC(=N)O)C(=O)O)O	C7H12N2O4	Predicted CCS	[M+Na]+	211.069	145.1	4	2023-04-30
1348	AllCCS00000063	N-Acetylglutamine	CC(=NC(CCC(=N)O)C(=O)O)O	C7H12N2O4	Predicted CCS	[M+NH4]+	206.1136	142.6	4	2023-04-30
1349	AllCCS00000063	N-Acetylglutamine	CC(=NC(CCC(=N)O)C(=O)O)O	C7H12N2O4	Predicted CCS	[M-H2O+H]+	171.0764	133.8	4	2023-04-30
1350	AllCCS00000063	N-Acetylglutamine	CC(=NC(CCC(=N)O)C(=O)O)O	C7H12N2O4	Predicted CCS	[M-H]-	187.0724	136.9	4	2023-04-30
1351	AllCCS00000063	N-Acetylglutamine	CC(=NC(CCC(=N)O)C(=O)O)O	C7H12N2O4	Predicted CCS	[M+Na-2H]-	209.0544	140.7	4	2023-04-30
1352	AllCCS00000063	N-Acetylglutamine	CC(=NC(CCC(=N)O)C(=O)O)O	C7H12N2O4	Predicted CCS	[M+HCOO]-	233.0779	147.3	4	2023-04-30
10	AllCCS00000049	N-Acetylputrescine	CC(=NCCCCN)O	C6H14N2O	Experimental CCS	[M+H]+	131.1179	129.1	2	2019-08-12
11	AllCCS00000049	N-Acetylputrescine	CC(=NCCCCN)O	C6H14N2O	Experimental CCS	[M+Na]+	153.0999	135.3	2	2019-08-12
12	AllCCS00000049	N-Acetylputrescine	CC(=NCCCCN)O	C6H14N2O	Experimental CCS	[M-H]-	129.1033	127.2	3	2019-08-12
13	AllCCS00000049	N-Acetylputrescine	CC(=NCCCCN)O	C6H14N2O	Predicted CCS	[M+H]+	131.1179	128.8	4	2023-04-30
14	AllCCS00000049	N-Acetylputrescine	CC(=NCCCCN)O	C6H14N2O	Predicted CCS	[M+Na]+	153.0999	134.9	4	2023-04-30
15	AllCCS00000049	N-Acetylputrescine	CC(=NCCCCN)O	C6H14N2O	Predicted CCS	[M+NH4]+	148.1445	132.5	4	2023-04-30
16	AllCCS00000049	N-Acetylputrescine	CC(=NCCCCN)O	C6H14N2O	Predicted CCS	[M-H2O+H]+	113.1073	122.4	4	2023-04-30
17	AllCCS00000049	N-Acetylputrescine	CC(=NCCCCN)O	C6H14N2O	Predicted CCS	[M-H]-	129.1033	127.5	4	2023-04-30
18	AllCCS00000049	N-Acetylputrescine	CC(=NCCCCN)O	C6H14N2O	Predicted CCS	[M+Na-2H]-	151.0853	130.6	4	2023-04-30
19	AllCCS00000049	N-Acetylputrescine	CC(=NCCCCN)O	C6H14N2O	Predicted CCS	[M+HCOO]-	175.1088	136.0	4	2023-04-30
7448	AllCCS00845049	N-acetylserine	OCC(C(=O)O)NC(=O)C	C5H9NO4	Predicted CCS	[M+H]+	148.0605	130.5	4	2023-04-30
7449	AllCCS00845049	N-acetylserine	OCC(C(=O)O)NC(=O)C	C5H9NO4	Predicted CCS	[M+Na]+	170.0425	137.0	4	2023-04-30
7450	AllCCS00845049	N-acetylserine	OCC(C(=O)O)NC(=O)C	C5H9NO4	Predicted CCS	[M+NH4]+	165.0871	134.2	4	2023-04-30
7451	AllCCS00845049	N-acetylserine	OCC(C(=O)O)NC(=O)C	C5H9NO4	Predicted CCS	[M-H2O+H]+	130.0499	129.4	4	2023-04-30
7452	AllCCS00845049	N-acetylserine	OCC(C(=O)O)NC(=O)C	C5H9NO4	Predicted CCS	[M-H]-	146.0459	126.2	4	2023-04-30
7453	AllCCS00845049	N-acetylserine	OCC(C(=O)O)NC(=O)C	C5H9NO4	Predicted CCS	[M+Na-2H]-	168.0279	132.6	4	2023-04-30
7454	AllCCS00845049	N-acetylserine	OCC(C(=O)O)NC(=O)C	C5H9NO4	Predicted CCS	[M+HCOO]-	192.0514	142.4	4	2023-04-30
1573	AllCCS00016928	N-Alpha-acetyllysine	CC(=O)NC(CCCCN)C(O)=O	C8H16N2O3	Predicted CCS	[M+H]+	189.1234	138.5	4	2023-04-30
1574	AllCCS00016928	N-Alpha-acetyllysine	CC(=O)NC(CCCCN)C(O)=O	C8H16N2O3	Predicted CCS	[M+Na]+	211.1054	146.8	4	2023-04-30
1575	AllCCS00016928	N-Alpha-acetyllysine	CC(=O)NC(CCCCN)C(O)=O	C8H16N2O3	Predicted CCS	[M+NH4]+	206.15	144.6	4	2023-04-30
1576	AllCCS00016928	N-Alpha-acetyllysine	CC(=O)NC(CCCCN)C(O)=O	C8H16N2O3	Predicted CCS	[M-H2O+H]+	171.1128	137.8	4	2023-04-30
1577	AllCCS00016928	N-Alpha-acetyllysine	CC(=O)NC(CCCCN)C(O)=O	C8H16N2O3	Predicted CCS	[M-H]-	187.1088	139.7	4	2023-04-30
1578	AllCCS00016928	N-Alpha-acetyllysine	CC(=O)NC(CCCCN)C(O)=O	C8H16N2O3	Predicted CCS	[M+Na-2H]-	209.0908	141.9	4	2023-04-30
1579	AllCCS00016928	N-Alpha-acetyllysine	CC(=O)NC(CCCCN)C(O)=O	C8H16N2O3	Predicted CCS	[M+HCOO]-	233.1143	150.1	4	2023-04-30
1104	AllCCS00013810	n-Butylbenzene	CCCCC1=CC=CC=C1	C10H14	Predicted CCS	[M+H]+	135.1169	127.7	4	2023-04-30
1105	AllCCS00013810	n-Butylbenzene	CCCCC1=CC=CC=C1	C10H14	Predicted CCS	[M+Na]+	157.0989	138.7	4	2023-04-30
1106	AllCCS00013810	n-Butylbenzene	CCCCC1=CC=CC=C1	C10H14	Predicted CCS	[M+NH4]+	152.1435	137.0	4	2023-04-30
1107	AllCCS00013810	n-Butylbenzene	CCCCC1=CC=CC=C1	C10H14	Predicted CCS	[M-H2O+H]+	117.1063	122.8	4	2023-04-30
1108	AllCCS00013810	n-Butylbenzene	CCCCC1=CC=CC=C1	C10H14	Predicted CCS	[M-H]-	133.1023	128.5	4	2023-04-30
1109	AllCCS00013810	n-Butylbenzene	CCCCC1=CC=CC=C1	C10H14	Predicted CCS	[M+Na-2H]-	155.0843	135.9	4	2023-04-30
1110	AllCCS00013810	n-Butylbenzene	CCCCC1=CC=CC=C1	C10H14	Predicted CCS	[M+HCOO]-	179.1078	138.9	4	2023-04-30
1999	AllCCS00000493	N-Carbamoyl-L-Aspartate	C(C(C(=O)O)(NC(=N)O)[H])C(=O)O	C5H8N2O5	Experimental CCS	[M+Na]+	199.0326	139.2	3	2019-08-12
2000	AllCCS00000493	N-Carbamoyl-L-Aspartate	C(C(C(=O)O)(NC(=N)O)[H])C(=O)O	C5H8N2O5	Predicted CCS	[M+H]+	177.0506	133.7	4	2023-04-30
2001	AllCCS00000493	N-Carbamoyl-L-Aspartate	C(C(C(=O)O)(NC(=N)O)[H])C(=O)O	C5H8N2O5	Predicted CCS	[M+Na]+	199.0326	139.3	4	2023-04-30
2002	AllCCS00000493	N-Carbamoyl-L-Aspartate	C(C(C(=O)O)(NC(=N)O)[H])C(=O)O	C5H8N2O5	Predicted CCS	[M+NH4]+	194.0772	137.6	4	2023-04-30
2003	AllCCS00000493	N-Carbamoyl-L-Aspartate	C(C(C(=O)O)(NC(=N)O)[H])C(=O)O	C5H8N2O5	Predicted CCS	[M-H2O+H]+	159.04	130.5	4	2023-04-30
2004	AllCCS00000493	N-Carbamoyl-L-Aspartate	C(C(C(=O)O)(NC(=N)O)[H])C(=O)O	C5H8N2O5	Predicted CCS	[M-H]-	175.036	128.8	4	2023-04-30
2005	AllCCS00000493	N-Carbamoyl-L-Aspartate	C(C(C(=O)O)(NC(=N)O)[H])C(=O)O	C5H8N2O5	Predicted CCS	[M+Na-2H]-	197.018	134.3	4	2023-04-30
2006	AllCCS00000493	N-Carbamoyl-L-Aspartate	C(C(C(=O)O)(NC(=N)O)[H])C(=O)O	C5H8N2O5	Predicted CCS	[M+HCOO]-	221.0415	140.3	4	2023-04-30
6966	AllCCS00002367	N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium	C[N+](C)(C)CCOP(=O)(O)O	C5H15NO4P	Predicted CCS	[M+H]+	185.0812	138.6	4	2023-04-30
6967	AllCCS00002367	N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium	C[N+](C)(C)CCOP(=O)(O)O	C5H15NO4P	Predicted CCS	[M+Na]+	207.0632	151.1	4	2023-04-30
6968	AllCCS00002367	N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium	C[N+](C)(C)CCOP(=O)(O)O	C5H15NO4P	Predicted CCS	[M+NH4]+	202.1078	148.7	4	2023-04-30
6969	AllCCS00002367	N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium	C[N+](C)(C)CCOP(=O)(O)O	C5H15NO4P	Predicted CCS	[M-H2O+H]+	167.0706	129.5	4	2023-04-30
6970	AllCCS00002367	N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium	C[N+](C)(C)CCOP(=O)(O)O	C5H15NO4P	Predicted CCS	[M-H]-	183.0666	136.3	4	2023-04-30
6971	AllCCS00002367	N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium	C[N+](C)(C)CCOP(=O)(O)O	C5H15NO4P	Predicted CCS	[M+Na-2H]-	205.0486	146.3	4	2023-04-30
6972	AllCCS00002367	N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium	C[N+](C)(C)CCOP(=O)(O)O	C5H15NO4P	Predicted CCS	[M+HCOO]-	229.0721	157.3	4	2023-04-30
321	AllCCS00863068	N,N'-bisformyl dityrosine	O=CNC(C(=O)O)Cc1ccc(c(c1)c1cc(CC(C(=O)O)NC=O)ccc1O)O	C20H20N2O8	Predicted CCS	[M+H]+	417.1293	191.8	4	2023-04-30
322	AllCCS00863068	N,N'-bisformyl dityrosine	O=CNC(C(=O)O)Cc1ccc(c(c1)c1cc(CC(C(=O)O)NC=O)ccc1O)O	C20H20N2O8	Predicted CCS	[M+Na]+	439.1113	203.8	4	2023-04-30
323	AllCCS00863068	N,N'-bisformyl dityrosine	O=CNC(C(=O)O)Cc1ccc(c(c1)c1cc(CC(C(=O)O)NC=O)ccc1O)O	C20H20N2O8	Predicted CCS	[M+NH4]+	434.1559	201.7	4	2023-04-30
324	AllCCS00863068	N,N'-bisformyl dityrosine	O=CNC(C(=O)O)Cc1ccc(c(c1)c1cc(CC(C(=O)O)NC=O)ccc1O)O	C20H20N2O8	Predicted CCS	[M-H2O+H]+	399.1187	189.1	4	2023-04-30
325	AllCCS00863068	N,N'-bisformyl dityrosine	O=CNC(C(=O)O)Cc1ccc(c(c1)c1cc(CC(C(=O)O)NC=O)ccc1O)O	C20H20N2O8	Predicted CCS	[M-H]-	415.1147	191.1	4	2023-04-30
