Name,Monoisotopic Mass,InChI Key,Chemical Formula,CCS Type,Adduct Type,Data Source / Predictor,m/z,CCS Value (Å²),Reference
Lysine,146.105527702,[M+H]+,Predicted,AllCCS,147.11280370199998,133.2,32859911,KDXKERNSBIXSRK-YFKPBYRVSA-N,C6H14N2O2
Lysine,146.105527702,[M-H]-,Predicted,AllCCS,145.098251702,128.971,32859911,KDXKERNSBIXSRK-YFKPBYRVSA-N,C6H14N2O2
Lysine,146.105527702,[M+H]+,Predicted,DeepCCS,147.11280370199998,131.353,30932474,KDXKERNSBIXSRK-YFKPBYRVSA-N,C6H14N2O2
Lysine,146.105527702,[M-H]-,Predicted,DeepCCS,145.098251702,128.057,30932474,KDXKERNSBIXSRK-YFKPBYRVSA-N,C6H14N2O2
Lysine,146.105527702,[M-2H]-,Predicted,DeepCCS,72.549125851,165.057,30932474,KDXKERNSBIXSRK-YFKPBYRVSA-N,C6H14N2O2
Lysine,146.105527702,[M+Na]+,Predicted,DeepCCS,169.09474570199998,140.097,30932474,KDXKERNSBIXSRK-YFKPBYRVSA-N,C6H14N2O2
Lysine,146.105527702,[M+H]+,Predicted,AllCCS,147.11280370199998,133.2,32859911,KDXKERNSBIXSRK-YFKPBYRVSA-N,C6H14N2O2
Lysine,146.105527702,[M+H-H2O]+,Predicted,AllCCS,129.102238702,129.2,32859911,KDXKERNSBIXSRK-YFKPBYRVSA-N,C6H14N2O2
Lysine,146.105527702,[M+NH4]+,Predicted,AllCCS,164.139350702,136.9,32859911,KDXKERNSBIXSRK-YFKPBYRVSA-N,C6H14N2O2
Lysine,146.105527702,[M+Na]+,Predicted,AllCCS,169.09474570199998,138.0,32859911,KDXKERNSBIXSRK-YFKPBYRVSA-N,C6H14N2O2
Lysine,146.105527702,[M-H]-,Predicted,AllCCS,145.098251702,129.0,32859911,KDXKERNSBIXSRK-YFKPBYRVSA-N,C6H14N2O2
Lysine,146.105527702,[M+Na-2H]-,Predicted,AllCCS,167.08019370199997,131.1,32859911,KDXKERNSBIXSRK-YFKPBYRVSA-N,C6H14N2O2
Lysine,146.105527702,[M+HCOO]-,Predicted,AllCCS,191.10372870199998,133.6,32859911,KDXKERNSBIXSRK-YFKPBYRVSA-N,C6H14N2O2
Methionine,149.051049291,[M+H]+,Predicted,DarkChem,150.058325291,133.73,31661259,FFEARJCKVFRZRR-BYPYZUCNSA-N,C5H11NO2S
Methionine,149.051049291,[M-H]-,Predicted,DarkChem,148.043773291,129.416,31661259,FFEARJCKVFRZRR-BYPYZUCNSA-N,C5H11NO2S
Methionine,149.051049291,[M+H]+,Predicted,AllCCS,150.058325291,133.668,32859911,FFEARJCKVFRZRR-BYPYZUCNSA-N,C5H11NO2S
Methionine,149.051049291,[M-H]-,Predicted,AllCCS,148.043773291,135.028,32859911,FFEARJCKVFRZRR-BYPYZUCNSA-N,C5H11NO2S
Methionine,149.051049291,[M+H]+,Predicted,DeepCCS,150.058325291,128.711,30932474,FFEARJCKVFRZRR-BYPYZUCNSA-N,C5H11NO2S
Methionine,149.051049291,[M-H]-,Predicted,DeepCCS,148.043773291,125.457,30932474,FFEARJCKVFRZRR-BYPYZUCNSA-N,C5H11NO2S
Methionine,149.051049291,[M-2H]-,Predicted,DeepCCS,74.0218866455,162.431,30932474,FFEARJCKVFRZRR-BYPYZUCNSA-N,C5H11NO2S
Methionine,149.051049291,[M+Na]+,Predicted,DeepCCS,172.040267291,137.356,30932474,FFEARJCKVFRZRR-BYPYZUCNSA-N,C5H11NO2S
Methionine,149.051049291,[M+H]+,Predicted,AllCCS,150.058325291,133.7,32859911,FFEARJCKVFRZRR-BYPYZUCNSA-N,C5H11NO2S
Methionine,149.051049291,[M+H-H2O]+,Predicted,AllCCS,132.047760291,129.8,32859911,FFEARJCKVFRZRR-BYPYZUCNSA-N,C5H11NO2S
Methionine,149.051049291,[M+NH4]+,Predicted,AllCCS,167.084872291,137.3,32859911,FFEARJCKVFRZRR-BYPYZUCNSA-N,C5H11NO2S
Methionine,149.051049291,[M+Na]+,Predicted,AllCCS,172.040267291,138.4,32859911,FFEARJCKVFRZRR-BYPYZUCNSA-N,C5H11NO2S
Methionine,149.051049291,[M-H]-,Predicted,AllCCS,148.043773291,135.0,32859911,FFEARJCKVFRZRR-BYPYZUCNSA-N,C5H11NO2S
Methionine,149.051049291,[M+Na-2H]-,Predicted,AllCCS,170.02571529099998,137.8,32859911,FFEARJCKVFRZRR-BYPYZUCNSA-N,C5H11NO2S
Methionine,149.051049291,[M+HCOO]-,Predicted,AllCCS,194.049250291,140.9,32859911,FFEARJCKVFRZRR-BYPYZUCNSA-N,C5H11NO2S
Phenylalanine,165.078978601,[M+H]+,Predicted,DarkChem,166.08625460099998,136.759,31661259,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Phenylalanine,165.078978601,[M-H]-,Predicted,DarkChem,164.071702601,134.973,31661259,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Phenylalanine,165.078978601,[M+H]+,Predicted,AllCCS,166.08625460099998,136.853,32859911,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Phenylalanine,165.078978601,[M-H]-,Predicted,AllCCS,164.071702601,135.247,32859911,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Phenylalanine,165.078978601,[M+H]+,Predicted,DeepCCS,166.08625460099998,133.926,30932474,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Phenylalanine,165.078978601,[M+H]+,Predicted,DeepCCS,166.08625460099998,130.072,30932474,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Phenylalanine,165.078978601,[M-H]-,Predicted,DeepCCS,164.071702601,130.506,30932474,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Phenylalanine,165.078978601,[M-H]-,Predicted,DeepCCS,164.071702601,126.243,30932474,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Phenylalanine,165.078978601,[M-2H]-,Predicted,DeepCCS,82.0358513005,167.718,30932474,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Phenylalanine,165.078978601,[M+Na]+,Predicted,DeepCCS,188.06819660099998,143.256,30932474,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Phenylalanine,165.078978601,[M-2H]-,Predicted,DeepCCS,82.0358513005,163.625,30932474,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Phenylalanine,165.078978601,[M+Na]+,Predicted,DeepCCS,188.06819660099998,139.115,30932474,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Phenylalanine,165.078978601,[M+H]+,Predicted,AllCCS,166.08625460099998,136.9,32859911,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Phenylalanine,165.078978601,[M+H-H2O]+,Predicted,AllCCS,148.075689601,132.5,32859911,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Phenylalanine,165.078978601,[M+NH4]+,Predicted,AllCCS,183.112801601,140.9,32859911,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Phenylalanine,165.078978601,[M+Na]+,Predicted,AllCCS,188.06819660099998,142.0,32859911,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Phenylalanine,165.078978601,[M-H]-,Predicted,AllCCS,164.071702601,135.2,32859911,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Phenylalanine,165.078978601,[M+Na-2H]-,Predicted,AllCCS,186.05364460099997,136.3,32859911,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Phenylalanine,165.078978601,[M+HCOO]-,Predicted,AllCCS,210.07717960099998,137.6,32859911,COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2
Proline,115.063328537,[M+H]+,Predicted,DarkChem,116.07060453700001,124.076,31661259,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C5H9NO2
Proline,115.063328537,[M-H]-,Predicted,DarkChem,114.056052537,118.356,31661259,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C5H9NO2
Proline,115.063328537,[M+H]+,Predicted,AllCCS,116.07060453700001,125.08,32859911,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C5H9NO2
Proline,115.063328537,[M-H]-,Predicted,AllCCS,114.056052537,120.874,32859911,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C5H9NO2
Proline,115.063328537,[M+H]+,Predicted,DeepCCS,116.07060453700001,119.333,30932474,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C5H9NO2
Proline,115.063328537,[M-H]-,Predicted,DeepCCS,114.056052537,115.749,30932474,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C5H9NO2
Proline,115.063328537,[M-2H]-,Predicted,DeepCCS,57.0280262685,153.162,30932474,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C5H9NO2
Proline,115.063328537,[M+Na]+,Predicted,DeepCCS,138.052546537,128.317,30932474,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C5H9NO2
Proline,115.063328537,[M+H]+,Predicted,AllCCS,116.07060453700001,125.1,32859911,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C5H9NO2
Proline,115.063328537,[M+H-H2O]+,Predicted,AllCCS,98.06003953700001,120.3,32859911,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C5H9NO2
Proline,115.063328537,[M+NH4]+,Predicted,AllCCS,133.097151537,129.5,32859911,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C5H9NO2
Proline,115.063328537,[M+Na]+,Predicted,AllCCS,138.052546537,130.8,32859911,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C5H9NO2
Proline,115.063328537,[M-H]-,Predicted,AllCCS,114.056052537,120.9,32859911,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C5H9NO2
Proline,115.063328537,[M+Na-2H]-,Predicted,AllCCS,136.037994537,123.4,32859911,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C5H9NO2
Proline,115.063328537,[M+HCOO]-,Predicted,AllCCS,160.061529537,126.2,32859911,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C5H9NO2
Serine,105.042593095,[M+H]+,Predicted,DarkChem,106.049869095,120.598,31661259,MTCFGRXMJLQNBG-REOHCLBHSA-N,C3H7NO3
Serine,105.042593095,[M-H]-,Predicted,DarkChem,104.035317095,115.528,31661259,MTCFGRXMJLQNBG-REOHCLBHSA-N,C3H7NO3
Serine,105.042593095,[M+H]+,Predicted,AllCCS,106.049869095,127.606,32859911,MTCFGRXMJLQNBG-REOHCLBHSA-N,C3H7NO3
Serine,105.042593095,[M-H]-,Predicted,AllCCS,104.035317095,120.32,32859911,MTCFGRXMJLQNBG-REOHCLBHSA-N,C3H7NO3
Serine,105.042593095,[M+H]+,Predicted,DeepCCS,106.049869095,118.188,30932474,MTCFGRXMJLQNBG-REOHCLBHSA-N,C3H7NO3
Serine,105.042593095,[M-H]-,Predicted,DeepCCS,104.035317095,115.388,30932474,MTCFGRXMJLQNBG-REOHCLBHSA-N,C3H7NO3
Serine,105.042593095,[M-2H]-,Predicted,DeepCCS,52.0176585475,151.848,30932474,MTCFGRXMJLQNBG-REOHCLBHSA-N,C3H7NO3
Serine,105.042593095,[M+Na]+,Predicted,DeepCCS,128.031811095,126.574,30932474,MTCFGRXMJLQNBG-REOHCLBHSA-N,C3H7NO3
Serine,105.042593095,[M+H]+,Predicted,AllCCS,106.049869095,127.6,32859911,MTCFGRXMJLQNBG-REOHCLBHSA-N,C3H7NO3
Serine,105.042593095,[M+H-H2O]+,Predicted,AllCCS,88.039304095,123.3,32859911,MTCFGRXMJLQNBG-REOHCLBHSA-N,C3H7NO3
Serine,105.042593095,[M+NH4]+,Predicted,AllCCS,123.076416095,131.6,32859911,MTCFGRXMJLQNBG-REOHCLBHSA-N,C3H7NO3
Serine,105.042593095,[M+Na]+,Predicted,AllCCS,128.031811095,132.8,32859911,MTCFGRXMJLQNBG-REOHCLBHSA-N,C3H7NO3
Serine,105.042593095,[M-H]-,Predicted,AllCCS,104.035317095,120.3,32859911,MTCFGRXMJLQNBG-REOHCLBHSA-N,C3H7NO3
Serine,105.042593095,[M+Na-2H]-,Predicted,AllCCS,126.017259095,124.2,32859911,MTCFGRXMJLQNBG-REOHCLBHSA-N,C3H7NO3
Serine,105.042593095,[M+HCOO]-,Predicted,AllCCS,150.040794095,128.4,32859911,MTCFGRXMJLQNBG-REOHCLBHSA-N,C3H7NO3
L-Threonine,119.058243159,[M+H]+,Predicted,DarkChem,120.065519159,127.009,31661259,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3
L-Threonine,119.058243159,[M-H]-,Predicted,DarkChem,118.050967159,122.287,31661259,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3
L-Threonine,119.058243159,[M+H]+,Predicted,AllCCS,120.065519159,130.394,32859911,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3
L-Threonine,119.058243159,[M-H]-,Predicted,AllCCS,118.050967159,121.926,32859911,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3
L-Threonine,119.058243159,[M+H]+,Predicted,DeepCCS,120.065519159,126.268,30932474,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3
L-Threonine,119.058243159,[M-H]-,Predicted,DeepCCS,118.050967159,122.737,30932474,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3
L-Threonine,119.058243159,[M-2H]-,Predicted,DeepCCS,59.0254835795,159.933,30932474,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3
L-Threonine,119.058243159,[M+Na]+,Predicted,DeepCCS,142.047461159,135.377,30932474,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3
L-Threonine,119.058243159,[M+H]+,Predicted,AllCCS,120.065519159,130.4,32859911,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3
L-Threonine,119.058243159,[M+H-H2O]+,Predicted,AllCCS,102.054954159,126.2,32859911,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3
L-Threonine,119.058243159,[M+NH4]+,Predicted,AllCCS,137.092066159,134.3,32859911,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3
L-Threonine,119.058243159,[M+Na]+,Predicted,AllCCS,142.047461159,135.4,32859911,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3
L-Threonine,119.058243159,[M-H]-,Predicted,AllCCS,118.050967159,121.9,32859911,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3
L-Threonine,119.058243159,[M+Na-2H]-,Predicted,AllCCS,140.03290915899998,125.2,32859911,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3
L-Threonine,119.058243159,[M+HCOO]-,Predicted,AllCCS,164.056444159,128.8,32859911,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3
L-Tryptophan,204.089877638,[M+H]+,Predicted,DarkChem,205.09715363799998,147.623,31661259,QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2
L-Tryptophan,204.089877638,[M-H]-,Predicted,DarkChem,203.082601638,146.232,31661259,QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2
L-Tryptophan,204.089877638,[M+H]+,Predicted,AllCCS,205.09715363799998,146.284,32859911,QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2
L-Tryptophan,204.089877638,[M-H]-,Predicted,AllCCS,203.082601638,146.66,32859911,QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2
L-Tryptophan,204.089877638,[M+H]+,Predicted,DeepCCS,205.09715363799998,143.148,30932474,QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2
L-Tryptophan,204.089877638,[M-H]-,Predicted,DeepCCS,203.082601638,140.752,30932474,QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2
L-Tryptophan,204.089877638,[M-2H]-,Predicted,DeepCCS,101.541300819,174.607,30932474,QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2
L-Tryptophan,204.089877638,[M+Na]+,Predicted,DeepCCS,227.07909563799998,149.286,30932474,QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2
L-Tryptophan,204.089877638,[M+H]+,Predicted,AllCCS,205.09715363799998,146.3,32859911,QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2
L-Tryptophan,204.089877638,[M+H-H2O]+,Predicted,AllCCS,187.086588638,142.2,32859911,QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2
L-Tryptophan,204.089877638,[M+NH4]+,Predicted,AllCCS,222.123700638,150.1,32859911,QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2
L-Tryptophan,204.089877638,[M+Na]+,Predicted,AllCCS,227.07909563799998,151.2,32859911,QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2
L-Tryptophan,204.089877638,[M-H]-,Predicted,AllCCS,203.082601638,146.7,32859911,QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2
L-Tryptophan,204.089877638,[M+Na-2H]-,Predicted,AllCCS,225.06454363799998,146.8,32859911,QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2
L-Tryptophan,204.089877638,[M+HCOO]-,Predicted,AllCCS,249.08807863799998,147.1,32859911,QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2
L-Tyrosine,181.073893223,[M+H]+,Predicted,DarkChem,182.081169223,141.752,31661259,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Tyrosine,181.073893223,[M-H]-,Predicted,DarkChem,180.066617223,139.489,31661259,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Tyrosine,181.073893223,[M+H]+,Predicted,AllCCS,182.081169223,140.497,32859911,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Tyrosine,181.073893223,[M-H]-,Predicted,AllCCS,180.066617223,138.727,32859911,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Tyrosine,181.073893223,[M+H]+,Predicted,DeepCCS,182.081169223,138.935,30932474,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Tyrosine,181.073893223,[M+H]+,Predicted,DeepCCS,182.081169223,135.302,30932474,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Tyrosine,181.073893223,[M-H]-,Predicted,DeepCCS,180.066617223,136.54,30932474,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Tyrosine,181.073893223,[M-H]-,Predicted,DeepCCS,180.066617223,131.473,30932474,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Tyrosine,181.073893223,[M-2H]-,Predicted,DeepCCS,90.0333086115,171.853,30932474,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Tyrosine,181.073893223,[M+Na]+,Predicted,DeepCCS,204.063111223,146.568,30932474,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Tyrosine,181.073893223,[M-2H]-,Predicted,DeepCCS,90.0333086115,168.828,30932474,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Tyrosine,181.073893223,[M+Na]+,Predicted,DeepCCS,204.063111223,144.367,30932474,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Tyrosine,181.073893223,[M+H]+,Predicted,AllCCS,182.081169223,140.5,32859911,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Tyrosine,181.073893223,[M+H-H2O]+,Predicted,AllCCS,164.070604223,136.3,32859911,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Tyrosine,181.073893223,[M+NH4]+,Predicted,AllCCS,199.107716223,144.4,32859911,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Tyrosine,181.073893223,[M+Na]+,Predicted,AllCCS,204.063111223,145.5,32859911,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Tyrosine,181.073893223,[M-H]-,Predicted,AllCCS,180.066617223,138.7,32859911,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Tyrosine,181.073893223,[M+Na-2H]-,Predicted,AllCCS,202.04855922299998,139.6,32859911,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Tyrosine,181.073893223,[M+HCOO]-,Predicted,AllCCS,226.072094223,140.6,32859911,OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3
L-Valine,117.078978601,[M+H]+,Predicted,DarkChem,118.08625460100001,126.579,31661259,KZSNJWFQEVHDMF-BYPYZUCNSA-N,C5H11NO2
L-Valine,117.078978601,[M-H]-,Predicted,DarkChem,116.071702601,120.11,31661259,KZSNJWFQEVHDMF-BYPYZUCNSA-N,C5H11NO2
L-Valine,117.078978601,[M+H]+,Predicted,AllCCS,118.08625460100001,129.493,32859911,KZSNJWFQEVHDMF-BYPYZUCNSA-N,C5H11NO2
L-Valine,117.078978601,[M-H]-,Predicted,AllCCS,116.071702601,126.268,32859911,KZSNJWFQEVHDMF-BYPYZUCNSA-N,C5H11NO2
L-Valine,117.078978601,[M+H]+,Predicted,DeepCCS,118.08625460100001,124.702,30932474,KZSNJWFQEVHDMF-BYPYZUCNSA-N,C5H11NO2
L-Valine,117.078978601,[M-H]-,Predicted,DeepCCS,116.071702601,121.477,30932474,KZSNJWFQEVHDMF-BYPYZUCNSA-N,C5H11NO2
L-Valine,117.078978601,[M-2H]-,Predicted,DeepCCS,58.0358513005,158.336,30932474,KZSNJWFQEVHDMF-BYPYZUCNSA-N,C5H11NO2
L-Valine,117.078978601,[M+Na]+,Predicted,DeepCCS,140.068196601,133.331,30932474,KZSNJWFQEVHDMF-BYPYZUCNSA-N,C5H11NO2
L-Valine,117.078978601,[M+H]+,Predicted,AllCCS,118.08625460100001,129.5,32859911,KZSNJWFQEVHDMF-BYPYZUCNSA-N,C5H11NO2
L-Valine,117.078978601,[M+H-H2O]+,Predicted,AllCCS,100.07568960100001,125.3,32859911,KZSNJWFQEVHDMF-BYPYZUCNSA-N,C5H11NO2
L-Valine,117.078978601,[M+NH4]+,Predicted,AllCCS,135.112801601,133.4,32859911,KZSNJWFQEVHDMF-BYPYZUCNSA-N,C5H11NO2
L-Valine,117.078978601,[M+Na]+,Predicted,AllCCS,140.068196601,134.5,32859911,KZSNJWFQEVHDMF-BYPYZUCNSA-N,C5H11NO2
L-Valine,117.078978601,[M-H]-,Predicted,AllCCS,116.071702601,126.3,32859911,KZSNJWFQEVHDMF-BYPYZUCNSA-N,C5H11NO2
L-Valine,117.078978601,[M+Na-2H]-,Predicted,AllCCS,138.053644601,129.6,32859911,KZSNJWFQEVHDMF-BYPYZUCNSA-N,C5H11NO2
L-Valine,117.078978601,[M+HCOO]-,Predicted,AllCCS,162.077179601,133.3,32859911,KZSNJWFQEVHDMF-BYPYZUCNSA-N,C5H11NO2
Methylisocitric acid,206.042652674,[M+H]+,Predicted,DarkChem,207.049928674,145.759,31661259,HHKPKXCSHMJWCF-UHFFFAOYSA-N,C7H10O7
Methylisocitric acid,206.042652674,[M-H]-,Predicted,DarkChem,205.03537667400002,139.703,31661259,HHKPKXCSHMJWCF-UHFFFAOYSA-N,C7H10O7
Methylisocitric acid,206.042652674,[M+H]+,Predicted,DeepCCS,207.049928674,133.199,30932474,HHKPKXCSHMJWCF-UHFFFAOYSA-N,C7H10O7
Methylisocitric acid,206.042652674,[M-H]-,Predicted,DeepCCS,205.03537667400002,130.165,30932474,HHKPKXCSHMJWCF-UHFFFAOYSA-N,C7H10O7
Methylisocitric acid,206.042652674,[M-2H]-,Predicted,DeepCCS,102.51768833700001,166.681,30932474,HHKPKXCSHMJWCF-UHFFFAOYSA-N,C7H10O7
Methylisocitric acid,206.042652674,[M+Na]+,Predicted,DeepCCS,229.031870674,142.22,30932474,HHKPKXCSHMJWCF-UHFFFAOYSA-N,C7H10O7
Methylisocitric acid,206.042652674,[M+H]+,Predicted,AllCCS,207.049928674,144.2,32859911,HHKPKXCSHMJWCF-UHFFFAOYSA-N,C7H10O7
Methylisocitric acid,206.042652674,[M+H-H2O]+,Predicted,AllCCS,189.03936367400001,140.6,32859911,HHKPKXCSHMJWCF-UHFFFAOYSA-N,C7H10O7
Methylisocitric acid,206.042652674,[M+NH4]+,Predicted,AllCCS,224.07647567400002,147.6,32859911,HHKPKXCSHMJWCF-UHFFFAOYSA-N,C7H10O7
Methylisocitric acid,206.042652674,[M+Na]+,Predicted,AllCCS,229.031870674,148.6,32859911,HHKPKXCSHMJWCF-UHFFFAOYSA-N,C7H10O7
Methylisocitric acid,206.042652674,[M-H]-,Predicted,AllCCS,205.03537667400002,137.9,32859911,HHKPKXCSHMJWCF-UHFFFAOYSA-N,C7H10O7
Methylisocitric acid,206.042652674,[M+Na-2H]-,Predicted,AllCCS,227.01731867400002,138.9,32859911,HHKPKXCSHMJWCF-UHFFFAOYSA-N,C7H10O7
Methylisocitric acid,206.042652674,[M+HCOO]-,Predicted,AllCCS,251.040853674,140.1,32859911,HHKPKXCSHMJWCF-UHFFFAOYSA-N,C7H10O7
Glutathione,307.083805981,[M+H]+,Predicted,DarkChem,308.091081981,170.648,31661259,RWSXRVCMGQZWBV-WDSKDSINSA-N,C10H17N3O6S
Glutathione,307.083805981,[M+H]+,Predicted,DarkChem,308.091081981,170.648,31661259,RWSXRVCMGQZWBV-WDSKDSINSA-N,C10H17N3O6S
Glutathione,307.083805981,[M-H]-,Predicted,DarkChem,306.076529981,165.026,31661259,RWSXRVCMGQZWBV-WDSKDSINSA-N,C10H17N3O6S
Glutathione,307.083805981,[M-H]-,Predicted,DarkChem,306.076529981,165.026,31661259,RWSXRVCMGQZWBV-WDSKDSINSA-N,C10H17N3O6S
Glutathione,307.083805981,[M+H]+,Predicted,AllCCS,308.091081981,165.422,32859911,RWSXRVCMGQZWBV-WDSKDSINSA-N,C10H17N3O6S
Glutathione,307.083805981,[M-H]-,Predicted,AllCCS,306.076529981,165.655,32859911,RWSXRVCMGQZWBV-WDSKDSINSA-N,C10H17N3O6S
Glutathione,307.083805981,[M+H]+,Predicted,DeepCCS,308.091081981,168.305,30932474,RWSXRVCMGQZWBV-WDSKDSINSA-N,C10H17N3O6S
Glutathione,307.083805981,[M-H]-,Predicted,DeepCCS,306.076529981,165.947,30932474,RWSXRVCMGQZWBV-WDSKDSINSA-N,C10H17N3O6S
Glutathione,307.083805981,[M-2H]-,Predicted,DeepCCS,153.0382649905,198.882,30932474,RWSXRVCMGQZWBV-WDSKDSINSA-N,C10H17N3O6S
Glutathione,307.083805981,[M+Na]+,Predicted,DeepCCS,330.073023981,174.398,30932474,RWSXRVCMGQZWBV-WDSKDSINSA-N,C10H17N3O6S
Glutathione,307.083805981,[M+H]+,Predicted,AllCCS,308.091081981,165.4,32859911,RWSXRVCMGQZWBV-WDSKDSINSA-N,C10H17N3O6S
Glutathione,307.083805981,[M+H-H2O]+,Predicted,AllCCS,290.080516981,162.7,32859911,RWSXRVCMGQZWBV-WDSKDSINSA-N,C10H17N3O6S
Glutathione,307.083805981,[M+NH4]+,Predicted,AllCCS,325.117628981,168.0,32859911,RWSXRVCMGQZWBV-WDSKDSINSA-N,C10H17N3O6S
Glutathione,307.083805981,[M+Na]+,Predicted,AllCCS,330.073023981,168.7,32859911,RWSXRVCMGQZWBV-WDSKDSINSA-N,C10H17N3O6S
Glutathione,307.083805981,[M-H]-,Predicted,AllCCS,306.076529981,165.7,32859911,RWSXRVCMGQZWBV-WDSKDSINSA-N,C10H17N3O6S
