,Molecule List Name,Precursor Name,Precursor Formula,Precursor Adduct,Precursor Charge,Product m/z,Product Charge,CCS
6794,AminoAcids,L-Valine,C5H11NO2,[M-H2O+H]+,1.0,100.0757,1.0,119.1
4091,AminoAcids,Methionine,C5H11NO2S,[M+H]+,1.0,150.0583,1.0,133.6
4094,AminoAcids,Methionine,C5H11NO2S,[M+Na]+,1.0,172.0403,1.0,138.7
4095,AminoAcids,Methionine,C5H11NO2S,[M+NH4]+,1.0,167.0849,1.0,136.9
4096,AminoAcids,Methionine,C5H11NO2S,[M-H2O+H]+,1.0,132.0477,1.0,131.8
3554,AminoAcids,Proline,C5H9NO2,[M+H]+,1.0,116.0706,1.0,125.6
3557,AminoAcids,Proline,C5H9NO2,[M-H2O+H]+,1.0,98.06,1.0,120.3
3558,AminoAcids,Proline,C5H9NO2,[M+NH4]+,1.0,133.0972,1.0,129.5
3559,AminoAcids,Proline,C5H9NO2,[M+Na]+,1.0,138.0526,1.0,130.8
445,AminoAcids,Serine,C3H7NO3,[M+H]+,1.0,106.0499,1.0,140.1
446,AminoAcids,Serine,C3H7NO3,[M+Na]+,1.0,128.0319,1.0,138.0
447,AminoAcids,Serine,C3H7NO3,[M+NH4]+,1.0,123.0765,1.0,136.6
448,AminoAcids,Serine,C3H7NO3,[M-H2O+H]+,1.0,88.0393,1.0,145.3
