Name,Monoisotopic Mass,InChI Key,Chemical Formula,CCS Type,Adduct Type,Data Source / Predictor,m/z,CCS Value (Å²),Reference
5'-Phosphoribosyl-N-formylglycinamide,314.0515166,[M+H]+,Predicted,DarkChem,315.0587926,172.573,31661259,VDXLUNDMVKSKHO-XVFCMESISA-N,C8H15N2O9P
5'-Phosphoribosyl-N-formylglycinamide,314.0515166,[M-H]-,Predicted,DarkChem,313.0442406,166.448,31661259,VDXLUNDMVKSKHO-XVFCMESISA-N,C8H15N2O9P
5'-Phosphoribosyl-N-formylglycinamide,314.0515166,[M+H]+,Predicted,AllCCS,315.0587926,165.428,32859911,VDXLUNDMVKSKHO-XVFCMESISA-N,C8H15N2O9P
5'-Phosphoribosyl-N-formylglycinamide,314.0515166,[M-H]-,Predicted,AllCCS,313.0442406,162.781,32859911,VDXLUNDMVKSKHO-XVFCMESISA-N,C8H15N2O9P
5'-Phosphoribosyl-N-formylglycinamide,314.0515166,[M+H]+,Predicted,DeepCCS,315.0587926,162.196,30932474,VDXLUNDMVKSKHO-XVFCMESISA-N,C8H15N2O9P
5'-Phosphoribosyl-N-formylglycinamide,314.0515166,[M-H]-,Predicted,DeepCCS,313.0442406,159.838,30932474,VDXLUNDMVKSKHO-XVFCMESISA-N,C8H15N2O9P
5'-Phosphoribosyl-N-formylglycinamide,314.0515166,[M-2H]-,Predicted,DeepCCS,156.5221203,193.078,30932474,VDXLUNDMVKSKHO-XVFCMESISA-N,C8H15N2O9P
5'-Phosphoribosyl-N-formylglycinamide,314.0515166,[M+Na]+,Predicted,DeepCCS,337.0407346,168.305,30932474,VDXLUNDMVKSKHO-XVFCMESISA-N,C8H15N2O9P
5'-Phosphoribosyl-N-formylglycinamide,314.0515166,[M+H]+,Predicted,AllCCS,315.0587926,165.4,32859911,VDXLUNDMVKSKHO-XVFCMESISA-N,C8H15N2O9P
5'-Phosphoribosyl-N-formylglycinamide,314.0515166,[M+H-H2O]+,Predicted,AllCCS,297.0482276,162.4,32859911,VDXLUNDMVKSKHO-XVFCMESISA-N,C8H15N2O9P
5'-Phosphoribosyl-N-formylglycinamide,314.0515166,[M+NH4]+,Predicted,AllCCS,332.0853396,168.2,32859911,VDXLUNDMVKSKHO-XVFCMESISA-N,C8H15N2O9P
5'-Phosphoribosyl-N-formylglycinamide,314.0515166,[M+Na]+,Predicted,AllCCS,337.0407346,169.0,32859911,VDXLUNDMVKSKHO-XVFCMESISA-N,C8H15N2O9P
5'-Phosphoribosyl-N-formylglycinamide,314.0515166,[M-H]-,Predicted,AllCCS,313.0442406,162.8,32859911,VDXLUNDMVKSKHO-XVFCMESISA-N,C8H15N2O9P
5'-Phosphoribosyl-N-formylglycinamide,314.0515166,[M+Na-2H]-,Predicted,AllCCS,335.0261826,162.7,32859911,VDXLUNDMVKSKHO-XVFCMESISA-N,C8H15N2O9P
5'-Phosphoribosyl-N-formylglycinamide,314.0515166,[M+HCOO]-,Predicted,AllCCS,359.0497176,162.8,32859911,VDXLUNDMVKSKHO-XVFCMESISA-N,C8H15N2O9P
Glutamine,146.069142196,[M+H]+,Predicted,DarkChem,147.076418196,130.644,31661259,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C5H10N2O3
Glutamine,146.069142196,[M-H]-,Predicted,DarkChem,145.061866196,125.029,31661259,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C5H10N2O3
Glutamine,146.069142196,[M+H]+,Predicted,AllCCS,147.076418196,134.195,32859911,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C5H10N2O3
Glutamine,146.069142196,[M-H]-,Predicted,AllCCS,145.061866196,127.544,32859911,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C5H10N2O3
Glutamine,146.069142196,[M+H]+,Predicted,DeepCCS,147.076418196,128.949,30932474,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C5H10N2O3
Glutamine,146.069142196,[M-H]-,Predicted,DeepCCS,145.061866196,125.121,30932474,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C5H10N2O3
Glutamine,146.069142196,[M-2H]-,Predicted,DeepCCS,72.530933098,162.604,30932474,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C5H10N2O3
Glutamine,146.069142196,[M+Na]+,Predicted,DeepCCS,169.058360196,138.04,30932474,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C5H10N2O3
Glutamine,146.069142196,[M+H]+,Predicted,AllCCS,147.076418196,134.2,32859911,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C5H10N2O3
Glutamine,146.069142196,[M+H-H2O]+,Predicted,AllCCS,129.065853196,130.2,32859911,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C5H10N2O3
Glutamine,146.069142196,[M+NH4]+,Predicted,AllCCS,164.102965196,137.9,32859911,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C5H10N2O3
Glutamine,146.069142196,[M+Na]+,Predicted,AllCCS,169.058360196,139.0,32859911,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C5H10N2O3
Glutamine,146.069142196,[M-H]-,Predicted,AllCCS,145.061866196,127.5,32859911,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C5H10N2O3
Glutamine,146.069142196,[M+Na-2H]-,Predicted,AllCCS,167.043808196,129.8,32859911,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C5H10N2O3
Glutamine,146.069142196,[M+HCOO]-,Predicted,AllCCS,191.067343196,132.2,32859911,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C5H10N2O3
Urea,60.03236276,[M+H]+,Predicted,DarkChem,61.039638759999995,108.13,31661259,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O
Urea,60.03236276,[M-H]-,Predicted,DarkChem,59.02508676,99.904,31661259,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O
Urea,60.03236276,[M+H]+,Predicted,AllCCS,61.039638759999995,108.687,32859911,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O
Urea,60.03236276,[M-H]-,Predicted,AllCCS,59.02508676,137.694,32859911,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O
Urea,60.03236276,[M+H]+,Predicted,DeepCCS,61.039638759999995,117.31,30932474,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O
Urea,60.03236276,[M-H]-,Predicted,DeepCCS,59.02508676,115.505,30932474,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O
Urea,60.03236276,[M-2H]-,Predicted,DeepCCS,29.51254338,150.784,30932474,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O
Urea,60.03236276,[M+Na]+,Predicted,DeepCCS,83.02158076,124.375,30932474,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O
Urea,60.03236276,[M+H]+,Predicted,AllCCS,61.039638759999995,108.7,32859911,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O
Urea,60.03236276,[M+H-H2O]+,Predicted,AllCCS,43.02907376,104.2,32859911,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O
Urea,60.03236276,[M+NH4]+,Predicted,AllCCS,78.06618576,112.9,32859911,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O
Urea,60.03236276,[M+Na]+,Predicted,AllCCS,83.02158076,114.1,32859911,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O
Urea,60.03236276,[M-H]-,Predicted,AllCCS,59.02508676,137.7,32859911,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O
Urea,60.03236276,[M+Na-2H]-,Predicted,AllCCS,81.00702876,144.6,32859911,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O
Urea,60.03236276,[M+HCOO]-,Predicted,AllCCS,105.03056376,152.2,32859911,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O
Galactose 1-phosphate,260.029718526,[M+H]+,Predicted,DarkChem,261.036994526,157.938,31661259,HXXFSFRBOHSIMQ-FPRJBGLDSA-N,C6H13O9P
Galactose 1-phosphate,260.029718526,[M-H]-,Predicted,DarkChem,259.022442526,151.113,31661259,HXXFSFRBOHSIMQ-FPRJBGLDSA-N,C6H13O9P
Galactose 1-phosphate,260.029718526,[M+H]+,Predicted,AllCCS,261.036994526,156.388,32859911,HXXFSFRBOHSIMQ-FPRJBGLDSA-N,C6H13O9P
Galactose 1-phosphate,260.029718526,[M-H]-,Predicted,AllCCS,259.022442526,146.166,32859911,HXXFSFRBOHSIMQ-FPRJBGLDSA-N,C6H13O9P
Galactose 1-phosphate,260.029718526,[M+H]+,Predicted,DeepCCS,261.036994526,143.206,30932474,HXXFSFRBOHSIMQ-FPRJBGLDSA-N,C6H13O9P
Galactose 1-phosphate,260.029718526,[M-H]-,Predicted,DeepCCS,259.022442526,140.811,30932474,HXXFSFRBOHSIMQ-FPRJBGLDSA-N,C6H13O9P
Galactose 1-phosphate,260.029718526,[M-2H]-,Predicted,DeepCCS,129.511221263,175.558,30932474,HXXFSFRBOHSIMQ-FPRJBGLDSA-N,C6H13O9P
Galactose 1-phosphate,260.029718526,[M+Na]+,Predicted,DeepCCS,283.018936526,150.316,30932474,HXXFSFRBOHSIMQ-FPRJBGLDSA-N,C6H13O9P
Galactose 1-phosphate,260.029718526,[M+H]+,Predicted,AllCCS,261.036994526,156.4,32859911,HXXFSFRBOHSIMQ-FPRJBGLDSA-N,C6H13O9P
Galactose 1-phosphate,260.029718526,[M+H-H2O]+,Predicted,AllCCS,243.02642952600002,152.8,32859911,HXXFSFRBOHSIMQ-FPRJBGLDSA-N,C6H13O9P
Galactose 1-phosphate,260.029718526,[M+NH4]+,Predicted,AllCCS,278.063541526,159.7,32859911,HXXFSFRBOHSIMQ-FPRJBGLDSA-N,C6H13O9P
Galactose 1-phosphate,260.029718526,[M+Na]+,Predicted,AllCCS,283.018936526,160.6,32859911,HXXFSFRBOHSIMQ-FPRJBGLDSA-N,C6H13O9P
Galactose 1-phosphate,260.029718526,[M-H]-,Predicted,AllCCS,259.022442526,146.2,32859911,HXXFSFRBOHSIMQ-FPRJBGLDSA-N,C6H13O9P
Galactose 1-phosphate,260.029718526,[M+Na-2H]-,Predicted,AllCCS,281.004384526,146.5,32859911,HXXFSFRBOHSIMQ-FPRJBGLDSA-N,C6H13O9P
Galactose 1-phosphate,260.029718526,[M+HCOO]-,Predicted,AllCCS,305.027919526,146.9,32859911,HXXFSFRBOHSIMQ-FPRJBGLDSA-N,C6H13O9P
Sulfate,97.967379242,[M+H]+,Predicted,DarkChem,98.97465524200001,116.576,31661259,QAOWNCQODCNURD-UHFFFAOYSA-N,H2O4S
Sulfate,97.967379242,[M-H]-,Predicted,DarkChem,96.960103242,108.244,31661259,QAOWNCQODCNURD-UHFFFAOYSA-N,H2O4S
Sulfate,97.967379242,[M+H]+,Predicted,AllCCS,98.97465524200001,117.18,32859911,QAOWNCQODCNURD-UHFFFAOYSA-N,H2O4S
Sulfate,97.967379242,[M-H]-,Predicted,AllCCS,96.960103242,130.764,32859911,QAOWNCQODCNURD-UHFFFAOYSA-N,H2O4S
Sulfate,97.967379242,[M+H]+,Predicted,DeepCCS,98.97465524200001,126.866,30932474,QAOWNCQODCNURD-UHFFFAOYSA-N,H2O4S
Sulfate,97.967379242,[M-H]-,Predicted,DeepCCS,96.960103242,124.069,30932474,QAOWNCQODCNURD-UHFFFAOYSA-N,H2O4S
Sulfate,97.967379242,[M-2H]-,Predicted,DeepCCS,48.480051621,160.589,30932474,QAOWNCQODCNURD-UHFFFAOYSA-N,H2O4S
Sulfate,97.967379242,[M+Na]+,Predicted,DeepCCS,120.95659724200002,135.066,30932474,QAOWNCQODCNURD-UHFFFAOYSA-N,H2O4S
Sulfate,97.967379242,[M+H]+,Predicted,AllCCS,98.97465524200001,117.2,32859911,QAOWNCQODCNURD-UHFFFAOYSA-N,H2O4S
Sulfate,97.967379242,[M+H-H2O]+,Predicted,AllCCS,80.96409024200001,112.8,32859911,QAOWNCQODCNURD-UHFFFAOYSA-N,H2O4S
Sulfate,97.967379242,[M+NH4]+,Predicted,AllCCS,116.001202242,121.2,32859911,QAOWNCQODCNURD-UHFFFAOYSA-N,H2O4S
Sulfate,97.967379242,[M+Na]+,Predicted,AllCCS,120.95659724200002,122.4,32859911,QAOWNCQODCNURD-UHFFFAOYSA-N,H2O4S
Sulfate,97.967379242,[M-H]-,Predicted,AllCCS,96.960103242,130.8,32859911,QAOWNCQODCNURD-UHFFFAOYSA-N,H2O4S
Sulfate,97.967379242,[M+Na-2H]-,Predicted,AllCCS,118.942045242,136.5,32859911,QAOWNCQODCNURD-UHFFFAOYSA-N,H2O4S
Sulfate,97.967379242,[M+HCOO]-,Predicted,AllCCS,142.96558024200002,142.7,32859911,QAOWNCQODCNURD-UHFFFAOYSA-N,H2O4S
"D-myo-Inositol 1,4,5,6-tetrakisphosphate",499.928709756,[M+H]+,Predicted,DarkChem,500.935985756,205.436,31661259,MRVYFOANPDTYBY-YORTWTKJSA-N,C6H16O18P4
"D-myo-Inositol 1,4,5,6-tetrakisphosphate",499.928709756,[M-H]-,Predicted,DarkChem,498.921433756,195.817,31661259,MRVYFOANPDTYBY-YORTWTKJSA-N,C6H16O18P4
"D-myo-Inositol 1,4,5,6-tetrakisphosphate",499.928709756,[M+H]+,Predicted,DeepCCS,500.935985756,174.147,30932474,MRVYFOANPDTYBY-YORTWTKJSA-N,C6H16O18P4
"D-myo-Inositol 1,4,5,6-tetrakisphosphate",499.928709756,[M-H]-,Predicted,DeepCCS,498.921433756,172.251,30932474,MRVYFOANPDTYBY-YORTWTKJSA-N,C6H16O18P4
"D-myo-Inositol 1,4,5,6-tetrakisphosphate",499.928709756,[M-2H]-,Predicted,DeepCCS,249.460716878,205.492,30932474,MRVYFOANPDTYBY-YORTWTKJSA-N,C6H16O18P4
"D-myo-Inositol 1,4,5,6-tetrakisphosphate",499.928709756,[M+Na]+,Predicted,DeepCCS,522.917927756,179.925,30932474,MRVYFOANPDTYBY-YORTWTKJSA-N,C6H16O18P4
"D-myo-Inositol 1,4,5,6-tetrakisphosphate",499.928709756,[M+H]+,Predicted,AllCCS,500.935985756,194.7,32859911,MRVYFOANPDTYBY-YORTWTKJSA-N,C6H16O18P4
"D-myo-Inositol 1,4,5,6-tetrakisphosphate",499.928709756,[M+H-H2O]+,Predicted,AllCCS,482.925420756,192.8,32859911,MRVYFOANPDTYBY-YORTWTKJSA-N,C6H16O18P4
"D-myo-Inositol 1,4,5,6-tetrakisphosphate",499.928709756,[M+NH4]+,Predicted,AllCCS,517.962532756,196.4,32859911,MRVYFOANPDTYBY-YORTWTKJSA-N,C6H16O18P4
"D-myo-Inositol 1,4,5,6-tetrakisphosphate",499.928709756,[M+Na]+,Predicted,AllCCS,522.917927756,196.9,32859911,MRVYFOANPDTYBY-YORTWTKJSA-N,C6H16O18P4
"D-myo-Inositol 1,4,5,6-tetrakisphosphate",499.928709756,[M-H]-,Predicted,AllCCS,498.921433756,178.6,32859911,MRVYFOANPDTYBY-YORTWTKJSA-N,C6H16O18P4
"D-myo-Inositol 1,4,5,6-tetrakisphosphate",499.928709756,[M+Na-2H]-,Predicted,AllCCS,520.903375756,178.8,32859911,MRVYFOANPDTYBY-YORTWTKJSA-N,C6H16O18P4
"D-myo-Inositol 1,4,5,6-tetrakisphosphate",499.928709756,[M+HCOO]-,Predicted,AllCCS,544.926910756,179.2,32859911,MRVYFOANPDTYBY-YORTWTKJSA-N,C6H16O18P4
Quinolinic acid,167.021857653,[M+H]+,Predicted,DarkChem,168.029133653,136.041,31661259,GJAWHXHKYYXBSV-UHFFFAOYSA-N,C7H5NO4
Quinolinic acid,167.021857653,[M-H]-,Predicted,DarkChem,166.01458165300002,129.644,31661259,GJAWHXHKYYXBSV-UHFFFAOYSA-N,C7H5NO4
Quinolinic acid,167.021857653,[M+H]+,Predicted,AllCCS,168.029133653,134.827,32859911,GJAWHXHKYYXBSV-UHFFFAOYSA-N,C7H5NO4
Quinolinic acid,167.021857653,[M-H]-,Predicted,AllCCS,166.01458165300002,127.775,32859911,GJAWHXHKYYXBSV-UHFFFAOYSA-N,C7H5NO4
Quinolinic acid,167.021857653,[M+H]+,Predicted,DeepCCS,168.029133653,132.067,30932474,GJAWHXHKYYXBSV-UHFFFAOYSA-N,C7H5NO4
Quinolinic acid,167.021857653,[M-H]-,Predicted,DeepCCS,166.01458165300002,128.24,30932474,GJAWHXHKYYXBSV-UHFFFAOYSA-N,C7H5NO4
Quinolinic acid,167.021857653,[M-2H]-,Predicted,DeepCCS,83.00729082650001,165.49,30932474,GJAWHXHKYYXBSV-UHFFFAOYSA-N,C7H5NO4
Quinolinic acid,167.021857653,[M+Na]+,Predicted,DeepCCS,190.011075653,141.029,30932474,GJAWHXHKYYXBSV-UHFFFAOYSA-N,C7H5NO4
Quinolinic acid,167.021857653,[M+H]+,Predicted,AllCCS,168.029133653,134.8,32859911,GJAWHXHKYYXBSV-UHFFFAOYSA-N,C7H5NO4
Quinolinic acid,167.021857653,[M+H-H2O]+,Predicted,AllCCS,150.01856865300002,130.4,32859911,GJAWHXHKYYXBSV-UHFFFAOYSA-N,C7H5NO4
Quinolinic acid,167.021857653,[M+NH4]+,Predicted,AllCCS,185.05568065300002,139.0,32859911,GJAWHXHKYYXBSV-UHFFFAOYSA-N,C7H5NO4
Quinolinic acid,167.021857653,[M+Na]+,Predicted,AllCCS,190.011075653,140.2,32859911,GJAWHXHKYYXBSV-UHFFFAOYSA-N,C7H5NO4
Quinolinic acid,167.021857653,[M-H]-,Predicted,AllCCS,166.01458165300002,127.8,32859911,GJAWHXHKYYXBSV-UHFFFAOYSA-N,C7H5NO4
Quinolinic acid,167.021857653,[M+Na-2H]-,Predicted,AllCCS,187.996523653,128.7,32859911,GJAWHXHKYYXBSV-UHFFFAOYSA-N,C7H5NO4
Quinolinic acid,167.021857653,[M+HCOO]-,Predicted,AllCCS,212.020058653,129.8,32859911,GJAWHXHKYYXBSV-UHFFFAOYSA-N,C7H5NO4
Trehalose,342.116211546,[M+H]+,Predicted,DarkChem,343.123487546,174.637,31661259,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C12H22O11
Trehalose,342.116211546,[M-H]-,Predicted,DarkChem,341.108935546,174.171,31661259,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C12H22O11
Trehalose,342.116211546,[M+H]+,Predicted,AllCCS,343.123487546,176.306,32859911,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C12H22O11
Trehalose,342.116211546,[M-H]-,Predicted,AllCCS,341.108935546,174.376,32859911,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C12H22O11
Trehalose,342.116211546,[M+H]+,Predicted,DeepCCS,343.123487546,171.349,30932474,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C12H22O11
Trehalose,342.116211546,[M-H]-,Predicted,DeepCCS,341.108935546,169.24,30932474,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C12H22O11
Trehalose,342.116211546,[M-2H]-,Predicted,DeepCCS,170.554467773,202.813,30932474,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C12H22O11
Trehalose,342.116211546,[M+Na]+,Predicted,DeepCCS,365.105429546,177.123,30932474,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C12H22O11
Trehalose,342.116211546,[M+H]+,Predicted,AllCCS,343.123487546,176.3,32859911,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C12H22O11
Trehalose,342.116211546,[M+H-H2O]+,Predicted,AllCCS,325.112922546,173.5,32859911,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C12H22O11
Trehalose,342.116211546,[M+NH4]+,Predicted,AllCCS,360.150034546,178.9,32859911,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C12H22O11
Trehalose,342.116211546,[M+Na]+,Predicted,AllCCS,365.105429546,179.6,32859911,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C12H22O11
Trehalose,342.116211546,[M-H]-,Predicted,AllCCS,341.108935546,174.4,32859911,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C12H22O11
Trehalose,342.116211546,[M+Na-2H]-,Predicted,AllCCS,363.090877546,173.9,32859911,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C12H22O11
Trehalose,342.116211546,[M+HCOO]-,Predicted,AllCCS,387.114412546,173.6,32859911,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C12H22O11
Ethanolamine,61.052763851,[M+H]+,Predicted,DarkChem,62.060039851,108.773,31661259,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO
Ethanolamine,61.052763851,[M+H]+,Predicted,DarkChem,62.060039851,108.773,31661259,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO
Ethanolamine,61.052763851,[M-H]-,Predicted,DarkChem,60.045487851000004,103.617,31661259,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO
Ethanolamine,61.052763851,[M-H]-,Predicted,DarkChem,60.045487851000004,103.617,31661259,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO
Ethanolamine,61.052763851,[M+H]+,Predicted,AllCCS,62.060039851,121.234,32859911,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO
Ethanolamine,61.052763851,[M-H]-,Predicted,AllCCS,60.045487851000004,140.797,32859911,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO
Ethanolamine,61.052763851,[M+H]+,Predicted,DeepCCS,62.060039851,118.276,30932474,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO
Ethanolamine,61.052763851,[M-H]-,Predicted,DeepCCS,60.045487851000004,116.38,30932474,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO
Ethanolamine,61.052763851,[M-2H]-,Predicted,DeepCCS,30.022743925500002,151.757,30932474,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO
Ethanolamine,61.052763851,[M+Na]+,Predicted,DeepCCS,84.041981851,126.162,30932474,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO
Ethanolamine,61.052763851,[M+H]+,Predicted,AllCCS,62.060039851,121.2,32859911,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO
Ethanolamine,61.052763851,[M+H-H2O]+,Predicted,AllCCS,44.049474851,116.7,32859911,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO
Ethanolamine,61.052763851,[M+NH4]+,Predicted,AllCCS,79.086586851,125.5,32859911,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO
Ethanolamine,61.052763851,[M+Na]+,Predicted,AllCCS,84.041981851,126.7,32859911,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO
Ethanolamine,61.052763851,[M-H]-,Predicted,AllCCS,60.045487851000004,140.8,32859911,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO
Ethanolamine,61.052763851,[M+Na-2H]-,Predicted,AllCCS,82.027429851,147.6,32859911,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO
Ethanolamine,61.052763851,[M+HCOO]-,Predicted,AllCCS,106.050964851,155.0,32859911,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO
"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",207.053157781,[M+H]+,Predicted,DarkChem,208.060433781,146.845,31661259,CAOVWYZQMPNAFJ-UHFFFAOYSA-N,C10H9NO4
"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",207.053157781,[M-H]-,Predicted,DarkChem,206.04588178100002,144.477,31661259,CAOVWYZQMPNAFJ-UHFFFAOYSA-N,C10H9NO4
"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",207.053157781,[M+H]+,Predicted,AllCCS,208.060433781,144.887,32859911,CAOVWYZQMPNAFJ-UHFFFAOYSA-N,C10H9NO4
"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",207.053157781,[M-H]-,Predicted,AllCCS,206.04588178100002,142.762,32859911,CAOVWYZQMPNAFJ-UHFFFAOYSA-N,C10H9NO4
"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",207.053157781,[M+H]+,Predicted,DeepCCS,208.060433781,144.648,30932474,CAOVWYZQMPNAFJ-UHFFFAOYSA-N,C10H9NO4
"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",207.053157781,[M-H]-,Predicted,DeepCCS,206.04588178100002,142.29,30932474,CAOVWYZQMPNAFJ-UHFFFAOYSA-N,C10H9NO4
"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",207.053157781,[M-2H]-,Predicted,DeepCCS,103.02294089050001,177.216,30932474,CAOVWYZQMPNAFJ-UHFFFAOYSA-N,C10H9NO4
"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",207.053157781,[M+Na]+,Predicted,DeepCCS,230.042375781,152.613,30932474,CAOVWYZQMPNAFJ-UHFFFAOYSA-N,C10H9NO4
"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",207.053157781,[M+H]+,Predicted,AllCCS,208.060433781,144.9,32859911,CAOVWYZQMPNAFJ-UHFFFAOYSA-N,C10H9NO4
"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",207.053157781,[M+H-H2O]+,Predicted,AllCCS,190.04986878100001,140.8,32859911,CAOVWYZQMPNAFJ-UHFFFAOYSA-N,C10H9NO4
"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",207.053157781,[M+NH4]+,Predicted,AllCCS,225.08698078100002,148.6,32859911,CAOVWYZQMPNAFJ-UHFFFAOYSA-N,C10H9NO4
"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",207.053157781,[M+Na]+,Predicted,AllCCS,230.042375781,149.7,32859911,CAOVWYZQMPNAFJ-UHFFFAOYSA-N,C10H9NO4
"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",207.053157781,[M-H]-,Predicted,AllCCS,206.04588178100002,142.8,32859911,CAOVWYZQMPNAFJ-UHFFFAOYSA-N,C10H9NO4
"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",207.053157781,[M+Na-2H]-,Predicted,AllCCS,228.027823781,143.1,32859911,CAOVWYZQMPNAFJ-UHFFFAOYSA-N,C10H9NO4
"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",207.053157781,[M+HCOO]-,Predicted,AllCCS,252.051358781,143.6,32859911,CAOVWYZQMPNAFJ-UHFFFAOYSA-N,C10H9NO4
"D-Fructose 2,6-bisphosphate",339.996048936,[M+H]+,Predicted,DarkChem,341.003324936,172.908,31661259,YXWOAJXNVLXPMU-ZXXMMSQZSA-N,C6H14O12P2
"D-Fructose 2,6-bisphosphate",339.996048936,[M-H]-,Predicted,DarkChem,338.98877293600003,165.72,31661259,YXWOAJXNVLXPMU-ZXXMMSQZSA-N,C6H14O12P2
"D-Fructose 2,6-bisphosphate",339.996048936,[M+H]+,Predicted,AllCCS,341.003324936,170.022,32859911,YXWOAJXNVLXPMU-ZXXMMSQZSA-N,C6H14O12P2
"D-Fructose 2,6-bisphosphate",339.996048936,[M-H]-,Predicted,AllCCS,338.98877293600003,159.652,32859911,YXWOAJXNVLXPMU-ZXXMMSQZSA-N,C6H14O12P2
"D-Fructose 2,6-bisphosphate",339.996048936,[M+H]+,Predicted,DeepCCS,341.003324936,148.507,30932474,YXWOAJXNVLXPMU-ZXXMMSQZSA-N,C6H14O12P2
"D-Fructose 2,6-bisphosphate",339.996048936,[M-H]-,Predicted,DeepCCS,338.98877293600003,146.193,30932474,YXWOAJXNVLXPMU-ZXXMMSQZSA-N,C6H14O12P2
"D-Fructose 2,6-bisphosphate",339.996048936,[M-2H]-,Predicted,DeepCCS,169.49438646800002,180.861,30932474,YXWOAJXNVLXPMU-ZXXMMSQZSA-N,C6H14O12P2
