,Molecule List Name,Precursor Name,Precursor Formula,Precursor Adduct,Precursor Charge,Product m/z,Product Charge,CCS
6122,AllCCS-32859911.0,Leukotriene B4,C20H32O4,[M+NH4]+,1.0,354.2639,1.0,193.4
6123,AllCCS-32859911.0,Leukotriene B4,C20H32O4,[M+Na]+,1.0,359.2193,1.0,194.1
6128,DeepCCS-30932474.0,3-Oxoicosanoyl-CoA,C41H72N7O18P3S,[M+H]+,1.0,1076.394,1.0,287.1
6131,DeepCCS-30932474.0,3-Oxoicosanoyl-CoA,C41H72N7O18P3S,[M+Na]+,1.0,1098.376,1.0,295.1
6132,AllCCS-32859911.0,3-Oxoicosanoyl-CoA,C41H72N7O18P3S,[M+H]+,1.0,1076.394,1.0,305.7
6133,AllCCS-32859911.0,3-Oxoicosanoyl-CoA,C41H72N7O18P3S,[M+H-H2O]+,1.0,1058.3834,1.0,306.3
6134,AllCCS-32859911.0,3-Oxoicosanoyl-CoA,C41H72N7O18P3S,[M+NH4]+,1.0,1093.4206,1.0,305.2
6135,AllCCS-32859911.0,3-Oxoicosanoyl-CoA,C41H72N7O18P3S,[M+Na]+,1.0,1098.376,1.0,305.0
6139,DeepCCS-30932474.0,3-Oxodocosanoyl-CoA,C43H76N7O18P3S,[M+H]+,1.0,1104.4253,1.0,295.8
6142,DeepCCS-30932474.0,3-Oxodocosanoyl-CoA,C43H76N7O18P3S,[M+Na]+,1.0,1126.4073,1.0,303.2
6143,AllCCS-32859911.0,3-Oxodocosanoyl-CoA,C43H76N7O18P3S,[M+H]+,1.0,1104.4253,1.0,311.9
6144,AllCCS-32859911.0,3-Oxodocosanoyl-CoA,C43H76N7O18P3S,[M+H-H2O]+,1.0,1086.4147,1.0,312.5
6145,AllCCS-32859911.0,3-Oxodocosanoyl-CoA,C43H76N7O18P3S,[M+NH4]+,1.0,1121.4519,1.0,311.4
6146,AllCCS-32859911.0,3-Oxodocosanoyl-CoA,C43H76N7O18P3S,[M+Na]+,1.0,1126.4073,1.0,311.3
6151,DeepCCS-30932474.0,3-Oxotetracosanoyl-CoA,C45H80N7O18P3S,[M+H]+,1.0,1132.4566,1.0,297.7
6154,DeepCCS-30932474.0,3-Oxotetracosanoyl-CoA,C45H80N7O18P3S,[M+Na]+,1.0,1154.4386,1.0,304.5
6155,AllCCS-32859911.0,3-Oxotetracosanoyl-CoA,C45H80N7O18P3S,[M+H]+,1.0,1132.4566,1.0,318.0
6156,AllCCS-32859911.0,3-Oxotetracosanoyl-CoA,C45H80N7O18P3S,[M+H-H2O]+,1.0,1114.4461,1.0,318.5
6157,AllCCS-32859911.0,3-Oxotetracosanoyl-CoA,C45H80N7O18P3S,[M+NH4]+,1.0,1149.4832,1.0,317.5
6158,AllCCS-32859911.0,3-Oxotetracosanoyl-CoA,C45H80N7O18P3S,[M+Na]+,1.0,1154.4386,1.0,317.4
6163,DarkChem-31661259.0,N-Acetyl-D-Glucosamine 6-Phosphate,C8H16NO9P,[M+H]+,1.0,302.0635,1.0,167.6
6165,AllCCS-32859911.0,N-Acetyl-D-Glucosamine 6-Phosphate,C8H16NO9P,[M+H]+,1.0,302.0635,1.0,165.1
6167,DeepCCS-30932474.0,N-Acetyl-D-Glucosamine 6-Phosphate,C8H16NO9P,[M+H]+,1.0,302.0635,1.0,156.7
6170,DeepCCS-30932474.0,N-Acetyl-D-Glucosamine 6-Phosphate,C8H16NO9P,[M+Na]+,1.0,324.0455,1.0,164.0
6172,AllCCS-32859911.0,N-Acetyl-D-Glucosamine 6-Phosphate,C8H16NO9P,[M+H-H2O]+,1.0,284.053,1.0,162.0
6173,AllCCS-32859911.0,N-Acetyl-D-Glucosamine 6-Phosphate,C8H16NO9P,[M+NH4]+,1.0,319.0901,1.0,168.1
6174,AllCCS-32859911.0,N-Acetyl-D-Glucosamine 6-Phosphate,C8H16NO9P,[M+Na]+,1.0,324.0455,1.0,168.9
6178,DarkChem-31661259.0,N-Acetylputrescine,C6H14N2O,[M+H]+,1.0,131.1179,1.0,128.0
6180,DeepCCS-30932474.0,N-Acetylputrescine,C6H14N2O,[M+H]+,1.0,131.1179,1.0,130.3
6183,DeepCCS-30932474.0,N-Acetylputrescine,C6H14N2O,[M+Na]+,1.0,153.0998,1.0,139.3
6184,AllCCS-32859911.0,N-Acetylputrescine,C6H14N2O,[M+H]+,1.0,131.1179,1.0,130.4
6185,AllCCS-32859911.0,N-Acetylputrescine,C6H14N2O,[M+H-H2O]+,1.0,113.1073,1.0,126.4
6186,AllCCS-32859911.0,N-Acetylputrescine,C6H14N2O,[M+NH4]+,1.0,148.1444,1.0,134.2
6187,AllCCS-32859911.0,N-Acetylputrescine,C6H14N2O,[M+Na]+,1.0,153.0998,1.0,135.3
6192,DarkChem-31661259.0,Nicotinic acid mononucleotide,C11H15NO9P,[M+H]+,1.0,337.0557,1.0,174.0
6194,AllCCS-32859911.0,Nicotinic acid mononucleotide,C11H15NO9P,[M+H]+,1.0,337.0557,1.0,171.3
6196,DeepCCS-30932474.0,Nicotinic acid mononucleotide,C11H15NO9P,[M+H]+,1.0,337.0557,1.0,164.2
6199,DeepCCS-30932474.0,Nicotinic acid mononucleotide,C11H15NO9P,[M+Na]+,1.0,359.0377,1.0,170.6
6201,AllCCS-32859911.0,Nicotinic acid mononucleotide,C11H15NO9P,[M+H-H2O]+,1.0,319.0452,1.0,168.3
6202,AllCCS-32859911.0,Nicotinic acid mononucleotide,C11H15NO9P,[M+NH4]+,1.0,354.0823,1.0,174.1
6203,AllCCS-32859911.0,Nicotinic acid mononucleotide,C11H15NO9P,[M+Na]+,1.0,359.0377,1.0,174.9
6207,DarkChem-31661259.0,dGTP,C10H16N5O13P3,[M+H]+,1.0,508.003,1.0,204.0
6209,AllCCS-32859911.0,dGTP,C10H16N5O13P3,[M+H]+,1.0,508.003,1.0,197.6
6211,DeepCCS-30932474.0,dGTP,C10H16N5O13P3,[M+H]+,1.0,508.003,1.0,171.8
6214,DeepCCS-30932474.0,dGTP,C10H16N5O13P3,[M+Na]+,1.0,529.985,1.0,179.1
6216,AllCCS-32859911.0,dGTP,C10H16N5O13P3,[M+H-H2O]+,1.0,489.9925,1.0,195.8
6217,AllCCS-32859911.0,dGTP,C10H16N5O13P3,[M+NH4]+,1.0,525.0296,1.0,199.3
6218,AllCCS-32859911.0,dGTP,C10H16N5O13P3,[M+Na]+,1.0,529.985,1.0,199.7
6222,DarkChem-31661259.0,Thymidine 5'-triphosphate,C10H17N2O14P3,[M+H]+,1.0,482.9965,1.0,200.0
6224,AllCCS-32859911.0,Thymidine 5'-triphosphate,C10H17N2O14P3,[M+H]+,1.0,482.9965,1.0,194.7
6226,DeepCCS-30932474.0,Thymidine 5'-triphosphate,C10H17N2O14P3,[M+H]+,1.0,482.9965,1.0,175.7
6229,DeepCCS-30932474.0,Thymidine 5'-triphosphate,C10H17N2O14P3,[M+Na]+,1.0,504.9785,1.0,183.0
6231,AllCCS-32859911.0,Thymidine 5'-triphosphate,C10H17N2O14P3,[M+H-H2O]+,1.0,464.986,1.0,192.8
6232,AllCCS-32859911.0,Thymidine 5'-triphosphate,C10H17N2O14P3,[M+NH4]+,1.0,500.0231,1.0,196.5
6233,AllCCS-32859911.0,Thymidine 5'-triphosphate,C10H17N2O14P3,[M+Na]+,1.0,504.9785,1.0,197.0
6237,DarkChem-31661259.0,dUDP,C9H14N2O11P2,[M+H]+,1.0,389.0146,1.0,183.6
6239,AllCCS-32859911.0,dUDP,C9H14N2O11P2,[M+H]+,1.0,389.0146,1.0,179.1
6241,DeepCCS-30932474.0,dUDP,C9H14N2O11P2,[M+H]+,1.0,389.0146,1.0,170.7
6244,DeepCCS-30932474.0,dUDP,C9H14N2O11P2,[M+Na]+,1.0,410.9965,1.0,177.9
6246,AllCCS-32859911.0,dUDP,C9H14N2O11P2,[M+H-H2O]+,1.0,371.004,1.0,176.4
6247,AllCCS-32859911.0,dUDP,C9H14N2O11P2,[M+NH4]+,1.0,406.0411,1.0,181.5
6248,AllCCS-32859911.0,dUDP,C9H14N2O11P2,[M+Na]+,1.0,410.9965,1.0,182.2
6253,DeepCCS-30932474.0,D-4'-Phosphopantothenate,C9H18NO8P,[M+H]+,1.0,300.0843,1.0,163.1
6256,DeepCCS-30932474.0,D-4'-Phosphopantothenate,C9H18NO8P,[M+Na]+,1.0,322.0662,1.0,169.2
6257,AllCCS-32859911.0,D-4'-Phosphopantothenate,C9H18NO8P,[M+H]+,1.0,300.0843,1.0,164.7
6258,AllCCS-32859911.0,D-4'-Phosphopantothenate,C9H18NO8P,[M+H-H2O]+,1.0,282.0737,1.0,161.9
6259,AllCCS-32859911.0,D-4'-Phosphopantothenate,C9H18NO8P,[M+NH4]+,1.0,317.1108,1.0,167.3
6260,AllCCS-32859911.0,D-4'-Phosphopantothenate,C9H18NO8P,[M+Na]+,1.0,322.0662,1.0,168.1
6266,DarkChem-31661259.0,"Sedoheptulose 1,7-bisphosphate",C7H16O13P2,[M+H]+,1.0,371.0139,1.0,180.7
6268,DeepCCS-30932474.0,"Sedoheptulose 1,7-bisphosphate",C7H16O13P2,[M+H]+,1.0,371.0139,1.0,173.1
6271,DeepCCS-30932474.0,"Sedoheptulose 1,7-bisphosphate",C7H16O13P2,[M+Na]+,1.0,392.9958,1.0,179.0
6272,AllCCS-32859911.0,"Sedoheptulose 1,7-bisphosphate",C7H16O13P2,[M+H]+,1.0,371.0139,1.0,174.9
6273,AllCCS-32859911.0,"Sedoheptulose 1,7-bisphosphate",C7H16O13P2,[M+H-H2O]+,1.0,353.0033,1.0,172.3
6274,AllCCS-32859911.0,"Sedoheptulose 1,7-bisphosphate",C7H16O13P2,[M+NH4]+,1.0,388.0404,1.0,177.3
6275,AllCCS-32859911.0,"Sedoheptulose 1,7-bisphosphate",C7H16O13P2,[M+Na]+,1.0,392.9958,1.0,178.0
6281,DeepCCS-30932474.0,Glycerylphosphorylethanolamine,C5H14NO6P,[M+H]+,1.0,216.0631,1.0,141.6
6284,DeepCCS-30932474.0,Glycerylphosphorylethanolamine,C5H14NO6P,[M+Na]+,1.0,238.0451,1.0,150.7
6285,AllCCS-32859911.0,Glycerylphosphorylethanolamine,C5H14NO6P,[M+H]+,1.0,216.0631,1.0,146.0
6286,AllCCS-32859911.0,Glycerylphosphorylethanolamine,C5H14NO6P,[M+H-H2O]+,1.0,198.0526,1.0,142.5
6287,AllCCS-32859911.0,Glycerylphosphorylethanolamine,C5H14NO6P,[M+NH4]+,1.0,233.0897,1.0,149.2
6288,AllCCS-32859911.0,Glycerylphosphorylethanolamine,C5H14NO6P,[M+Na]+,1.0,238.0451,1.0,150.1
6295,DarkChem-31661259.0,Phosphoserine,C3H8NO6P,[M+H]+,1.0,186.0162,1.0,141.1
6297,AllCCS-32859911.0,Phosphoserine,C3H8NO6P,[M+H]+,1.0,186.0162,1.0,140.6
6299,DeepCCS-30932474.0,Phosphoserine,C3H8NO6P,[M+H]+,1.0,186.0162,1.0,127.5
6302,DeepCCS-30932474.0,Phosphoserine,C3H8NO6P,[M+Na]+,1.0,207.9981,1.0,136.9
6304,AllCCS-32859911.0,Phosphoserine,C3H8NO6P,[M+H-H2O]+,1.0,168.0056,1.0,136.8
6305,AllCCS-32859911.0,Phosphoserine,C3H8NO6P,[M+NH4]+,1.0,203.0427,1.0,144.1
6306,AllCCS-32859911.0,Phosphoserine,C3H8NO6P,[M+Na]+,1.0,207.9981,1.0,145.1
6313,DeepCCS-30932474.0,5-Amino-6-ribitylamino uracil,C9H16N4O6,[M+H]+,1.0,277.1143,1.0,170.3
6316,DeepCCS-30932474.0,5-Amino-6-ribitylamino uracil,C9H16N4O6,[M+Na]+,1.0,299.0962,1.0,176.4
6317,AllCCS-32859911.0,5-Amino-6-ribitylamino uracil,C9H16N4O6,[M+H]+,1.0,277.1143,1.0,160.4
6318,AllCCS-32859911.0,5-Amino-6-ribitylamino uracil,C9H16N4O6,[M+H-H2O]+,1.0,259.1037,1.0,157.1
6319,AllCCS-32859911.0,5-Amino-6-ribitylamino uracil,C9H16N4O6,[M+NH4]+,1.0,294.1408,1.0,163.5
6320,AllCCS-32859911.0,5-Amino-6-ribitylamino uracil,C9H16N4O6,[M+Na]+,1.0,299.0962,1.0,164.4
6324,DeepCCS-30932474.0,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",C13H18N4O6,[M+H]+,1.0,327.1299,1.0,180.4
6327,DeepCCS-30932474.0,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",C13H18N4O6,[M+Na]+,1.0,349.1119,1.0,187.0
6328,AllCCS-32859911.0,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",C13H18N4O6,[M+H]+,1.0,327.1299,1.0,172.6
6329,AllCCS-32859911.0,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",C13H18N4O6,[M+H-H2O]+,1.0,309.1193,1.0,169.6
6330,AllCCS-32859911.0,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",C13H18N4O6,[M+NH4]+,1.0,344.1565,1.0,175.3
6331,AllCCS-32859911.0,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",C13H18N4O6,[M+Na]+,1.0,349.1119,1.0,176.1
6335,DeepCCS-30932474.0,Squalene,C30H50,[M+H]+,1.0,411.3985,1.0,212.2
6338,DeepCCS-30932474.0,Squalene,C30H50,[M+Na]+,1.0,433.3805,1.0,219.3
6339,AllCCS-32859911.0,Squalene,C30H50,[M+H]+,1.0,411.3985,1.0,217.4
6341,AllCCS-32859911.0,Squalene,C30H50,[M+NH4]+,1.0,428.4251,1.0,219.4
6342,AllCCS-32859911.0,Squalene,C30H50,[M+Na]+,1.0,433.3805,1.0,219.9
6346,AllCCS-32859911.0,Taurocholic acid,C26H45NO7S,[M+H]+,1.0,516.2989,1.0,221.0
6349,DeepCCS-30932474.0,Taurocholic acid,C26H45NO7S,[M+Na]+,1.0,538.2809,1.0,225.0
6351,AllCCS-32859911.0,Taurocholic acid,C26H45NO7S,[M+H-H2O]+,1.0,498.2884,1.0,219.7
6352,AllCCS-32859911.0,Taurocholic acid,C26H45NO7S,[M+NH4]+,1.0,533.3255,1.0,222.2
6353,AllCCS-32859911.0,Taurocholic acid,C26H45NO7S,[M+Na]+,1.0,538.2809,1.0,222.5
6357,DeepCCS-30932474.0,2-Aminoacetaldehyde,C2H5NO,[M+H]+,1.0,60.0444,1.0,117.7
6360,DeepCCS-30932474.0,2-Aminoacetaldehyde,C2H5NO,[M+Na]+,1.0,82.0263,1.0,125.0
6361,DarkChem-31661259.0,Taurine,C2H7NO3S,[M+H]+,1.0,126.0219,1.0,123.5
6363,AllCCS-32859911.0,Taurine,C2H7NO3S,[M+H]+,1.0,126.0219,1.0,129.8
6365,DeepCCS-30932474.0,Taurine,C2H7NO3S,[M+H]+,1.0,126.0219,1.0,131.1
6368,DeepCCS-30932474.0,Taurine,C2H7NO3S,[M+Na]+,1.0,148.0039,1.0,139.2
6369,AllCCS-32859911.0,Taurine,C2H7NO3S,[M+H]+,1.0,126.0219,1.0,129.7
6370,AllCCS-32859911.0,Taurine,C2H7NO3S,[M+H-H2O]+,1.0,108.0114,1.0,125.6
6371,AllCCS-32859911.0,Taurine,C2H7NO3S,[M+NH4]+,1.0,143.0485,1.0,133.6
6372,AllCCS-32859911.0,Taurine,C2H7NO3S,[M+Na]+,1.0,148.0039,1.0,134.7
6377,DarkChem-31661259.0,Thiamine triphosphate,C12H20N4O10P3S,[M+H]+,1.0,506.0186,1.0,209.6
6379,AllCCS-32859911.0,Thiamine triphosphate,C12H20N4O10P3S,[M+H]+,1.0,506.0186,1.0,201.7
6381,DeepCCS-30932474.0,Thiamine triphosphate,C12H20N4O10P3S,[M+H]+,1.0,506.0186,1.0,177.0
6384,DeepCCS-30932474.0,Thiamine triphosphate,C12H20N4O10P3S,[M+Na]+,1.0,528.0005,1.0,182.9
6386,AllCCS-32859911.0,Thiamine triphosphate,C12H20N4O10P3S,[M+H-H2O]+,1.0,488.008,1.0,199.9
6387,AllCCS-32859911.0,Thiamine triphosphate,C12H20N4O10P3S,[M+NH4]+,1.0,523.0451,1.0,203.2
6388,AllCCS-32859911.0,Thiamine triphosphate,C12H20N4O10P3S,[M+Na]+,1.0,528.0005,1.0,203.7
6394,DeepCCS-30932474.0,D-Xylitol,C5H12O5,[M+H]+,1.0,153.0757,1.0,135.4
6397,DeepCCS-30932474.0,D-Xylitol,C5H12O5,[M+Na]+,1.0,175.0577,1.0,141.6
6398,AllCCS-32859911.0,D-Xylitol,C5H12O5,[M+H]+,1.0,153.0757,1.0,135.8
6399,AllCCS-32859911.0,D-Xylitol,C5H12O5,[M+H-H2O]+,1.0,135.0652,1.0,131.9
6400,AllCCS-32859911.0,D-Xylitol,C5H12O5,[M+NH4]+,1.0,170.1023,1.0,139.5
6401,AllCCS-32859911.0,D-Xylitol,C5H12O5,[M+Na]+,1.0,175.0577,1.0,140.6
6406,DarkChem-31661259.0,Pseudouridine 5'-phosphate,C9H13N2O9P,[M+H]+,1.0,325.0431,1.0,173.4
6408,AllCCS-32859911.0,Pseudouridine 5'-phosphate,C9H13N2O9P,[M+H]+,1.0,325.0431,1.0,170.1
6410,DeepCCS-30932474.0,Pseudouridine 5'-phosphate,C9H13N2O9P,[M+H]+,1.0,325.0431,1.0,168.9
6413,DeepCCS-30932474.0,Pseudouridine 5'-phosphate,C9H13N2O9P,[M+Na]+,1.0,347.0251,1.0,175.2
6415,AllCCS-32859911.0,Pseudouridine 5'-phosphate,C9H13N2O9P,[M+H-H2O]+,1.0,307.0326,1.0,166.8
6416,AllCCS-32859911.0,Pseudouridine 5'-phosphate,C9H13N2O9P,[M+NH4]+,1.0,342.0697,1.0,173.1
6417,AllCCS-32859911.0,Pseudouridine 5'-phosphate,C9H13N2O9P,[M+Na]+,1.0,347.0251,1.0,173.9
6424,DarkChem-31661259.0,Phenylpyruvic acid,C9H8O3,[M+H]+,1.0,165.0546,1.0,137.4
6426,AllCCS-32859911.0,Phenylpyruvic acid,C9H8O3,[M+H]+,1.0,165.0546,1.0,134.4
6428,DeepCCS-30932474.0,Phenylpyruvic acid,C9H8O3,[M+H]+,1.0,165.0546,1.0,133.4
6431,DeepCCS-30932474.0,Phenylpyruvic acid,C9H8O3,[M+Na]+,1.0,187.0366,1.0,142.5
6433,AllCCS-32859911.0,Phenylpyruvic acid,C9H8O3,[M+H-H2O]+,1.0,147.0441,1.0,129.9
6434,AllCCS-32859911.0,Phenylpyruvic acid,C9H8O3,[M+NH4]+,1.0,182.0812,1.0,138.5
6435,AllCCS-32859911.0,Phenylpyruvic acid,C9H8O3,[M+Na]+,1.0,187.0366,1.0,139.7
6439,DarkChem-31661259.0,4-Pyridoxolactone,C8H7NO3,[M+H]+,1.0,166.0499,1.0,136.7
6441,DeepCCS-30932474.0,4-Pyridoxolactone,C8H7NO3,[M+H]+,1.0,166.0499,1.0,136.1
6444,DeepCCS-30932474.0,4-Pyridoxolactone,C8H7NO3,[M+Na]+,1.0,188.0318,1.0,144.8
6445,AllCCS-32859911.0,4-Pyridoxolactone,C8H7NO3,[M+H]+,1.0,166.0499,1.0,133.2
6446,AllCCS-32859911.0,4-Pyridoxolactone,C8H7NO3,[M+H-H2O]+,1.0,148.0393,1.0,128.6
6447,AllCCS-32859911.0,4-Pyridoxolactone,C8H7NO3,[M+NH4]+,1.0,183.0764,1.0,137.5
6448,AllCCS-32859911.0,4-Pyridoxolactone,C8H7NO3,[M+Na]+,1.0,188.0318,1.0,138.7
6469,AllCCS-32859911.0,"4,4-dimethyl-5alpha-cholest-7-en-3beta-ol",C29H50O,[M+H]+,1.0,415.3934,1.0,210.3
6470,AllCCS-32859911.0,"4,4-dimethyl-5alpha-cholest-7-en-3beta-ol",C29H50O,[M+H-H2O]+,1.0,397.3829,1.0,208.5
6471,AllCCS-32859911.0,"4,4-dimethyl-5alpha-cholest-7-en-3beta-ol",C29H50O,[M+Na]+,1.0,437.3754,1.0,212.6
6472,AllCCS-32859911.0,"4,4-dimethyl-5alpha-cholest-7-en-3beta-ol",C29H50O,[M+NH4]+,1.0,432.42,1.0,212.1
6477,DeepCCS-30932474.0,"4,4-dimethyl-5alpha-cholest-7-en-3beta-ol",C29H50O,[M+Na]+,1.0,437.3754,1.0,206.1
6478,AllCCS-32859911.0,"dihydro-3-hydroxy-4,4-dimethyl- 2(3H)-Furanone",C6H10O3,[M+H]+,1.0,131.0703,1.0,127.1
6479,AllCCS-32859911.0,"dihydro-3-hydroxy-4,4-dimethyl- 2(3H)-Furanone",C6H10O3,[M+H-H2O]+,1.0,113.0597,1.0,122.5
6480,AllCCS-32859911.0,"dihydro-3-hydroxy-4,4-dimethyl- 2(3H)-Furanone",C6H10O3,[M+Na]+,1.0,153.0522,1.0,132.7
6481,AllCCS-32859911.0,"dihydro-3-hydroxy-4,4-dimethyl- 2(3H)-Furanone",C6H10O3,[M+NH4]+,1.0,148.0968,1.0,131.4
6485,DeepCCS-30932474.0,"dihydro-3-hydroxy-4,4-dimethyl- 2(3H)-Furanone",C6H10O3,[M+H]+,1.0,131.0703,1.0,133.3
6488,DeepCCS-30932474.0,"dihydro-3-hydroxy-4,4-dimethyl- 2(3H)-Furanone",C6H10O3,[M+Na]+,1.0,153.0522,1.0,141.9
6494,DarkChem-31661259.0,Glycolic acid,C2H4O3,[M+H]+,1.0,77.0233,1.0,112.6
6496,AllCCS-32859911.0,Glycolic acid,C2H4O3,[M+H]+,1.0,77.0233,1.0,123.3
6498,DeepCCS-30932474.0,Glycolic acid,C2H4O3,[M+H]+,1.0,77.0233,1.0,128.2
6501,DeepCCS-30932474.0,Glycolic acid,C2H4O3,[M+Na]+,1.0,99.0053,1.0,136.5
6503,AllCCS-32859911.0,Glycolic acid,C2H4O3,[M+H-H2O]+,1.0,59.0128,1.0,118.8
6504,AllCCS-32859911.0,Glycolic acid,C2H4O3,[M+NH4]+,1.0,94.0499,1.0,127.4
6505,AllCCS-32859911.0,Glycolic acid,C2H4O3,[M+Na]+,1.0,99.0053,1.0,128.6
6509,DarkChem-31661259.0,Octanol,C8H18O,[M+H]+,1.0,131.143,1.0,130.4
6511,AllCCS-32859911.0,Octanol,C8H18O,[M+H]+,1.0,131.143,1.0,132.6
6513,DeepCCS-30932474.0,Octanol,C8H18O,[M+H]+,1.0,131.143,1.0,138.0
6516,DeepCCS-30932474.0,Octanol,C8H18O,[M+Na]+,1.0,153.125,1.0,146.6
6518,AllCCS-32859911.0,Octanol,C8H18O,[M+H-H2O]+,1.0,113.1325,1.0,128.4
6519,AllCCS-32859911.0,Octanol,C8H18O,[M+NH4]+,1.0,148.1696,1.0,136.4
6520,AllCCS-32859911.0,Octanol,C8H18O,[M+Na]+,1.0,153.125,1.0,137.6
6525,DarkChem-31661259.0,Formylanthranilic acid,C8H7NO3,[M+H]+,1.0,166.0499,1.0,134.8
6527,DeepCCS-30932474.0,Formylanthranilic acid,C8H7NO3,[M+H]+,1.0,166.0499,1.0,133.6
6530,DeepCCS-30932474.0,Formylanthranilic acid,C8H7NO3,[M+Na]+,1.0,188.0318,1.0,142.2
6531,AllCCS-32859911.0,Formylanthranilic acid,C8H7NO3,[M+H]+,1.0,166.0499,1.0,135.4
6532,AllCCS-32859911.0,Formylanthranilic acid,C8H7NO3,[M+H-H2O]+,1.0,148.0393,1.0,131.0
6533,AllCCS-32859911.0,Formylanthranilic acid,C8H7NO3,[M+NH4]+,1.0,183.0764,1.0,139.5
6534,AllCCS-32859911.0,Formylanthranilic acid,C8H7NO3,[M+Na]+,1.0,188.0318,1.0,140.6
6538,DeepCCS-30932474.0,Acrolein,C3H4O,[M+H]+,1.0,57.0335,1.0,118.7
6541,DeepCCS-30932474.0,Acrolein,C3H4O,[M+Na]+,1.0,79.0154,1.0,126.9
6542,DarkChem-31661259.0,L-Gulonolactone,C6H10O6,[M+H]+,1.0,179.055,1.0,140.4
6544,DeepCCS-30932474.0,L-Gulonolactone,C6H10O6,[M+H]+,1.0,179.055,1.0,139.7
6547,DeepCCS-30932474.0,L-Gulonolactone,C6H10O6,[M+Na]+,1.0,201.037,1.0,145.9
6548,AllCCS-32859911.0,L-Gulonolactone,C6H10O6,[M+H]+,1.0,179.055,1.0,139.8
6549,AllCCS-32859911.0,L-Gulonolactone,C6H10O6,[M+H-H2O]+,1.0,161.0444,1.0,135.7
6550,AllCCS-32859911.0,L-Gulonolactone,C6H10O6,[M+NH4]+,1.0,196.0816,1.0,143.6
6551,AllCCS-32859911.0,L-Gulonolactone,C6H10O6,[M+Na]+,1.0,201.037,1.0,144.7
6569,AllCCS-32859911.0,"L-galactono-1,4-lactone",C6H10O6,[M+H]+,1.0,179.055,1.0,139.9
6570,AllCCS-32859911.0,"L-galactono-1,4-lactone",C6H10O6,[M+H-H2O]+,1.0,161.0444,1.0,135.7
6571,AllCCS-32859911.0,"L-galactono-1,4-lactone",C6H10O6,[M+Na]+,1.0,201.037,1.0,144.9
6572,AllCCS-32859911.0,"L-galactono-1,4-lactone",C6H10O6,[M+NH4]+,1.0,196.0816,1.0,143.8
6576,DeepCCS-30932474.0,"L-galactono-1,4-lactone",C6H10O6,[M+H]+,1.0,179.055,1.0,140.2
6579,DeepCCS-30932474.0,"L-galactono-1,4-lactone",C6H10O6,[M+Na]+,1.0,201.037,1.0,146.4
6583,DarkChem-31661259.0,Norvaline,C5H11NO2,[M+H]+,1.0,118.0863,1.0,126.0
6585,DeepCCS-30932474.0,Norvaline,C5H11NO2,[M+H]+,1.0,118.0863,1.0,123.6
6588,DeepCCS-30932474.0,Norvaline,C5H11NO2,[M+Na]+,1.0,140.0682,1.0,132.3
6589,AllCCS-32859911.0,Norvaline,C5H11NO2,[M+H]+,1.0,118.0863,1.0,129.5
6590,AllCCS-32859911.0,Norvaline,C5H11NO2,[M+H-H2O]+,1.0,100.0757,1.0,125.3
6591,AllCCS-32859911.0,Norvaline,C5H11NO2,[M+NH4]+,1.0,135.1128,1.0,133.5
6592,AllCCS-32859911.0,Norvaline,C5H11NO2,[M+Na]+,1.0,140.0682,1.0,134.6
6597,DarkChem-31661259.0,Octanal,C8H16O,[M+H]+,1.0,129.1274,1.0,129.9
6599,AllCCS-32859911.0,Octanal,C8H16O,[M+H]+,1.0,129.1274,1.0,132.4
6601,DeepCCS-30932474.0,Octanal,C8H16O,[M+H]+,1.0,129.1274,1.0,138.8
6604,DeepCCS-30932474.0,Octanal,C8H16O,[M+Na]+,1.0,151.1093,1.0,147.4
6606,AllCCS-32859911.0,Octanal,C8H16O,[M+H-H2O]+,1.0,111.1168,1.0,128.3
6607,AllCCS-32859911.0,Octanal,C8H16O,[M+NH4]+,1.0,146.1539,1.0,136.3
6608,AllCCS-32859911.0,Octanal,C8H16O,[M+Na]+,1.0,151.1093,1.0,137.4
6612,DarkChem-31661259.0,TG(14:0/14:0/14:0),C45H86O6,[M+H]+,1.0,723.6497,1.0,273.4
6614,DeepCCS-30932474.0,TG(14:0/14:0/14:0),C45H86O6,[M+H]+,1.0,723.6497,1.0,284.4
6617,DeepCCS-30932474.0,TG(14:0/14:0/14:0),C45H86O6,[M+Na]+,1.0,745.6317,1.0,290.5
6618,AllCCS-32859911.0,TG(14:0/14:0/14:0),C45H86O6,[M+H]+,1.0,723.6497,1.0,296.4
6619,AllCCS-32859911.0,TG(14:0/14:0/14:0),C45H86O6,[M+H-H2O]+,1.0,705.6392,1.0,296.4
6620,AllCCS-32859911.0,TG(14:0/14:0/14:0),C45H86O6,[M+NH4]+,1.0,740.6763,1.0,296.4
6621,AllCCS-32859911.0,TG(14:0/14:0/14:0),C45H86O6,[M+Na]+,1.0,745.6317,1.0,296.4
6625,DarkChem-31661259.0,Decyl alcohol,C10H22O,[M+H]+,1.0,159.1743,1.0,138.6
