,Molecule List Name,Precursor Name,Precursor Formula,Precursor Adduct,Precursor Charge,Product m/z,Product Charge,CCS
44,AllCCS-32859911,Urea,CH4N2O,[M+HCOO]-,-1.0,105.0306,-1.0,152.2
45,DarkChem-31661259,Galactose 1-phosphate,C6H13O9P,[M+H]+,1.0,261.037,1.0,157.9
46,DarkChem-31661259,Galactose 1-phosphate,C6H13O9P,[M-H]-,-1.0,259.0224,-1.0,151.1
47,AllCCS-32859911,Galactose 1-phosphate,C6H13O9P,[M+H]+,1.0,261.037,1.0,156.4
48,AllCCS-32859911,Galactose 1-phosphate,C6H13O9P,[M-H]-,-1.0,259.0224,-1.0,146.2
49,DeepCCS-30932474,Galactose 1-phosphate,C6H13O9P,[M+H]+,1.0,261.037,1.0,143.2
50,DeepCCS-30932474,Galactose 1-phosphate,C6H13O9P,[M-H]-,-1.0,259.0224,-1.0,140.8
51,DeepCCS-30932474,Galactose 1-phosphate,C6H13O9P,[M-2H]2-,,129.5112,,175.6
52,DeepCCS-30932474,Galactose 1-phosphate,C6H13O9P,[M+Na]+,1.0,283.0189,1.0,150.3
54,AllCCS-32859911,Galactose 1-phosphate,C6H13O9P,[M+H-H2O]+,1.0,243.0264,1.0,152.8
55,AllCCS-32859911,Galactose 1-phosphate,C6H13O9P,[M+NH4]+,1.0,278.0635,1.0,159.7
56,AllCCS-32859911,Galactose 1-phosphate,C6H13O9P,[M+Na]+,1.0,283.0189,1.0,160.6
58,AllCCS-32859911,Galactose 1-phosphate,C6H13O9P,[M+Na-2H]-,-1.0,281.0044,-1.0,146.5
59,AllCCS-32859911,Galactose 1-phosphate,C6H13O9P,[M+HCOO]-,-1.0,305.0279,-1.0,146.9
60,DarkChem-31661259,Sulfate,H2O4S,[M+H]+,1.0,98.9747,1.0,116.6
61,DarkChem-31661259,Sulfate,H2O4S,[M-H]-,-1.0,96.9601,-1.0,108.2
62,AllCCS-32859911,Sulfate,H2O4S,[M+H]+,1.0,98.9747,1.0,117.2
63,AllCCS-32859911,Sulfate,H2O4S,[M-H]-,-1.0,96.9601,-1.0,130.8
64,DeepCCS-30932474,Sulfate,H2O4S,[M+H]+,1.0,98.9747,1.0,126.9
65,DeepCCS-30932474,Sulfate,H2O4S,[M-H]-,-1.0,96.9601,-1.0,124.1
66,DeepCCS-30932474,Sulfate,H2O4S,[M-2H]2-,,48.4801,,160.6
67,DeepCCS-30932474,Sulfate,H2O4S,[M+Na]+,1.0,120.9566,1.0,135.1
69,AllCCS-32859911,Sulfate,H2O4S,[M+H-H2O]+,1.0,80.9641,1.0,112.8
70,AllCCS-32859911,Sulfate,H2O4S,[M+NH4]+,1.0,116.0012,1.0,121.2
71,AllCCS-32859911,Sulfate,H2O4S,[M+Na]+,1.0,120.9566,1.0,122.4
73,AllCCS-32859911,Sulfate,H2O4S,[M+Na-2H]-,-1.0,118.942,-1.0,136.5
74,AllCCS-32859911,Sulfate,H2O4S,[M+HCOO]-,-1.0,142.9656,-1.0,142.7
75,DarkChem-31661259,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M+H]+,1.0,500.936,1.0,205.4
76,DarkChem-31661259,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M-H]-,-1.0,498.9214,-1.0,195.8
77,DeepCCS-30932474,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M+H]+,1.0,500.936,1.0,174.1
78,DeepCCS-30932474,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M-H]-,-1.0,498.9214,-1.0,172.3
79,DeepCCS-30932474,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M-2H]2-,,249.4607,,205.5
80,DeepCCS-30932474,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M+Na]+,1.0,522.9179,1.0,179.9
81,AllCCS-32859911,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M+H]+,1.0,500.936,1.0,194.7
82,AllCCS-32859911,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M+H-H2O]+,1.0,482.9254,1.0,192.8
83,AllCCS-32859911,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M+NH4]+,1.0,517.9625,1.0,196.4
84,AllCCS-32859911,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M+Na]+,1.0,522.9179,1.0,196.9
85,AllCCS-32859911,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M-H]-,-1.0,498.9214,-1.0,178.6
86,AllCCS-32859911,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M+Na-2H]-,-1.0,520.9034,-1.0,178.8
87,AllCCS-32859911,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M+HCOO]-,-1.0,544.9269,-1.0,179.2
88,DarkChem-31661259,Quinolinic acid,C7H5NO4,[M+H]+,1.0,168.0291,1.0,136.0
89,DarkChem-31661259,Quinolinic acid,C7H5NO4,[M-H]-,-1.0,166.0146,-1.0,129.6
90,AllCCS-32859911,Quinolinic acid,C7H5NO4,[M+H]+,1.0,168.0291,1.0,134.8
91,AllCCS-32859911,Quinolinic acid,C7H5NO4,[M-H]-,-1.0,166.0146,-1.0,127.8
92,DeepCCS-30932474,Quinolinic acid,C7H5NO4,[M+H]+,1.0,168.0291,1.0,132.1
93,DeepCCS-30932474,Quinolinic acid,C7H5NO4,[M-H]-,-1.0,166.0146,-1.0,128.2
94,DeepCCS-30932474,Quinolinic acid,C7H5NO4,[M-2H]2-,,83.0073,,165.5
95,DeepCCS-30932474,Quinolinic acid,C7H5NO4,[M+Na]+,1.0,190.0111,1.0,141.0
97,AllCCS-32859911,Quinolinic acid,C7H5NO4,[M+H-H2O]+,1.0,150.0186,1.0,130.4
98,AllCCS-32859911,Quinolinic acid,C7H5NO4,[M+NH4]+,1.0,185.0557,1.0,139.0
99,AllCCS-32859911,Quinolinic acid,C7H5NO4,[M+Na]+,1.0,190.0111,1.0,140.2
101,AllCCS-32859911,Quinolinic acid,C7H5NO4,[M+Na-2H]-,-1.0,187.9965,-1.0,128.7
102,AllCCS-32859911,Quinolinic acid,C7H5NO4,[M+HCOO]-,-1.0,212.0201,-1.0,129.8
103,DarkChem-31661259,Trehalose,C12H22O11,[M+H]+,1.0,343.1235,1.0,174.6
104,DarkChem-31661259,Trehalose,C12H22O11,[M-H]-,-1.0,341.1089,-1.0,174.2
105,AllCCS-32859911,Trehalose,C12H22O11,[M+H]+,1.0,343.1235,1.0,176.3
106,AllCCS-32859911,Trehalose,C12H22O11,[M-H]-,-1.0,341.1089,-1.0,174.4
107,DeepCCS-30932474,Trehalose,C12H22O11,[M+H]+,1.0,343.1235,1.0,171.3
108,DeepCCS-30932474,Trehalose,C12H22O11,[M-H]-,-1.0,341.1089,-1.0,169.2
109,DeepCCS-30932474,Trehalose,C12H22O11,[M-2H]2-,,170.5545,,202.8
110,DeepCCS-30932474,Trehalose,C12H22O11,[M+Na]+,1.0,365.1054,1.0,177.1
112,AllCCS-32859911,Trehalose,C12H22O11,[M+H-H2O]+,1.0,325.1129,1.0,173.5
113,AllCCS-32859911,Trehalose,C12H22O11,[M+NH4]+,1.0,360.15,1.0,178.9
114,AllCCS-32859911,Trehalose,C12H22O11,[M+Na]+,1.0,365.1054,1.0,179.6
116,AllCCS-32859911,Trehalose,C12H22O11,[M+Na-2H]-,-1.0,363.0909,-1.0,173.9
117,AllCCS-32859911,Trehalose,C12H22O11,[M+HCOO]-,-1.0,387.1144,-1.0,173.6
118,DarkChem-31661259,Ethanolamine,C2H7NO,[M+H]+,1.0,62.06,1.0,108.8
120,DarkChem-31661259,Ethanolamine,C2H7NO,[M-H]-,-1.0,60.0455,-1.0,103.6
122,AllCCS-32859911,Ethanolamine,C2H7NO,[M+H]+,1.0,62.06,1.0,121.2
123,AllCCS-32859911,Ethanolamine,C2H7NO,[M-H]-,-1.0,60.0455,-1.0,140.8
124,DeepCCS-30932474,Ethanolamine,C2H7NO,[M+H]+,1.0,62.06,1.0,118.3
125,DeepCCS-30932474,Ethanolamine,C2H7NO,[M-H]-,-1.0,60.0455,-1.0,116.4
126,DeepCCS-30932474,Ethanolamine,C2H7NO,[M-2H]2-,,30.0227,,151.8
127,DeepCCS-30932474,Ethanolamine,C2H7NO,[M+Na]+,1.0,84.042,1.0,126.2
129,AllCCS-32859911,Ethanolamine,C2H7NO,[M+H-H2O]+,1.0,44.0495,1.0,116.7
130,AllCCS-32859911,Ethanolamine,C2H7NO,[M+NH4]+,1.0,79.0866,1.0,125.5
131,AllCCS-32859911,Ethanolamine,C2H7NO,[M+Na]+,1.0,84.042,1.0,126.7
133,AllCCS-32859911,Ethanolamine,C2H7NO,[M+Na-2H]-,-1.0,82.0274,-1.0,147.6
134,AllCCS-32859911,Ethanolamine,C2H7NO,[M+HCOO]-,-1.0,106.051,-1.0,155.0
135,DarkChem-31661259,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M+H]+,1.0,208.0604,1.0,146.8
136,DarkChem-31661259,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M-H]-,-1.0,206.0459,-1.0,144.5
137,AllCCS-32859911,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M+H]+,1.0,208.0604,1.0,144.9
138,AllCCS-32859911,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M-H]-,-1.0,206.0459,-1.0,142.8
139,DeepCCS-30932474,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M+H]+,1.0,208.0604,1.0,144.6
140,DeepCCS-30932474,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M-H]-,-1.0,206.0459,-1.0,142.3
141,DeepCCS-30932474,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M-2H]2-,,103.0229,,177.2
142,DeepCCS-30932474,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M+Na]+,1.0,230.0424,1.0,152.6
144,AllCCS-32859911,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M+H-H2O]+,1.0,190.0499,1.0,140.8
145,AllCCS-32859911,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M+NH4]+,1.0,225.087,1.0,148.6
146,AllCCS-32859911,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M+Na]+,1.0,230.0424,1.0,149.7
148,AllCCS-32859911,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M+Na-2H]-,-1.0,228.0278,-1.0,143.1
149,AllCCS-32859911,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M+HCOO]-,-1.0,252.0514,-1.0,143.6
150,DarkChem-31661259,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M+H]+,1.0,341.0033,1.0,172.9
151,DarkChem-31661259,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M-H]-,-1.0,338.9888,-1.0,165.7
152,AllCCS-32859911,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M+H]+,1.0,341.0033,1.0,170.0
153,AllCCS-32859911,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M-H]-,-1.0,338.9888,-1.0,159.7
154,DeepCCS-30932474,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M+H]+,1.0,341.0033,1.0,148.5
155,DeepCCS-30932474,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M-H]-,-1.0,338.9888,-1.0,146.2
156,DeepCCS-30932474,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M-2H]2-,,169.4944,,180.9
157,DeepCCS-30932474,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M+Na]+,1.0,362.9853,1.0,155.1
159,AllCCS-32859911,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M+H-H2O]+,1.0,322.9928,1.0,167.0
160,AllCCS-32859911,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M+NH4]+,1.0,358.0299,1.0,172.8
161,AllCCS-32859911,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M+Na]+,1.0,362.9853,1.0,173.6
163,AllCCS-32859911,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M+Na-2H]-,-1.0,360.9707,-1.0,159.7
164,AllCCS-32859911,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M+HCOO]-,-1.0,384.9942,-1.0,159.9
165,DarkChem-31661259,Adenylsuccinic acid,C14H18N5O11P,[M+H]+,1.0,464.0813,1.0,207.1
166,DarkChem-31661259,Adenylsuccinic acid,C14H18N5O11P,[M-H]-,-1.0,462.0668,-1.0,198.5
167,AllCCS-32859911,Adenylsuccinic acid,C14H18N5O11P,[M+H]+,1.0,464.0813,1.0,196.3
168,AllCCS-32859911,Adenylsuccinic acid,C14H18N5O11P,[M-H]-,-1.0,462.0668,-1.0,191.4
169,DeepCCS-30932474,Adenylsuccinic acid,C14H18N5O11P,[M+H]+,1.0,464.0813,1.0,182.5
170,DeepCCS-30932474,Adenylsuccinic acid,C14H18N5O11P,[M-H]-,-1.0,462.0668,-1.0,180.3
171,DeepCCS-30932474,Adenylsuccinic acid,C14H18N5O11P,[M-2H]2-,,231.0334,,213.5
172,DeepCCS-30932474,Adenylsuccinic acid,C14H18N5O11P,[M+Na]+,1.0,486.0633,1.0,188.4
174,AllCCS-32859911,Adenylsuccinic acid,C14H18N5O11P,[M+H-H2O]+,1.0,446.0708,1.0,194.3
175,AllCCS-32859911,Adenylsuccinic acid,C14H18N5O11P,[M+NH4]+,1.0,481.1079,1.0,198.1
176,AllCCS-32859911,Adenylsuccinic acid,C14H18N5O11P,[M+Na]+,1.0,486.0633,1.0,198.6
178,AllCCS-32859911,Adenylsuccinic acid,C14H18N5O11P,[M+Na-2H]-,-1.0,484.0487,-1.0,191.5
179,AllCCS-32859911,Adenylsuccinic acid,C14H18N5O11P,[M+HCOO]-,-1.0,508.0722,-1.0,191.9
180,DeepCCS-30932474,5-Diphosphoinositol pentakisphosphate,C6H19O27P7,[M+H]+,1.0,740.835,1.0,199.0
181,DeepCCS-30932474,5-Diphosphoinositol pentakisphosphate,C6H19O27P7,[M-H]-,-1.0,738.8204,-1.0,196.2
182,DeepCCS-30932474,5-Diphosphoinositol pentakisphosphate,C6H19O27P7,[M-2H]2-,,369.4102,,231.6
183,DeepCCS-30932474,5-Diphosphoinositol pentakisphosphate,C6H19O27P7,[M+Na]+,1.0,762.8169,1.0,206.4
184,AllCCS-32859911,5-Diphosphoinositol pentakisphosphate,C6H19O27P7,[M+H]+,1.0,740.835,1.0,222.8
185,AllCCS-32859911,5-Diphosphoinositol pentakisphosphate,C6H19O27P7,[M+H-H2O]+,1.0,722.8244,1.0,222.2
186,AllCCS-32859911,5-Diphosphoinositol pentakisphosphate,C6H19O27P7,[M+NH4]+,1.0,757.8615,1.0,223.2
187,AllCCS-32859911,5-Diphosphoinositol pentakisphosphate,C6H19O27P7,[M+Na]+,1.0,762.8169,1.0,223.3
188,AllCCS-32859911,5-Diphosphoinositol pentakisphosphate,C6H19O27P7,[M-H]-,-1.0,738.8204,-1.0,214.4
189,AllCCS-32859911,5-Diphosphoinositol pentakisphosphate,C6H19O27P7,[M+Na-2H]-,-1.0,760.8024,-1.0,215.9
190,AllCCS-32859911,5-Diphosphoinositol pentakisphosphate,C6H19O27P7,[M+HCOO]-,-1.0,784.8259,-1.0,217.6
191,DarkChem-31661259,"delta8,14-Sterol",C29H46O,[M+H]+,1.0,411.3621,1.0,200.5
192,DarkChem-31661259,"delta8,14-Sterol",C29H46O,[M-H]-,-1.0,409.3476,-1.0,201.8
193,DeepCCS-30932474,"delta8,14-Sterol",C29H46O,[M-2H]2-,,204.6738,,243.2
194,DeepCCS-30932474,"delta8,14-Sterol",C29H46O,[M+Na]+,1.0,433.3441,1.0,217.5
195,AllCCS-32859911,"delta8,14-Sterol",C29H46O,[M+H]+,1.0,411.3621,1.0,208.4
196,AllCCS-32859911,"delta8,14-Sterol",C29H46O,[M+H-H2O]+,1.0,393.3516,1.0,206.3
197,AllCCS-32859911,"delta8,14-Sterol",C29H46O,[M+NH4]+,1.0,428.3887,1.0,210.3
198,AllCCS-32859911,"delta8,14-Sterol",C29H46O,[M+Na]+,1.0,433.3441,1.0,210.8
199,AllCCS-32859911,"delta8,14-Sterol",C29H46O,[M-H]-,-1.0,409.3476,-1.0,208.0
200,AllCCS-32859911,"delta8,14-Sterol",C29H46O,[M+Na-2H]-,-1.0,431.3295,-1.0,210.0
201,AllCCS-32859911,"delta8,14-Sterol",C29H46O,[M+HCOO]-,-1.0,455.3531,-1.0,212.3
202,DarkChem-31661259,Glycine,C2H5NO2,[M+H]+,1.0,76.0393,1.0,112.3
204,DarkChem-31661259,Glycine,C2H5NO2,[M-H]-,-1.0,74.0248,-1.0,105.2
206,AllCCS-32859911,Glycine,C2H5NO2,[M+H]+,1.0,76.0393,1.0,122.9
207,AllCCS-32859911,Glycine,C2H5NO2,[M-H]-,-1.0,74.0248,-1.0,126.8
208,DeepCCS-30932474,Glycine,C2H5NO2,[M+H]+,1.0,76.0393,1.0,128.1
209,DeepCCS-30932474,Glycine,C2H5NO2,[M-H]-,-1.0,74.0248,-1.0,125.4
210,DeepCCS-30932474,Glycine,C2H5NO2,[M-2H]2-,,37.0124,,161.9
211,DeepCCS-30932474,Glycine,C2H5NO2,[M+Na]+,1.0,98.0212,1.0,136.3
213,AllCCS-32859911,Glycine,C2H5NO2,[M+H-H2O]+,1.0,58.0287,1.0,118.5
214,AllCCS-32859911,Glycine,C2H5NO2,[M+NH4]+,1.0,93.0659,1.0,127.1
215,AllCCS-32859911,Glycine,C2H5NO2,[M+Na]+,1.0,98.0212,1.0,128.3
217,AllCCS-32859911,Glycine,C2H5NO2,[M+Na-2H]-,-1.0,96.0067,-1.0,132.4
218,AllCCS-32859911,Glycine,C2H5NO2,[M+HCOO]-,-1.0,120.0302,-1.0,138.6
219,DarkChem-31661259,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M+H]+,1.0,257.1244,1.0,160.1
220,DarkChem-31661259,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M-H]-,-1.0,255.1099,-1.0,158.5
221,DeepCCS-30932474,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M+H]+,1.0,257.1244,1.0,158.6
222,DeepCCS-30932474,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M-H]-,-1.0,255.1099,-1.0,156.2
223,DeepCCS-30932474,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M-2H]2-,,127.5549,,189.1
224,DeepCCS-30932474,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M+Na]+,1.0,279.1064,1.0,164.7
225,AllCCS-32859911,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M+H]+,1.0,257.1244,1.0,156.9
226,AllCCS-32859911,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M+H-H2O]+,1.0,239.1139,1.0,153.6
227,AllCCS-32859911,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M+NH4]+,1.0,274.151,1.0,160.0
228,AllCCS-32859911,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M+Na]+,1.0,279.1064,1.0,160.8
229,AllCCS-32859911,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M-H]-,-1.0,255.1099,-1.0,158.0
230,AllCCS-32859911,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M+Na-2H]-,-1.0,277.0918,-1.0,158.2
231,AllCCS-32859911,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M+HCOO]-,-1.0,301.1154,-1.0,158.5
232,DarkChem-31661259,Dihydroxyacetone,C3H6O3,[M+H]+,1.0,91.039,1.0,116.8
233,DarkChem-31661259,Dihydroxyacetone,C3H6O3,[M-H]-,-1.0,89.0244,-1.0,111.0
234,AllCCS-32859911,Dihydroxyacetone,C3H6O3,[M+H]+,1.0,91.039,1.0,123.7
235,AllCCS-32859911,Dihydroxyacetone,C3H6O3,[M-H]-,-1.0,89.0244,-1.0,122.0
236,DeepCCS-30932474,Dihydroxyacetone,C3H6O3,[M+H]+,1.0,91.039,1.0,127.6
237,DeepCCS-30932474,Dihydroxyacetone,C3H6O3,[M-H]-,-1.0,89.0244,-1.0,124.8
238,DeepCCS-30932474,Dihydroxyacetone,C3H6O3,[M-2H]2-,,44.5122,,161.1
239,DeepCCS-30932474,Dihydroxyacetone,C3H6O3,[M+Na]+,1.0,113.0209,1.0,135.7
241,AllCCS-32859911,Dihydroxyacetone,C3H6O3,[M+H-H2O]+,1.0,73.0284,1.0,119.3
242,AllCCS-32859911,Dihydroxyacetone,C3H6O3,[M+NH4]+,1.0,108.0655,1.0,127.8
243,AllCCS-32859911,Dihydroxyacetone,C3H6O3,[M+Na]+,1.0,113.0209,1.0,129.0
245,AllCCS-32859911,Dihydroxyacetone,C3H6O3,[M+Na-2H]-,-1.0,111.0064,-1.0,126.6
246,AllCCS-32859911,Dihydroxyacetone,C3H6O3,[M+HCOO]-,-1.0,135.0299,-1.0,131.6
247,DarkChem-31661259,Saccharopine,C11H20N2O6,[M+H]+,1.0,277.1394,1.0,163.9
249,DarkChem-31661259,Saccharopine,C11H20N2O6,[M-H]-,-1.0,275.1249,-1.0,159.5
251,AllCCS-32859911,Saccharopine,C11H20N2O6,[M+H]+,1.0,277.1394,1.0,160.6
252,AllCCS-32859911,Saccharopine,C11H20N2O6,[M-H]-,-1.0,275.1249,-1.0,163.1
253,DeepCCS-30932474,Saccharopine,C11H20N2O6,[M+H]+,1.0,277.1394,1.0,163.6
254,DeepCCS-30932474,Saccharopine,C11H20N2O6,[M-H]-,-1.0,275.1249,-1.0,161.2
255,DeepCCS-30932474,Saccharopine,C11H20N2O6,[M-2H]2-,,137.5624,,194.1
256,DeepCCS-30932474,Saccharopine,C11H20N2O6,[M+Na]+,1.0,299.1214,1.0,169.7
258,AllCCS-32859911,Saccharopine,C11H20N2O6,[M+H-H2O]+,1.0,259.1288,1.0,157.7
259,AllCCS-32859911,Saccharopine,C11H20N2O6,[M+NH4]+,1.0,294.166,1.0,163.3
260,AllCCS-32859911,Saccharopine,C11H20N2O6,[M+Na]+,1.0,299.1214,1.0,164.1
262,AllCCS-32859911,Saccharopine,C11H20N2O6,[M+Na-2H]-,-1.0,297.1068,-1.0,163.5
263,AllCCS-32859911,Saccharopine,C11H20N2O6,[M+HCOO]-,-1.0,321.1303,-1.0,164.0
264,DeepCCS-30932474,Sodium,Na,[M+H]+,1.0,23.997,1.0,109.8
265,DeepCCS-30932474,Sodium,Na,[M-H]-,-1.0,21.9825,-1.0,108.0
266,DeepCCS-30932474,Sodium,Na,[M-2H]2-,,10.9912,,143.3
267,DeepCCS-30932474,Sodium,Na,[M+Na]+,1.0,45.979,1.0,116.6
