	AllCCS ID	Name	Structure	Formula	Type	Adduct	m/z	CCS	Confidence level	Update date
515	AllCCS00002615	(2E,6E)-Farnesol	CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C	C15H26O	Predicted CCS	[M+H]+	223.2057	152.4	4	2023-04-30
516	AllCCS00002615	(2E,6E)-Farnesol	CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C	C15H26O	Predicted CCS	[M+Na]+	245.1877	162.7	4	2023-04-30
517	AllCCS00002615	(2E,6E)-Farnesol	CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C	C15H26O	Predicted CCS	[M+NH4]+	240.2323	161.0	4	2023-04-30
518	AllCCS00002615	(2E,6E)-Farnesol	CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C	C15H26O	Predicted CCS	[M-H2O+H]+	205.1951	147.5	4	2023-04-30
519	AllCCS00002615	(2E,6E)-Farnesol	CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C	C15H26O	Predicted CCS	[M-H]-	221.1911	155.5	4	2023-04-30
520	AllCCS00002615	(2E,6E)-Farnesol	CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C	C15H26O	Predicted CCS	[M+Na-2H]-	243.1731	159.4	4	2023-04-30
521	AllCCS00002615	(2E,6E)-Farnesol	CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C	C15H26O	Predicted CCS	[M+HCOO]-	267.1966	160.9	4	2023-04-30
2027	AllCCS00012223	(2E)-Octadecenoyl-CoA	CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C39H68N7O17P3S	Predicted CCS	[M+H]+	1032.3678	310.0	4	2023-04-30
2028	AllCCS00012223	(2E)-Octadecenoyl-CoA	CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C39H68N7O17P3S	Predicted CCS	[M+Na]+	1054.3498	318.1	4	2023-04-30
2029	AllCCS00012223	(2E)-Octadecenoyl-CoA	CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C39H68N7O17P3S	Predicted CCS	[M+NH4]+	1049.3944	315.7	4	2023-04-30
2030	AllCCS00012223	(2E)-Octadecenoyl-CoA	CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C39H68N7O17P3S	Predicted CCS	[M-H2O+H]+	1014.3572	311.8	4	2023-04-30
2031	AllCCS00012223	(2E)-Octadecenoyl-CoA	CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C39H68N7O17P3S	Predicted CCS	[M-H]-	1030.3532	304.6	4	2023-04-30
2032	AllCCS00012223	(2E)-Octadecenoyl-CoA	CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C39H68N7O17P3S	Predicted CCS	[M+Na-2H]-	1052.3352	311.4	4	2023-04-30
2033	AllCCS00012223	(2E)-Octadecenoyl-CoA	CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C39H68N7O17P3S	Predicted CCS	[M+HCOO]-	1076.3587	323.9	4	2023-04-30
3398	AllCCS00002362	(2r)-2,3-Dihydroxypropanal	C([C@H](C=O)O)O	C3H6O3	Predicted CCS	[M+H]+	91.039	120.6	4	2023-04-30
3399	AllCCS00002362	(2r)-2,3-Dihydroxypropanal	C([C@H](C=O)O)O	C3H6O3	Predicted CCS	[M+Na]+	113.021	130.1	4	2023-04-30
3400	AllCCS00002362	(2r)-2,3-Dihydroxypropanal	C([C@H](C=O)O)O	C3H6O3	Predicted CCS	[M+NH4]+	108.0656	127.3	4	2023-04-30
3401	AllCCS00002362	(2r)-2,3-Dihydroxypropanal	C([C@H](C=O)O)O	C3H6O3	Predicted CCS	[M-H2O+H]+	73.0284	121.7	4	2023-04-30
3402	AllCCS00002362	(2r)-2,3-Dihydroxypropanal	C([C@H](C=O)O)O	C3H6O3	Predicted CCS	[M-H]-	89.0244	116.2	4	2023-04-30
3403	AllCCS00002362	(2r)-2,3-Dihydroxypropanal	C([C@H](C=O)O)O	C3H6O3	Predicted CCS	[M+Na-2H]-	111.0064	125.5	4	2023-04-30
3404	AllCCS00002362	(2r)-2,3-Dihydroxypropanal	C([C@H](C=O)O)O	C3H6O3	Predicted CCS	[M+HCOO]-	135.0299	129.3	4	2023-04-30
1672	AllCCS00004026	(2S)-2-Isopropyl-3-oxosuccinate	CC(C)[C@@H](C(=O)C(=O)O)C(=O)O	C7H10O5	Predicted CCS	[M+H]+	175.0601	133.5	4	2023-04-30
1673	AllCCS00004026	(2S)-2-Isopropyl-3-oxosuccinate	CC(C)[C@@H](C(=O)C(=O)O)C(=O)O	C7H10O5	Predicted CCS	[M+Na]+	197.0421	143.8	4	2023-04-30
1674	AllCCS00004026	(2S)-2-Isopropyl-3-oxosuccinate	CC(C)[C@@H](C(=O)C(=O)O)C(=O)O	C7H10O5	Predicted CCS	[M+NH4]+	192.0867	140.2	4	2023-04-30
1675	AllCCS00004026	(2S)-2-Isopropyl-3-oxosuccinate	CC(C)[C@@H](C(=O)C(=O)O)C(=O)O	C7H10O5	Predicted CCS	[M-H2O+H]+	157.0495	127.2	4	2023-04-30
1676	AllCCS00004026	(2S)-2-Isopropyl-3-oxosuccinate	CC(C)[C@@H](C(=O)C(=O)O)C(=O)O	C7H10O5	Predicted CCS	[M-H]-	173.0455	131.5	4	2023-04-30
1677	AllCCS00004026	(2S)-2-Isopropyl-3-oxosuccinate	CC(C)[C@@H](C(=O)C(=O)O)C(=O)O	C7H10O5	Predicted CCS	[M+Na-2H]-	195.0275	138.8	4	2023-04-30
1678	AllCCS00004026	(2S)-2-Isopropyl-3-oxosuccinate	CC(C)[C@@H](C(=O)C(=O)O)C(=O)O	C7H10O5	Predicted CCS	[M+HCOO]-	219.051	147.9	4	2023-04-30
1950	AllCCS00002215	(6S)-5,6,7,8-tetrahydrofolate	C1[C@@H](NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O	C19H23N7O6	Predicted CCS	[M+H]+	446.1783	195.8	4	2023-04-30
1951	AllCCS00002215	(6S)-5,6,7,8-tetrahydrofolate	C1[C@@H](NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O	C19H23N7O6	Predicted CCS	[M+Na]+	468.1603	205.3	4	2023-04-30
1952	AllCCS00002215	(6S)-5,6,7,8-tetrahydrofolate	C1[C@@H](NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O	C19H23N7O6	Predicted CCS	[M+NH4]+	463.2049	203.5	4	2023-04-30
1953	AllCCS00002215	(6S)-5,6,7,8-tetrahydrofolate	C1[C@@H](NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O	C19H23N7O6	Predicted CCS	[M-H2O+H]+	428.1677	200.2	4	2023-04-30
1954	AllCCS00002215	(6S)-5,6,7,8-tetrahydrofolate	C1[C@@H](NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O	C19H23N7O6	Predicted CCS	[M-H]-	444.1637	196.4	4	2023-04-30
1955	AllCCS00002215	(6S)-5,6,7,8-tetrahydrofolate	C1[C@@H](NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O	C19H23N7O6	Predicted CCS	[M+Na-2H]-	466.1457	200.3	4	2023-04-30
1956	AllCCS00002215	(6S)-5,6,7,8-tetrahydrofolate	C1[C@@H](NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O	C19H23N7O6	Predicted CCS	[M+HCOO]-	490.1692	211.1	4	2023-04-30
1770	AllCCS00009115	(E)-3-(Methoxycarbonyl)pent-2-enedioate	COC(=O)/C(=C/C(=O)O)/CC(=O)O	C7H8O6	Predicted CCS	[M+H]+	189.0394	143.6	4	2023-04-30
1771	AllCCS00009115	(E)-3-(Methoxycarbonyl)pent-2-enedioate	COC(=O)/C(=C/C(=O)O)/CC(=O)O	C7H8O6	Predicted CCS	[M+Na]+	211.0214	145.8	4	2023-04-30
1772	AllCCS00009115	(E)-3-(Methoxycarbonyl)pent-2-enedioate	COC(=O)/C(=C/C(=O)O)/CC(=O)O	C7H8O6	Predicted CCS	[M+NH4]+	206.066	143.5	4	2023-04-30
1773	AllCCS00009115	(E)-3-(Methoxycarbonyl)pent-2-enedioate	COC(=O)/C(=C/C(=O)O)/CC(=O)O	C7H8O6	Predicted CCS	[M-H2O+H]+	171.0288	132.0	4	2023-04-30
1774	AllCCS00009115	(E)-3-(Methoxycarbonyl)pent-2-enedioate	COC(=O)/C(=C/C(=O)O)/CC(=O)O	C7H8O6	Predicted CCS	[M-H]-	187.0248	134.8	4	2023-04-30
1775	AllCCS00009115	(E)-3-(Methoxycarbonyl)pent-2-enedioate	COC(=O)/C(=C/C(=O)O)/CC(=O)O	C7H8O6	Predicted CCS	[M+Na-2H]-	209.0068	139.9	4	2023-04-30
1776	AllCCS00009115	(E)-3-(Methoxycarbonyl)pent-2-enedioate	COC(=O)/C(=C/C(=O)O)/CC(=O)O	C7H8O6	Predicted CCS	[M+HCOO]-	233.0303	146.4	4	2023-04-30
662	AllCCS00015951	(R,R)-2,3-Butanediol	C[C@H]([C@H](C)O)O	C4H10O2	Predicted CCS	[M+H]+	91.0754	121.4	4	2023-04-30
663	AllCCS00015951	(R,R)-2,3-Butanediol	C[C@H]([C@H](C)O)O	C4H10O2	Predicted CCS	[M+Na]+	113.0574	126.5	4	2023-04-30
664	AllCCS00015951	(R,R)-2,3-Butanediol	C[C@H]([C@H](C)O)O	C4H10O2	Predicted CCS	[M+NH4]+	108.102	124.6	4	2023-04-30
665	AllCCS00015951	(R,R)-2,3-Butanediol	C[C@H]([C@H](C)O)O	C4H10O2	Predicted CCS	[M-H2O+H]+	73.0648	123.6	4	2023-04-30
666	AllCCS00015951	(R,R)-2,3-Butanediol	C[C@H]([C@H](C)O)O	C4H10O2	Predicted CCS	[M-H]-	89.0608	117.1	4	2023-04-30
667	AllCCS00015951	(R,R)-2,3-Butanediol	C[C@H]([C@H](C)O)O	C4H10O2	Predicted CCS	[M+Na-2H]-	111.0428	122.2	4	2023-04-30
668	AllCCS00015951	(R,R)-2,3-Butanediol	C[C@H]([C@H](C)O)O	C4H10O2	Predicted CCS	[M+HCOO]-	135.0663	128.8	4	2023-04-30
1644	AllCCS00003477	(R,R)-Butane-2,3-diol	C[C@H]([C@@H](C)O)O	C4H10O2	Predicted CCS	[M+H]+	91.0754	120.8	4	2023-04-30
1645	AllCCS00003477	(R,R)-Butane-2,3-diol	C[C@H]([C@@H](C)O)O	C4H10O2	Predicted CCS	[M+Na]+	113.0574	126.8	4	2023-04-30
1646	AllCCS00003477	(R,R)-Butane-2,3-diol	C[C@H]([C@@H](C)O)O	C4H10O2	Predicted CCS	[M+NH4]+	108.102	126.0	4	2023-04-30
1647	AllCCS00003477	(R,R)-Butane-2,3-diol	C[C@H]([C@@H](C)O)O	C4H10O2	Predicted CCS	[M-H2O+H]+	73.0648	123.1	4	2023-04-30
1648	AllCCS00003477	(R,R)-Butane-2,3-diol	C[C@H]([C@@H](C)O)O	C4H10O2	Predicted CCS	[M-H]-	89.0608	116.7	4	2023-04-30
1649	AllCCS00003477	(R,R)-Butane-2,3-diol	C[C@H]([C@@H](C)O)O	C4H10O2	Predicted CCS	[M+Na-2H]-	111.0428	121.9	4	2023-04-30
1650	AllCCS00003477	(R,R)-Butane-2,3-diol	C[C@H]([C@@H](C)O)O	C4H10O2	Predicted CCS	[M+HCOO]-	135.0663	126.8	4	2023-04-30
1679	AllCCS00004038	(R)-2,3-Dihydroxy-3-methylbutanoate	CC(C)([C@H](C(=O)O)O)O	C5H10O4	Predicted CCS	[M+H]+	135.0652	127.1	4	2023-04-30
1680	AllCCS00004038	(R)-2,3-Dihydroxy-3-methylbutanoate	CC(C)([C@H](C(=O)O)O)O	C5H10O4	Predicted CCS	[M+Na]+	157.0472	134.9	4	2023-04-30
1681	AllCCS00004038	(R)-2,3-Dihydroxy-3-methylbutanoate	CC(C)([C@H](C(=O)O)O)O	C5H10O4	Predicted CCS	[M+NH4]+	152.0918	133.0	4	2023-04-30
1682	AllCCS00004038	(R)-2,3-Dihydroxy-3-methylbutanoate	CC(C)([C@H](C(=O)O)O)O	C5H10O4	Predicted CCS	[M-H2O+H]+	117.0546	126.1	4	2023-04-30
1683	AllCCS00004038	(R)-2,3-Dihydroxy-3-methylbutanoate	CC(C)([C@H](C(=O)O)O)O	C5H10O4	Predicted CCS	[M-H]-	133.0506	124.2	4	2023-04-30
1684	AllCCS00004038	(R)-2,3-Dihydroxy-3-methylbutanoate	CC(C)([C@H](C(=O)O)O)O	C5H10O4	Predicted CCS	[M+Na-2H]-	155.0326	129.9	4	2023-04-30
1685	AllCCS00004038	(R)-2,3-Dihydroxy-3-methylbutanoate	CC(C)([C@H](C(=O)O)O)O	C5H10O4	Predicted CCS	[M+HCOO]-	179.0561	134.7	4	2023-04-30
997	AllCCS00003713	(R)-3-Hydroxybutanoyl-CoA	C[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C25H42N7O18P3S	Predicted CCS	[M+H]+	854.1593	257.4	4	2023-04-30
998	AllCCS00003713	(R)-3-Hydroxybutanoyl-CoA	C[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C25H42N7O18P3S	Predicted CCS	[M+Na]+	876.1413	264.7	4	2023-04-30
999	AllCCS00003713	(R)-3-Hydroxybutanoyl-CoA	C[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C25H42N7O18P3S	Predicted CCS	[M+NH4]+	871.1859	262.0	4	2023-04-30
1000	AllCCS00003713	(R)-3-Hydroxybutanoyl-CoA	C[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C25H42N7O18P3S	Predicted CCS	[M-H2O+H]+	836.1487	265.3	4	2023-04-30
1001	AllCCS00003713	(R)-3-Hydroxybutanoyl-CoA	C[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C25H42N7O18P3S	Predicted CCS	[M-H]-	852.1447	254.4	4	2023-04-30
1002	AllCCS00003713	(R)-3-Hydroxybutanoyl-CoA	C[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C25H42N7O18P3S	Predicted CCS	[M+Na-2H]-	874.1267	257.8	4	2023-04-30
1003	AllCCS00003713	(R)-3-Hydroxybutanoyl-CoA	C[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C25H42N7O18P3S	Predicted CCS	[M+HCOO]-	898.1502	270.9	4	2023-04-30
1067	AllCCS00004436	(R)-3-Hydroxycapryloyl-CoA	CCCCC[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C29H50N7O18P3S	Predicted CCS	[M+H]+	910.2219	280.9	4	2023-04-30
1068	AllCCS00004436	(R)-3-Hydroxycapryloyl-CoA	CCCCC[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C29H50N7O18P3S	Predicted CCS	[M+Na]+	932.2039	288.9	4	2023-04-30
1069	AllCCS00004436	(R)-3-Hydroxycapryloyl-CoA	CCCCC[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C29H50N7O18P3S	Predicted CCS	[M+NH4]+	927.2485	286.6	4	2023-04-30
1070	AllCCS00004436	(R)-3-Hydroxycapryloyl-CoA	CCCCC[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C29H50N7O18P3S	Predicted CCS	[M-H2O+H]+	892.2113	285.6	4	2023-04-30
1071	AllCCS00004436	(R)-3-Hydroxycapryloyl-CoA	CCCCC[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C29H50N7O18P3S	Predicted CCS	[M-H]-	908.2073	278.6	4	2023-04-30
1072	AllCCS00004436	(R)-3-Hydroxycapryloyl-CoA	CCCCC[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C29H50N7O18P3S	Predicted CCS	[M+Na-2H]-	930.1893	282.5	4	2023-04-30
1073	AllCCS00004436	(R)-3-Hydroxycapryloyl-CoA	CCCCC[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C29H50N7O18P3S	Predicted CCS	[M+HCOO]-	954.2128	294.8	4	2023-04-30
3801	AllCCS00004081	(R)-4'-Phosphopantothenoyl-L-cysteine	CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)N[C@@H](CS)C(=O)O)O	C12H23N2O9PS	Predicted CCS	[M+H]+	403.0935	189.0	4	2023-04-30
3802	AllCCS00004081	(R)-4'-Phosphopantothenoyl-L-cysteine	CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)N[C@@H](CS)C(=O)O)O	C12H23N2O9PS	Predicted CCS	[M+Na]+	425.0755	192.7	4	2023-04-30
3803	AllCCS00004081	(R)-4'-Phosphopantothenoyl-L-cysteine	CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)N[C@@H](CS)C(=O)O)O	C12H23N2O9PS	Predicted CCS	[M+NH4]+	420.1201	191.2	4	2023-04-30
3804	AllCCS00004081	(R)-4'-Phosphopantothenoyl-L-cysteine	CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)N[C@@H](CS)C(=O)O)O	C12H23N2O9PS	Predicted CCS	[M-H2O+H]+	385.0829	189.8	4	2023-04-30
3805	AllCCS00004081	(R)-4'-Phosphopantothenoyl-L-cysteine	CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)N[C@@H](CS)C(=O)O)O	C12H23N2O9PS	Predicted CCS	[M-H]-	401.0789	187.7	4	2023-04-30
3806	AllCCS00004081	(R)-4'-Phosphopantothenoyl-L-cysteine	CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)N[C@@H](CS)C(=O)O)O	C12H23N2O9PS	Predicted CCS	[M+Na-2H]-	423.0609	188.4	4	2023-04-30
3807	AllCCS00004081	(R)-4'-Phosphopantothenoyl-L-cysteine	CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)N[C@@H](CS)C(=O)O)O	C12H23N2O9PS	Predicted CCS	[M+HCOO]-	447.0844	196.0	4	2023-04-30
1595	AllCCS00002625	(R)-5-Diphosphomevalonate	C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O	C6H14O10P2	Predicted CCS	[M+H]+	309.0135	158.8	4	2023-04-30
1596	AllCCS00002625	(R)-5-Diphosphomevalonate	C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O	C6H14O10P2	Predicted CCS	[M+Na]+	330.9955	163.9	4	2023-04-30
1597	AllCCS00002625	(R)-5-Diphosphomevalonate	C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O	C6H14O10P2	Predicted CCS	[M+NH4]+	326.0401	162.3	4	2023-04-30
1598	AllCCS00002625	(R)-5-Diphosphomevalonate	C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O	C6H14O10P2	Predicted CCS	[M-H2O+H]+	291.0029	155.6	4	2023-04-30
1599	AllCCS00002625	(R)-5-Diphosphomevalonate	C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O	C6H14O10P2	Predicted CCS	[M-H]-	306.9989	153.9	4	2023-04-30
1600	AllCCS00002625	(R)-5-Diphosphomevalonate	C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O	C6H14O10P2	Predicted CCS	[M+Na-2H]-	328.9809	158.7	4	2023-04-30
1601	AllCCS00002625	(R)-5-Diphosphomevalonate	C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O	C6H14O10P2	Predicted CCS	[M+HCOO]-	353.0044	167.9	4	2023-04-30
1581	AllCCS00002453	(R)-acetoin	C[C@H](C(=O)C)O	C4H8O2	Predicted CCS	[M+H]+	89.0597	120.4	4	2023-04-30
1582	AllCCS00002453	(R)-acetoin	C[C@H](C(=O)C)O	C4H8O2	Predicted CCS	[M+Na]+	111.0417	127.5	4	2023-04-30
1583	AllCCS00002453	(R)-acetoin	C[C@H](C(=O)C)O	C4H8O2	Predicted CCS	[M+NH4]+	106.0863	125.0	4	2023-04-30
1584	AllCCS00002453	(R)-acetoin	C[C@H](C(=O)C)O	C4H8O2	Predicted CCS	[M-H2O+H]+	71.0491	117.7	4	2023-04-30
1585	AllCCS00002453	(R)-acetoin	C[C@H](C(=O)C)O	C4H8O2	Predicted CCS	[M-H]-	87.0451	116.0	4	2023-04-30
1586	AllCCS00002453	(R)-acetoin	C[C@H](C(=O)C)O	C4H8O2	Predicted CCS	[M+Na-2H]-	109.0271	123.3	4	2023-04-30
1587	AllCCS00002453	(R)-acetoin	C[C@H](C(=O)C)O	C4H8O2	Predicted CCS	[M+HCOO]-	133.0506	129.7	4	2023-04-30
1567	AllCCS00002340	(R)-Pantoate	CC(C)(CO)[C@H](C(=O)O)O	C6H12O4	Predicted CCS	[M+H]+	149.0809	129.4	4	2023-04-30
1568	AllCCS00002340	(R)-Pantoate	CC(C)(CO)[C@H](C(=O)O)O	C6H12O4	Predicted CCS	[M+Na]+	171.0629	139.9	4	2023-04-30
1569	AllCCS00002340	(R)-Pantoate	CC(C)(CO)[C@H](C(=O)O)O	C6H12O4	Predicted CCS	[M+NH4]+	166.1075	137.4	4	2023-04-30
1570	AllCCS00002340	(R)-Pantoate	CC(C)(CO)[C@H](C(=O)O)O	C6H12O4	Predicted CCS	[M-H2O+H]+	131.0703	128.3	4	2023-04-30
1571	AllCCS00002340	(R)-Pantoate	CC(C)(CO)[C@H](C(=O)O)O	C6H12O4	Predicted CCS	[M-H]-	147.0663	129.6	4	2023-04-30
1572	AllCCS00002340	(R)-Pantoate	CC(C)(CO)[C@H](C(=O)O)O	C6H12O4	Predicted CCS	[M+Na-2H]-	169.0483	135.4	4	2023-04-30
1573	AllCCS00002340	(R)-Pantoate	CC(C)(CO)[C@H](C(=O)O)O	C6H12O4	Predicted CCS	[M+HCOO]-	193.0718	141.8	4	2023-04-30
1756	AllCCS00004799	(S)-2-Aceto-2-hydroxybutanoate	CC[C@](C(=O)C)(C(=O)O)O	C6H10O4	Predicted CCS	[M+H]+	147.0652	128.7	4	2023-04-30
1757	AllCCS00004799	(S)-2-Aceto-2-hydroxybutanoate	CC[C@](C(=O)C)(C(=O)O)O	C6H10O4	Predicted CCS	[M+Na]+	169.0472	138.9	4	2023-04-30
1758	AllCCS00004799	(S)-2-Aceto-2-hydroxybutanoate	CC[C@](C(=O)C)(C(=O)O)O	C6H10O4	Predicted CCS	[M+NH4]+	164.0918	136.1	4	2023-04-30
1759	AllCCS00004799	(S)-2-Aceto-2-hydroxybutanoate	CC[C@](C(=O)C)(C(=O)O)O	C6H10O4	Predicted CCS	[M-H2O+H]+	129.0546	125.0	4	2023-04-30
1760	AllCCS00004799	(S)-2-Aceto-2-hydroxybutanoate	CC[C@](C(=O)C)(C(=O)O)O	C6H10O4	Predicted CCS	[M-H]-	145.0506	126.9	4	2023-04-30
1761	AllCCS00004799	(S)-2-Aceto-2-hydroxybutanoate	CC[C@](C(=O)C)(C(=O)O)O	C6H10O4	Predicted CCS	[M+Na-2H]-	167.0326	134.5	4	2023-04-30
1762	AllCCS00004799	(S)-2-Aceto-2-hydroxybutanoate	CC[C@](C(=O)C)(C(=O)O)O	C6H10O4	Predicted CCS	[M+HCOO]-	191.0561	140.2	4	2023-04-30
1588	AllCCS00002569	(S)-2,3-Epoxysqualene	CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C	C30H50O	Predicted CCS	[M+H]+	427.3935	213.0	4	2023-04-30
