	AllCCS ID	Name	Structure	Formula	Type	Adduct	m/z	CCS	Confidence level	Update date
4985	AllCCS00002282	Oxalyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C(=O)O)O	C23H36N7O19P3S	Predicted CCS	[M+HCOO]-	884.0982	273.7	4	2023-04-30
4618	AllCCS00001766	Oxogluric acid	C(CC(=O)O)C(C(O)=O)=O	C5H6O5	Experimental CCS	[M-H]-	145.0142	122.4	2	2019-08-12
4619	AllCCS00001766	Oxogluric acid	C(CC(=O)O)C(C(O)=O)=O	C5H6O5	Predicted CCS	[M+H]+	147.0288	128.2	4	2023-04-30
4620	AllCCS00001766	Oxogluric acid	C(CC(=O)O)C(C(O)=O)=O	C5H6O5	Predicted CCS	[M+Na]+	169.0108	135.1	4	2023-04-30
4621	AllCCS00001766	Oxogluric acid	C(CC(=O)O)C(C(O)=O)=O	C5H6O5	Predicted CCS	[M+NH4]+	164.0554	132.9	4	2023-04-30
4622	AllCCS00001766	Oxogluric acid	C(CC(=O)O)C(C(O)=O)=O	C5H6O5	Predicted CCS	[M-H2O+H]+	129.0182	125.2	4	2023-04-30
4623	AllCCS00001766	Oxogluric acid	C(CC(=O)O)C(C(O)=O)=O	C5H6O5	Predicted CCS	[M-H]-	145.0142	122.4	4	2023-04-30
4624	AllCCS00001766	Oxogluric acid	C(CC(=O)O)C(C(O)=O)=O	C5H6O5	Predicted CCS	[M+Na-2H]-	166.9962	129.3	4	2023-04-30
4625	AllCCS00001766	Oxogluric acid	C(CC(=O)O)C(C(O)=O)=O	C5H6O5	Predicted CCS	[M+HCOO]-	191.0197	133.5	4	2023-04-30
4986	AllCCS00002321	p-Benzoquinone	C1=CC(=O)C=CC1=O	C6H4O2	Predicted CCS	[M+H]+	109.0284	121.6	4	2023-04-30
4987	AllCCS00002321	p-Benzoquinone	C1=CC(=O)C=CC1=O	C6H4O2	Predicted CCS	[M+Na]+	131.0104	140.5	4	2023-04-30
4988	AllCCS00002321	p-Benzoquinone	C1=CC(=O)C=CC1=O	C6H4O2	Predicted CCS	[M+NH4]+	126.055	137.0	4	2023-04-30
4989	AllCCS00002321	p-Benzoquinone	C1=CC(=O)C=CC1=O	C6H4O2	Predicted CCS	[M-H2O+H]+	91.0178	117.7	4	2023-04-30
4990	AllCCS00002321	p-Benzoquinone	C1=CC(=O)C=CC1=O	C6H4O2	Predicted CCS	[M-H]-	107.0138	122.1	4	2023-04-30
4991	AllCCS00002321	p-Benzoquinone	C1=CC(=O)C=CC1=O	C6H4O2	Predicted CCS	[M+Na-2H]-	128.9958	137.4	4	2023-04-30
4992	AllCCS00002321	p-Benzoquinone	C1=CC(=O)C=CC1=O	C6H4O2	Predicted CCS	[M+HCOO]-	153.0193	146.9	4	2023-04-30
5021	AllCCS00003188	p-Benzosemiquinone	C1=CC(=CC=C1O)[O]	C6H5O2	Predicted CCS	[M+H]+	110.0363	127.3	4	2023-04-30
5022	AllCCS00003188	p-Benzosemiquinone	C1=CC(=CC=C1O)[O]	C6H5O2	Predicted CCS	[M+Na]+	132.0183	143.2	4	2023-04-30
5023	AllCCS00003188	p-Benzosemiquinone	C1=CC(=CC=C1O)[O]	C6H5O2	Predicted CCS	[M+NH4]+	127.0629	139.6	4	2023-04-30
5024	AllCCS00003188	p-Benzosemiquinone	C1=CC(=CC=C1O)[O]	C6H5O2	Predicted CCS	[M-H2O+H]+	92.0257	117.6	4	2023-04-30
5025	AllCCS00003188	p-Benzosemiquinone	C1=CC(=CC=C1O)[O]	C6H5O2	Predicted CCS	[M-H]-	108.0217	121.7	4	2023-04-30
5026	AllCCS00003188	p-Benzosemiquinone	C1=CC(=CC=C1O)[O]	C6H5O2	Predicted CCS	[M+Na-2H]-	130.0037	134.4	4	2023-04-30
5027	AllCCS00003188	p-Benzosemiquinone	C1=CC(=CC=C1O)[O]	C6H5O2	Predicted CCS	[M+HCOO]-	154.0272	140.6	4	2023-04-30
5063	AllCCS00005119	p-Cumic alcohol	CC(C)C1=CC=C(C=C1)CO	C10H14O	Predicted CCS	[M+H]+	151.1118	133.8	4	2023-04-30
5064	AllCCS00005119	p-Cumic alcohol	CC(C)C1=CC=C(C=C1)CO	C10H14O	Predicted CCS	[M+Na]+	173.0938	146.3	4	2023-04-30
5065	AllCCS00005119	p-Cumic alcohol	CC(C)C1=CC=C(C=C1)CO	C10H14O	Predicted CCS	[M+NH4]+	168.1384	143.3	4	2023-04-30
5066	AllCCS00005119	p-Cumic alcohol	CC(C)C1=CC=C(C=C1)CO	C10H14O	Predicted CCS	[M-H2O+H]+	133.1012	127.9	4	2023-04-30
5067	AllCCS00005119	p-Cumic alcohol	CC(C)C1=CC=C(C=C1)CO	C10H14O	Predicted CCS	[M-H]-	149.0972	135.8	4	2023-04-30
5068	AllCCS00005119	p-Cumic alcohol	CC(C)C1=CC=C(C=C1)CO	C10H14O	Predicted CCS	[M+Na-2H]-	171.0792	142.8	4	2023-04-30
5069	AllCCS00005119	p-Cumic alcohol	CC(C)C1=CC=C(C=C1)CO	C10H14O	Predicted CCS	[M+HCOO]-	195.1027	147.0	4	2023-04-30
21	AllCCS00000292	P-Hydroxybenzoic Acid	C=1C=C(C=CC1C(O)=O)O	C7H6O3	Experimental CCS	[M-H2O+H]+	121.0284	118.9	3	2019-08-12
22	AllCCS00000292	P-Hydroxybenzoic Acid	C=1C=C(C=CC1C(O)=O)O	C7H6O3	Experimental CCS	[M-H]-	137.0244	121.1	2	2019-08-12
23	AllCCS00000292	P-Hydroxybenzoic Acid	C=1C=C(C=CC1C(O)=O)O	C7H6O3	Predicted CCS	[M+H]+	139.039	126.5	4	2023-04-30
24	AllCCS00000292	P-Hydroxybenzoic Acid	C=1C=C(C=CC1C(O)=O)O	C7H6O3	Predicted CCS	[M+Na]+	161.021	141.4	4	2023-04-30
25	AllCCS00000292	P-Hydroxybenzoic Acid	C=1C=C(C=CC1C(O)=O)O	C7H6O3	Predicted CCS	[M+NH4]+	156.0656	138.4	4	2023-04-30
26	AllCCS00000292	P-Hydroxybenzoic Acid	C=1C=C(C=CC1C(O)=O)O	C7H6O3	Predicted CCS	[M-H2O+H]+	121.0284	118.3	4	2023-04-30
27	AllCCS00000292	P-Hydroxybenzoic Acid	C=1C=C(C=CC1C(O)=O)O	C7H6O3	Predicted CCS	[M-H]-	137.0244	121.5	4	2023-04-30
28	AllCCS00000292	P-Hydroxybenzoic Acid	C=1C=C(C=CC1C(O)=O)O	C7H6O3	Predicted CCS	[M+Na-2H]-	159.0064	135.3	4	2023-04-30
29	AllCCS00000292	P-Hydroxybenzoic Acid	C=1C=C(C=CC1C(O)=O)O	C7H6O3	Predicted CCS	[M+HCOO]-	183.0299	138.9	4	2023-04-30
388	AllCCS00000282	p-Hydroxyphenylacetic acid	C=1C=C(C=CC1CC(=O)O)O	C8H8O3	Experimental CCS	[M-H]-	151.04	130.1	Conflict	2019-08-12
389	AllCCS00000282	p-Hydroxyphenylacetic acid	C=1C=C(C=CC1CC(=O)O)O	C8H8O3	Predicted CCS	[M+H]+	153.0546	133.6	4	2023-04-30
390	AllCCS00000282	p-Hydroxyphenylacetic acid	C=1C=C(C=CC1CC(=O)O)O	C8H8O3	Predicted CCS	[M+Na]+	175.0366	139.8	4	2023-04-30
391	AllCCS00000282	p-Hydroxyphenylacetic acid	C=1C=C(C=CC1CC(=O)O)O	C8H8O3	Predicted CCS	[M+NH4]+	170.0812	137.5	4	2023-04-30
392	AllCCS00000282	p-Hydroxyphenylacetic acid	C=1C=C(C=CC1CC(=O)O)O	C8H8O3	Predicted CCS	[M-H2O+H]+	135.044	131.8	4	2023-04-30
393	AllCCS00000282	p-Hydroxyphenylacetic acid	C=1C=C(C=CC1CC(=O)O)O	C8H8O3	Predicted CCS	[M-H]-	151.04	132.0	4	2023-04-30
394	AllCCS00000282	p-Hydroxyphenylacetic acid	C=1C=C(C=CC1CC(=O)O)O	C8H8O3	Predicted CCS	[M+Na-2H]-	173.022	136.4	4	2023-04-30
395	AllCCS00000282	p-Hydroxyphenylacetic acid	C=1C=C(C=CC1CC(=O)O)O	C8H8O3	Predicted CCS	[M+HCOO]-	197.0455	147.9	4	2023-04-30
799	AllCCS00002482	P-Nitrophenol	C1=CC(=CC=C1[N+](=O)[O-])O	C6H5NO3	Predicted CCS	[M+H]+	140.0342	122.8	4	2023-04-30
800	AllCCS00002482	P-Nitrophenol	C1=CC(=CC=C1[N+](=O)[O-])O	C6H5NO3	Predicted CCS	[M+Na]+	162.0162	142.5	4	2023-04-30
801	AllCCS00002482	P-Nitrophenol	C1=CC(=CC=C1[N+](=O)[O-])O	C6H5NO3	Predicted CCS	[M+NH4]+	157.0608	138.4	4	2023-04-30
802	AllCCS00002482	P-Nitrophenol	C1=CC(=CC=C1[N+](=O)[O-])O	C6H5NO3	Predicted CCS	[M-H2O+H]+	122.0236	117.0	4	2023-04-30
803	AllCCS00002482	P-Nitrophenol	C1=CC(=CC=C1[N+](=O)[O-])O	C6H5NO3	Predicted CCS	[M-H]-	138.0196	121.6	4	2023-04-30
804	AllCCS00002482	P-Nitrophenol	C1=CC(=CC=C1[N+](=O)[O-])O	C6H5NO3	Predicted CCS	[M+Na-2H]-	160.0016	137.3	4	2023-04-30
805	AllCCS00002482	P-Nitrophenol	C1=CC(=CC=C1[N+](=O)[O-])O	C6H5NO3	Predicted CCS	[M+HCOO]-	184.0251	140.3	4	2023-04-30
5084	AllCCS00005257	p-Tolualdehyde	CC1=CC=C(C=C1)C=O	C8H8O	Predicted CCS	[M+H]+	121.0648	121.4	4	2023-04-30
5085	AllCCS00005257	p-Tolualdehyde	CC1=CC=C(C=C1)C=O	C8H8O	Predicted CCS	[M+Na]+	143.0468	134.9	4	2023-04-30
5086	AllCCS00005257	p-Tolualdehyde	CC1=CC=C(C=C1)C=O	C8H8O	Predicted CCS	[M+NH4]+	138.0914	131.7	4	2023-04-30
5087	AllCCS00005257	p-Tolualdehyde	CC1=CC=C(C=C1)C=O	C8H8O	Predicted CCS	[M-H2O+H]+	103.0542	114.2	4	2023-04-30
5088	AllCCS00005257	p-Tolualdehyde	CC1=CC=C(C=C1)C=O	C8H8O	Predicted CCS	[M-H]-	119.0502	121.3	4	2023-04-30
5089	AllCCS00005257	p-Tolualdehyde	CC1=CC=C(C=C1)C=O	C8H8O	Predicted CCS	[M+Na-2H]-	141.0322	132.0	4	2023-04-30
5090	AllCCS00005257	p-Tolualdehyde	CC1=CC=C(C=C1)C=O	C8H8O	Predicted CCS	[M+HCOO]-	165.0557	137.5	4	2023-04-30
2674	AllCCS00002688	P1,P4-Bis(5'-guanosyl) tetraphosphate	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5NC(=NC6=O)N)O)O)O)O)NC(=NC2=O)N	C20H28N10O21P4	Predicted CCS	[M+H]+	869.0454	255.2	4	2023-04-30
2675	AllCCS00002688	P1,P4-Bis(5'-guanosyl) tetraphosphate	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5NC(=NC6=O)N)O)O)O)O)NC(=NC2=O)N	C20H28N10O21P4	Predicted CCS	[M+Na]+	891.0274	264.9	4	2023-04-30
2676	AllCCS00002688	P1,P4-Bis(5'-guanosyl) tetraphosphate	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5NC(=NC6=O)N)O)O)O)O)NC(=NC2=O)N	C20H28N10O21P4	Predicted CCS	[M+NH4]+	886.072	262.4	4	2023-04-30
2677	AllCCS00002688	P1,P4-Bis(5'-guanosyl) tetraphosphate	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5NC(=NC6=O)N)O)O)O)O)NC(=NC2=O)N	C20H28N10O21P4	Predicted CCS	[M-H2O+H]+	851.0348	259.1	4	2023-04-30
2678	AllCCS00002688	P1,P4-Bis(5'-guanosyl) tetraphosphate	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5NC(=NC6=O)N)O)O)O)O)NC(=NC2=O)N	C20H28N10O21P4	Predicted CCS	[M-H]-	867.0308	250.4	4	2023-04-30
2679	AllCCS00002688	P1,P4-Bis(5'-guanosyl) tetraphosphate	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5NC(=NC6=O)N)O)O)O)O)NC(=NC2=O)N	C20H28N10O21P4	Predicted CCS	[M+Na-2H]-	889.0128	259.9	4	2023-04-30
2680	AllCCS00002688	P1,P4-Bis(5'-guanosyl) tetraphosphate	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5NC(=NC6=O)N)O)O)O)O)NC(=NC2=O)N	C20H28N10O21P4	Predicted CCS	[M+HCOO]-	913.0363	273.0	4	2023-04-30
2474	AllCCS00000119	P1,P4-Diadenosine 5'-tetraphosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OCC4(C(C(C(N5C=NC6=C(N)N=CN=C65)(O4)[H])(O)[H])(O)[H])[H]	C20H28N10O19P4	Experimental CCS	[M-H]-	835.041	236.9	3	2019-08-12
2475	AllCCS00000119	P1,P4-Diadenosine 5'-tetraphosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OCC4(C(C(C(N5C=NC6=C(N)N=CN=C65)(O4)[H])(O)[H])(O)[H])[H]	C20H28N10O19P4	Predicted CCS	[M+H]+	837.0556	249.3	4	2023-04-30
2476	AllCCS00000119	P1,P4-Diadenosine 5'-tetraphosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OCC4(C(C(C(N5C=NC6=C(N)N=CN=C65)(O4)[H])(O)[H])(O)[H])[H]	C20H28N10O19P4	Predicted CCS	[M+Na]+	859.0376	260.4	4	2023-04-30
2477	AllCCS00000119	P1,P4-Diadenosine 5'-tetraphosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OCC4(C(C(C(N5C=NC6=C(N)N=CN=C65)(O4)[H])(O)[H])(O)[H])[H]	C20H28N10O19P4	Predicted CCS	[M+NH4]+	854.0822	257.9	4	2023-04-30
2478	AllCCS00000119	P1,P4-Diadenosine 5'-tetraphosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OCC4(C(C(C(N5C=NC6=C(N)N=CN=C65)(O4)[H])(O)[H])(O)[H])[H]	C20H28N10O19P4	Predicted CCS	[M-H2O+H]+	819.045	253.8	4	2023-04-30
2479	AllCCS00000119	P1,P4-Diadenosine 5'-tetraphosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OCC4(C(C(C(N5C=NC6=C(N)N=CN=C65)(O4)[H])(O)[H])(O)[H])[H]	C20H28N10O19P4	Predicted CCS	[M-H]-	835.041	243.4	4	2023-04-30
2480	AllCCS00000119	P1,P4-Diadenosine 5'-tetraphosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OCC4(C(C(C(N5C=NC6=C(N)N=CN=C65)(O4)[H])(O)[H])(O)[H])[H]	C20H28N10O19P4	Predicted CCS	[M+Na-2H]-	857.023	253.3	4	2023-04-30
2481	AllCCS00000119	P1,P4-Diadenosine 5'-tetraphosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OCC4(C(C(C(N5C=NC6=C(N)N=CN=C65)(O4)[H])(O)[H])(O)[H])[H]	C20H28N10O19P4	Predicted CCS	[M+HCOO]-	881.0465	268.5	4	2023-04-30
1170	AllCCS00001813	Palatinose	C(C1(C(C(C(C(OCC2(C(C(C(CO)(O)O2)(O)[H])(O)[H])[H])(O1)[H])(O)[H])(O)[H])(O)[H])[H])O	C12H22O11	Experimental CCS	[M+Na]+	365.1055	176.5	1	2019-08-12
1171	AllCCS00001813	Palatinose	C(C1(C(C(C(C(OCC2(C(C(C(CO)(O)O2)(O)[H])(O)[H])[H])(O1)[H])(O)[H])(O)[H])(O)[H])[H])O	C12H22O11	Experimental CCS	[M+K]+	381.0794	177.8	1	2019-08-12
1172	AllCCS00001813	Palatinose	C(C1(C(C(C(C(OCC2(C(C(C(CO)(O)O2)(O)[H])(O)[H])[H])(O1)[H])(O)[H])(O)[H])(O)[H])[H])O	C12H22O11	Experimental CCS	[M-H]-	341.1089	176.3	Conflict	2019-08-12
1173	AllCCS00001813	Palatinose	C(C1(C(C(C(C(OCC2(C(C(C(CO)(O)O2)(O)[H])(O)[H])[H])(O1)[H])(O)[H])(O)[H])(O)[H])[H])O	C12H22O11	Predicted CCS	[M+H]+	343.1235	172.8	4	2023-04-30
1174	AllCCS00001813	Palatinose	C(C1(C(C(C(C(OCC2(C(C(C(CO)(O)O2)(O)[H])(O)[H])[H])(O1)[H])(O)[H])(O)[H])(O)[H])[H])O	C12H22O11	Predicted CCS	[M+Na]+	365.1055	176.8	4	2023-04-30
1175	AllCCS00001813	Palatinose	C(C1(C(C(C(C(OCC2(C(C(C(CO)(O)O2)(O)[H])(O)[H])[H])(O1)[H])(O)[H])(O)[H])(O)[H])[H])O	C12H22O11	Predicted CCS	[M+NH4]+	360.1501	175.7	4	2023-04-30
1176	AllCCS00001813	Palatinose	C(C1(C(C(C(C(OCC2(C(C(C(CO)(O)O2)(O)[H])(O)[H])[H])(O1)[H])(O)[H])(O)[H])(O)[H])[H])O	C12H22O11	Predicted CCS	[M-H2O+H]+	325.1129	167.1	4	2023-04-30
1177	AllCCS00001813	Palatinose	C(C1(C(C(C(C(OCC2(C(C(C(CO)(O)O2)(O)[H])(O)[H])[H])(O1)[H])(O)[H])(O)[H])(O)[H])[H])O	C12H22O11	Predicted CCS	[M-H]-	341.1089	170.0	4	2023-04-30
1178	AllCCS00001813	Palatinose	C(C1(C(C(C(C(OCC2(C(C(C(CO)(O)O2)(O)[H])(O)[H])[H])(O1)[H])(O)[H])(O)[H])(O)[H])[H])O	C12H22O11	Predicted CCS	[M+Na-2H]-	363.0909	171.9	4	2023-04-30
1179	AllCCS00001813	Palatinose	C(C1(C(C(C(C(OCC2(C(C(C(CO)(O)O2)(O)[H])(O)[H])[H])(O1)[H])(O)[H])(O)[H])(O)[H])[H])O	C12H22O11	Predicted CCS	[M+HCOO]-	387.1144	177.5	4	2023-04-30
2491	AllCCS00000184	Palmitic Acid	CCCCCCCCCCCCCCCC(=O)O	C16H32O2	Experimental CCS	[M+Na]+	279.2295	181.7	Conflict	2022-10-12
2492	AllCCS00000184	Palmitic Acid	CCCCCCCCCCCCCCCC(=O)O	C16H32O2	Experimental CCS	[M-H]-	255.2329	168.7	1	2022-10-12
2493	AllCCS00000184	Palmitic Acid	CCCCCCCCCCCCCCCC(=O)O	C16H32O2	Experimental CCS	[M+CH3COONa-H]-	337.236	187.4	3	2022-10-12
2494	AllCCS00000184	Palmitic Acid	CCCCCCCCCCCCCCCC(=O)O	C16H32O2	Experimental CCS	[2M+Na-2H]-	533.4551	240.1	3	2022-10-12
2495	AllCCS00000184	Palmitic Acid	CCCCCCCCCCCCCCCC(=O)O	C16H32O2	Predicted CCS	[M+H]+	257.2475	168.6	4	2023-04-30
2496	AllCCS00000184	Palmitic Acid	CCCCCCCCCCCCCCCC(=O)O	C16H32O2	Predicted CCS	[M+Na]+	279.2295	176.1	4	2023-04-30
2497	AllCCS00000184	Palmitic Acid	CCCCCCCCCCCCCCCC(=O)O	C16H32O2	Predicted CCS	[M+NH4]+	274.2741	174.5	4	2023-04-30
2498	AllCCS00000184	Palmitic Acid	CCCCCCCCCCCCCCCC(=O)O	C16H32O2	Predicted CCS	[M-H2O+H]+	239.2369	163.8	4	2023-04-30
2499	AllCCS00000184	Palmitic Acid	CCCCCCCCCCCCCCCC(=O)O	C16H32O2	Predicted CCS	[M-H]-	255.2329	168.1	4	2023-04-30
2500	AllCCS00000184	Palmitic Acid	CCCCCCCCCCCCCCCC(=O)O	C16H32O2	Predicted CCS	[M+Na-2H]-	277.2149	172.4	4	2023-04-30
2501	AllCCS00000184	Palmitic Acid	CCCCCCCCCCCCCCCC(=O)O	C16H32O2	Predicted CCS	[M+HCOO]-	301.2384	175.0	4	2023-04-30
2588	AllCCS00002150	Palmitoleic Acid	CCCCCCC(=C(CCCCCCCC(=O)O)[H])[H]	C16H30O2	Experimental CCS	[M-H]-	253.2173	167.5	1	2022-10-07
2589	AllCCS00002150	Palmitoleic Acid	CCCCCCC(=C(CCCCCCCC(=O)O)[H])[H]	C16H30O2	Predicted CCS	[M+H]+	255.2319	166.1	4	2023-04-30
2590	AllCCS00002150	Palmitoleic Acid	CCCCCCC(=C(CCCCCCCC(=O)O)[H])[H]	C16H30O2	Predicted CCS	[M+Na]+	277.2139	172.4	4	2023-04-30
2591	AllCCS00002150	Palmitoleic Acid	CCCCCCC(=C(CCCCCCCC(=O)O)[H])[H]	C16H30O2	Predicted CCS	[M+NH4]+	272.2585	171.2	4	2023-04-30
2592	AllCCS00002150	Palmitoleic Acid	CCCCCCC(=C(CCCCCCCC(=O)O)[H])[H]	C16H30O2	Predicted CCS	[M-H2O+H]+	237.2213	163.3	4	2023-04-30
2593	AllCCS00002150	Palmitoleic Acid	CCCCCCC(=C(CCCCCCCC(=O)O)[H])[H]	C16H30O2	Predicted CCS	[M-H]-	253.2173	166.9	4	2023-04-30
2594	AllCCS00002150	Palmitoleic Acid	CCCCCCC(=C(CCCCCCCC(=O)O)[H])[H]	C16H30O2	Predicted CCS	[M+Na-2H]-	275.1993	168.9	4	2023-04-30
2595	AllCCS00002150	Palmitoleic Acid	CCCCCCC(=C(CCCCCCCC(=O)O)[H])[H]	C16H30O2	Predicted CCS	[M+HCOO]-	299.2228	171.9	4	2023-04-30
1109	AllCCS00016265	Palmitoleoyl-CoA	CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C37H64N7O17P3S	Predicted CCS	[M+H]+	1004.3365	298.6	4	2023-04-30
1110	AllCCS00016265	Palmitoleoyl-CoA	CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C37H64N7O17P3S	Predicted CCS	[M+Na]+	1026.3185	305.1	4	2023-04-30
1111	AllCCS00016265	Palmitoleoyl-CoA	CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C37H64N7O17P3S	Predicted CCS	[M+NH4]+	1021.3631	302.5	4	2023-04-30
1112	AllCCS00016265	Palmitoleoyl-CoA	CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C37H64N7O17P3S	Predicted CCS	[M-H2O+H]+	986.3259	302.8	4	2023-04-30
1113	AllCCS00016265	Palmitoleoyl-CoA	CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C37H64N7O17P3S	Predicted CCS	[M-H]-	1002.3219	295.2	4	2023-04-30
1114	AllCCS00016265	Palmitoleoyl-CoA	CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C37H64N7O17P3S	Predicted CCS	[M+Na-2H]-	1024.3039	298.1	4	2023-04-30
1115	AllCCS00016265	Palmitoleoyl-CoA	CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C37H64N7O17P3S	Predicted CCS	[M+HCOO]-	1048.3274	310.6	4	2023-04-30
2618	AllCCS00002228	Palmitoyl-CoA	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C37H66N7O17P3S	Predicted CCS	[M+H]+	1006.3522	300.5	4	2023-04-30
2619	AllCCS00002228	Palmitoyl-CoA	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C37H66N7O17P3S	Predicted CCS	[M+Na]+	1028.3342	307.3	4	2023-04-30
2620	AllCCS00002228	Palmitoyl-CoA	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C37H66N7O17P3S	Predicted CCS	[M+NH4]+	1023.3788	304.7	4	2023-04-30
