ReplicateName	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyuridine [[M+Na]]	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	ATP [[M+H]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine 5'-diphosphate (ADP) [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Aminoadipate [[M+Na]]	Argininosuccinic acid [[M+H]]	Biotin [[M+H]]	Choline [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+K]]	D-(+)-Turanose [[M+Na]]	Deoxyadenosine [[M+H]]	Flavin adenine dinucleotide [[M+H]]	Glucosamine [[M+H]]	Glutamic Acid [[M+H]]	Glutathione [[M+H]]	Guanosine-5'-Diphosphate [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	Indole-3-Ethanol [[M+H]]	Isomaltose [[M+Na]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Glutamine [[M+H]]	L-Lysine [[M+H]]	L-Threonine [[M+NH4]]	L-Valine [[M+H]]	Linoleic acid [[M+Na]]	Maltose [[M+K]]	Methionine [[M+H]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N-Acetylputrescine [[M+Na]]	N2-Acetyl-L-ornithine [[M+H]]	Nicotinamide [[M+H]]	O-acetyl-L-serine [[M+H]]	Oleic acid [[M+Na]]	P-Hydroxybenzoic Acid [[M-H2O+H]]	Palatinose [[M+K]]	Phenylethyl alcohol [[M+H]]	Pidolic Acid [[M+H]]	Proline [[M+NH4]]	Sucrose [[M+K]]	Tetracosanoic acid [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+K]]	d-Desthiobiotin [[M+Na]]	gamma-Glutamylcysteine [[M+H]]	Experimental group
Inj00090-Positive-H4.d.DeMP	5493.65625	5837.90625	1233.5625		1134.84375	872.4375	1390.5	5000.90625	5493.65625	23027.625	4982.34375	3177.5625	4114.96875	1027.6875	2233.40625	4978.96875	494.4375	460.6875	64.125		1161.0		18651.9375	408.375	923.0625	196.59375		460.6875	17455.5	484.3125	32.0625	86.0625	24.46875	1558.40625	4.21875	494.4375	22.78125		150.1875	95.34375	1801.40625	29.53125	338.34375	443.8125	494.4375	547.59375	3407.90625	29.53125	494.4375	9.28125	196.59375	494.4375	54.0	800.71875	Low arginine supplementation without caffeine treatment.
Inj00091-Positive-G9.d.DeMP	9607.300037551633	7364.960570784829	314.8817123544874	77.6980848666917	1191.370634622606	2420.9087495306044	1882.47465264739	10573.755163349604	9607.300037551633	31954.35974464889	7893.8527975966945	1461.2692452121667	6008.651896357491	1255.4374765302289	954.1870071348103	12719.312805107022		16.35749155088246	6.815621479534359	207.19489297784452	1005.9857303792714	42.25685317311303	17176.729252722493	354.4123169357867	452.55726624108144	38.167480285392415		16.35749155088246	12795.647765677806	3129.733383402178	475.7303792714983	224.91550882463386	28.625610214044308	3281.0401802478405	163.57491550882463		20.44686443860308	1608.4866691701088	39.530604581299286	160.8486669170109	3610.9162598573034	438.92602328201275	851.9526849417949	252.1779947427713		1168.197521592189	7792.981599699587	124.04431092752534		14.99436725497559	38.167480285392415		77.6980848666917	92.69245212166729	Negative control with alanine supplementation with caffeine.
Inj00099-Positive-F5.d.DeMP	6029.229102164103	1764.842309570531	683.8917610107304		3201.055983832131	2272.9464339883293	1225.1865580719498	2130.759231429478	6029.229102164103	6402.9314904455805	4538.926924335447	1216.1718074774403	1856.6288610782622	39.74685489397295	697.0041255118349	1979.9670396667761	576.944038048597	1284.1921983269199	60.234924426948695	131.12364501104477	507.69436302713905	64.33253833354385	12169.093779806275		911.7190942174208	4.917136687914179		1284.1921983269199	14388.771233008867	818.2934971470513	364.2778762963088		134.4017361363209	898.6067297163163		576.944038048597	94.65488124234795	535.9678989826456	6.146420859892724	297.48676961880784	832.6351458201344	51.22017383243937	69.24967502145803	88.91822177311474	576.944038048597	194.6366605632696	1673.4655194534591		507.2846016364795	16.80021701704011	10.244034766487873	576.944038048597	11.883080329125933	641.6863377728004	Low arginine supplementation without caffeine treatment.
Inj00100-Positive-A11.d.DeMP	11455.846394984326	5681.1253918495295	79.4921630094044	1638.564263322884	2327.0689655172414	3291.2319749216304	2604.0094043887148	6260.648902821316	11455.846394984326	23132.21943573668	8933.8934169279	3250.203761755486	11240.448275862069	3439.959247648903	1525.7366771159875	20001.2539184953		351.30407523510974		335.91849529780563	1043.655172413793	579.5235109717869	12818.752351097179	144.88087774294672	1169.3040752351098	47.43887147335423	73.08150470219437	351.30407523510974	11276.347962382446	2300.1442006269594	505.15987460815046	152.57366771159874	615.423197492163	3284.82131661442	87.18495297805643		10.25705329153605	2624.523510971787	105.13479623824452		3272.0	426.9498432601881	520.5454545454545	283.3510971786834		221.80877742946709	4924.667711598746			66.67084639498432	47.43887147335423			37.18181818181818	Negative control with alanine supplementation with caffeine.
Inj00101-Positive-H5.d.DeMP	4760.598365807668	4335.076131363922	809.4767441860465		1944.9319610307982	1212.0273412947831	1684.5867379006913	5148.928425518542	4760.598365807668	16685.06591766185	4326.325031426776	1878.2048240100567	3456.684475172847	973.5598680075425	600.5442331866751	8731.40996228787			40.473837209302324		1094.9813796354495	13.126649905719674	11801.95215273413	106.1070867379007	120.32762413576367	203.46307353865495	154.23813639220617		6293.13474230044	2397.801382778127	375.203409805154		73.29046197360151	1312.6649905719673	29.534962287869266		175.021998742929	653.0508328095538	20.783862350722817	77.66601194217473	2356.2336580766814	39.37994971715902	1262.3461659333752	443.02443431803897		751.5007071024513	11197.032369578881	61.257699560025145		124.7031741043369	203.46307353865495		158.61368636077938	292.0679604022627	Low arginine supplementation with caffeine treatment.
Inj00102-Positive-E6.d.DeMP	7177.251558704195	9265.954313724273	940.9819044299635	25.575952102286664	1547.3451021883432	2405.7379946213396	2481.933018592735	4873.8173724920025	7177.251558704195	32886.9445771924	5621.9139714838875	1439.7129704245535	2837.8650186828913	31.437107792394023	1554.271922549379	4202.981462142442	1567.5927309359868	1459.4277668367329		157.71837129743443	728.9146349151699	96.97548505450361	17906.36346561345	330.35604798786943	1884.6279705372485	83.65467666789597	322.8963952913691	1459.4277668367329	22198.860760113897	1347.5329763892287	341.0126946971555	56.48022755921638	77.2606886423243	1220.718880548724	44.225083843537355	1567.5927309359868	25.575952102286664	472.62228155683897	12.255143715679026	460.36713784115994	684.1567187361683	96.97548505450361	131.07675452421915	330.8888803233337	1506.3170123575917	478.4834372469463	2747.8163539894235		878.1076888451755	7.992485031964582	83.65467666789597	1567.5927309359868	14.386473057536248	993.1994733054654	Baseline condition with no supplementation or treatment.
Inj00103-Positive-C3.d.DeMP	10115.989583333334	4369.0625	500.15625	294.4791666666667	4589.0625	3177.3958333333335	2210.3125	8455.677083333334	10115.989583333334	16540.104166666668	8722.083333333334	1908.9583333333335	2874.8958333333335	127.1875	1821.875	3317.760416666667	398.17708333333337	2089.4270833333335	55.0	277.2916666666667	537.3958333333334		15692.1875	399.89583333333337	1051.3020833333335	65.3125	96.82291666666667	2089.4270833333335	21663.125	958.4895833333334	187.91666666666669	122.60416666666667	96.82291666666667	727.6041666666667	136.92708333333334	398.17708333333337	2.8645833333333335	275.0	16.614583333333336	359.21875	2108.90625		92.8125	92.8125	398.17708333333337	134.0625	2722.5	21.197916666666668	166.71875	49.84375	54.427083333333336	398.17708333333337		689.21875	Baseline condition with no supplementation or treatment.
Inj00104-Positive-B12.d.DeMP	5219.446153846154	4780.772307692308	255.82153846153847	139.5	1238.3307692307692	2096.3630769230767	936.5815384615385	2935.08	5219.446153846154	19138.970769230767	4113.747692307692	1443.9323076923076	1954.716923076923	373.4307692307692	1066.6384615384616	2810.603076923077	815.5384615384615	945.5953846153847	60.09230769230769	100.44	581.6076923076923	130.48615384615385	12221.058461538461	507.35076923076923	647.7092307692308	42.49384615384616	3.433846153846154	945.5953846153847	12619.384615384615	812.5338461538462	76.8323076923077		32.19230769230769	1014.7015384615385	122.33076923076923	815.5384615384615		624.96	63.096923076923076	587.6169230769231	726.2584615384616	170.83384615384617	69.53538461538461	114.17538461538462	815.5384615384615	341.66769230769233	1722.9323076923076		614.6584615384616	4.292307692307692	42.49384615384616	815.5384615384615	63.95538461538462	345.53076923076924	Baseline condition with no supplementation or treatment.
Inj00112-Positive-F7.d.DeMP	3795.9563460767426	7638.72585111492	548.5775035577859	254.5181458097433	1481.2047092749167	2623.8093852850857	1927.5204578198593	3226.471994827442	3795.9563460767426	29523.19592055233	3048.763789449568	1710.7255371926317	2959.2279417272116	58.17557618508418	1282.1351595165818	2888.3264582516404	1049.8873514651912	1113.516887917627	60.44805962981403	35.45074173778567	1259.8648217582293	68.6290000308415	15928.29096080047	425.86339754237406	1343.0377158353417	24.088324514136417	22.72483444729851	1113.516887917627	17895.807127247575	1002.1651991258642	345.41748359893734	22.270337758352536	35.90523842673164	1052.6143315988668	171.34525173263074	1049.8873514651912	20.906847691514628	564.0303909819489	78.17343049870686	317.23868888428717	978.0768746117278	68.6290000308415	125.89558283803373	157.71035106425165	1043.9788945088935	379.959231958831	2003.4214048738365		799.9141725449075	5.908456956297612	24.088324514136417	1049.8873514651912		647.6577817480074	Baseline condition with no supplementation or treatment.
Inj00113-Positive-F3.d.DeMP	5648.293003283657	8189.26720311767	285.0664309168982	14.205968318117849	1434.8028001299028	1137.424530003969	1532.3504492476454	2624.3158806336373	5648.293003283657	34496.82639916284	4775.09948399668	617.4860895608558	4971.141846786706	348.5197560711579	606.1213149063616	6296.085158589831			55.87680871793021		1970.8413380002162	181.83639447190848	16522.4882185256	48.30029228160069	770.9105473965286		217.8248475444737		11739.812218092591	2911.276440659618	524.6737632158192	129.74784397214302	30.30606574531808	2416.9087431891166	106.07123010861328		49.247356836141876	1483.1030924115034		11.36477465449428	3687.8693753833936	190.35997546277918	233.9249449716739	444.1732760798181		638.3215097607621	8254.614657381011			176.15400714466134			37.8825821816476	444.1732760798181	Negative control with alanine supplementation with caffeine.
Inj00114-Positive-D2.d.DeMP	6271.01243339254	8381.227353463588	541.5	256.80373001776195	1214.7682060390764	978.1625222024866	1971.7140319715807	5969.9653641207815	6271.01243339254	28781.253996447602	4922.552397868561	1530.2424511545291	2497.825044404973	1032.9857904085256	1034.9094138543517	9355.542628774421	123.11190053285968	71.1740674955595		363.56483126110123	1481.190053285968	180.82060390763763	18383.107460035524	679.0390763765541	494.3712255772646	541.5		71.1740674955595	8185.017761989342	2631.5168738898756	508.7984014209591		41.357904085257545	1824.556838365897	161.58436944937833	123.11190053285968		492.4476021314387	110.60834813499112	63.47957371225577	863.7069271758436	219.2930728241563	813.6927175843693	146.19538188277087	123.11190053285968	413.5790408525755	17774.280639431614	310.66518650088807	82.71580817051509	10.579928952042629	515.5310834813499	123.11190053285968		232.7584369449378	Low arginine supplementation with caffeine treatment.
Inj00115-Positive-D10.d.DeMP	12566.006674082315	5460.8954393770855	339.33815350389324	326.51093807934745	3145.0	2937.4323322209866	2439.5031516499816	5073.746755654431	12566.006674082315	25963.450129773824	10336.403411197627	2680.8880237300705	5730.266963292547	389.4809047089359	1266.3959955506118	12141.542454579163		367.3248053392659	64.13607712272896	253.04597701149427	1350.3559510567297	52.474972191323694	18819.857248794957	1036.6722284019281	1737.5046347793846	340.5042639970338		367.3248053392659	17224.618094178717	2584.1008527994068	537.5769373377827	160.92324805339265	80.46162402669633	1921.7500926955877	62.969966629588434		11.661104931405266	26.82054134223211	24.488320355951057	139.93325917686317	2593.429736744531	52.474972191323694	260.0426399703374	26.82054134223211		228.5576566555432	17920.786058583613			48.976640711902114	340.5042639970338		149.2621431219874	415.13533555802746	Caffeine treatment without arginine supplementation.
Inj00125-Positive-G4.d.DeMP	7125.64406779661	7449.872881355933	1064.135593220339	51.728813559322035	2424.7881355932204	1941.6779661016951	1749.542372881356	4469.0	7125.64406779661	28899.77966101695	4989.059322033899	1361.5762711864406	4691.618644067797	1619.2966101694917	684.4830508474577	9905.144067796611		11.084745762711865		359.3305084745763	1254.4237288135594	74.8220338983051	13469.813559322034	446.16101694915255	830.4322033898305	42.49152542372882	26.78813559322034	11.084745762711865	5892.466101694916	3558.2033898305085	919.1101694915254	109.0	36.949152542372886	378.7288135593221	92.37288135593221			1539.85593220339	12.932203389830509	76.66949152542374	1889.949152542373	91.44915254237289	739.906779661017	627.2118644067797		1057.6694915254238	7424.932203389831	295.5932203389831		11.084745762711865	42.49152542372882		126.55084745762713	729.7457627118645	Negative control with alanine supplementation with caffeine.
Inj00126-Positive-H9.d.DeMP	6134.20521719968	5872.194474285871	255.94567942043355	104.31909208605349	1375.5564002974959	508.252320744842	2046.3524226647935	1914.134038509214	6134.20521719968	20091.129328154697	5503.438613888659	1508.9877971517503	1014.0786160923338	705.9733906288736	1223.9298129631159	12094.949618488828	498.54821915544164	38.816406357601295		270.50183180453405	811.5054954136021	87.33691430460291	13703.404456931932	206.2121587747569	1006.8005399002836	230.4724127482577	35.17736826157618	38.816406357601295	7811.801779467261	2621.3204418367627	203.7861333774068	115.23620637412886	60.65063493375202	3447.382089634465	77.63281271520259	498.54821915544164		477.927003277966	106.74511748340356	99.46704129135333	1337.9530066385696		439.1105969203647	258.3717048177836	498.54821915544164	492.48315566206645	15109.286174696304	223.19433655620745	485.2050794700162		230.4724127482577	498.54821915544164	92.18896509930308	190.44299369198137	Caffeine treatment without arginine supplementation.
Inj00127-Positive-D1.d.DeMP	4840.978949751018	6981.0434585785415	489.06745133544587	52.06201901312811	1339.4137618832049	945.0045269352647	617.6448619284744	761.9986419194205	4840.978949751018	23887.000905387053	3971.700995925758	1449.8483476686283	2144.797419646899	194.04934359438658	253.9995473064735	4761.308284291535			18.14282480760525	109.64576731552738	1615.5002263467632	493.01154368492524	11670.569262109551	94.65821638750565	170.38478949751018	109.64576731552738	169.5959710276143		3079.547306473517	1736.9782707107288	91.50294250792213	33.91919420552286		1742.4999999999998	168.8071525577184			681.5391579900407			1036.507469443187	462.24762335898595	263.46536894522404	635.7876867360796		1328.3703033046627	7618.408782254413	23.66455409687641		97.81349026708918	109.64576731552738		91.50294250792213	670.4956994114983	Negative control with alanine supplementation with caffeine.
Inj00128-Positive-H3.d.DeMP	3201.5	7893.266862745098	72.81843137254901	154.42529411764704	1123.663725490196	150.65882352941176	1146.2625490196078	7581.905294117647	3201.5	28439.363921568627	2754.5454901960784	498.4296078431372	636.5335294117647	80.3513725490196		104.2056862745098		404.2678431372549	56.49705882352941		1637.1592156862744	53.98607843137255	27711.179607843136		485.87470588235294		150.65882352941176	404.2678431372549	171535.1145098039	969.2384313725489	814.8131372549019	161.95823529411763	94.16176470588235	2695.537450980392	79.09588235294117		22.598823529411764	566.2260784313726		3571.869607843137	408.03431372549016	53.98607843137255	203.38941176470587	586.3139215686274		1042.056862745098	16220.933333333332	86.62882352941176					445.6990196078431		High arginine supplementation with caffeine treatment.
Inj00129-Positive-G5.d.DeMP	7961.835128663252	8682.242944093947	149.3966357024769	66.79753423235746	1606.7320868578886	502.77713938333574	1877.513489068628	5006.942055201762	7961.835128663252	30622.000800670194	6441.293408556792	1960.8308435950094	4936.553255688095	107.73795843928623	1723.8073350285797	4697.37498795288	883.4512592021471	1725.2438411411035	29.448375306738235	76.85307702002417	1722.3708289160559	140.0593459710721	22954.649425074324	494.87635576445473	428.07882153209727	18.674579462809614	109.89271760807195	1725.2438411411035	157416.64932869736	1618.2241357580792	303.10278974252526	20.829338631595338	33.039640588047774	1720.21606974727	270.06314915447746	883.4512592021471	70.388799513667	159.4521784901436		4337.530206765664	1320.1491174093871	140.777599027334	38.067411981881136	125.69428484583393	883.4512592021471	216.19416993483438	1818.6167384551516		750.5744437936941	19.392832519071522	18.674579462809614	883.4512592021471	57.460244500952655	66.79753423235746	High arginine supplementation without caffeine treatment.
Inj00130-Positive-E11.d.DeMP	5241.918867924528	2090.0811320754715	349.3075471698113	36.89056603773585	1404.1471698113207	1642.7830188679245	1911.3924528301886	12706.49433962264	5241.918867924528	12547.403773584905	4053.3509433962263	775.854716981132	9759.860377358491	177.53584905660378	259.3867924528302	421.9358490566038		659.4188679245283			2417.484905660377	8.069811320754717	26313.349056603773		220.19056603773583	319.33396226415095	43.80754716981132	659.4188679245283	66536.74716981132	832.343396226415	154.47924528301886		28.82075471698113	2456.681132075472	134.8811320754717		42.654716981132076	269.7622641509434		547.5943396226415	2906.2849056603773	87.61509433962264	611.0	555.6641509433962		581.0264150943397	1617.420754716981	34.58490566037736			319.33396226415095		144.10377358490567	576.4150943396227	Low arginine supplementation without caffeine treatment.
Inj00138-Positive-F6.d.DeMP	3125.91741607463	2800.404553192455	374.38120616474106		1991.1779195133574		609.6118755248881	6931.021976076446	3125.91741607463	12133.429843157726	2760.6472569625707	1931.5419751685313	573.9959643189503	786.8631545497876	1164.5574687336857	7987.903434187529	881.2867330957622			32.30280318678076	2667.0519554213856	420.7647184329391	10100.838073404906	20.706925119731252	92.76702453639602	44.72695825861951			5249.619656354267	1617.6249903534056	879.6301790861837	153.2312458860113	217.00857525478355	1322.7583766484324	111.81739564654877	881.2867330957622	276.64451959960957	643.5712327212474	130.8677667567015	38.929019225094756	1949.7640692738948	500.2793108927071	447.2695825861951	545.0062691513266	881.2867330957622	649.3691717547721	13886.892262296567	149.91813786685427	721.4292711714369	48.04006627777651	44.72695825861951	881.2867330957622	100.22151757949926	270.8465805660848	Caffeine treatment without arginine supplementation.
Inj00139-Positive-D8.d.DeMP	2808.168557536467	5027.123176661264	549.097244732577		1332.62641815235	1468.0202593192869	853.7333873581847	5027.123176661264	2808.168557536467	19618.316855753645	2079.7998379254454	87.75526742301459	3486.391410048622	66.44327390599675				747.1734197730956			1815.2803889789302	759.709886547812	30962.565640194487		60.17504051863857	25.072933549432737		747.1734197730956	152570.05429497568	539.0680713128039	322.18719611021066	51.39951377633711	97.78444084278767	3269.510534846029	258.2512155591572		36.35575364667747	512.7414910858995	351.02106969205835	1831.5777957860614	2596.30226904376	719.5931928687196	1217.2909238249595	60.17504051863857		773.5	15235.568071312802			17.551053484602917	25.072933549432737		169.24230145867097	710.8176661264181	High arginine supplementation with caffeine treatment.
Inj00140-Positive-A9.d.DeMP	5245.544117647059	6833.911764705883	351.8382352941177	298.45588235294116	1664.5588235294117	1385.514705882353	2451.220588235294	3101.029411764706	5256.705882352941	22641.39705882353	4129.367647058823	2407.0588235294117	3713.470588235294	512.4705882352941	1014.2647058823529	5080.058823529412	2202.75	2905.4558823529414	27.661764705882355	84.92647058823529	1172.9558823529412	144.13235294117646	16877.073529411766	630.3970588235294	667.2794117647059	82.5	42.70588235294118	2905.4558823529414	15477.0	1038.0441176470588	20.86764705882353		69.88235294117648	411.04411764705884	231.0	2202.75	10.191176470588236	31.544117647058826	57.75	362.5147058823529	956.5147058823529	235.36764705882354	461.0294117647059	232.4558823529412	2202.75	324.6617647058824	1197.2205882352941	26.205882352941178	1812.0882352941178	5.823529411764706	82.5	2202.75	9.705882352941178	417.3529411764706	Negative control with alanine supplementation without caffeine.
Inj00141-Positive-B10.d.DeMP	10474.64989293362	7635.790149892933	334.72269807280514	65.11670235546039	2600.0985010706636	2581.8201284796573	3908.144539614561	6027.293361884368	10474.64989293362	24856.30192719486	7782.017130620985	3486.5995717344754	4959.150963597431	1820.982869379015	1985.4882226980728	14511.885438972162			13.708779443254818	427.25695931477514	2136.2847965738756	47.980728051391864	15259.013918629551	76.5406852248394	755.1252676659528	49.12312633832976	90.24946466809422		19851.455032119913	1641.6263383297644	98.24625267665952	7.996788008565311		2234.5310492505355	172.50214132762312		15.993576017130621	719.7109207708779		98.24625267665952	2457.298715203426	464.9561027837259	477.52248394004283	533.5		703.7173447537473	11824.964668094219	423.82976445396145		141.6573875802998	49.12312633832976		230.7644539614561	239.9036402569593	Low arginine supplementation with caffeine treatment.
Inj00142-Positive-E10.d.DeMP	5632.089807785495	8345.799870780165	577.7982555322242	223.56226780810854	665.4388628654499	732.0877079631723	3824.1742852527864	3065.3220804393472	5632.089807785495	32445.392505249554	4473.869326441609	1402.774511387498	5435.292036827653	249.2771765465999	658.6165401389113	4812.361492489097	3614.2566628977547	1355.0182523017284	26.239702794378935	340.06654821515104	693.2529478274915	23.090938459053465	20267.54643837829	778.7943789371668	1636.832660313358	17.84299790017768		1355.0182523017284	15341.829429817477	1845.1759005007268	58.77693425940882	13.119851397189468	23.615732514941044	824.4514617993862	79.2439024390244	3614.2566628977547	76.6199321595865	1063.7575512841222		254.0003230495881	1020.1996446454531	16.79340978840252	528.9924083346793	201.52091746083025	3580.145049265062	195.22338879017929	1207.0263285414312	6.822322726538523	2763.040704248102	173.70683249878857	17.84299790017768	3614.2566628977547	81.86787271846228	564.1536100791471	Negative control with alanine supplementation without caffeine.
Inj00143-Positive-F11.d.DeMP	9452.0385	4643.4375	554.9265	112.5855	3238.1189999999997	1732.788	2237.4225	5145.786	9452.0385	19516.725	7640.955	1605.3435	4219.956	137.16	549.783	3306.1275	578.358	848.6775	18.8595	472.6305	700.659	95.4405	15790.545	401.193	406.3365	48.006	38.2905	848.6775	22837.711499999998	1413.8909999999998	20.002499999999998	51.434999999999995	44.577	1360.17	50.292	578.358	45.1485	571.5	49.7205	608.076	632.6505	95.4405	145.161	136.017	578.358	288.6075	2572.3215	16.5735	465.7725		48.006	578.358	36.576	418.9095	Baseline condition with no supplementation or treatment.
Inj00151-Positive-D7.d.DeMP	5045.555740432612	8049.496672212978	227.74417637271213	78.92595673876872	1757.2911813643925	1892.3211314475873	1868.072795341098	4417.000831946755	5045.555740432612	29749.38019966722	3803.185108153078	1503.3968386023294	3002.039101497504	449.7828618968386	927.1422628951747	2687.2861896838604	830.6243760399334	1248.5515806988353	6.180948419301164	25.19925124792013	657.0823627287854		16722.79367720466	257.22254575707154	1719.7300332778702	108.40432612312812		1248.5515806988353	22671.243344425955	665.1651414309484	581.0091514143095		106.9779534109817	556.2853577371048	241.5324459234609	830.6243760399334	63.71131447587354	571.5	48.972129783693845	452.63560732113143	842.9862728785357		160.2292013311148	27.10108153078203	815.4097337770382	142.1618136439268	1873.7782861896837	38.98752079866888	654.705074875208		108.40432612312812	830.6243760399334	21.39559068219634	114.58527454242927	Low arginine supplementation without caffeine treatment.
Inj00152-Positive-A5.d.DeMP	5767.23484267076	7108.55871066769	545.2275518035303	64.54834996162701	1207.6492709132772	1716.2536454336148	2557.2133537989257	3163.3269378357636	5767.23484267076	27323.179201841904	4593.919800460476	1763.4059861857254	6200.303914044513	337.39102072141213	634.4965464313124	3826.20644666155	1084.9616270145818	2334.7275518035303	43.49002302379125	15.107060629316962	1091.3706830391404		14934.931696085956	744.8238679969302	1044.6761320030698	125.43438219493477	57.6815042210284	2334.7275518035303	11930.0	1238.3211818879508	115.3630084420568		9.613584036838066	606.571373752878	52.64581734458941	1084.9616270145818	33.87643898695318	1083.130468150422	60.88603223330775	286.11857252494246			214.70337682271682	198.68073676132005	1079.9259401381428	291.1542594013814	898.6412125863393		870.2582501918649	13.27590176515733	114.44742900997699	1084.9616270145818	11.444742900997698	728.3434382194935	Negative control with alanine supplementation without caffeine.
Inj00154-Positive-F12.d.DeMP	5499.656189419892	7654.444393470396	283.3877479265592	30.4957943962964	1221.3193755785046	1406.525541546256	2590.654923958545	4577.344358897757	5499.656189419892	25507.872512843627	4652.468145093511	1697.351288106058	10807.412014102114	89.99978346224059	1273.3853660112056	5106.186061721336	496.858308700634	1326.1951563072312		397.9329268785018	631.4860839623327		13762.528871089567		681.320674805061	72.89238660578164		1326.1951563072312	32541.24402043823	1534.459118038036	107.85098018202385	62.479188519241404	43.88419193613384	1871.4004561239449	23.801595626377676	496.858308700634	15.619797129810351	1296.4431617742591		750.4940620942211	1162.5591863758846		160.66077047804933	328.75953958934167	496.858308700634	58.76018920261989	908.9234329822975	11.900797813188838	474.54431280090495			496.858308700634	96.69398223215931	121.23937772186129	Negative control with alanine supplementation without caffeine.
Inj00155-Positive-A12.d.DeMP	7772.585774058578	4166.309623430962	598.2175732217573	466.6945606694561	1549.9916317991633	1830.008368200837	289.91631799163184	8404.744769874478	7772.585774058578	15820.945606694562	6287.648535564854	2698.34309623431	7956.435146443515	1193.6066945606694	633.5732217573222	10896.61087866109	338.0	1247.347280334728		84.85355648535565	1750.8117154811716	354.97071129707115	15540.928870292888	330.92887029288704		63.64016736401674		1247.347280334728	10567.096234309623	1516.050209205021	231.93305439330547	25.456066945606697	118.79497907949792	1640.5020920502093		338.0	98.9958158995816	292.744769874477	76.3682008368201	173.9497907949791	1986.987447698745	284.25941422594144	1071.9832635983264	144.2510460251046	338.0	516.1924686192469	16744.435146443517	148.4937238493724	270.1171548117155		63.64016736401674	338.0	189.50627615062763	166.87866108786613	Low arginine supplementation with caffeine treatment.
Inj00156-Positive-G11.d.DeMP	7515.029795211781	10830.484116628742	188.6500548067401	258.33794818684186	1177.6550063122245	1445.8478081083738	3557.602152959942	3995.4392204591672	7515.029795211781	38691.563106370435	5820.698892525873	2548.887494235843	8713.09842685757	1198.0686316457898	1299.432840198665	8347.76492519825	1597.8941209376867	1120.6376390012322		165.42075701337285	1424.730264659858		23535.50217337073	758.8237279166635	1459.2222522924337	179.4991193123833	211.87935260010735	1120.6376390012322	17449.42615150851	1733.0463990081869	252.70660326723765	41.53116878208084	14.078362299010454	1177.6550063122245	79.54274698940907	1597.8941209376867	20.41362533356516	631.4145491106189		506.1171246494259	607.4813332023011		546.9443753165561	228.7733873589199	1597.8941209376867	375.18835526862864	1737.2699076978902	54.90561296614077	1138.2355918749952	37.3076600923777	179.4991193123833	1597.8941209376867	24.637134023268295	107.69947158742998	Negative control with alanine supplementation without caffeine.
Inj00164-Positive-H10.d.DeMP	8297.66530612245	14111.967346938776	423.7877551020408	404.0	1935.0775510204082	5078.032653061225	3516.4489795918366	7954.677551020409	8297.66530612245	49486.70204081633	7051.861224489796	3358.14693877551	6059.175510204082	253.94285714285715	1965.5836734693878	6990.024489795918	1694.326530612245	1545.0938775510203		78.3265306122449		59.36326530612245	25477.55918367347	130.26938775510203	1512.1142857142856	55.24081632653061		1545.0938775510203	34786.04897959184	1282.0816326530612	85.7469387755102	186.33469387755102	30.506122448979593	1754.5142857142857	28.857142857142858	1694.326530612245	17.314285714285713	1455.2244897959183	9.893877551020408	640.6285714285715	2234.3673469387754	59.36326530612245	410.59591836734694	70.90612244897959	1694.326530612245	358.6530612244898	2638.3673469387754	109.65714285714286	1444.5061224489796	56.88979591836735	55.24081632653061	1694.326530612245	44.522448979591836	202.0	Low arginine supplementation without caffeine treatment.
Inj00165-Positive-D12.d.DeMP	2583.574812181068	4646.1891435765665	215.81384942560103		505.92426996493356	924.2847239743978	740.3122621689674	4664.763286354999	2583.574812181068	21452.250426100523	2269.5833509266076	149.4776252169122	3599.845767058181	60.14484328254455	68.9896731770364	216.6983324150502		110.56037368114806	5.3068979366951075		886.251955428083	156.55348913250566	19397.596441610065	317.5293932122573	440.4725287456939	178.6655638687353	25.650006694026352	110.56037368114806	94554.76950407562	720.8536364010854	95.52416286051194			2128.9505556041872	91.98623090271519		73.41208812428232	425.4363179250578	117.63623759674154	2626.914478664078	2448.248914795343	156.55348913250566	468.7759844080678	622.676024572226		968.508873446857	10812.804546016281				164.51383603754832			426.32080091450695	High arginine supplementation with caffeine treatment.
