well	AUC	log_auc	final_value	TV	outlier
A1	19067.910000000003	9.855762096416369	0.67395	0.6106500000000001	False
A2	12041.25	9.39609353415488	0.1718	0.34924999999999995	True
A3	20992.35	9.951913364670752	0.8588	0.79135	False
A4	19664.430000000004	9.886566698989428	0.7718	0.82955	False
A5	13632.18	9.52018845328063	0.36075	0.35139999999999993	False
A6	12849.0	9.461021266361307	0.24705	0.2589	True
A7	15671.130000000001	9.659575445130438	0.46135000000000004	0.3967500000000001	False
A8	38417.73	10.556274350792545	1.801	1.7932499999999998	True
A9	16384.620000000003	9.70409836898116	0.4793	0.3863	True
A10	11587.83	9.357710688519292	0.16655	0.15975	False
A11	18492.78	9.82513566467496	0.6859999999999999	0.6350999999999999	False
A12	15944.939999999999	9.676896816564705	0.5113	0.4973	False
B1	19757.73	9.891300086210917	0.90905	0.82535	False
B2	18268.77	9.812948323679347	0.8407	0.9030499999999999	True
B3	15079.08	9.621063631809644	0.51865	0.48070000000000007	False
B4	13104.0	9.480672806169164	0.28725	0.2701	False
B5	11253.779999999999	9.328459351286066	0.1498	0.25090000000000007	True
B6	18605.1	9.831191015719247	0.7251	0.6472999999999999	False
B7	11389.019999999999	9.34040501244104	0.1718	0.22789999999999994	False
B8	21373.32	9.969898694271654	0.92745	0.8449	False
B9	21164.37	9.960074386435936	1.07745	1.02735	False
B10	15050.039999999999	9.619135928047244	0.4607	0.3884	False
B11	16802.79	9.729300223091103	0.5353	0.55155	False
B12	18338.189999999995	9.816741049609721	0.66215	0.5990500000000001	False
C1	28724.01	10.26548863740589	1.4659499999999999	1.36255	False
C2	14435.550000000001	9.577449193276268	0.40135	0.35945000000000005	False
C3	20313.24	9.91902816922697	0.60855	0.6956	False
C4	10280.190000000002	9.237974021425904	0.14134999999999998	0.19374999999999995	False
C5	21408.570000000003	9.97154658818075	0.85635	0.8349499999999999	True
C6	15921.929999999998	9.675452683269057	0.52125	0.48375000000000007	False
C7	21961.11	9.99702844083966	1.0102	0.9609500000000001	False
C8	9249.51	9.132325856238495	0.1258	0.10734999999999992	False
C9	12069.449999999999	9.398432745613416	0.2113	0.18225000000000002	True
C10	22850.429999999997	10.036725214569794	1.0476	1.0061500000000003	False
C11	14129.04	9.555987532889269	0.3548	0.3356	False
C12	16077.810000000001	9.685195339490056	0.53965	0.47135	False
D1	13991.759999999998	9.546223863964139	0.40800000000000003	0.375	False
D2	14926.499999999998	9.610893435790322	0.46399999999999997	0.4197	False
D3	8008.5599999999995	8.988266248744859	0.10755	0.10940000000000001	False
D4	23456.070000000003	10.062884589035608	1.01485	0.9198500000000001	False
D5	20209.77	9.91392142987769	0.878	0.84245	False
D6	14114.16	9.55493382782924	0.4043	0.38400000000000006	False
D7	28049.19	10.241715033564198	1.52325	1.50685	False
D8	13922.310000000001	9.541247868468208	0.45445	0.39585000000000004	False
D9	18299.97	9.81465469953855	0.8354999999999999	0.8418499999999999	False
D10	16854.24	9.732357536233284	0.6314	0.582	False
D11	9610.41	9.170602165050093	0.13365	0.1629499999999999	False
D12	14261.880000000003	9.565345522655782	0.42369999999999997	0.4074	False
E1	13934.76	9.54214171701926	0.39415	0.3815	False
E2	6670.65	8.805472585585875	0.09055	0.08394999999999993	True
E3	18348.359999999997	9.817295476246183	0.8696	0.7826	False
E4	16278.06	9.697573467898131	0.59965	0.5212	False
E5	12567.51	9.438870191349187	0.4223	0.35995000000000005	False
E6	37880.31	10.542186731031046	2.04725	1.9940499999999999	True
E7	12675.960000000001	9.447462565315142	0.4556	0.38580000000000003	True
E8	16112.820000000003	9.687370507469156	0.6099	0.5325	False
E9	13955.699999999999	9.543643306016579	0.4516	0.3731	False
E10	12353.880000000001	9.421725462836482	0.33140000000000003	0.2432	True
