,PLS1,PLS2,PLS3,PLS4,PLS5
Guanosine-5'-Diphosphate [[M+H]],-0.1829271498374654,-0.02709901374425571,0.2539505639207952,0.17788578288923526,0.06715677469175717
Histidine [[M+H]],-0.11046363116154943,0.14317669121742554,0.003920378518052161,-0.15604350881882414,-0.03246404013274559
Imidazoleacetic acid [[M+H]],-0.01310833879080553,-0.11412756579079109,0.14012406222382373,0.0422972587058496,-0.12394325840347185
Indole-3-Ethanol [[M+H]],0.05115688356016069,-0.1287798508683541,0.02635911743663889,0.11740768605760828,-0.12551477739639683
Inositol [[M+Na]],0.18031075875812216,0.022637117980531855,0.06750691602890939,0.11842261336796436,0.031873777059679594
L-2-Amino-4-[2-Aminophenyl]-4-Oxobutanoic Acid [[M+H]],-0.05412191719223509,-0.07926005239963854,-0.018842849156814778,-0.06754585494612657,0.12244346682746356
L-Arginine [[M+H]],-0.17123861697516574,0.22237915399675864,-0.14108957305022943,0.032132542360607266,0.08908295315733826
L-Citrulline [[M+H]],-0.1742239055992179,-0.10443230860797494,0.12530857442193669,0.027398415066841025,-0.12848473853638182
L-Glutamine [[M+H]],-0.06433402789880943,-0.24496641802954328,0.02395148049434539,0.0679465696960949,0.00793719167082645
L-Threonine [[M+Na]],0.060847166752541315,-0.033129560792697355,0.12379993007568288,0.1361653442129241,-0.3849540903712545
L-Tryptophan [[M+NH4]],-0.025032550339150035,-0.16494870310125578,0.01634284892629683,0.0689920101916213,0.3254446376319463
L-Tyrosine [[M+Na]],0.12401140114509733,0.06092345521609611,-0.06979969942948334,0.3396255772278664,-0.25597859423586383
Methionine [[M+H]],-0.031293692713720914,-0.1862489115182149,-0.033476900948323125,-0.15748836405585098,0.12089972074051199
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],-0.02314425519955027,0.050519962772886506,-0.07447884341814173,0.2121340247962612,0.08347718192326992
N2-Acetyl-L-ornithine [[M+H]],-0.09548163501591499,0.20537958858478436,-0.24454629303522263,0.05328433899100054,0.06771205206532885
Niacin [[M+H]],-0.02631792810842812,0.023150132492265066,-0.30819580605436736,0.2854110139276724,-0.0063176772271503175
Nicotinamide [[M+H]],-0.08944622197920933,-0.07385342756982564,0.0003695895239771992,0.2076846219731468,-0.1588360022396331
Nicotinamide ribotide [[M+H]],-0.009608064213525776,0.13112629551965652,-0.06032111849893442,0.17454745808242497,0.17462910585040192
O-acetyl-L-serine [[M+H]],-0.03675043314266305,0.041631481654335174,-0.005085432304298598,-0.07653297856993536,-0.3714414421689654
Phenylethyl alcohol [[M+H]],-0.02164395555205786,0.0063527629464370265,-0.03930813740555321,0.0824252317151223,-0.1703976188559906
Pidolic Acid [[M+H]],-0.0034934522612559637,-0.36442464909887756,-0.14235850883835544,0.07688124728613495,-0.01402273522639213
Proline [[M+NH4]],0.03616775724742545,-0.0033493101340068567,0.023814791672194174,0.2253882496843526,0.12396681888217874
Spermidine [[M+H]],-0.12081891544310253,-0.12592474971609538,0.0524195805850577,0.11007788896247721,0.14292981057638737
Sucrose [[M+Na]],0.18353287768273038,0.12787940068741993,0.18067167056267983,0.06437509410291717,0.05157100830131966
Thymine [[M+H]],-0.01916835890414289,-0.12448177826598103,0.14545669196312028,0.03112936618588988,-0.15141787674724352
Trehalose [[M+Na]],0.1795422914239937,0.1306091333552948,0.17372755726693867,0.07197279194964153,0.028849876576449492
Xanthurenic acid [[M+H]],-0.13393448762012905,-0.02499816540904345,0.16906682202783754,0.19161252760585878,0.0778570664277426
gamma-Glutamylcysteine [[M+H]],-0.12462801984994133,0.10940308435261292,-0.05063742131010198,0.022104740653022807,0.13216718595520097
