Group1	Group2	Feature	U_stat	p_raw	Median1	Median2	p_corrected
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	L-2-Amino-4-[2-Aminophenyl]-4-Oxobutanoic Acid [[M+H]]	6.0	0.7857142857142857	14.916666666666666	36.20888157894737	0.9186746987951807
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	L-Arginine [[M+H]]	15.0	0.03571428571428571	18951.625	10830.715460526317	0.1510989010989011
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	L-Citrulline [[M+H]]	1.0	0.07142857142857142	3370.224279835391	6869.037828947368	0.22797766749379653
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	L-Glutamine [[M+H]]	1.0	0.07142857142857142	162.75502465871602	1748.6650366748167	0.22797766749379653
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	L-Threonine [[M+Na]]	7.0	1.0	74.58333333333333	150.58190709046454	1.0
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	L-Tryptophan [[M+NH4]]	1.0	0.07142857142857142	580.8177083333334	960.6481481481482	0.22797766749379653
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	L-Tyrosine [[M+Na]]	3.0	0.25	24.0	94.00488997555011	0.46951219512195125
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Methionine [[M+H]]	8.0	1.0	2084.482802447192	1319.5501222493888	1.0
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	0.0	0.03571428571428571	193.0	2148.777777777778	0.1510989010989011
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	N2-Acetyl-L-ornithine [[M+H]]	14.0	0.07142857142857142	261.0416666666667	89.14814814814815	0.22797766749379653
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Niacin [[M+H]]	1.0	0.07142857142857142	270.7017782462344	594.8333333333334	0.22797766749379653
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Nicotinamide [[M+H]]	1.0	0.07142857142857142	713.0	2115.024671052632	0.22797766749379653
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Nicotinamide ribotide [[M+H]]	3.0	0.25	63.16333412009967	136.57212864073736	0.46951219512195125
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	O-acetyl-L-serine [[M+H]]	9.0	0.7857142857142857	96.6085975246924	38.42592592592592	0.9186746987951807
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Phenylethyl alcohol [[M+H]]	7.0	1.0	331.6024833955658	335.0740740740741	1.0
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Pidolic Acid [[M+H]]	0.0	0.03571428571428571	10868.90239539062	40024.444444444445	0.1510989010989011
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Proline [[M+NH4]]	4.0	0.39285714285714285	18.64583333333333	187.43421052631575	0.625
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Spermidine [[M+H]]	0.0	0.03571428571428571	1067.0	2474.6296296296296	0.1510989010989011
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Sucrose [[M+Na]]	13.0	0.14285714285714285	1312.6666666666667	504.7944078947368	0.35256410256410253
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Thymine [[M+H]]	0.0	0.03571428571428571	192.22101060341856	406.8174342105263	0.1510989010989011
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Trehalose [[M+Na]]	13.0	0.14285714285714285	1365.8072916666667	568.6924342105264	0.35256410256410253
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Xanthurenic acid [[M+H]]	4.0	0.39285714285714285	174.67703278081808	830.6743421052631	0.625
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	gamma-Glutamylcysteine [[M+H]]	9.0	0.7857142857142857	617.6095192760727	387.33496332518337	0.9186746987951807
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	30.0	0.17094017094017094	2594.567708333333	1234.0848545424492	0.3985347985347986
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	27.0	0.3543123543123543	5989.973958333333	4702.2988646459635	0.5755707021529807
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	2'-Deoxyinosine [[M+H]]	22.0	0.8329448329448329	1522.4322916666667	1403.786813173346	0.9434919918790886
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	3-Methylhistidine [[M+Na]]	21.0	0.9432789432789432	133.31770833333334	186.41314277960942	0.9935897435897436
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	14.0	0.43512043512043513	3.412207288818081	26.48702701066229	0.6518341148691343
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	ATP [[M+H]]	25.0	0.5236985236985237	379.9794238683128	277.90690328061345	0.727699530516432
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	20.0	1.0	512.9684957523182	406.58939859785573	1.0
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Ademetionine [[M+H]]	28.0	0.28438228438228436	438.5864197530864	314.7381547449566	0.5116223340522406
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Adenine [[M+H]]	15.0	0.5236985236985237	6535.514360516231	6523.336272466621	0.727699530516432
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Adenosine phosphate [[M+H]]	30.0	0.17094017094017094	41232.46354166666	35525.744740504524	0.3985347985347986
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Adenosine-3'-5'-Diphosphate [[M+H]]	32.0	0.09324009324009325	2347.5	1150.597904915391	0.2699055330634278
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Alpha-D-Glucose [[M+Na]]	11.0	0.2222222222222222	1076.0	4792.910342585141	0.4624624624624624
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Aminoadipate [[M+Na]]	40.0	0.001554001554001554	2351.239583333333	641.1679631810575	0.04602235371466141
