well	0	1200	2400	3600	4800	6000	7200	8400	9600	10800	12000	13200	14400	15600	16800	18000	19200	20400	21600	22800	24000	25200	26400	27600	28800	30000	31200	32400	33600	34800	36000	37200	38400	39600	40800	42000	43200	44400	45600	46800	48000	49200	50400	51600	52800	54000	55200	56400	57600	58800	60000	61200	62400	63600	64800	66000	67200	68400	69600	70800	72000	Summary
A1	0.06915999999999997	0.0706	0.08515999999999999	0.08364000000000002	0.08176000000000003	0.08130000000000004	0.08332	0.08562	0.07626	0.07338	0.09054000000000001	0.09468000000000004	0.10151999999999997	0.10286000000000001	0.10938000000000003	0.10948000000000002	0.11343999999999999	0.11368	0.121	0.12068000000000001	0.12313999999999997	0.12923999999999997	0.12905999999999998	0.13404	0.13564	0.13922	0.14070000000000002	0.14162	0.14436000000000002	0.14454	0.14386	0.15526	0.15955999999999998	0.16436	0.16415999999999997	0.17454	0.17492	0.17628	0.17024000000000003	0.16998000000000002	0.18891999999999998	0.19644000000000003	0.1975	0.19852	0.20388	0.20464000000000002	0.2025	0.21401999999999996	0.22241999999999998	0.22344000000000003	0.23659999999999998	0.24035999999999996	0.24368	0.25768	0.25622	0.25958000000000003	0.27680000000000005	0.28838	0.2929	0.3015	0.30342	Growth with formic acid treatment without aminoadipate supplementation.
A2	0.012409999999999977	0.024599999999999983	0.02245999999999998	0.021440000000000015	0.019560000000000022	0.028799999999999992	0.018020000000000008	0.020320000000000005	0.018460000000000004	0.024680000000000007	0.025540000000000007	0.021180000000000004	0.01952000000000001	0.01926	0.01238000000000003	0.012480000000000019	0.00813999999999998	0.008379999999999999	0.008699999999999986	0.01047999999999999	0.011039999999999994	0.011039999999999994	0.01076000000000002	0.012239999999999973	0.01174	0.011220000000000008	0.011300000000000004	0.01162000000000002	0.012660000000000005	0.012540000000000023	0.011059999999999987	0.010460000000000025	0.010459999999999997	0.015259999999999996	0.017859999999999987	0.015639999999999987	0.014520000000000005	0.01618	0.015540000000000026	0.01658000000000001	0.015119999999999995	0.01174	0.008500000000000035	0.008319999999999994	0.008379999999999999	0.00914000000000001	0.018500000000000016	0.017320000000000002	0.011920000000000014	0.01064000000000001	0.009199999999999986	0.008559999999999984	0.011880000000000002	0.012280000000000013	0.011120000000000019	0.008580000000000004	0.013000000000000012	0.00988	0.010799999999999976	0.010499999999999982	0.011569999999999997	Media control
A3	0.07385	0.07086	0.08668000000000001	0.08392000000000002	0.08324000000000001	0.07432	0.07614000000000001	0.08954000000000001	0.0897	0.09682000000000004	0.11071999999999999	0.1212	0.13025999999999996	0.13670000000000002	0.1519	0.16246	0.17248000000000005	0.18156	0.20098	0.2152	0.23598000000000002	0.25304	0.2597	0.28737999999999997	0.3089	0.3257	0.35222	0.36364	0.3865799999999999	0.4128	0.43472	0.4732	0.4944799999999999	0.5304	0.5622799999999999	0.5869800000000001	0.62016	0.6614	0.72132	0.76186	0.7755399999999999	0.8149000000000001	0.85958	0.8945000000000001	0.94458	0.97814	1.04026	1.07314	1.11924	1.17956	1.2201000000000002	1.27146	1.3216400000000001	1.38654	1.42284	1.50184	1.52148	1.58628	1.64906	1.6715200000000001	1.68021	Growth with low aminoadipate supplementation without formic acid treatment.
A4	0.04419999999999999	0.04395999999999997	0.06308	0.06502000000000002	0.05873999999999999	0.06452	0.07854	0.08084	0.07880000000000001	0.07492000000000001	0.07732	0.06340000000000001	0.06815999999999997	0.0678	0.06730000000000003	0.06586	0.06967999999999999	0.07676000000000002	0.08268	0.08890000000000003	0.10348000000000002	0.10324	0.1023	0.09838	0.10299999999999998	0.10220000000000001	0.10321999999999998	0.10314000000000001	0.11008000000000001	0.11529999999999999	0.12351999999999999	0.13029999999999997	0.13068	0.1306	0.13927999999999996	0.15097999999999998	0.15436	0.1723	0.19012	0.19426	0.20154	0.2024	0.21467999999999998	0.21839999999999998	0.23528	0.23674000000000003	0.26706	0.27474	0.28014	0.28896	0.3053	0.31716	0.32814	0.34254	0.35544000000000003	0.37754000000000004	0.38827999999999996	0.38828	0.40546000000000004	0.41781999999999997	0.42666	Growth with high aminoadipate supplementation without formic acid treatment.
A5	0.07302	0.06028	0.09017999999999998	0.08742	0.07186000000000001	0.06254000000000001	0.06848000000000001	0.09009999999999999	0.08663999999999997	0.10136	0.10576000000000002	0.11773999999999998	0.12575999999999998	0.13625999999999996	0.15414	0.16670000000000001	0.18242000000000003	0.20618	0.23022	0.24412000000000006	0.26018	0.29094	0.31426	0.35108000000000006	0.37248	0.40093999999999996	0.44576000000000005	0.47422	0.51756	0.5701	0.61512	0.67834	0.7324200000000001	0.78672	0.8454999999999999	0.9095399999999999	0.9716199999999999	1.0391400000000002	1.1494000000000002	1.2126000000000001	1.2428000000000001	1.3403	1.40522	1.4573399999999999	1.54148	1.5994	1.65212	1.70662	1.80916	1.8230799999999998	1.8824400000000001	1.8891999999999998	1.9256199999999999	1.9976200000000002	2.01838	2.01708	2.1076	2.1525000000000003	2.15278	2.1783	2.1208899999999997	Growth with proline supplementation without formic acid treatment.
A6	0.01	0.01	0.004379999999999995	0.004519999999999996	0.0037600000000000133	0.0019399999999999973	0.003980000000000011	0.006500000000000006	0.004239999999999994	0.005959999999999993	0.008360000000000006	0.00964000000000001	0.009159999999999974	0.008459999999999968	0.014339999999999992	0.014000000000000012	0.01632	0.01568	0.021720000000000017	0.019720000000000043	0.020180000000000003	0.02074000000000001	0.021559999999999996	0.025279999999999997	0.024279999999999996	0.025540000000000007	0.026859999999999995	0.02701999999999999	0.02756	0.02840000000000001	0.027720000000000022	0.02973999999999999	0.029219999999999996	0.027819999999999984	0.02779999999999999	0.028339999999999976	0.026219999999999993	0.03114	0.02930000000000002	0.030200000000000005	0.03030000000000005	0.03140000000000001	0.03161999999999998	0.03054000000000001	0.03398000000000001	0.031399999999999983	0.03172	0.03172	0.03495999999999999	0.035280000000000006	0.03744	0.037599999999999995	0.040319999999999995	0.040220000000000006	0.04157999999999995	0.04027999999999998	0.04099999999999998	0.04099999999999998	0.042080000000000006	0.04260000000000003	0.043190000000000006	Growth with high aminoadipate supplementation and formic acid treatment.
A7	0.04731000000000003	0.037880000000000025	0.035300000000000026	0.04228000000000001	0.04308000000000001	0.050460000000000005	0.05494000000000002	0.06592	0.06982	0.0744	0.0875	0.08892	0.09203999999999996	0.1059	0.13132	0.14492000000000002	0.16052	0.18218	0.2037	0.22171999999999997	0.24476000000000003	0.26862	0.28684	0.31694	0.34293999999999997	0.37246	0.41596	0.44983999999999996	0.48922	0.5372	0.57972	0.6393	0.70648	0.75124	0.82454	0.8940799999999999	0.9535399999999999	1.02922	1.10812	1.1923000000000001	1.2363000000000002	1.3464	1.39932	1.43174	1.55546	1.5978999999999999	1.63594	1.72354	1.79622	1.82182	1.87028	1.89618	1.9327999999999999	2.021	2.0183	2.02028	2.0927000000000002	2.17554	2.17556	2.11824	2.10222	Growth with proline supplementation without formic acid treatment.
A8	0.040220000000000006	0.04068000000000002	0.040319999999999995	0.04288000000000003	0.04854	0.06556000000000003	0.06223999999999999	0.06269999999999998	0.05861999999999998	0.05775999999999998	0.07801999999999998	0.08116000000000001	0.08531999999999998	0.09535999999999997	0.11447999999999997	0.1327	0.1444	0.16827999999999999	0.19426	0.20592	0.22337999999999997	0.24653999999999998	0.26528	0.29179999999999995	0.3109	0.33778	0.37224	0.39992	0.43232	0.47058	0.50758	0.5644	0.60714	0.6709	0.7212	0.77334	0.83306	0.9003200000000001	0.93632	1.08182	1.08384	1.17802	1.24014	1.29806	1.3936	1.4468400000000001	1.4793399999999999	1.5805799999999999	1.62912	1.69046	1.73776	1.78414	1.7899800000000001	1.8800800000000002	1.88678	1.90362	1.92928	2.0188800000000002	2.01844	1.9826799999999998	1.9740600000000001	Baseline growth without any supplementation or treatment.
A9	0.033670000000000005	0.03408000000000003	0.030319999999999986	0.03448000000000004	0.029740000000000016	0.03976000000000002	0.04403999999999997	0.0479	0.04862	0.059459999999999985	0.06361999999999998	0.06506	0.07041999999999998	0.08136000000000002	0.10637999999999997	0.11350000000000005	0.13389999999999996	0.15408	0.16496	0.17562	0.19377999999999998	0.21194000000000002	0.23438000000000003	0.2575	0.27969999999999995	0.30218	0.33324	0.36532000000000003	0.39872	0.42798	0.46787999999999996	0.5088999999999999	0.56184	0.5983	0.6491	0.72384	0.77666	0.8252200000000001	0.9151199999999999	1.03512	1.0562399999999998	1.0989200000000001	1.1701400000000002	1.2190599999999998	1.3247	1.38304	1.44214	1.5105799999999998	1.57962	1.64946	1.70506	1.74274	1.7535800000000001	1.8303800000000001	1.8770799999999999	1.87812	1.94418	2.01778	2.01734	1.96808	1.96561	Growth with proline supplementation without formic acid treatment.
A10	0.009400000000000006	0.01899999999999999	0.014500000000000013	0.01446	0.013419999999999987	0.009339999999999987	0.00949999999999998	0.010899999999999993	0.008099999999999996	0.014440000000000008	0.01716000000000001	0.021439999999999987	0.015359999999999985	0.016699999999999965	0.014679999999999999	0.01727999999999999	0.01791999999999999	0.01704	0.016220000000000012	0.017259999999999998	0.01610000000000003	0.012459999999999999	0.011220000000000036	0.017939999999999984	0.017559999999999992	0.023840000000000028	0.019020000000000037	0.01994000000000004	0.017400000000000027	0.017859999999999987	0.018779999999999963	0.022760000000000002	0.022279999999999994	0.02198	0.023779999999999996	0.017640000000000017	0.019540000000000002	0.019500000000000017	0.02052000000000001	0.02210000000000001	0.021059999999999995	0.01904	0.0174	0.01632	0.018219999999999986	0.0174	0.020459999999999978	0.020799999999999985	0.017259999999999998	0.017600000000000005	0.018460000000000004	0.018140000000000017	0.017979999999999968	0.017979999999999968	0.022059999999999996	0.02310000000000001	0.02112	0.01899999999999999	0.01985999999999999	0.019100000000000006	0.019230000000000025	Media control
