,Amino acid,Fold,R2,MAE,RMSE
0,alanine,1,0.1225946095846927,0.6127402136950671,1.0831527168835102
1,alanine,2,0.14725561775496,0.6128785417584154,0.9975127928043623
2,alanine,3,0.024959097698494803,0.6032485516733852,0.9432602905954642
3,alanine,4,0.05685821255207757,0.5590255733042,1.022885842319801
4,alanine,5,0.062247470241554304,0.6143171634881589,1.1501619318828913
5,alanine,6,0.06869188563924378,0.5998400377223735,1.0038265835454059
6,alanine,7,0.05339730150136168,0.5893546186568915,0.9258580913929835
7,alanine,8,0.1312302345752453,0.574953263321135,1.0688509511639082
8,alanine,9,0.07249029362118953,0.5639344411101483,0.9673216244309172
9,alanine,10,0.12413264976479121,0.5842782633495529,0.9664824591151907
10,aspartate,1,0.11527954403963592,0.4585608859311959,0.6855585054121344
11,aspartate,2,0.08563094423741735,0.4362160912991779,0.6451908676479088
12,aspartate,3,-0.021664236018971827,0.4139313990745352,0.6018079691310043
13,aspartate,4,0.09430925358731224,0.46961759544013687,0.7279285106054715
14,aspartate,5,0.03921866904409688,0.4332507998963287,0.7040228370256821
15,aspartate,6,0.002317187915351626,0.39853303387969197,0.603736939477838
16,aspartate,7,0.08078487793613498,0.4579171280399804,0.697146316650347
17,aspartate,8,0.06385411243126193,0.4408362436214447,0.7702741139857449
18,aspartate,9,0.04549907293840594,0.40837868878316697,0.5687157714940437
19,aspartate,10,0.028841312053522916,0.4265142086731339,0.658161561341556
20,glutamate,1,0.2067260717482181,1.8200650071324438,2.641778667091604
21,glutamate,2,0.16506230818551415,1.7878570434954015,2.8325790991982007
22,glutamate,3,0.062128742807215365,1.7959825733739865,2.703592036867485
23,glutamate,4,0.11030514255402346,1.8901417749791547,2.9686570031926065
24,glutamate,5,0.05433071761064412,1.9646597891846047,3.390219687375803
25,glutamate,6,0.021541472897433245,1.9547609907620775,3.7762405834032986
26,glutamate,7,0.13573072690657928,1.8694009627111619,3.0593045372774776
27,glutamate,8,0.08592860036896499,1.957240375718341,3.4046407113294337
28,glutamate,9,0.0801583105337661,1.729876769214925,2.4516432697072
29,glutamate,10,0.13941037487808972,1.8384004526058095,2.782333619654268
30,phenylalanine,1,0.0006752525058504322,0.03237998877818808,0.0841477531960252
31,phenylalanine,2,0.0018614831988954528,0.03141332396831734,0.04773900428367206
32,phenylalanine,3,0.0032688972532560756,0.029949329026278986,0.045821178368763996
33,phenylalanine,4,-0.004855330305707728,0.030625521359545074,0.049930429644899625
34,phenylalanine,5,-0.03642807393168179,0.0305165909493902,0.04100563903753308
35,phenylalanine,6,-9.535946210337265e-05,0.02866374681369959,0.041597051492302944
36,phenylalanine,7,-0.00028999431316245605,0.0302507742399463,0.04785147784620845
37,phenylalanine,8,0.01010487687376005,0.028094503974264915,0.042160333798996516
38,phenylalanine,9,-0.0064625407835166016,0.028563450144544714,0.04049182385881191
39,phenylalanine,10,-0.0002816846469602119,0.03023323988580124,0.04424842872094658
40,glycine,1,-0.007651496127722757,0.265854177139992,0.3568160849025484
41,glycine,2,-7.305356191622536e-05,0.30473750665245375,0.4576863858288087
42,glycine,3,-0.00135280074421118,0.30621042528926506,0.44706847883009687
43,glycine,4,-0.0020577041133365004,0.31521042677331074,0.9307629789875729
44,glycine,5,-0.0009117163133112172,0.30237510797599687,0.4489515082959896
45,glycine,6,0.00019512331715310083,0.260252388127601,0.3796563799527031
46,glycine,7,-0.0010626985435191472,0.3115374202476016,0.7808230786362652
47,glycine,8,0.0003332938083943082,0.2854834647595792,0.399846793802804
48,glycine,9,-0.0006495741016447898,0.26974312593069816,0.3684604452352558
49,glycine,10,-0.0007753517127466747,0.2861162838923456,0.391740200188317
50,histidine,1,0.10841343693332028,0.6101346061055928,0.8545523568237224
51,histidine,2,0.0591992779827607,0.6528417705804492,0.8955290325913359
52,histidine,3,-0.007324282628783152,0.6642649986421187,0.872363785337874
53,histidine,4,0.061571874393532955,0.7212401695987246,1.001392113296036
54,histidine,5,-0.004001013921687058,0.6616025706906665,0.8702179696404668
55,histidine,6,0.06055173139176229,0.6161938093036526,0.8056910344300623
56,histidine,7,0.02101860030309599,0.6778220284255774,0.8977472100119569
57,histidine,8,0.09335083665270572,0.6884865292357192,0.9112325320201504
58,histidine,9,0.056185469930574716,0.6504050365415626,0.8737327852323935
59,histidine,10,0.06127704865359751,0.7262562994406911,0.9845669053636572
60,isoleucine,1,0.004825041559914256,0.02230191975991588,0.03288452533769091
61,isoleucine,2,0.07495822822540388,0.021813009647952252,0.034847697507552344
62,isoleucine,3,0.08729002023544963,0.01978662411330955,0.029165201685627664
63,isoleucine,4,0.07365552120959595,0.02045715264052042,0.02982301067399325
64,isoleucine,5,0.0061715280799862215,0.02120701916967965,0.030298175697109023
65,isoleucine,6,0.05244273268587207,0.02031805444995927,0.02886945823043755
66,isoleucine,7,0.009833457005385848,0.02108918182764373,0.02842037774977414
67,isoleucine,8,0.039846254248761426,0.022416957857144752,0.03491780746702546
68,isoleucine,9,0.05923596890635052,0.022343033131348843,0.03307258565726657
69,isoleucine,10,0.08280521060047652,0.021395976699880415,0.030649704149025556
70,lysine,1,0.02237748261727579,0.1537112251567598,0.22426303449131166
