	0	1200	2400	3600	4800	6000	7200	8400	9600	10800	12000	13200	14400	15600	16800	18000	19200	20400	21600	22800	24000
E06	0.16283333333333333	0.16116666666666662	0.17293333333333333	0.17880000000000001	0.20646666666666666	0.22856666666666664	0.259	0.32439999999999997	0.6495666666666667	1.2658333333333334	1.4909666666666668	1.2502333333333333	0.4332666666666667	0.41070000000000007	0.4539333333333333	0.5107	0.5648	0.5969666666666666	0.6507	0.7365333333333334	0.7970666666666667
E07	0.0013333333333333253	-0.00803333333333335	-0.011566666666666683	-0.008199999999999985	-0.012333333333333363	-0.008333333333333331	-0.010399999999999993	-0.009600000000000025	-0.010133333333333328	-0.010966666666666652	-0.012733333333333346	-0.00956666666666664	-0.011433333333333351	-0.012199999999999989	-0.012466666666666681	-0.012899999999999967	-0.011200000000000015	-0.013033333333333341	-0.01050000000000001	-0.010666666666666658	-0.01093333333333335
E08	0.1530333333333333	0.16316666666666663	0.1691333333333333	0.18580000000000002	0.21656666666666666	0.3012666666666667	0.5028999999999999	0.9805	1.1499666666666668	0.7040333333333334	0.4030666666666667	0.3642333333333334	0.36836666666666673	0.4132	0.45923333333333327	0.4929	0.5532	0.6110666666666666	0.6838	0.7069333333333334	0.7930666666666667
E09	0.15743333333333331	0.15246666666666664	0.1696333333333333	0.19020000000000004	0.23386666666666664	0.2917666666666667	0.5329999999999999	0.9612999999999999	1.1188666666666667	0.6982333333333334	0.4177666666666666	0.3825333333333334	0.3846666666666667	0.4262	0.4538333333333333	0.4912000000000001	0.5586	0.6048666666666667	0.6704	0.7087333333333333	0.8002666666666667
E10	0.12486666666666665	0.15926666666666664	0.17746666666666663	0.2006666666666667	0.25939999999999996	0.3164666666666667	0.5608	1.0593666666666666	1.1610666666666667	0.5991333333333334	0.44233333333333336	0.4137666666666667	0.39646666666666663	0.41559999999999997	0.48716666666666664	0.5272333333333333	0.5749666666666666	0.6209666666666667	0.7045333333333332	0.7369000000000001	0.7976
E11	0.12706666666666666	0.15296666666666667	0.17396666666666663	0.21286666666666668	0.24909999999999996	0.32266666666666666	0.7382	1.0869666666666666	0.9241666666666666	0.43033333333333335	0.39923333333333333	0.3960666666666667	0.39926666666666666	0.4144	0.4494666666666667	0.49683333333333335	0.5264666666666666	0.5943666666666667	0.6506333333333333	0.6880999999999999	0.7437
E12	-0.007633333333333339	-0.0037333333333333385	-0.00023333333333336315	0.006766666666666671	0.010999999999999982	0.01206666666666667	0.013800000000000007	0.01576666666666665	0.014466666666666655	0.01213333333333333	0.016133333333333333	0.015966666666666685	0.018066666666666648	0.019099999999999978	0.01726666666666668	0.01723333333333335	0.016566666666666674	0.015466666666666656	0.017233333333333323	0.018700000000000022	0.01849999999999999
F01	-0.017899999999999985	-0.0228	-0.027599999999999986	-0.016466666666666657	-0.008033333333333337	-0.014666666666666661	-0.0145666666666667	-0.005400000000000016	-0.005100000000000021	-0.006633333333333324	-0.007000000000000006	-0.00413333333333335	-0.0034666666666666734	-0.0024000000000000132	-0.006033333333333335	-0.0018000000000000238	0.0007000000000000062	-0.005866666666666687	-0.002433333333333315	-0.004733333333333339	-0.0007000000000000062
F02	0.13520000000000004	0.14989999999999998	0.15580000000000002	0.19893333333333332	0.23256666666666667	0.3100333333333334	0.5708333333333333	0.9983	1.0592	0.7611666666666668	0.4072	0.4007666666666666	0.4158333333333334	0.4364	0.47376666666666667	0.5373	0.573	0.6453333333333333	0.6891666666666666	0.7499666666666667	0.8336
F03	0.1422	0.1528	0.13610000000000003	0.2005333333333333	0.23506666666666667	0.31323333333333336	0.5829333333333333	1.0107	1.1137	0.8311666666666667	0.40959999999999996	0.41666666666666663	0.41223333333333334	0.44200000000000006	0.47506666666666664	0.5184	0.5796	0.6245333333333334	0.6916666666666667	0.7272666666666667	0.8005
