,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],0.0031811546193619244,0.006982751963053629
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],0.009229929460319168,0.010020877400970357
2'-Deoxyuridine [[M+Na]],0.01711405598540696,0.01495819968733767
5'-Deoxy-5'-Methylthioadenosine [[M+H]],0.05431332628952665,0.02263756086078823
ATP [[M+H]],0.01665244429133992,0.008670353212072318
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],-0.0032848498208236953,0.017118705623517645
Ademetionine [[M+H]],0.05122956708247657,0.01445336661739238
Adenine [[M+H]],0.035767788587999186,0.02227773565657547
Adenosine 5'-diphosphate (ADP) [[M+H]],0.0032260395533518444,0.006955036477953137
Adenosine phosphate [[M+H]],0.02061329015541845,0.01263843103482763
Adenosine-3'-5'-Diphosphate [[M+H]],0.007293694144770472,0.007471041732772448
Alpha-D-Glucose [[M+Na]],-0.018979605016828324,0.008976637206426684
Aminoadipate [[M+Na]],-0.13930445643920714,0.0154294781090693
Argininosuccinic acid [[M+H]],0.019461063671660818,0.016858495102928236
Asparagine [[M+NH4]],0.04179943033901881,0.017912471333484465
Biotin [[M+H]],0.04449865465535921,0.018987434061787444
Choline [[M+H]],-0.10126988060068995,0.01639929307920241
Cytidine [[M+H]],0.1614442678568091,0.01431361532928111
D-(+)-Melibiose [[M+Na]],0.01079326872659141,0.0050476228218805826
D-(+)-Turanose [[M+Na]],0.01079326872659141,0.0050476228218805826
D-Fructose [[M+Na]],-0.02620459607225052,0.006644463210362766
D-Galactose [[M+Na]],-0.029030046624994008,0.005871795132533289
D-Glucose [[M+Na]],-0.011451008089294851,0.008592946990258112
D-Mannose [[M+Na]],-0.02620459607225052,0.006644463210362766
Deoxyadenosine [[M+H]],0.06531871100090789,0.012361176809958263
Galactose [[M+Na]],-0.029030046624994008,0.005871795132533289
Glucosamine [[M+H]],-0.050992627486290645,0.008806477229186215
Glutamic Acid [[M-H2O+H]],-0.0625746157983586,0.006570782148646978
Glutathione [[M+H]],-0.06987075587516191,0.015521384501921498
Histidine [[M+H]],0.0707356735573686,0.011627960732585424
Imidazoleacetic acid [[M+H]],0.027423076926856502,0.008296988280203267
Indole-3-Ethanol [[M+H]],0.005827102563498536,0.02203837037628791
Inositol [[M+Na]],-0.0059521357358288274,0.012009151780185192
Isomaltose [[M+Na]],0.01079326872659141,0.0050476228218805826
L-Arginine [[M+H]],0.04215691366946207,0.008529995980074654
L-Citrulline [[M+H]],-0.0014995349400176252,0.010315676527408465
L-Glutamine [[M+H]],0.05060691311709038,0.014160649685544558
L-Histidinol [[M+H]],0.0018006034477947898,0.022932425185052063
L-Tryptophan [[M+NH4]],0.15383461267935242,0.030219659620975066
Linoleic acid [[M+Na]],0.09121716657067254,0.012848375949734477
Maltose [[M+Na]],0.01079326872659141,0.0050476228218805826
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],0.07238704088176753,0.011026159565925899
N2-Acetyl-L-ornithine [[M+H]],0.10813161565910345,0.009024407717748376
Nicotinamide [[M+H]],0.007321004424033268,0.009803625684330158
Nicotinamide ribotide [[M+H]],0.0025653252846215666,0.01094102623595734
O-acetyl-L-serine [[M+H]],-0.02923455050988818,0.014833713645891882
Oleic acid [[M+Na]],0.14733640493195335,0.014881110797987039
Palatinose [[M+Na]],0.01048474946649031,0.005045689171632422
Pidolic Acid [[M+H]],-0.08177658420596431,0.0066320180434180235
Proline [[M+NH4]],0.08409703432811926,0.015672192159828253
Pyridoxal [[M+H]],0.017824786734927055,0.012711969009981963
Sucrose [[M+Na]],0.013212772151809353,0.0051216643941690435
Thymine [[M+H]],0.01977942074141156,0.009668685463562404
Trehalose [[M+Na]],0.010703799182073441,0.005025230732897968
Xanthurenic acid [[M+H]],-0.028528387978963992,0.02077328270369352
d-Desthiobiotin [[M+H]],0.020796082596925423,0.015795590344942077
gamma-Glutamylcysteine [[M+H]],-0.044774352182192285,0.014062037452101444
