Group1,Group2,Feature,U_stat,p_raw,p_corrected,significant
NegHigh,PosHigh,Nicotinamide [[M+H]],49.0,0.1939308522824107,0.4986793344404846,False
NegHigh,PosHigh,Nicotinamide ribotide [[M+H]],122.0,0.004214834878154784,0.045046047760279255,True
NegHigh,PosHigh,O-acetyl-L-serine [[M+H]],115.0,0.014117006113376324,0.10744856786492729,False
NegHigh,PosHigh,Oleic acid [[M+Na]],115.0,0.014117006113376324,0.10744856786492729,False
NegHigh,PosHigh,Palatinose [[M+Na]],89.0,0.3407786135629546,0.6412877382983458,False
NegHigh,PosHigh,Pidolic Acid [[M+H]],2.0,6.0057602968049e-05,0.004107940043014552,True
NegHigh,PosHigh,Proline [[M+NH4]],103.0,0.07825222852623705,0.2889583400641122,False
NegHigh,PosHigh,Pyridoxal [[M+H]],92.0,0.2602362026171888,0.563296084146067,False
NegHigh,PosHigh,Sucrose [[M+Na]],90.0,0.3123214216762161,0.6174215388050053,False
NegHigh,PosHigh,Thymine [[M+H]],72.0,1.0,1.0,False
NegHigh,PosHigh,Trehalose [[M+Na]],89.0,0.3407786135629546,0.6412877382983458,False
NegHigh,PosHigh,Xanthurenic acid [[M+H]],124.0,0.002945646150532981,0.03645765998707175,True
NegHigh,PosHigh,d-Desthiobiotin [[M+H]],50.0,0.21449380778351745,0.509422793485854,False
NegHigh,PosHigh,gamma-Glutamylcysteine [[M+H]],143.0,4.6948725649538774e-05,0.004107940043014552,True
NegHigh,PosLow,2'-Deoxyguanosine-5'-Diphosphate [[M+H]],27.0,0.11526553941414623,0.36841882691250477,False
NegHigh,PosLow,2'-Deoxyguanosine-5'-Monophosphate [[M+H]],47.0,0.9699293482575216,1.0,False
NegHigh,PosLow,2'-Deoxyuridine [[M+Na]],95.0,3.175359212510915e-05,0.004107940043014552,True
NegHigh,PosLow,5'-Deoxy-5'-Methylthioadenosine [[M+H]],53.0,0.7344923394458999,0.8913650557551474,False
NegHigh,PosLow,ATP [[M+H]],23.0,0.05737874097007224,0.2422657952069717,False
NegHigh,PosLow,Acetyl coenzyme A (Acetyl-CoA) [[M+H]],27.0,0.11526553941414623,0.36841882691250477,False
NegHigh,PosLow,Ademetionine [[M+H]],62.0,0.3053901722632373,0.6174215388050053,False
NegHigh,PosLow,Adenine [[M+H]],52.0,0.7920774787647853,0.9120892179715709,False
NegHigh,PosLow,Adenosine 5'-diphosphate (ADP) [[M+H]],26.0,0.09788044772564897,0.3347511312217195,False
NegHigh,PosLow,Adenosine phosphate [[M+H]],46.0,0.910105580693816,0.9696451981223834,False
NegHigh,PosLow,Adenosine-3'-5'-Diphosphate [[M+H]],24.0,0.06971678568433504,0.27094478072775663,False
NegHigh,PosLow,Alpha-D-Glucose [[M+Na]],69.0,0.11526553941414623,0.36841882691250477,False
NegHigh,PosLow,Aminoadipate [[M+Na]],38.0,0.4726680955783123,0.7413884158562402,False
NegHigh,PosLow,Argininosuccinic acid [[M+H]],50.0,0.910105580693816,0.9696451981223834,False
NegHigh,PosLow,Asparagine [[M+NH4]],39.0,0.5208065412399778,0.7452545485526043,False
NegHigh,PosLow,Biotin [[M+H]],35.0,0.34314519329999205,0.6412877382983458,False
NegHigh,PosLow,Choline [[M+H]],6.0,0.00047630388187663733,0.013613929275273974,True
