,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],-0.014267415265672217,0.01171957713787239
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],-0.023077806418801475,0.012230091592722021
2'-Deoxyuridine [[M+Na]],-0.03747012556421176,0.027421696341820092
5'-Deoxy-5'-Methylthioadenosine [[M+H]],-0.048102282441338726,0.01375371215876937
ATP [[M+H]],0.040517131230462466,0.03439610721869319
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],-0.02070533229848916,0.010721631529209318
Ademetionine [[M+H]],-0.02333852225497175,0.015415913963857341
Adenine [[M+H]],-0.05480480799582276,0.012250573017595787
Adenosine 5'-diphosphate (ADP) [[M+H]],-0.014267415265672217,0.01171957713787239
Adenosine phosphate [[M+H]],-0.022658232573693187,0.010950603578238701
Adenosine-3'-5'-Diphosphate [[M+H]],-0.012779932139932504,0.012329995761395592
Alpha-D-Glucose [[M+Na]],-0.03595135146663368,0.01297902553898802
Aminoadipate [[M+Na]],-0.02635508017439727,0.014081315448379058
Argininosuccinic acid [[M+H]],-0.03178242354316554,0.01214243925326309
Asparagine [[M+NH4]],-0.010481613468692436,0.019200785459881225
Biotin [[M+H]],0.022192789344136772,0.02036745510950688
Choline [[M+H]],0.004573330143611865,0.011545881672437253
Cytidine [[M+H]],0.0418669217029593,0.022992020295644372
D-(+)-Melibiose [[M+Na]],-0.027660916659715595,0.010712271438185374
D-(+)-Turanose [[M+Na]],-0.027885938791430986,0.010817741842427417
D-Fructose [[M+Na]],-0.03867861897938289,0.01415706569158994
D-Galactose [[M+Na]],-0.034958951563218425,0.013157264418857527
D-Glucose [[M+Na]],-0.035006972478922906,0.012526050294013262
D-Mannose [[M+Na]],-0.03867931633488191,0.014152364789053523
Deoxyadenosine [[M+H]],-0.04197529544787894,0.028239247628834827
Galactose [[M+Na]],-0.034958951563218425,0.013157264418857527
Glucosamine [[M+H]],-0.05878029884303117,0.03517555181433952
Glutamic Acid [[M-H2O+H]],-0.033693073309048784,0.014510529716889299
Glutathione [[M+H]],-0.07583226230066475,0.018054641379650557
Histidine [[M+H]],-0.017461283450716847,0.01757419136037134
Imidazoleacetic acid [[M+H]],-0.06219123139916207,0.014609011831498053
Indole-3-Ethanol [[M+H]],-0.06075940087770333,0.016899243290845863
Inositol [[M+Na]],-0.032363959679464885,0.011476170145854472
Isomaltose [[M+Na]],-0.027660916659715595,0.010712271438185374
L-Arginine [[M+H]],-0.009084376272147022,0.014045947043329773
L-Citrulline [[M+H]],-0.018215088701712685,0.017528807162618485
L-Glutamine [[M+H]],-0.06169284230353816,0.04286773376855528
L-Histidinol [[M+H]],0.06466016172883744,0.0329146876733933
L-Tryptophan [[M+NH4]],0.05179670186325485,0.007631217921281841
Linoleic acid [[M+Na]],0.00367621086953131,0.05055543326478663
Maltose [[M+Na]],-0.02742251085423566,0.010600965567319378
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],0.011879343746104509,0.04390867379176165
N2-Acetyl-L-ornithine [[M+H]],-0.015667874564832988,0.018759285284047886
Nicotinamide [[M+H]],0.06340800322211827,0.012968472702443055
Nicotinamide ribotide [[M+H]],0.06457117992704609,0.03674714245878664
O-acetyl-L-serine [[M+H]],0.04269657023138302,0.0360312029933793
Oleic acid [[M+Na]],-0.018930165943168646,0.034800314547104715
Palatinose [[M+Na]],-0.027888436955054052,0.010884551353029492
Pidolic Acid [[M+H]],-0.05476403224923032,0.017061984181475896
Proline [[M+NH4]],0.0047063739651208416,0.023638882430389592
Pyridoxal [[M+H]],-0.06849222829307516,0.021747134324380638
Sucrose [[M+Na]],-0.023760921459884954,0.01173554925237253
Thymine [[M+H]],-0.06079173454972853,0.02613628428411424
Trehalose [[M+Na]],-0.027260668768473408,0.011057845532611068
Xanthurenic acid [[M+H]],0.01505253222673814,0.018607220973646508
d-Desthiobiotin [[M+H]],0.08048563618757491,0.014232699685253243
gamma-Glutamylcysteine [[M+H]],-0.09316371386976077,0.01929739809168235
