Feature,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],40.66036942674743,81.47815766541063
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],82.14861363246698,136.8040868037975
2'-Deoxyuridine [[M+Na]],-761.7713747520686,449.2447807142221
5'-Deoxy-5'-Methylthioadenosine [[M+H]],132.5658631839398,107.086016974645
ATP [[M+H]],-97.53136964924204,312.8452691944712
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],1009.5467511867331,928.1953823697646
Ademetionine [[M+H]],-142.6270346202379,112.78813102402015
Adenine [[M+H]],-519.3678943343349,250.73662305836112
Adenosine 5'-diphosphate (ADP) [[M+H]],40.79381444350379,81.3882097088847
Adenosine phosphate [[M+H]],134.43616582016767,133.29210594037923
Adenosine-3'-5'-Diphosphate [[M+H]],38.96370531952751,78.7989905717684
Alpha-D-Glucose [[M+Na]],-195.91244867016013,176.93067735035098
Aminoadipate [[M+Na]],216.13399748356602,164.7226812948463
Argininosuccinic acid [[M+H]],-199.30310381669074,194.9044932749794
Asparagine [[M+NH4]],-117.93733298102697,733.2038536296069
Biotin [[M+H]],118.70136426803454,143.11222248830697
Choline [[M+H]],99.23807434476564,180.22329678460412
Cytidine [[M+H]],-74.2845394649737,185.0667310506706
D-(+)-Melibiose [[M+Na]],125.51976431438008,104.4994154621811
D-(+)-Turanose [[M+Na]],123.50917558728084,102.85033989958383
D-Fructose [[M+Na]],-127.96514015333582,136.79514205246863
D-Galactose [[M+Na]],-130.67105699204254,131.34081348349716
D-Glucose [[M+Na]],-199.39584528987677,178.3879383995531
D-Mannose [[M+Na]],-127.32013724756379,136.36389181792114
Deoxyadenosine [[M+H]],-288.1988928776665,334.06605016745965
Galactose [[M+Na]],-130.76081618451218,131.44632807771313
Glucosamine [[M+H]],-330.10237765131467,626.9525898763177
Glutamic Acid [[M-H2O+H]],141.10796348276546,112.99764377161648
Glutathione [[M+H]],-131.78074824147632,246.06521986304656
Histidine [[M+H]],158.84403466166253,249.18221679443084
Imidazoleacetic acid [[M+H]],-385.0195314356066,369.3459631997789
Indole-3-Ethanol [[M+H]],79.55355191385584,154.29447072724872
Inositol [[M+Na]],-223.0550881124903,199.3660441757195
Isomaltose [[M+Na]],125.27863203981705,104.25653882080869
L-Arginine [[M+H]],201.71981917936142,181.22434930531847
L-Citrulline [[M+H]],286.0726808355738,328.9741616739991
L-Glutamine [[M+H]],-302.45888788065946,391.98077165543464
L-Histidinol [[M+H]],83.0030084393203,190.0068686049494
L-Tryptophan [[M+NH4]],321.5502338291091,304.29431563702394
Linoleic acid [[M+Na]],-3.524368968232918,132.9099600744239
Maltose [[M+Na]],130.92791790137585,109.26064444153293
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],-20.063507314904662,32.12683941612534
N2-Acetyl-L-ornithine [[M+H]],-7.393334905552933,40.4613173280052
Nicotinamide [[M+H]],437.74327027682114,277.3428524217841
Nicotinamide ribotide [[M+H]],-296.57571339257754,247.52574362848495
O-acetyl-L-serine [[M+H]],253.8585044855641,236.37363191815902
Oleic acid [[M+Na]],-131.4275058249117,210.98781708113384
Palatinose [[M+Na]],122.66466796800569,102.2201731170773
Pidolic Acid [[M+H]],375.4756418168912,280.7023939569106
Proline [[M+NH4]],-96.13435661696617,110.73675703008264
Pyridoxal [[M+H]],-461.9768208483987,232.6160217694141
Sucrose [[M+Na]],110.8543047075876,93.2061316824367
Thymine [[M+H]],-386.5435810587118,344.27386922557116
Trehalose [[M+Na]],119.1414168955253,100.55262283849183
Xanthurenic acid [[M+H]],-328.99186814056077,298.1247531489999
d-Desthiobiotin [[M+H]],97.52362704390771,225.78054932388778
gamma-Glutamylcysteine [[M+H]],-442.5278590019352,465.45568756141887
