,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],-0.14145057333914843,0.16500665357793573
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],0.09137676352185305,0.09042649027103307
2'-Deoxyuridine [[M+Na]],0.0683802456170441,0.06076683743483095
5'-Deoxy-5'-Methylthioadenosine [[M+H]],0.15416528692937406,0.16427595496571742
ATP [[M+H]],-0.06218738077026398,0.10550109431206414
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],-0.09113790473024184,0.021048362728904906
Ademetionine [[M+H]],0.002685075709738801,0.010775882536234066
Adenine [[M+H]],-0.11192584753129348,0.11795772919670228
Adenosine 5'-diphosphate (ADP) [[M+H]],-0.14145057333914843,0.16500665357793573
Adenosine phosphate [[M+H]],0.041419555024315914,0.07174077372900994
Adenosine-3'-5'-Diphosphate [[M+H]],-0.14946792549074142,0.17597640387953034
Alpha-D-Glucose [[M+Na]],0.07434927841078044,0.10517230926277203
Aminoadipate [[M+Na]],-0.22803167241290512,0.3120468284328871
Argininosuccinic acid [[M+H]],0.12010895412097923,0.20803481098149532
Asparagine [[M+NH4]],-0.11736117602840158,0.14231950270296664
Biotin [[M+H]],0.03672382039130881,0.031985412699286335
Choline [[M+H]],-0.43549449072520147,0.2726715573178619
Cytidine [[M+H]],0.0625483154179595,0.05196953822649237
D-(+)-Melibiose [[M+Na]],-0.05595549596516758,0.1681229416753092
D-(+)-Turanose [[M+Na]],-0.05595549596516758,0.1681229416753092
D-Fructose [[M+Na]],0.06160473362413028,0.07407200958459353
D-Galactose [[M+Na]],0.06416524503099148,0.07550825634458089
D-Glucose [[M+Na]],0.07806665279913023,0.10739865904723576
D-Mannose [[M+Na]],0.06160473362413028,0.07407200958459353
Deoxyadenosine [[M+H]],0.1396998278350525,0.1285049535313819
Galactose [[M+Na]],0.06416524503099148,0.07550825634458089
Glucosamine [[M+H]],-0.06254971913382744,0.10833929153895226
Glutamic Acid [[M-H2O+H]],-0.2463248239907557,0.13214552591501222
Glutathione [[M+H]],-0.02431089008336461,0.04210769680160988
Histidine [[M+H]],-0.09028227104198483,0.12129629343549735
Imidazoleacetic acid [[M+H]],-0.0817961105220293,0.15256434692763726
Indole-3-Ethanol [[M+H]],-0.07309588849272207,0.08740283166679705
Inositol [[M+Na]],0.07737493653597054,0.10265894931273388
Isomaltose [[M+Na]],-0.05595549596516758,0.1681229416753092
L-Arginine [[M+H]],-0.26973050838348805,0.1992358090630033
L-Citrulline [[M+H]],0.011891530453839573,0.020596734925802728
L-Glutamine [[M+H]],0.042733415997474676,0.07401644768860279
L-Histidinol [[M+H]],0.04298652043863182,0.09460856727267297
L-Tryptophan [[M+NH4]],0.29807984054081915,0.21207090773566273
Linoleic acid [[M+Na]],0.048930829528023745,0.0847506827990286
Maltose [[M+Na]],-0.05595549596516758,0.1681229416753092
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],0.3616594732157004,0.22219033672252622
N2-Acetyl-L-ornithine [[M+H]],-0.03931182668249047,0.042232868503399044
Nicotinamide [[M+H]],-0.08134950323454888,0.0972225549421064
Nicotinamide ribotide [[M+H]],-0.01645228197678847,0.04652996160569071
O-acetyl-L-serine [[M+H]],-0.09803910886272384,0.1698087176790139
Oleic acid [[M+Na]],0.46847780252037685,0.3022423549328063
Palatinose [[M+Na]],-0.05595549596516758,0.1681229416753092
Pidolic Acid [[M+H]],-0.22733331100091259,0.12306651867501094
Proline [[M+NH4]],0.4497110910931561,0.28482831142860376
Pyridoxal [[M+H]],-0.001295079742791348,0.019280747997246335
Sucrose [[M+Na]],-0.10908192453694084,0.18296371166422348
Thymine [[M+H]],-0.10848057853226924,0.18789387365235596
Trehalose [[M+Na]],-0.058506185466464806,0.16771456953577213
Xanthurenic acid [[M+H]],0.19808464517927396,0.18184870689492774
d-Desthiobiotin [[M+H]],-0.04936314053664245,0.08549946743062754
gamma-Glutamylcysteine [[M+H]],0.0978410735507071,0.09029620524913731
