Group1	Group2	Feature	U_stat	p_raw	Median1	Median2	p_corrected	Significant
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	L-Arginine [[M+H]]	18.0	0.4908424908424909	34663.44360289281	39584.90881398369	0.8216276477146043	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	L-Citrulline [[M+H]]	29.0	0.5727605727605728	2454.6274775513234	1752.027385199889	0.8785371335172133	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	L-Glutamine [[M+H]]	10.0	0.08125208125208126	139.65838238324852	364.7094111028044	0.4887820512820513	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	L-Histidinol [[M+H]]	20.0	0.662004662004662	103.28470607497512	93.46161359907555	0.9301890323788133	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	L-Lysine [[M-H2O+H]]	12.0	0.14185814185814188	2.4557230738341684	10.820768360646692	0.5461538461538463	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	L-Tryptophan [[M+NH4]]	14.0	0.22843822843822847	757.8779935293157	1280.5832670676261	0.6125827814569536	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Linoleic acid [[M+Na]]	25.0	0.9497169497169498	230.24275647695947	201.08607429718876	1.0	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Lipoamide [[M+H]]	20.0	0.662004662004662	17.444294586285224	28.904174475171402	0.9301890323788133	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	11.0	0.1078921078921079	924.4668550046845	1614.6999786233678	0.5325443786982249	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	N1-Acetylspermine [[M+Na]]	24.0	1.0	18.676206160400426	16.980062751004013	1.0	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	N2-Acetyl-L-ornithine [[M+H]]	7.0	0.029304029304029304	362.7860575035237	803.8624117484821	0.3205128205128205	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Nicotinamide [[M+H]]	29.0	0.5727605727605728	2288.130951808388	1936.925957648426	0.8785371335172133	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Nicotinamide ribotide [[M+H]]	13.0	0.18115218115218118	96.04228136799722	120.94436171947761	0.5535205535205536	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	O-acetyl-L-serine [[M+H]]	41.0	0.029304029304029304	145.919994664407	2.92694709269425	0.3205128205128205	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Oleic acid [[M+Na]]	16.0	0.344988344988345	431.4095124727459	558.1508554568968	0.681130834976989	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Palatinose [[M+Na]]	24.0	1.0	1182.4619384697212	1133.7756104371133	1.0	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Pidolic Acid [[M+H]]	38.0	0.08125208125208126	4971.698207212756	3119.4046848477838	0.4887820512820513	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Proline [[M+NH4]]	5.0	0.012654012654012654	11.24658245555801	136.0236112633173	0.19444444444444445	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Pyridoxal [[M+H]]	27.0	0.7545787545787546	254.34373308830675	128.54395685508834	0.9657622739018088	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Quinolinic Acid [[M-H2O+H]]	10.0	0.08125208125208126	18.31238898364264	74.25938829974936	0.4887820512820513	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Sucrose [[M+Na]]	24.0	1.0	1166.230107004143	1133.7756104371133	1.0	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Tetracosanoic acid [[M+Na]]	16.0	0.344988344988345	40.72342418296504	94.04921770071408	0.681130834976989	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Thymine [[M+H]]	17.0	0.4135864135864136	94.76505802469575	213.1830174963834	0.7475622968580716	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Trehalose [[M+Na]]	24.0	1.0	1180.0025700658457	1133.7756104371133	1.0	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Xanthurenic acid [[M+H]]	31.0	0.4135864135864136	376.0698935136526	219.4030872169552	0.7475622968580716	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	d-Desthiobiotin [[M+H]]	15.0	0.2823842823842824	1644.8856493148483	2250.3521419428275	0.6413878024047516	False
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	gamma-Glutamylcysteine [[M+H]]	43.0	0.012654012654012654	1002.2756962661985	355.41651654310067	0.19444444444444445	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	34.0	0.008658008658008658	9172.160570894099	2000.423363252376	0.15151515151515152	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	24.0	0.3939393939393939	8584.267099383407	7583.43319560563	0.724186818973549	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	2'-Deoxyuridine [[M+Na]]	8.0	0.13203463203463203	778.7431888614067	1659.7950580781414	0.5348355348355349	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	3.0	0.015151515151515152	68.93783749688708	248.081450094162	0.19444444444444445	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	ATP [[M+H]]	33.0	0.015151515151515152	1567.7167428628545	478.7643726567494	0.19444444444444445	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	28.0	0.13203463203463203	1677.3453510565466	875.4126459510358	0.5348355348355349	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Ademetionine [[M+H]]	27.0	0.17965367965367965	3022.467637470477	1887.1106161113194	0.5535205535205536	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Adenine [[M+H]]	28.0	0.13203463203463203	6803.797524521252	4366.64653543307	0.5348355348355349	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Adenosine phosphate [[M+H]]	23.0	0.48484848484848486	29507.702310816	26497.293057022176	0.8187134502923977	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Adenosine-3'-5'-Diphosphate [[M+H]]	34.0	0.008658008658008658	8392.342575011862	1809.365	0.15151515151515152	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Alpha-D-Glucose [[M+Na]]	8.0	0.13203463203463203	919.183839793882	2063.7435268032677	0.5348355348355349	False
