Feature,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],242.8513711262799,36.32944331407093
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],6.943732440456453,159.91360784846623
2'-Deoxyuridine [[M+Na]],-409.89046814270233,26.812009353922523
5'-Deoxy-5'-Methylthioadenosine [[M+H]],242.62876240495186,311.13025680886506
ATP [[M+H]],47.15897452119132,278.3756764844646
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],599.6958048599525,273.73118660495163
Ademetionine [[M+H]],-155.37759026495317,180.47599385090697
Adenine [[M+H]],-231.49934547559783,153.00524724127513
Adenosine 5'-diphosphate (ADP) [[M+H]],242.9773047372573,36.298456446482405
Adenosine phosphate [[M+H]],34.84428118066126,110.56862743820191
Adenosine-3'-5'-Diphosphate [[M+H]],262.24894550525335,36.54837927648354
Alpha-D-Glucose [[M+Na]],43.9888636232065,114.31353461020927
Aminoadipate [[M+Na]],249.87290423934732,104.93419169865287
Argininosuccinic acid [[M+H]],-77.16864067445057,35.652169966277135
Asparagine [[M+NH4]],138.1815343185942,98.81590241424652
Biotin [[M+H]],137.53263811209436,215.11343365173988
Choline [[M+H]],254.43004023119474,76.60860652710504
Cytidine [[M+H]],58.680897871789846,322.94978324194483
D-(+)-Melibiose [[M+K]],-11.64548750376963,159.58901153506193
D-(+)-Turanose [[M+Na]],257.9806599029034,315.74033593337504
D-Fructose [[M+Na]],26.929876786249764,123.43545026858521
D-Galactose [[M+Na]],-56.158673129025544,82.97486073285211
D-Glucose [[M+Na]],41.26153215994612,114.42429629632966
D-Mannose [[M+Na]],27.80485453997851,124.16150417659087
Deoxyadenosine [[M+H]],-220.46989780804554,156.23902830447585
Flavin adenine dinucleotide [[M+H]],418.7596813022303,240.7009313737768
Galactose [[M+Na]],-56.158673129025544,82.97486073285211
Glucosamine 6-Phosphate [[M+H]],-24.26032239255908,125.47747147022605
Glucosamine [[M+H]],-12.210369809139431,49.29792761607934
Glutamic Acid [[M+NH4]],-312.6633367886701,106.35954539950271
Glutathione [[M+H]],-30.693535255528474,148.25255461702227
Histidine [[M+H]],264.15997167548534,105.25719461874804
Imidazoleacetic acid [[M+H]],211.64157392961863,405.7747743556032
Indole-3-Ethanol [[M+H]],142.43838384246735,84.21207223401153
Inositol [[M+Na]],22.527687133681557,105.89214308634932
Isomaltose [[M+Na]],258.39611768171534,315.4542620195002
L-Arginine [[M+H]],343.92198168349734,44.97564510437767
L-Citrulline [[M+H]],277.5933896643159,145.54593221933914
L-Glutamine [[M+H]],-123.68402624091523,224.93904394147208
L-Histidinol [[M+H]],316.929539555576,58.17250706769068
L-Lysine [[M+H]],166.80061443592757,246.2599379058806
L-Threonine [[M+NH4]],380.88814271838254,95.6755608024291
L-Tryptophan [[M+NH4]],402.71427120636685,15.762367294439255
Levocarnitine [[M+H]],20.563353345516546,111.28355931693008
Linoleic acid [[M+Na]],-32.907611753027716,110.85689717013668
Maltose [[M+K]],-11.64548750376963,159.58901153506193
Methionine [[M+H]],-153.53741487836547,299.88173889992146
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],-87.36887083369822,294.290355270708
N-Acetylputrescine [[M+Na]],10.098011956744907,76.40542445123009
N2-Acetyl-L-ornithine [[M+H]],69.14968118226118,158.70360974648716
Nicotinamide [[M+H]],128.1789526256772,232.80515435969966
Nicotinamide ribotide [[M+H]],-544.1963418081085,178.23962643432117
O-acetyl-L-serine [[M+H]],-80.79837169661694,36.59415839483747
Oleic acid [[M+Na]],55.60225963535006,144.4772344486069
P-Hydroxybenzoic Acid [[M-H2O+H]],-338.65594202374024,283.65925724994145
Palatinose [[M+K]],-18.73268168095864,157.5777020931467
Pidolic Acid [[M+H]],530.8622934653673,231.251581436311
Proline [[M+NH4]],57.358733071054644,159.94158501295468
Pyridoxal [[M+H]],-394.795047526078,77.74599833071139
Sucrose [[M+K]],-48.768496831617504,178.75224022443007
Thymine [[M+H]],-81.73060354636769,332.9680242086225
Trehalose [[M+K]],-11.64548750376963,159.58901153506193
Xanthurenic acid [[M+H]],-618.6751973741663,425.94389605891683
d-Desthiobiotin [[M+Na]],142.69883909774362,66.24619597345699
gamma-Glutamylcysteine [[M+H]],-366.8691631940357,28.38138798780318
