,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],0.02505490756602052,0.04339637288328941
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],-0.9563496764783537,1.1311981909382491
2'-Deoxyuridine [[M+Na]],-0.005804004418544158,0.01005283054027274
5'-Deoxy-5'-Methylthioadenosine [[M+H]],-0.1623333846749398,0.2811696700216187
ATP [[M+H]],0.06308557897919606,0.10926742801686673
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],0.14223737653764923,0.24636236289851382
Ademetionine [[M+H]],-0.15334536589219458,0.15458655299467938
Adenine [[M+H]],-0.30941763297935826,0.535927061077948
Adenosine 5'-diphosphate (ADP) [[M+H]],0.024498521788261885,0.04243268444760274
Adenosine phosphate [[M+H]],-0.297508789875049,0.29273105225373125
Adenosine-3'-5'-Diphosphate [[M+H]],0.02109399486701984,0.03653587084427547
Alpha-D-Glucose [[M+Na]],0.09022512091326852,0.15627449354082637
Aminoadipate [[M+Na]],-0.09157493465460709,0.09379103811527566
Argininosuccinic acid [[M+H]],-0.36599112978731907,0.2207918370570418
Asparagine [[M+NH4]],0.1707951175602842,0.2958258212991116
Biotin [[M+H]],0.1737820881791513,0.30099940617170484
Choline [[M+H]],-0.022095808321949083,0.038271062647919026
Cytidine [[M+H]],0.09862399099233711,0.1708217632439432
D-(+)-Melibiose [[M+Na]],0.04155757191371285,0.07197982599374803
D-(+)-Turanose [[M+Na]],0.04542390673664457,0.0786765143461386
D-Fructose [[M+Na]],0.075966336613439,0.12784091495431882
D-Galactose [[M+Na]],0.1678703667122173,0.20426786936664468
D-Glucose [[M+Na]],0.09445326680383052,0.16359785704509325
D-Mannose [[M+Na]],0.0763918058497892,0.12793059778671795
Deoxyadenosine [[M+H]],0.08514533660609952,0.14747604902931855
Galactose [[M+Na]],0.1678703667122173,0.20426786936664468
Glucosamine [[M+H]],0.21462202695957652,0.18936937257869182
Glutamic Acid [[M-H2O+H]],0.0,0.0
Glutathione [[M+H]],-0.013445427760960145,0.02328816401148002
Histidine [[M+H]],0.024060857403184407,0.041674627495985155
Imidazoleacetic acid [[M+H]],-0.8392124509786835,0.6519009135978149
Indole-3-Ethanol [[M+H]],-0.3966909011179465,0.687088795636565
Inositol [[M+Na]],0.33812330147807895,0.5795481455942347
Isomaltose [[M+Na]],0.04155757191371285,0.07197982599374803
L-Arginine [[M+H]],-0.01794362244410334,0.031079265745020228
L-Citrulline [[M+H]],-0.3442396625709456,0.29631019536771563
L-Glutamine [[M+H]],0.02275195237827794,0.039407537490564935
L-Histidinol [[M+H]],-0.03638232950947474,0.2349870483050952
L-Tryptophan [[M+NH4]],0.10009266743501187,0.17336558546253536
Linoleic acid [[M+Na]],0.6388719149362736,0.9704580469506772
Maltose [[M+Na]],0.042779680327728775,0.07409657985918104
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],-0.14902125326384016,0.1538086327069227
N2-Acetyl-L-ornithine [[M+H]],-0.08774754935573194,0.15198321372378543
Nicotinamide [[M+H]],0.5023497950594419,0.8700953682147665
Nicotinamide ribotide [[M+H]],0.12450897525364475,0.11378611812558213
O-acetyl-L-serine [[M+H]],0.00982992978912986,0.017025937829607738
Oleic acid [[M+Na]],0.46806460695874746,0.7499640123393754
Palatinose [[M+Na]],0.04454173096806566,0.0771485410937538
Pidolic Acid [[M+H]],0.07947443833329179,0.13765376509626098
Proline [[M+NH4]],-0.10114950105749976,0.17519607499183146
Pyridoxal [[M+H]],0.0939509955637276,0.17269672541674985
Sucrose [[M+Na]],0.014935703008189291,0.025869396456943174
Thymine [[M+H]],-0.21325934361515556,0.24755788980106622
Trehalose [[M+Na]],0.04765026510309688,0.08253268015269004
Xanthurenic acid [[M+H]],-0.30911980939921707,0.3032913233261841
d-Desthiobiotin [[M+H]],0.16271291263911794,0.2818270317384684
gamma-Glutamylcysteine [[M+H]],-0.05171382444859293,0.08957097139866055
