Group 1,Group 2,Metabolite,U_stat,raw_p_value,corrected_p_value,Significant
NegHigh,PosLow,Glutathione [[M+H]],69.0,0.04088274986107804,0.22076684924982143,False
NegHigh,PosLow,Histidine [[M+H]],36.0,0.5355449294211754,0.8243260390969134,False
NegHigh,PosLow,Imidazoleacetic acid [[M+H]],32.0,0.341476682103543,0.6973595863838549,False
NegHigh,PosLow,Indole-3-Ethanol [[M+H]],43.5,1.0,1.0,False
NegHigh,PosLow,Inositol [[M+Na]],56.0,0.3421132665030042,0.6973595863838549,False
NegHigh,PosLow,Isomaltose [[M+Na]],52.0,0.5447593342330185,0.8243260390969134,False
NegHigh,PosLow,L-Arginine [[M+H]],4.0,0.00031753592125109155,0.010911688930264783,True
NegHigh,PosLow,L-Citrulline [[M+H]],33.0,0.3950411473631288,0.7524556870190402,False
NegHigh,PosLow,L-Glutamine [[M+H]],21.0,0.06272378921131791,0.2856577388178093,False
NegHigh,PosLow,L-Histidinol [[M+H]],13.5,0.011866359117010988,0.11468039960077807,False
NegHigh,PosLow,L-Lysine [[M+H]],24.0,0.10674628858121564,0.3443267959293784,False
NegHigh,PosLow,L-Threonine [[M+NH4]],46.0,0.8989266004733462,0.9772112188781755,False
NegHigh,PosLow,L-Tryptophan [[M+NH4]],38.0,0.6574052022968432,0.8657942292574512,False
NegHigh,PosLow,Levocarnitine [[M+H]],32.5,0.2939836035158444,0.6570971073630278,False
NegHigh,PosLow,Linoleic acid [[M+Na]],70.5,0.031055730614155203,0.18370452939671963,False
NegHigh,PosLow,Maltose [[M+K]],27.0,0.16926991348330545,0.4474407503264997,False
NegHigh,PosLow,Methionine [[M+H]],29.0,0.2375433304225874,0.5639677674244697,False
NegHigh,PosLow,N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],49.0,0.7167844195707973,0.9045494763827564,False
NegHigh,PosLow,N-Acetylputrescine [[M+Na]],34.0,0.43197498712756843,0.7861346054798514,False
NegHigh,PosLow,N2-Acetyl-L-ornithine [[M+H]],11.5,0.008206038075258625,0.09595234006571304,False
NegHigh,PosLow,Nicotinamide [[M+H]],37.0,0.5998782778968538,0.8350431922087979,False
NegHigh,PosLow,Nicotinamide ribotide [[M+H]],67.0,0.0567460873215172,0.2681252625941688,False
NegHigh,PosLow,O-acetyl-L-serine [[M+H]],66.0,0.07327967796738079,0.30439250847988947,False
NegHigh,PosLow,Oleic acid [[M+Na]],77.0,0.004974729432933768,0.06484302502237808,False
NegHigh,PosLow,P-Hydroxybenzoic Acid [[M-H2O+H]],67.0,0.06202534995104655,0.2856577388178093,False
NegHigh,PosLow,Palatinose [[M+K]],27.0,0.16926991348330545,0.4474407503264997,False
NegHigh,PosLow,Pidolic Acid [[M+H]],3.0,0.00018522928739647006,0.00875208382948321,True
NegHigh,PosLow,Proline [[M+NH4]],60.0,0.19979996137656097,0.5034959026689337,False
NegHigh,PosLow,Pyridoxal [[M+H]],52.0,0.5350066737561101,0.8243260390969134,False
NegHigh,PosLow,Sucrose [[M+K]],35.0,0.47888109952274516,0.8136645088657473,False
NegHigh,PosLow,Thymine [[M+H]],36.0,0.5339245662078058,0.8243260390969134,False
NegHigh,PosLow,Trehalose [[M+K]],27.0,0.16926991348330545,0.4474407503264997,False
NegHigh,PosLow,Xanthurenic acid [[M+H]],66.0,0.06054130723758862,0.2825261004420802,False
NegHigh,PosLow,d-Desthiobiotin [[M+Na]],57.0,0.3011506068227884,0.6570971073630278,False
NegHigh,PosLow,gamma-Glutamylcysteine [[M+H]],88.0,2.6461326770924294e-05,0.004506845052070279,True
NegHigh,None,2'-Deoxyguanosine-5'-Diphosphate [[M+H]],26.0,0.015054848142722312,0.12646072439886744,False
NegHigh,None,2'-Deoxyguanosine-5'-Monophosphate [[M+H]],57.0,0.6008776409544788,0.8350431922087979,False
NegHigh,None,2'-Deoxyuridine [[M+Na]],122.0,0.0006359753413841611,0.018492206080247146,True
NegHigh,None,5'-Deoxy-5'-Methylthioadenosine [[M+H]],61.0,0.7812867426176477,0.9298300837673567,False
NegHigh,None,ATP [[M+H]],44.0,0.18532276797475178,0.48093439521145576,False
NegHigh,None,Acetyl coenzyme A (Acetyl-CoA) [[M+H]],34.0,0.05248063082295702,0.25432921091125327,False
NegHigh,None,Ademetionine [[M+H]],62.0,0.8294475889935782,0.9541203465852757,False
NegHigh,None,Adenine [[M+H]],45.0,0.20706115487008614,0.5112515967005131,False
NegHigh,None,Adenosine 5'-diphosphate (ADP) [[M+H]],26.0,0.015054848142722312,0.12646072439886744,False
NegHigh,None,Adenosine phosphate [[M+H]],58.0,0.6443731499599503,0.8566532734881815,False
NegHigh,None,Adenosine-3'-5'-Diphosphate [[M+H]],22.0,0.007423145667491824,0.09051448588102934,False
NegHigh,None,Alpha-D-Glucose [[M+Na]],77.0,0.5177161848365996,0.8243260390969134,False
NegHigh,None,Aminoadipate [[M+Na]],6.0,0.0002502813602362536,0.009460635416930388,True
NegHigh,None,Argininosuccinic acid [[M+H]],75.0,0.6008776409544788,0.8350431922087979,False
NegHigh,None,Asparagine [[M+NH4]],29.0,0.024677136998399834,0.1665706747391989,False
NegHigh,None,Biotin [[M+H]],50.0,0.3401043685615802,0.6973595863838549,False
NegHigh,None,Choline [[M+H]],13.0,0.0012294850548794352,0.029046584421526658,True
NegHigh,None,Cytidine [[M+H]],64.0,0.9264448963254215,0.9782015944441601,False
NegHigh,None,D-(+)-Melibiose [[M+K]],36.5,0.07178775963714959,0.3015085904760283,False
NegHigh,None,D-(+)-Turanose [[M+Na]],66.0,1.0,1.0,False
NegHigh,None,D-Fructose [[M+Na]],83.0,0.3097457081263152,0.6570971073630278,False
NegHigh,None,D-Galactose [[M+Na]],83.5,0.2942370484552679,0.6570971073630278,False
NegHigh,None,D-Glucose [[M+Na]],78.0,0.4789756970842374,0.8136645088657473,False
NegHigh,None,D-Mannose [[M+Na]],83.0,0.3097457081263152,0.6570971073630278,False
NegHigh,None,Deoxyadenosine [[M+H]],107.0,0.012462051782033193,0.11468039960077807,False
NegHigh,None,Galactose [[M+Na]],83.5,0.2942370484552679,0.6570971073630278,False
NegHigh,None,Glucosamine [[M+H]],38.0,0.09054915588749132,0.3443267959293784,False
NegHigh,None,Glutamic Acid [[M+H]],68.0,0.9263723123707324,0.9782015944441601,False
NegHigh,None,Glutathione [[M+H]],60.0,0.7349852214121391,0.910899717028815,False
NegHigh,None,Histidine [[M+H]],54.0,0.4790843272053482,0.8136645088657473,False
NegHigh,None,Imidazoleacetic acid [[M+H]],67.5,0.950912471242483,0.9912747758677142,False
NegHigh,None,Indole-3-Ethanol [[M+H]],49.5,0.30418313921724827,0.6570971073630278,False
NegHigh,None,Inositol [[M+Na]],78.0,0.4789756970842374,0.8136645088657473,False
NegHigh,None,Isomaltose [[M+Na]],66.0,1.0,1.0,False
NegHigh,None,L-Arginine [[M+H]],8.0,0.0004018279162905779,0.012657579363153206,True
NegHigh,None,L-Citrulline [[M+H]],57.0,0.6008776409544788,0.8350431922087979,False
NegHigh,None,L-Glutamine [[M+H]],42.5,0.15588091935975856,0.43972378744767715,False
NegHigh,None,L-Histidinol [[M+H]],55.5,0.5346990614260658,0.8243260390969134,False
NegHigh,None,L-Lysine [[M+H]],43.0,0.1661199704495876,0.4474407503264997,False
NegHigh,None,L-Threonine [[M+NH4]],36.0,0.0655849313858899,0.2916600478101928,False
NegHigh,None,L-Tryptophan [[M+NH4]],89.0,0.1661199704495876,0.4474407503264997,False
NegHigh,None,Levocarnitine [[M+H]],62.5,0.8472275816322162,0.9541203465852757,False
NegHigh,None,Linoleic acid [[M+Na]],102.5,0.026678192332022496,0.17092130002550007,False
NegHigh,None,Maltose [[M+K]],36.5,0.07178775963714959,0.3015085904760283,False
NegHigh,None,Methionine [[M+H]],58.0,0.6440455452165259,0.8566532734881815,False
NegHigh,None,N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],88.0,0.18575772936738766,0.48093439521145576,False
NegHigh,None,N-Acetylputrescine [[M+Na]],79.5,0.4137954132351154,0.7743300307072951,False
NegHigh,None,N2-Acetyl-L-ornithine [[M+H]],30.5,0.03119053095349775,0.18370452939671963,False
NegHigh,None,Nicotinamide [[M+H]],41.0,0.13158760640666853,0.3979209217737656,False
NegHigh,None,Nicotinamide ribotide [[M+H]],98.0,0.05050357428956719,0.2539642332403585,False
NegHigh,None,O-acetyl-L-serine [[M+H]],70.5,0.8050681151872672,0.936753500131246,False
NegHigh,None,Oleic acid [[M+Na]],113.0,0.0042114008997959085,0.05895961259714272,False
NegHigh,None,P-Hydroxybenzoic Acid [[M-H2O+H]],96.0,0.06943183161594255,0.3015085904760283,False
NegHigh,None,Palatinose [[M+K]],36.5,0.07178775963714959,0.3015085904760283,False
NegHigh,None,Pidolic Acid [[M+H]],1.0,7.196300447969656e-05,0.005456317227164437,True
NegHigh,None,Proline [[M+NH4]],107.0,0.012659085350073375,0.11468039960077807,False
NegHigh,None,Pyridoxal [[M+H]],71.0,0.7817614488837078,0.9298300837673567,False
NegHigh,None,Sucrose [[M+K]],38.5,0.09368101804784217,0.3443267959293784,False
NegHigh,None,Thymine [[M+H]],71.0,0.7812867426176477,0.9298300837673567,False
NegHigh,None,Trehalose [[M+K]],36.5,0.07178775963714959,0.3015085904760283,False
NegHigh,None,Xanthurenic acid [[M+H]],93.0,0.09991836501826332,0.3443267959293784,False
NegHigh,None,d-Desthiobiotin [[M+Na]],76.5,0.5381522460182455,0.8243260390969134,False
NegHigh,None,gamma-Glutamylcysteine [[M+H]],120.0,0.0009923121699459702,0.0267924285885412,True
NegHigh,PosHigh,2'-Deoxyguanosine-5'-Diphosphate [[M+H]],23.0,0.003402167851671577,0.053584143663827334,False
NegHigh,PosHigh,2'-Deoxyguanosine-5'-Monophosphate [[M+H]],82.0,0.8054097554038491,0.936753500131246,False
NegHigh,PosHigh,2'-Deoxyuridine [[M+Na]],149.0,9.068201586255409e-05,0.0057129669993409085,True
NegHigh,PosHigh,5'-Deoxy-5'-Methylthioadenosine [[M+H]],82.0,0.8050420128756208,0.936753500131246,False
NegHigh,PosHigh,ATP [[M+H]],38.0,0.03491857104578948,0.19998817962588522,False
NegHigh,PosHigh,Acetyl coenzyme A (Acetyl-CoA) [[M+H]],31.0,0.012742266622308674,0.11468039960077807,False
NegHigh,PosHigh,Ademetionine [[M+H]],63.0,0.4598729830282656,0.8136645088657473,False
NegHigh,PosHigh,Adenine [[M+H]],55.0,0.23918946415462938,0.5639677674244697,False
NegHigh,PosHigh,Adenosine 5'-diphosphate (ADP) [[M+H]],23.0,0.003402167851671577,0.053584143663827334,False
NegHigh,PosHigh,Adenosine phosphate [[M+H]],78.0,0.9781626756578238,0.9912747758677142,False
NegHigh,PosHigh,Adenosine-3'-5'-Diphosphate [[M+H]],18.0,0.0013620432054441904,0.030285431273994353,True
NegHigh,PosHigh,Alpha-D-Glucose [[M+Na]],99.0,0.2382846378635688,0.5639677674244697,False
NegHigh,PosHigh,Aminoadipate [[M+Na]],46.0,0.09497494318847725,0.3443267959293784,False
NegHigh,PosHigh,Argininosuccinic acid [[M+H]],70.0,0.7219590538942646,0.9045494763827564,False
NegHigh,PosHigh,Asparagine [[M+NH4]],34.0,0.019959656477415294,0.15082022330246697,False
NegHigh,PosHigh,Biotin [[M+H]],71.0,0.7633406080536744,0.9298300837673567,False
NegHigh,PosHigh,Choline [[M+H]],63.0,0.45978666333068186,0.8136645088657473,False
NegHigh,PosHigh,Cytidine [[M+H]],50.0,0.14685238720273353,0.4205318360805551,False
NegHigh,PosHigh,D-(+)-Melibiose [[M+K]],47.5,0.10655208503478235,0.3443267959293784,False
NegHigh,PosHigh,D-(+)-Turanose [[M+Na]],94.0,0.3662794490485932,0.721112665314418,False
NegHigh,PosHigh,D-Fructose [[M+Na]],113.0,0.051061591868431865,0.2539642332403585,False
NegHigh,PosHigh,D-Galactose [[M+Na]],116.5,0.03158940320313962,0.18370452939671963,False
NegHigh,PosHigh,D-Glucose [[M+Na]],94.0,0.36452047446719216,0.721112665314418,False
NegHigh,PosHigh,D-Mannose [[M+Na]],113.0,0.051061591868431865,0.2539642332403585,False
NegHigh,PosHigh,Deoxyadenosine [[M+H]],117.0,0.03055355471646344,0.18370452939671963,False
NegHigh,PosHigh,Galactose [[M+Na]],116.5,0.03158940320313962,0.18370452939671963,False
NegHigh,PosHigh,Glucosamine [[M+H]],120.0,0.019983483912717273,0.15082022330246697,False
NegHigh,PosHigh,Glutamic Acid [[M+H]],118.0,0.023196932770459793,0.16237852939321856,False
NegHigh,PosHigh,Glutathione [[M+H]],115.0,0.040079039066837616,0.22076684924982143,False
NegHigh,PosHigh,Histidine [[M+H]],50.0,0.14685238720273353,0.4205318360805551,False
NegHigh,PosHigh,Imidazoleacetic acid [[M+H]],71.5,0.7838906869910041,0.9298300837673567,False
NegHigh,PosHigh,Indole-3-Ethanol [[M+H]],67.0,0.5990484311248192,0.8350431922087979,False
NegHigh,PosHigh,Inositol [[M+Na]],93.0,0.3943093494466152,0.7524556870190402,False
NegHigh,PosHigh,Isomaltose [[M+Na]],94.0,0.3662794490485932,0.721112665314418,False
NegHigh,PosHigh,L-Arginine [[M+H]],8.0,0.00017681695911302551,0.00875208382948321,True
NegHigh,PosHigh,L-Citrulline [[M+H]],65.0,0.5289784195821996,0.8243260390969134,False
NegHigh,PosHigh,L-Glutamine [[M+H]],28.5,0.008467853223819393,0.09595234006571304,False
NegHigh,PosHigh,L-Histidinol [[M+H]],60.0,0.3611486967339417,0.721112665314418,False
NegHigh,PosHigh,L-Lysine [[M+H]],36.0,0.026611609943789957,0.17092130002550007,False
NegHigh,PosHigh,L-Threonine [[M+NH4]],43.0,0.06373501532801565,0.28680756897607046,False
NegHigh,PosHigh,L-Tryptophan [[M+NH4]],46.0,0.09497494318847725,0.3443267959293784,False
NegHigh,PosHigh,Levocarnitine [[M+H]],55.0,0.20436686554673766,0.5112515967005131,False
NegHigh,PosHigh,Linoleic acid [[M+Na]],88.0,0.5651127460379713,0.8243260390969134,False
NegHigh,PosHigh,Maltose [[M+K]],47.5,0.10655208503478235,0.3443267959293784,False
NegHigh,PosHigh,Methionine [[M+H]],93.0,0.39613407861584393,0.7524556870190402,False
NegHigh,PosHigh,N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],58.0,0.31116503232270365,0.6570971073630278,False
NegHigh,PosHigh,N-Acetylputrescine [[M+Na]],65.5,0.5443232564318738,0.8243260390969134,False
NegHigh,PosHigh,N2-Acetyl-L-ornithine [[M+H]],25.0,0.0048119240492787195,0.06484302502237808,False
NegHigh,PosHigh,Nicotinamide [[M+H]],57.0,0.28573466919896273,0.6545921512558055,False
NegHigh,PosHigh,Nicotinamide ribotide [[M+H]],116.0,0.02547422468536181,0.16893433212397832,False
NegHigh,PosHigh,O-acetyl-L-serine [[M+H]],112.5,0.04771191334367233,0.2504875450542797,False
NegHigh,PosHigh,Oleic acid [[M+Na]],125.0,0.009311996160592178,0.09595234006571304,False
NegHigh,PosHigh,P-Hydroxybenzoic Acid [[M-H2O+H]],55.0,0.23918946415462938,0.5639677674244697,False
NegHigh,PosHigh,Palatinose [[M+K]],47.5,0.10655208503478235,0.3443267959293784,False
NegHigh,PosHigh,Pidolic Acid [[M+H]],4.0,7.217350829582588e-05,0.005456317227164437,True
NegHigh,PosHigh,Proline [[M+NH4]],108.0,0.09433921854816375,0.3443267959293784,False
NegHigh,PosHigh,Pyridoxal [[M+H]],78.0,0.9781205698227071,0.9912747758677142,False
NegHigh,PosHigh,Sucrose [[M+K]],56.5,0.2656976699020258,0.6146918097382494,False
NegHigh,PosHigh,Thymine [[M+H]],80.0,0.8907212110195186,0.9772112188781755,False
NegHigh,PosHigh,Trehalose [[M+K]],47.5,0.10655208503478235,0.3443267959293784,False
NegHigh,PosHigh,Xanthurenic acid [[M+H]],121.0,0.008745696463807026,0.09595234006571304,False
NegHigh,PosHigh,d-Desthiobiotin [[M+Na]],59.5,0.3510998574148666,0.7059348196958488,False
NegHigh,PosHigh,gamma-Glutamylcysteine [[M+H]],153.0,3.576861152436729e-05,0.004506845052070279,True
PosLow,None,2'-Deoxyguanosine-5'-Diphosphate [[M+H]],43.5,0.7575324115669454,0.9298300837673567,False
PosLow,None,2'-Deoxyguanosine-5'-Monophosphate [[M+H]],40.0,0.5713582599031516,0.8243260390969134,False
PosLow,None,2'-Deoxyuridine [[M+Na]],34.0,0.3053901722632373,0.6570971073630278,False
PosLow,None,5'-Deoxy-5'-Methylthioadenosine [[M+H]],40.0,0.5440817680488805,0.8243260390969134,False
PosLow,None,ATP [[M+H]],56.5,0.5369408750268727,0.8243260390969134,False
PosLow,None,Acetyl coenzyme A (Acetyl-CoA) [[M+H]],45.0,0.8469967641740412,0.9541203465852757,False
PosLow,None,Ademetionine [[M+H]],35.0,0.34314519329999205,0.6973595863838549,False
PosLow,None,Adenine [[M+H]],37.0,0.42686353893784235,0.7861346054798514,False
PosLow,None,Adenosine 5'-diphosphate (ADP) [[M+H]],44.0,0.7920774787647853,0.9298300837673567,False
PosLow,None,Adenosine phosphate [[M+H]],41.0,0.6238787012780821,0.8362629400110462,False
PosLow,None,Adenosine-3'-5'-Diphosphate [[M+H]],42.5,0.6995681542011702,0.8915426114915429,False
PosLow,None,Alpha-D-Glucose [[M+Na]],51.0,0.8459049925451292,0.9541203465852757,False
PosLow,None,Aminoadipate [[M+Na]],17.0,0.015860919266492024,0.13033538005943446,False
PosLow,None,Argininosuccinic acid [[M+H]],51.0,0.8506311026434865,0.9541203465852757,False
PosLow,None,Asparagine [[M+NH4]],28.0,0.13493688973565135,0.4048106692069541,False
PosLow,None,Biotin [[M+H]],56.0,0.5713582599031516,0.8243260390969134,False
PosLow,None,Choline [[M+H]],51.0,0.8506311026434865,0.9541203465852757,False
PosLow,None,Cytidine [[M+H]],62.0,0.3053901722632373,0.6570971073630278,False
PosLow,None,D-(+)-Melibiose [[M+K]],45.0,0.8459049925451292,0.9541203465852757,False
PosLow,None,D-(+)-Turanose [[M+Na]],44.0,0.7920774787647853,0.9298300837673567,False
PosLow,None,D-Fructose [[M+Na]],43.0,0.7274683619586189,0.9045494763827564,False
PosLow,None,D-Galactose [[M+Na]],43.0,0.7264717268578031,0.9045494763827564,False
PosLow,None,D-Glucose [[M+Na]],52.0,0.7863512101793072,0.9298300837673567,False
PosLow,None,D-Mannose [[M+Na]],43.0,0.7274683619586189,0.9045494763827564,False
PosLow,None,Deoxyadenosine [[M+H]],50.0,0.9071710289327191,0.9772112188781755,False
PosLow,None,Galactose [[M+Na]],43.0,0.7264717268578031,0.9045494763827564,False
PosLow,None,Glucosamine [[M+H]],10.0,0.0021592442645074223,0.041783862439649086,True
PosLow,None,Glutamic Acid [[M+H]],26.0,0.09275762036868326,0.3443267959293784,False
PosLow,None,Glutathione [[M+H]],12.0,0.00409621338413908,0.05895961259714272,False
PosLow,None,Histidine [[M+H]],47.0,0.9692169978474025,0.9912747758677142,False
PosLow,None,Imidazoleacetic acid [[M+H]],70.0,0.09666103305783773,0.3443267959293784,False
PosLow,None,Indole-3-Ethanol [[M+H]],35.5,0.33881030854077543,0.6973595863838549,False
PosLow,None,Inositol [[M+Na]],52.0,0.7863512101793072,0.9298300837673567,False
PosLow,None,Isomaltose [[M+Na]],44.0,0.7920774787647853,0.9298300837673567,False
PosLow,None,L-Arginine [[M+H]],55.0,0.6238787012780821,0.8362629400110462,False
PosLow,None,L-Citrulline [[M+H]],54.0,0.6784313725490196,0.8775365717724383,False
PosLow,None,L-Glutamine [[M+H]],55.0,0.6238787012780821,0.8362629400110462,False
PosLow,None,L-Histidinol [[M+H]],73.5,0.050620514756593515,0.2539642332403585,False
PosLow,None,L-Lysine [[M+H]],49.5,0.9382708442439335,0.9826983114854908,False
PosLow,None,L-Threonine [[M+NH4]],27.0,0.11237931221043936,0.3481916394716892,False
PosLow,None,L-Tryptophan [[M+NH4]],66.0,0.18134476462649837,0.47603000714455823,False
PosLow,None,Levocarnitine [[M+H]],57.5,0.4731341511856695,0.8136645088657473,False
PosLow,None,Linoleic acid [[M+Na]],44.5,0.816281639940913,0.9464860733057212,False
PosLow,None,Maltose [[M+K]],45.0,0.8459049925451292,0.9541203465852757,False
PosLow,None,Methionine [[M+H]],55.5,0.5877471709496872,0.8320915004456245,False
PosLow,None,N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],58.0,0.4726680955783123,0.8136645088657473,False
PosLow,None,N-Acetylputrescine [[M+Na]],60.0,0.3713264582342768,0.7272611461790499,False
PosLow,None,N2-Acetyl-L-ornithine [[M+H]],58.5,0.44022877044555897,0.7958561562276733,False
PosLow,None,Nicotinamide [[M+H]],42.0,0.6784313725490196,0.8775365717724383,False
PosLow,None,Nicotinamide ribotide [[M+H]],50.0,0.8919857920257779,0.9772112188781755,False
PosLow,None,O-acetyl-L-serine [[M+H]],27.0,0.10609514164164581,0.3443267959293784,False
PosLow,None,Oleic acid [[M+Na]],65.0,0.2082876875446535,0.5112515967005131,False
PosLow,None,P-Hydroxybenzoic Acid [[M-H2O+H]],46.0,0.910105580693816,0.9772112188781755,False
PosLow,None,Palatinose [[M+K]],45.0,0.8459049925451292,0.9541203465852757,False
PosLow,None,Pidolic Acid [[M+H]],12.0,0.00409621338413908,0.05895961259714272,False
PosLow,None,Proline [[M+NH4]],71.0,0.08027136164703592,0.32626424411375893,False
PosLow,None,Pyridoxal [[M+H]],39.0,0.5087557841299859,0.8243260390969134,False
PosLow,None,Sucrose [[M+K]],41.0,0.6133484776563917,0.8362629400110462,False
PosLow,None,Thymine [[M+H]],68.0,0.13100627276778345,0.3979209217737656,False
PosLow,None,Trehalose [[M+K]],45.0,0.8459049925451292,0.9541203465852757,False
PosLow,None,Xanthurenic acid [[M+H]],46.0,0.905874626961447,0.9772112188781755,False
PosLow,None,d-Desthiobiotin [[M+Na]],36.0,0.3742280472974733,0.7291659890641489,False
PosLow,None,gamma-Glutamylcysteine [[M+H]],8.0,0.0010637453361911566,0.026806382472017148,True
PosLow,PosHigh,2'-Deoxyguanosine-5'-Diphosphate [[M+H]],39.0,0.26669168464834103,0.6146918097382494,False
PosLow,PosHigh,2'-Deoxyguanosine-5'-Monophosphate [[M+H]],72.0,0.2973449666948119,0.6570971073630278,False
PosLow,PosHigh,2'-Deoxyuridine [[M+Na]],69.0,0.40202020202020206,0.7560379918588874,False
PosLow,PosHigh,5'-Deoxy-5'-Methylthioadenosine [[M+H]],49.0,0.6458893728680734,0.8566532734881815,False
PosLow,PosHigh,ATP [[M+H]],60.5,0.7847866750563856,0.9298300837673567,False
PosLow,PosHigh,Acetyl coenzyme A (Acetyl-CoA) [[M+H]],48.0,0.616342996528755,0.8362629400110462,False
PosLow,PosHigh,Ademetionine [[M+H]],35.0,0.16531256840854366,0.4474407503264997,False
PosLow,PosHigh,Adenine [[M+H]],46.0,0.5251712168120837,0.8243260390969134,False
PosLow,PosHigh,Adenosine 5'-diphosphate (ADP) [[M+H]],39.0,0.26669168464834103,0.6146918097382494,False
PosLow,PosHigh,Adenosine phosphate [[M+H]],66.0,0.5251712168120837,0.8243260390969134,False
PosLow,PosHigh,Adenosine-3'-5'-Diphosphate [[M+H]],37.0,0.21185226881821312,0.516646178150223,False
PosLow,PosHigh,Alpha-D-Glucose [[M+Na]],59.0,0.8631683569955682,0.9581493147271594,False
PosLow,PosHigh,Aminoadipate [[M+Na]],49.0,0.6642336679488382,0.8657942292574512,False
PosLow,PosHigh,Argininosuccinic acid [[M+H]],54.0,0.9203364918535197,0.9772112188781755,False
PosLow,PosHigh,Asparagine [[M+NH4]],34.0,0.14214761348091398,0.41487094664884794,False
PosLow,PosHigh,Biotin [[M+H]],63.0,0.6642336679488382,0.8657942292574512,False
PosLow,PosHigh,Choline [[M+H]],89.0,0.024017262407355286,0.16506409436327815,False
PosLow,PosHigh,Cytidine [[M+H]],45.0,0.4821715608093317,0.8136645088657473,False
PosLow,PosHigh,D-(+)-Melibiose [[M+K]],62.0,0.7028563445092058,0.8915426114915429,False
PosLow,PosHigh,D-(+)-Turanose [[M+Na]],64.0,0.6086249000886361,0.8362629400110462,False
PosLow,PosHigh,D-Fructose [[M+Na]],65.0,0.5554985770703702,0.8243260390969134,False
PosLow,PosHigh,D-Galactose [[M+Na]],58.0,0.9171402996596765,0.9772112188781755,False
PosLow,PosHigh,D-Glucose [[M+Na]],55.0,0.9723358114425997,0.9912747758677142,False
PosLow,PosHigh,D-Mannose [[M+Na]],65.0,0.5554985770703702,0.8243260390969134,False
PosLow,PosHigh,Deoxyadenosine [[M+H]],45.0,0.47308999796159545,0.8136645088657473,False
PosLow,PosHigh,Galactose [[M+Na]],58.0,0.9171402996596765,0.9772112188781755,False
