Molecule List Name	Molecule Name	Precursor Neutral Formula	Precursor Adduct	Replicate Name	Precursor Mz	Precursor Charge	Total Ion Current Area	Collisional Cross Section	Ion Mobility MS1	Area	Height
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00001-Positive-MAT1.d.DeMP	175.086589	1	1098722.625	137.4	21.46	35	39
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00002-Positive-MAT1.d.DeMP	175.086589	1	1042731.25	137.4	21.46	#N/A	#N/A
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00003-Positive-MAT1.d.DeMP	175.086589	1	1106604.25	137.4	21.46	#N/A	#N/A
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00004-Positive-MAT1.d.DeMP	175.086589	1	1068981.625	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00005-Positive-MAT1.d.DeMP	175.086589	1	1081334.5	137.4	21.46	#N/A	#N/A
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00006-Positive-MAT1.d.DeMP	175.086589	1	1094415.875	137.4	21.46	#N/A	#N/A
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00007-Positive-MAT1.d.DeMP	175.086589	1	1094982.5	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00008-Positive-MAT2.d.DeMP	175.086589	1	1645479.125	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00009-Positive-B9.d.DeMP	175.086589	1	1929747.375	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00010-Positive-D4.d.DeMP	175.086589	1	2572810	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00011-Positive-F10.d.DeMP	175.086589	1	2209893.75	137.4	21.46	59	36
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00012-Positive-A5.d.DeMP	175.086589	1	2420412.75	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00013-Positive-B12.d.DeMP	175.086589	1	2404023.25	137.4	21.46	12	14
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00014-Positive-D8.d.DeMP	175.086589	1	2399091.5	137.4	21.46	16	18
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00015-Positive-MAT2.d.DeMP	175.086589	1	1820678.25	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00016-Positive-MAT1.d.DeMP	175.086589	1	1407793.125	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00017-Positive-MAT1.d.DeMP	175.086589	1	1328368.75	137.4	21.46	#N/A	#N/A
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00018-Positive-MAT1.d.DeMP	175.086589	1	1312384.25	137.4	21.46	#N/A	#N/A
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00019-Positive-MAT2.d.DeMP	175.086589	1	1720033.625	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00020-Positive-E6.d.DeMP	175.086589	1	2587165.75	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00021-Positive-C3.d.DeMP	175.086589	1	2520692	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00022-Positive-H8.d.DeMP	175.086589	1	2728372.5	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00023-Positive-G8.d.DeMP	175.086589	1	2315834.75	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00024-Positive-G12.d.DeMP	175.086589	1	2724200	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00025-Positive-C12.d.DeMP	175.086589	1	2650478	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00026-Positive-MAT2.d.DeMP	175.086589	1	1892259.25	137.4	21.46	#N/A	#N/A
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00027-Positive-MAT1.d.DeMP	175.086589	1	1432447.625	137.4	21.46	#N/A	#N/A
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00028-Positive-MAT1.d.DeMP	175.086589	1	1347572	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00029-Positive-MAT1.d.DeMP	175.086589	1	1366043.25	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00030-Positive-MAT2.d.DeMP	175.086589	1	1778063.375	137.4	21.46	0	0
Other	2-(1H-INDOL-3-YL)ACETAMIDE	C10H10N2O	[M+H]	Inj00031-Positive-C10.d.DeMP	175.086589	1	2539514	137.4	21.46	0	0
