Molecule List Name	Molecule Name	Molecule Formula	Precursor Ion Formula	Precursor Neutral Formula	Precursor Adduct	Replicate Name	Precursor Mz	Precursor Charge	Total Ion Current Area	Median Peak Area	Total Area	Total Area MS1	Total Background	Total Background MS1	Total Area Ratio	Ratio Dot Product	Total Area Normalized	Max Height	Count Truncated	Collisional Cross Section	Ion Mobility MS1	Ion Mobility Units	Total Area	Normalized Area	Area	Background	Area	Sample Id	Height	Max Height	Explicit Retention Time	Explicit Retention Time Window	Product Mz	Product Charge	Product Ion Formula	Product Neutral Formula	Product Adduct	Molecule List Abundance
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00011-Positive-F10_demultiplexed	190.012568	1	2572809.75	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00012-Positive-A5_demultiplexed	190.012568	1	2209893.75	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00013-Positive-B12_demultiplexed	190.012568	1	2420412.75	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00014-Positive-D8_demultiplexed	190.012568	1	2459489.75	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00015-Positive-MAT2_demultiplexed	190.012568	1	2399091.5	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00016-Positive-MAT1_demultiplexed	190.012568	1	1820678.25	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00017-Positive-MAT1_demultiplexed	190.012568	1	1407793.125	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00018-Positive-MAT1_demultiplexed	190.012568	1	1328368.75	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00019-Positive-MAT2_demultiplexed	190.012568	1	1312384.25	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00020-Positive-E6_demultiplexed	190.012568	1	1720033.625	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00021-Positive-C3_demultiplexed	190.012568	1	2587166	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	9.7228E+1	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00022-Positive-H8_demultiplexed	190.012568	1	2520691.75	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00023-Positive-G8_demultiplexed	190.012568	1	2800232.25	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	7.4036E+1	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00024-Positive-G12_demultiplexed	190.012568	1	2315834.75	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00025-Positive-C12_demultiplexed	190.012568	1	2724200.25	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00026-Positive-MAT2_demultiplexed	190.012568	1	2650478	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	1.7662E+2	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00027-Positive-MAT1_demultiplexed	190.012568	1	1892259.125	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	2.4976E+1	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00028-Positive-MAT1_demultiplexed	190.012568	1	1432447.625	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00029-Positive-MAT1_demultiplexed	190.012568	1	1347571.875	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00030-Positive-MAT2_demultiplexed	190.012568	1	1306369.125	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00031-Positive-C10_demultiplexed	190.012568	1	1778063.375	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	1.8040E+1	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00032-Positive-H1_demultiplexed	190.012568	1	2539514	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00033-Positive-A9_demultiplexed	190.012568	1	2650107.25	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00034-Positive-B11_demultiplexed	190.012568	1	2538758.75	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00035-Positive-F3_demultiplexed	190.012568	1	2560723.25	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	1.2220E+2	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00036-Positive-D10_demultiplexed	190.012568	1	2770830	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00037-Positive-MAT2_demultiplexed	190.012568	1	2652840.25	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00038-Positive-MAT1_demultiplexed	190.012568	1	2018152	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00039-Positive-MAT1_demultiplexed	190.012568	1	1560607.625	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	4.1032E+1	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00040-Positive-MAT1_demultiplexed	190.012568	1	1434911.625	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	2.8544E+1	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00041-Positive-MAT2_demultiplexed	190.012568	1	1395769.875	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00042-Positive-D2_demultiplexed	190.012568	1	1780814.75	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00043-Positive-E4_demultiplexed	190.012568	1	2851093	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00044-Positive-H3_demultiplexed	190.012568	1	2742870.25	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	3.3896E+1	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00045-Positive-A11_demultiplexed	190.012568	1	2901193.5	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00046-Positive-G3_demultiplexed	190.012568	1	2949996.25	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00047-Positive-E5_demultiplexed	190.012568	1	2791132	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	2.6582E+2	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00048-Positive-MAT2_demultiplexed	190.012568	1	2978558.5	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00049-Positive-MAT1_demultiplexed	190.012568	1	2162164.5	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00050-Positive-MAT1_demultiplexed	190.012568	1	1777730.375	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00051-Positive-MAT1_demultiplexed	190.012568	1	1664883.5	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00052-Positive-MAT2_demultiplexed	190.012568	1	1597855	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	9.4552E+1	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00053-Positive-B1_demultiplexed	190.012568	1	1861591.375	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	7.5820E+1	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00054-Positive-G11_demultiplexed	190.012568	1	2796938.25	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	4.8168E+1	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00055-Positive-B3_demultiplexed	190.012568	1	2895338	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00056-Positive-F7_demultiplexed	190.012568	1	2937241.75	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	2.0516E+1	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00057-Positive-G6_demultiplexed	190.012568	1	2939718	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00058-Positive-H2_demultiplexed	190.012568	1	2794751	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	9.5551E+1	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00059-Positive-MAT2_demultiplexed	190.012568	1	3004537.5	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	5.6259E+1	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00060-Positive-MAT1_demultiplexed	190.012568	1	2260534.75	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00061-Positive-MAT1_demultiplexed	190.012568	1	1820066	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00062-Positive-MAT1_demultiplexed	190.012568	1	1667228.5	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00063-Positive-MAT2_demultiplexed	190.012568	1	1602237.75	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00064-Positive-F6_demultiplexed	190.012568	1	1933013.875	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00065-Positive-F8_demultiplexed	190.012568	1	2908608	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00066-Positive-D1_demultiplexed	190.012568	1	3127496.75	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	3.1570E+1	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00067-Positive-B2_demultiplexed	190.012568	1	3209537	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00068-Positive-C11_demultiplexed	190.012568	1	3032190	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00069-Positive-F1_demultiplexed	190.012568	1	3004233	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00070-Positive-MAT2_demultiplexed	190.012568	1	3218074.5	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00071-Positive-MAT1_demultiplexed	190.012568	1	2341042	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00072-Positive-MAT1_demultiplexed	190.012568	1	1999016.125	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00073-Positive-MAT1_demultiplexed	190.012568	1	1794946.875	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00074-Positive-MAT2_demultiplexed	190.012568	1	1723761.625	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00075-Positive-C2_demultiplexed	190.012568	1	1956897.75	1	0	0	0	0	#N/A	#N/A	0%	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00076-Positive-B6_demultiplexed	190.012568	1	2927485.5	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	0.0000E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00077-Positive-D5_demultiplexed	190.012568	1	3191854.75	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00078-Positive-H10_demultiplexed	190.012568	1	3060589.5	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00079-Positive-D9_demultiplexed	190.012568	1	3156259	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	4.4600E+1	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00080-Positive-H5_demultiplexed	190.012568	1	3244487.25	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	136.4	21.43	Drift Time (ms)	0+/-0	#N/A	#N/A	#N/A	0+/-0		#N/A	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
Other	Guanine	C5H5N5O	C5H5KN5O	C5H5N5O	[M+K]	Inj00081-Positive-MAT2_demultiplexed	190.012568	1	3240646.5	1	0	0	0	0	#N/A	#N/A	NaN	0	0	136.4	21.43	Drift Time (ms)	0+/-0	4.4600E+0	0	0	0+/-0		0	0+/-0			190.012568	1	C5H5N5O	C5H5N5O	[M+K]	#N/A
