Molecule List Name	Molecule Name	Molecule Formula	Precursor Ion Formula	Precursor Neutral Formula	Precursor Adduct	Replicate Name	Precursor Mz	Precursor Charge	Total Ion Current Area	Median Peak Area	Total Area	Total Area MS1	Total Background	Total Background MS1	Total Area Ratio	Ratio Dot Product	Total Area Normalized	Max Height	Count Truncated	Collisional Cross Section	Ion Mobility MS1	Ion Mobility Units	Total Area	Normalized Area	Area	Background	Area	Sample Id	Height	Max Height	Explicit Retention Time	Explicit Retention Time Window	Product Mz	Product Charge	Product Ion Formula	Product Neutral Formula	Product Adduct	Molecule List Abundance
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00065-Positive-F8_demultiplexed	560.078951	1	2908608	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00066-Positive-D1_demultiplexed	560.078951	1	3127496.75	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00067-Positive-B2_demultiplexed	560.078951	1	3209537	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00068-Positive-C11_demultiplexed	560.078951	1	3032190	1	0	0	0	0	#N/A	#N/A	NaN	0	0	212.4	34.75	Drift Time (ms)	0+/-2	6.1548E+1	0	0	0+/-2		0	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00069-Positive-F1_demultiplexed	560.078951	1	3004233	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00070-Positive-MAT2_demultiplexed	560.078951	1	3218074.5	1	0	0	0	0	#N/A	#N/A	0%	0	0	212.4	34.75	Drift Time (ms)	0+/-2	2.6790E+0	0	0	0+/-2		0	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00071-Positive-MAT1_demultiplexed	560.078951	1	2341042	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00072-Positive-MAT1_demultiplexed	560.078951	1	1999016.125	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00073-Positive-MAT1_demultiplexed	560.078951	1	1794946.875	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00074-Positive-MAT2_demultiplexed	560.078951	1	1723761.625	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00075-Positive-C2_demultiplexed	560.078951	1	1956897.75	1	10	10	0	0	#N/A	#N/A	0.5779%	11	0	212.4	34.75	Drift Time (ms)	0+/-2	9.8120E+0	10	0	0+/-2		11	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00076-Positive-B6_demultiplexed	560.078951	1	2927485.5	1	0	0	0	0	#N/A	#N/A	NaN	0	0	212.4	34.75	Drift Time (ms)	0+/-2	0.0000E+0	0	0	0+/-2		0	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00077-Positive-D5_demultiplexed	560.078951	1	3191854.75	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00078-Positive-H10_demultiplexed	560.078951	1	3060589.5	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00079-Positive-D9_demultiplexed	560.078951	1	3156259	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00080-Positive-H5_demultiplexed	560.078951	1	3244487.25	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00081-Positive-MAT2_demultiplexed	560.078951	1	3240646.5	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00082-Positive-MAT1_demultiplexed	560.078951	1	2296728.5	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00083-Positive-MAT1_demultiplexed	560.078951	1	1963240.875	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00084-Positive-MAT1_demultiplexed	560.078951	1	1818691.25	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00085-Positive-MAT2_demultiplexed	560.078951	1	1739240.375	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00086-Positive-G4_demultiplexed	560.078951	1	2043148.5	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00087-Positive-F2_demultiplexed	560.078951	1	3871195.5	1	0	0	0	0	#N/A	#N/A	NaN	0	0	212.4	34.75	Drift Time (ms)	0+/-2	7.2341E+2	0	0	0+/-2		0	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00088-Positive-B10_demultiplexed	560.078951	1	2968129.25	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00089-Positive-H4_demultiplexed	560.078951	1	3252320.75	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00090-Positive-D12_demultiplexed	560.078951	1	3250982.75	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00091-Positive-E3_demultiplexed	560.078951	1	3179132.25	1	0	0	0	0	#N/A	#N/A	NaN	0	0	212.4	34.75	Drift Time (ms)	0+/-2	2.6760E+1	0	0	0+/-2		0	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00092-Positive-MAT2_demultiplexed	560.078951	1	3087983.5	1	0	0	0	0	#N/A	#N/A	0%	0	0	212.4	34.75	Drift Time (ms)	0+/-2	5.3520E+0	0	0	0+/-2		0	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00093-Positive-MAT1_demultiplexed	560.078951	1	2360688.75	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00094-Positive-MAT1_demultiplexed	560.078951	1	2019240.625	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00095-Positive-MAT1_demultiplexed	560.078951	1	1884215.375	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00096-Positive-MAT2_demultiplexed	560.078951	1	1801319.625	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00097-Positive-G2_demultiplexed	560.078951	1	2014779.5	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00098-Positive-H9_demultiplexed	560.078951	1	3098285.5	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00099-Positive-E9_demultiplexed	560.078951	1	3337349	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00100-Positive-C9_demultiplexed	560.078951	1	3174425.5	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00101-Positive-C5_demultiplexed	560.078951	1	3233527.25	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00102-Positive-E1_demultiplexed	560.078951	1	3068610.5	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00103-Positive-MAT2_demultiplexed	560.078951	1	3236691	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00104-Positive-MAT1_demultiplexed	560.078951	1	2438810.75	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00105-Positive-MAT1_demultiplexed	560.078951	1	2122128.75	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00106-Positive-MAT1_demultiplexed	560.078951	1	2010747	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00107-Positive-MAT2_demultiplexed	560.078951	1	1925243.625	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00108-Positive-H12_demultiplexed	560.078951	1	2065795.5	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00109-Positive-A7_demultiplexed	560.078951	1	3250127	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00110-Positive-G5_demultiplexed	560.078951	1	2985150.5	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00111-Positive-A4_demultiplexed	560.078951	1	3133717	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00112-Positive-G9_demultiplexed	560.078951	1	3202030.75	1	0	0	0	0	#N/A	#N/A	0%	0	0	212.4	34.75	Drift Time (ms)	0+/-2	1.3380E+1	0	0	0+/-2		0	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00113-Positive-A12_demultiplexed	560.078951	1	3539559.75	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00114-Positive-MAT2_demultiplexed	560.078951	1	3277265.75	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00115-Positive-MAT1_demultiplexed	560.078951	1	2331588.25	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00116-Positive-MAT1_demultiplexed	560.078951	1	2073653.75	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00117-Positive-MAT1_demultiplexed	560.078951	1	1972554.625	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00118-Positive-MAT2_demultiplexed	560.078951	1	1909015.375	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00119-Positive-D7_demultiplexed	560.078951	1	2072293.5	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00120-Positive-F5_demultiplexed	560.078951	1	3070302.25	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00121-Positive-B8_demultiplexed	560.078951	1	3164798.5	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00122-Positive-E7_demultiplexed	560.078951	1	3010408.75	1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	212.4	34.75	Drift Time (ms)	0+/-2	#N/A	#N/A	#N/A	0+/-2		#N/A	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
Other	Adenosine Diphosphate Ribose	C15H23N5O14P2	C15H24N5O14P2	C15H23N5O14P2	[M+H]	Inj00123-Positive-H7_demultiplexed	560.078951	1	3456889.5	1	0	0	0	0	#N/A	#N/A	0%	0	0	212.4	34.75	Drift Time (ms)	0+/-2	2.2032E+2	0	0	0+/-2		0	0+/-2			560.078951	1	C15H23N5O14P2	C15H23N5O14P2	[M+H]	#N/A
