Feature,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],-20.190216098497114,14.576654063477422
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],-37.659704338186756,66.08906961329069
2'-Deoxyuridine [[M+Na]],151.6586523219016,119.89953396468213
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],122.2314435253711,146.65629233329705
Ademetionine [[M+H]],-58.92329526833144,44.80432992935759
Adenine [[M+H]],-68.4944716908423,109.03747119845265
Adenosine 5'-diphosphate (ADP) [[M+H]],-20.190216098497114,14.576654063477422
Adenosine phosphate [[M+H]],98.87367825660526,54.34641050512429
Adenosine-3'-5'-Diphosphate [[M+H]],-14.022903422327976,16.3836285441501
Alpha-D-Glucose [[M+Na]],-37.50902386718349,27.253606851290197
Aminoadipate [[M+Na]],-44.647462142300704,54.51598752021384
Argininosuccinic acid [[M+H]],7.281674439969417,49.95527594022809
Cytidine [[M+H]],0.4459949131355003,39.84138307986395
D-(+)-Melibiose [[M+K]],90.74653526547411,20.606678096694903
D-(+)-Turanose [[M+Na]],95.2393884463907,133.0443453604817
D-Fructose [[M+Na]],-42.12364034875835,25.583751885585986
D-Galactose [[M+Na]],-43.50481272590935,25.225877655332887
D-Glucose [[M+Na]],-36.05430723954256,27.05676149371671
D-Mannose [[M+Na]],-47.76373663520943,22.60684378463515
Deoxyadenosine [[M+H]],3.4230364559712307,43.79017922419515
Galactose [[M+Na]],-43.50481272590935,25.225877655332887
Glucosamine [[M+H]],-23.73399057092767,30.290330187669394
Glutamic Acid [[M-H2O+H]],-83.95307299572801,33.69483530084623
Glutathione [[M+H]],75.49326316079585,2.3829121186168063
Histidine [[M+H]],2.737482132470744,35.7649320826375
Imidazoleacetic acid [[M+H]],-77.8046744773792,32.2807678397791
Inositol [[M+Na]],-40.63530168174392,16.924318596670663
Isomaltose [[M+Na]],94.63966629463988,133.21448856915174
L-Arginine [[M+H]],72.92674377259762,38.41290309456744
L-Citrulline [[M+H]],-51.14656881777335,30.233876424504206
L-Glutamine [[M+H]],-87.65498449470697,34.08912148393636
L-Phenylalanine [[M-H2O+H]],-50.106535280529215,15.78089927649964
Maltose [[M+K]],80.5068241446538,27.657370345822393
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],-86.2503184120669,96.11382197173361
N-Acetylputrescine [[M+Na]],-17.25013199991657,18.416735846196108
Niacin [[M+H]],-46.8029016079474,26.174100247265425
Nicotinamide [[M+H]],-11.571667495875673,38.12738255246614
O-acetyl-L-serine [[M+H]],-63.424207333452614,34.94720186263968
Palatinose [[M+K]],84.30220394552919,25.70520844329901
Pidolic Acid [[M+H]],-88.98623826667819,23.565496642876894
Sucrose [[M+K]],83.57056117207377,21.06740099735586
Thymine [[M+H]],-80.19746454443228,43.98404672764022
Trehalose [[M+K]],83.08752310136255,26.551699537605344
Xanthurenic acid [[M+H]],-71.73522534611472,31.54605111607217
gamma-Glutamylcysteine [[M+H]],127.25123193654122,109.44155163795892
