Feature,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],2.2582476359665105,10.41688011842399
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],-4.7301574743761465,3.6313259422801867
2'-Deoxyuridine [[M+Na]],9.615193015190062,8.939176788166225
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],8.470263180473301,11.042678591263906
Ademetionine [[M+H]],-14.21555887093775,10.672795186740704
Adenine [[M+H]],-4.463512862106508,3.2808013931458135
Adenosine 5'-diphosphate (ADP) [[M+H]],2.2582643557633606,10.416909586861147
Adenosine phosphate [[M+H]],8.359307189423193,7.9770899410431735
Adenosine-3'-5'-Diphosphate [[M+H]],3.630923808510321,11.37871333167187
Alpha-D-Glucose [[M+Na]],-8.683535621355484,10.360068992622331
Aminoadipate [[M+Na]],-8.060618017652063,7.451984808580101
Argininosuccinic acid [[M+H]],6.5891418438976155,5.959256633964926
Cytidine [[M+H]],-10.956969556345205,7.985477198951347
D-(+)-Melibiose [[M+K]],13.357846572429708,9.473532872632608
D-(+)-Turanose [[M+Na]],-1.1785971036573875,6.919731619850535
D-Fructose [[M+Na]],-9.88695441479405,11.280687062394925
D-Galactose [[M+Na]],-10.115823994740898,11.507401044653905
D-Glucose [[M+Na]],-8.33442385862964,10.003781348780219
D-Mannose [[M+Na]],-10.165680637803726,10.97194077373987
Galactose [[M+Na]],-10.115890244806316,11.50743807178269
Glucosamine [[M+H]],-6.8963847357517345,6.032250857677535
Glutamic Acid [[M-H2O+H]],-14.586917485215864,13.93763825862651
Glutathione [[M+H]],9.99426365679688,10.725915517944015
Histidine [[M+H]],-0.2666021629354736,0.3770323945813484
Imidazoleacetic acid [[M+H]],-4.03058211417119,2.8515891972708385
Inositol [[M+Na]],-8.07008763326633,10.348017033130953
Isomaltose [[M+Na]],-1.3607406154361321,7.0367129487887965
L-Arginine [[M+H]],8.262814603367174,11.805869560951582
L-Citrulline [[M+H]],-8.655519865348195,6.169226933586097
L-Valine [[M+H]],-2.796215287996621,4.222470558581054
Maltose [[M+K]],11.802120027496661,8.380542860436982
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],0.38703045717557333,2.727304775340389
N-Acetylputrescine [[M+Na]],-0.26516774174966723,2.5059273554996286
Nicotinamide [[M+H]],-7.333872420659342,5.484485258843713
O-acetyl-L-serine [[M+H]],-14.3489680059454,10.147894818160168
Palatinose [[M+K]],12.19853790831761,8.656361527373944
Pidolic Acid [[M+H]],-16.442511774599765,15.11920908933401
Sucrose [[M+K]],12.493814434744488,8.85630890782459
Thymine [[M+H]],-4.196439394042561,3.21558471761405
Trehalose [[M+K]],12.03714403331818,8.555897744011126
gamma-Glutamylcysteine [[M+H]],7.901981797078357,9.083933767829073
