Group1	Group2	Feature	U_stat	p_raw	Median1	Median2	p_corrected
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	10.0	0.08125208125208126	5661.328299215385	7578.230397792438	0.297924297924298
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	27.0	0.7545787545787546	8739.433342941804	7120.828321204604	0.9915688830943069
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	2'-Deoxyuridine [[M+Na]]	10.0	0.08125208125208126	564.662344643843	1048.8066757646206	0.297924297924298
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	23.0	0.9497169497169498	31.174255217825245	66.05994741237188	0.9915688830943069
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	ATP [[M+H]]	26.0	0.8518148518148518	2394.689017052193	2218.3548729101985	0.9915688830943069
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	17.0	0.4135864135864136	2751.712163257469	3403.331696694637	0.7720279720279721
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Ademetionine [[M+H]]	24.0	1.0	2012.3997571355935	1877.189168395019	1.0
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Adenine [[M+H]]	23.0	0.9497169497169498	5136.348238954499	5525.427138331574	0.9915688830943069
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Adenosine phosphate [[M+H]]	27.0	0.7545787545787546	31778.8925169855	27660.385138017915	0.9915688830943069
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Adenosine-3'-5'-Diphosphate [[M+H]]	11.0	0.1078921078921079	4993.000092704181	6238.541973313592	0.36517328825021134
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Aminoadipate [[M+Na]]	7.0	0.029304029304029304	2077.170151890459	2881.1014446867853	0.18803418803418803
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Argininosuccinic acid [[M+H]]	8.0	0.042624042624042624	2900.3617156247856	4269.166289097546	0.20838420838420837
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Biotin [[M+H]]	13.0	0.18115218115218118	214.48692415874433	308.9044696247918	0.4894286999550158
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Choline [[M+H]]	13.0	0.18115218115218118	1142.2566810217686	1338.0277680848103	0.4894286999550158
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Coenzyme A [[M+H]]	26.0	0.8518148518148518	321.42667359909797	351.2701636829894	0.9915688830943069
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Cytidine [[M+H]]	16.0	0.344988344988345	3526.5689279278013	4638.703551043023	0.7228327228327228
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	D-(+)-Melibiose [[M+Na]]/Isomaltose [[M+Na]]/Maltose [[M+Na]]/Palatinose [[M+Na]]	20.0	0.662004662004662	1488.3577822486714	1993.7786861976774	0.9527917565300744
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	D-(+)-Turanose [[M+Na]]	22.0	0.8518148518148518	1648.4896404057934	2017.8834169053057	0.9915688830943069
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Flavin adenine dinucleotide [[M+H]]	34.0	0.22843822843822847	267.12241195183924	144.30214552314413	0.5826771653543307
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Glucosamine 6-Phosphate [[M+H]]	15.0	0.2823842823842824	55.43312848471161	150.50963046067048	0.6539425486793908
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Glucosamine [[M+H]]	19.0	0.5727605727605728	778.268221782678	940.1900776228009	0.8932676518883417
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Glutamic Acid [[M-H2O+H]]	35.0	0.18115218115218118	1865.7980057984448	1526.0421579766487	0.4894286999550158
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Glutathione [[M+H]]	12.0	0.14185814185814188	19933.430253709907	22020.900654108635	0.42011834319526636
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Guanosine-5'-Diphosphate [[M+H]]	22.0	0.8518148518148518	536.9639890778964	507.5054295084259	0.9915688830943069
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Histidine [[M+H]]	21.0	0.7545787545787546	800.8033703764829	1284.8014525559358	0.9915688830943069
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Imidazoleacetic acid [[M+H]]	26.0	0.8518148518148518	143.2282503349992	104.72074405052444	0.9915688830943069
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	L-Arginine [[M+H]]	14.0	0.22843822843822847	25664.61336422895	29490.128797048674	0.5826771653543307
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	L-Citrulline [[M+H]]	27.0	0.7545787545787546	1279.1659219044207	1252.3252682702214	0.9915688830943069
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	L-Glutamine [[M+H]]	22.0	0.8518148518148518	101.84635162444381	106.43080442387972	0.9915688830943069
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	L-Histidinol [[M+H]]	25.0	0.9497169497169498	457.55682251091025	343.07131839324506	0.9915688830943069
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	L-Lysine [[M+H]]	26.0	0.8518148518148518	20.580037246004345	16.413962323310578	0.9915688830943069
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	L-Tryptophan [[M+NH4]]	14.0	0.22843822843822847	348.90527935582475	522.0851063307102	0.5826771653543307
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	L-Valine [[M+H]]	14.0	0.22843822843822847	1324.711865724615	1477.7780359602393	0.5826771653543307
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Linoleic acid [[M+Na]]	25.0	0.9497169497169498	187.13956206069759	147.53624594038243	0.9915688830943069
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	24.0	1.0	923.6461879243088	904.5619808675314	1.0
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	N2-Acetyl-L-ornithine [[M+H]]	25.0	0.9497169497169498	457.0629982312555	512.4730406062567	0.9915688830943069
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Nicotinamide [[M+H]]	16.0	0.344988344988345	1430.5726692002258	1604.0295593256515	0.7228327228327228
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	O-acetyl-L-serine [[M+H]]	37.0	0.1078921078921079	104.73310192067913	47.27016857052607	0.36517328825021134
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Pidolic Acid [[M+H]]	26.0	0.8518148518148518	2856.168537826703	2608.830651153663	0.9915688830943069
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Sucrose [[M+Na]]	19.0	0.5727605727605728	1382.6539165632726	1974.174377435334	0.8932676518883417
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Thymine [[M+H]]	27.0	0.7545787545787546	151.45723387579324	93.97463250148861	0.9915688830943069
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	Trehalose [[M+Na]]	19.0	0.5727605727605728	1391.2712115337797	1981.9889487581572	0.8932676518883417
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	d-Desthiobiotin [[M+H]]	30.0	0.4908424908424909	758.9026450424128	754.4285202626913	0.8127929418251999
Treatment=None, Supplement=None	Treatment=None, Supplement=PosLow	gamma-Glutamylcysteine [[M+H]]	14.0	0.22843822843822847	647.4982364016171	983.2808800383061	0.5826771653543307
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	12.0	0.3939393939393939	5661.328299215385	6525.049446744028	0.7443762781186093
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	10.0	0.24025974025974026	8739.433342941804	10198.187487823838	0.5826771653543307
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	2'-Deoxyuridine [[M+Na]]	31.0	0.04112554112554113	564.662344643843	390.117394110347	0.20765027322404372
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	12.0	0.3939393939393939	31.174255217825245	123.680443632995	0.7443762781186093
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	ATP [[M+H]]	24.0	0.3939393939393939	2394.689017052193	1738.0076818989978	0.7443762781186093
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	32.0	0.025974025974025976	2751.712163257469	1333.2009603574697	0.17021276595744683
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Ademetionine [[M+H]]	11.0	0.30952380952380953	2012.3997571355935	2326.605271080499	0.6666666666666666
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Adenine [[M+H]]	1.0	0.004329004329004329	5136.348238954499	7136.410331552885	0.04786324786324786
Treatment=None, Supplement=None	Treatment=None, Supplement=PosHigh	Adenosine phosphate [[M+H]]	13.0	0.48484848484848486	31778.8925169855	36767.004663286236	0.8127929418251999
