Group1,Group2,Feature,U_stat,p_raw,p_corrected,significant
NegHigh,None,2'-Deoxyguanosine-5'-Diphosphate [[M+H]],100.0,0.9820703872008743,1.0,False
NegHigh,None,2'-Deoxyguanosine-5'-Monophosphate [[M+H]],133.0,0.1321408585583338,0.48038714913878133,False
NegHigh,None,2'-Deoxyuridine [[M+Na]],121.0,0.33386750568353574,0.7932382150782354,False
NegHigh,None,5'-Deoxy-5'-Methylthioadenosine [[M+H]],86.0,0.5742296569742573,0.8766346242565585,False
NegHigh,None,ATP [[M+H]],56.5,0.05902700557231548,0.3117267922682684,False
NegHigh,None,Acetyl coenzyme A (Acetyl-CoA) [[M+H]],75.0,0.2908556336911423,0.787804394535516,False
NegHigh,None,Ademetionine [[M+H]],142.0,0.056103227255365144,0.3117267922682684,False
NegHigh,None,Adenine [[M+H]],105.0,0.8047483251697314,0.9745831555764303,False
NegHigh,None,Adenosine 5'-diphosphate (ADP) [[M+H]],101.0,0.9462473586638033,1.0,False
NegHigh,None,Adenosine phosphate [[M+H]],144.0,0.04548663196550489,0.30883029071316476,False
NegHigh,None,Adenosine-3'-5'-Diphosphate [[M+H]],95.0,0.8749979379042403,0.9858055370274846,False
NegHigh,None,Aminoadipate [[M+Na]],110.0,0.6369696845945058,0.88996740399185,False
NegHigh,None,Argininosuccinic acid [[M+H]],147.0,0.03276376857857748,0.2736956561283777,False
NegHigh,None,Biotin [[M+H]],133.0,0.1321408585583338,0.48038714913878133,False
NegHigh,None,Choline [[M+H]],87.0,0.6052353493569689,0.8822074583847342,False
NegHigh,None,Cytidine [[M+H]],134.0,0.12098326098309795,0.4726586274639939,False
NegHigh,None,D-(+)-Melibiose [[M+Na]],112.0,0.5742296569742573,0.8766346242565585,False
NegHigh,None,D-(+)-Turanose [[M+Na]],111.0,0.6052353493569689,0.8822074583847342,False
NegHigh,None,Flavin adenine dinucleotide [[M+H]],99.5,1.0,1.0,False
NegHigh,None,Glucosamine [[M+H]],111.0,0.6052353493569689,0.8822074583847342,False
NegHigh,None,Glutamic Acid [[M+H]],107.5,0.7191331570323971,0.942766662187206,False
NegHigh,None,Glutathione [[M+H]],115.0,0.486007339888778,0.8672389963101365,False
NegHigh,None,Guanosine-5'-Diphosphate [[M+H]],120.0,0.3568382475534896,0.7932382150782354,False
NegHigh,None,Histidine [[M+H]],108.0,0.7024268081091429,0.9363045624812274,False
NegHigh,None,Imidazoleacetic acid [[M+H]],83.0,0.486007339888778,0.8672389963101365,False
NegHigh,None,Isomaltose [[M+Na]],111.0,0.6052353493569689,0.8822074583847342,False
NegHigh,None,L-Arginine [[M+H]],71.0,0.21644626728745286,0.6618117013560127,False
NegHigh,None,L-Citrulline [[M+H]],148.0,0.029263919366819994,0.2736956561283777,False
NegHigh,None,L-Glutamine [[M+H]],94.0,0.8397135013018749,0.9802990196193835,False
NegHigh,None,L-Valine [[M+H]],111.0,0.6052353493569689,0.8822074583847342,False
NegHigh,None,Linoleic acid [[M+Na]],102.0,0.9105327022292903,1.0,False
NegHigh,None,Maltose [[M+Na]],112.0,0.5742296569742573,0.8766346242565585,False
NegHigh,None,N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],145.0,0.04084766997128589,0.29274163479421556,False
NegHigh,None,N2-Acetyl-L-ornithine [[M+H]],85.0,0.5439970047870248,0.8693785663456366,False
NegHigh,None,Nicotinamide [[M+H]],138.0,0.0835505652672125,0.39192810616256046,False
NegHigh,None,O-acetyl-L-serine [[M+H]],94.5,0.8573026942176464,0.9822983619072199,False
NegHigh,None,Palatinose [[M+Na]],112.0,0.5742296569742573,0.8766346242565585,False
NegHigh,None,Pidolic Acid [[M+H]],54.0,0.04548663196550489,0.30883029071316476,False
NegHigh,None,Sucrose [[M+Na]],116.0,0.45831769413307955,0.8516762433942396,False
NegHigh,None,Thymine [[M+H]],82.0,0.45831769413307955,0.8516762433942396,False
NegHigh,None,Trehalose [[M+Na]],113.0,0.5439970047870248,0.8693785663456366,False
NegHigh,None,d-Desthiobiotin [[M+H]],113.0,0.543947398591246,0.8693785663456366,False
NegHigh,None,gamma-Glutamylcysteine [[M+H]],113.0,0.5439970047870248,0.8693785663456366,False
NegHigh,PosHigh,2'-Deoxyguanosine-5'-Diphosphate [[M+H]],71.0,0.11061207374852304,0.4459049222987335,False
NegHigh,PosHigh,2'-Deoxyguanosine-5'-Monophosphate [[M+H]],58.0,0.5433269342132927,0.8693785663456366,False
NegHigh,PosHigh,2'-Deoxyuridine [[M+Na]],61.0,0.40331756510948324,0.8129369671738021,False
NegHigh,PosHigh,5'-Deoxy-5'-Methylthioadenosine [[M+H]],56.0,0.648503379652976,0.88996740399185,False
