,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],-0.031986836569663536,0.05540282611205943
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],0.06735731312068317,0.07625722581222641
2'-Deoxyuridine [[M+Na]],-0.0764712272775776,0.06655490627755926
5'-Deoxy-5'-Methylthioadenosine [[M+H]],-0.046227512690991006,0.050729681739537985
ATP [[M+H]],-0.10580793476713912,0.12222406497802779
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],-0.19790331522020752,0.07584583047447728
Ademetionine [[M+H]],0.005766826086858912,0.15364131170574988
Adenine [[M+H]],0.08630303998083531,0.1488990820075986
Adenosine 5'-diphosphate (ADP) [[M+H]],-0.031991894543947276,0.055411586780502245
Adenosine phosphate [[M+H]],0.025406275721822958,0.02403914808531356
Adenosine-3'-5'-Diphosphate [[M+H]],-0.024335703752783756,0.042150675337766064
Aminoadipate [[M+Na]],0.16228547630499882,0.06807095251330952
Argininosuccinic acid [[M+H]],0.3450241895589179,0.12207218046470011
Biotin [[M+H]],0.18527023020390454,0.08809936495882205
Choline [[M+H]],0.027439016566867397,0.047525770803538474
Cytidine [[M+H]],-0.006446585348471039,0.041324127286375835
D-(+)-Melibiose [[M+Na]],0.05134338662123205,0.08892935426062605
D-(+)-Turanose [[M+Na]],0.049930243417123155,0.07125167545907998
Flavin adenine dinucleotide [[M+H]],0.18032777520409207,0.0378838293162162
Glucosamine [[M+H]],0.007726480888138598,0.013382657461965954
Glutamic Acid [[M+H]],0.36937694330280807,0.130391797643157
Glutathione [[M+H]],0.21692939725940472,0.039402816514106785
Guanosine-5'-Diphosphate [[M+H]],0.05102645473746443,0.1425378645906642
Histidine [[M+H]],-0.08070607065008409,0.08365773831724913
Imidazoleacetic acid [[M+H]],0.013297916320136424,0.015137661273839196
Isomaltose [[M+Na]],0.04965109044935318,0.07149160024364036
L-Arginine [[M+H]],0.3263339612262523,0.09686306963074505
L-Citrulline [[M+H]],0.3065112597139246,0.10975879963499299
L-Glutamine [[M+H]],0.043635178831662486,0.07557834673379339
L-Valine [[M+H]],0.13008342300616724,0.1522331698901017
Linoleic acid [[M+Na]],0.024834679141725702,0.03595816534217019
Maltose [[M+Na]],0.05134338662123205,0.08892935426062605
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],-0.19231115571231847,0.10597702253791429
N2-Acetyl-L-ornithine [[M+H]],0.30755215245303846,0.10599436905656072
Nicotinamide [[M+H]],0.07238901687960918,0.07867176231198399
O-acetyl-L-serine [[M+H]],0.27300216397955585,0.18693356321861404
Palatinose [[M+Na]],0.05134338662123205,0.08892935426062605
Pidolic Acid [[M+H]],-0.17982124539388156,0.03291136255388576
Sucrose [[M+Na]],0.059086649650988456,0.095256887738191
Thymine [[M+H]],-0.0005421360611236903,0.033886578668516715
Trehalose [[M+Na]],0.0561059563088607,0.0928892563629693
d-Desthiobiotin [[M+H]],-0.0003279909430101884,0.0005680969777160744
gamma-Glutamylcysteine [[M+H]],-0.24421470499141618,0.11501142514207334
