,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],0.06685853410260889,0.021306285747561802
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],-0.108566943947488,0.018503235887252445
2'-Deoxyuridine [[M+Na]],0.31549312722210215,0.028059806123360998
5'-Deoxy-5'-Methylthioadenosine [[M+H]],-0.085798530422787,0.059164428369184126
ATP [[M+H]],-0.060991005148111344,0.039181330229059834
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],-0.01525491973557311,0.022669422180951464
Ademetionine [[M+H]],-0.11323041976273031,0.021685658130425632
Adenine [[M+H]],-0.1518254360755208,0.04573410612146429
Adenosine 5'-diphosphate (ADP) [[M+H]],0.06682288138723017,0.021295392395308584
Adenosine phosphate [[M+H]],-0.12642185439837902,0.021828246744771466
Adenosine-3'-5'-Diphosphate [[M+H]],0.03265405429894255,0.026433128935007575
Aminoadipate [[M+Na]],0.27757828659195455,0.04916251272131952
Argininosuccinic acid [[M+H]],0.23499469500110387,0.04529719434186184
Biotin [[M+H]],0.15296755606750695,0.02456275390718436
Choline [[M+H]],-0.16980834550119545,0.03728856161183522
Cytidine [[M+H]],0.013703801321018443,0.03358724313654329
D-(+)-Melibiose [[M+Na]],0.052354403104698015,0.01673757921089828
D-(+)-Turanose [[M+Na]],0.01957197243300248,0.018430785476201986
Flavin adenine dinucleotide [[M+H]],-0.18758931384402652,0.03463248426917806
Glucosamine [[M+H]],0.01567939347189956,0.04401133029167255
Glutamic Acid [[M+H]],-0.17812520667998064,0.054433068106305355
Glutathione [[M+H]],0.11832060848285524,0.029469590687369526
Guanosine-5'-Diphosphate [[M+H]],-0.22738898550424083,0.04739784816613541
Histidine [[M+H]],-0.06626059034058777,0.042793632217834374
Imidazoleacetic acid [[M+H]],0.04422703699502897,0.028897841921113956
Isomaltose [[M+Na]],0.019368912409246004,0.01850616207637795
L-Arginine [[M+H]],0.042864095646393915,0.02454913906799896
L-Citrulline [[M+H]],-0.08071084669264639,0.0300513258709243
L-Glutamine [[M+H]],0.16199734563957593,0.05011294893011629
L-Valine [[M+H]],0.07061592326900945,0.05405394292736839
Linoleic acid [[M+Na]],0.0316504251006717,0.07895953419287904
Maltose [[M+Na]],0.05237378810660521,0.01680301354180101
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],0.16824391124618462,0.057983230046822036
N2-Acetyl-L-ornithine [[M+H]],-0.06632220501420948,0.036080386806753774
Nicotinamide [[M+H]],0.15245970372835452,0.04277840582036881
O-acetyl-L-serine [[M+H]],-0.08335373561873842,0.042589609673946094
Palatinose [[M+Na]],0.054257128073993875,0.01580152836007336
Pidolic Acid [[M+H]],-0.07050290456922448,0.02667463371656182
Sucrose [[M+Na]],0.06263923080991071,0.01568651895274044
Thymine [[M+H]],0.03180092026769336,0.02769177541120691
Trehalose [[M+Na]],0.06377099702202026,0.015159284399751474
d-Desthiobiotin [[M+H]],-0.09713182330902821,0.04458449514659326
gamma-Glutamylcysteine [[M+H]],0.051995476614273214,0.03773441041685792
