,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],-0.07777013933178319,0.027723921068083298
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],-0.019538314275038514,0.0434120902947592
2'-Deoxyuridine [[M+Na]],0.1829364458152733,0.1225169764983461
5'-Deoxy-5'-Methylthioadenosine [[M+H]],0.0221707204603878,0.06694198458152552
ATP [[M+H]],-0.16701823670622887,0.05382905386304351
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],-0.11380912039346537,0.049939511847642705
Ademetionine [[M+H]],0.12277140284541872,0.05380119662867935
Adenine [[M+H]],0.36449585386446803,0.07081032297958584
Adenosine 5'-diphosphate (ADP) [[M+H]],-0.05614123466149092,0.02757746595332914
Adenosine phosphate [[M+H]],-0.1251603183791495,0.0584794886984167
Adenosine-3'-5'-Diphosphate [[M+H]],-0.11032562507127436,0.03332125351313503
Aminoadipate [[M+Na]],-0.018417517861887854,0.0755253427576863
Argininosuccinic acid [[M+H]],-0.057730194041100684,0.04804007538389875
Biotin [[M+H]],0.2390527551127317,0.06669545520807191
Choline [[M+H]],-0.0010826750728271232,0.06815274854433502
Cytidine [[M+H]],-0.13874435328496257,0.03870721062780301
D-(+)-Melibiose [[M+Na]],0.02289829174405338,0.02125399958420169
D-(+)-Turanose [[M+Na]],-0.007708350551241653,0.022781674155180787
Flavin adenine dinucleotide [[M+H]],-0.2260360262425872,0.10265369609959352
Glucosamine [[M+H]],-0.1364676670448563,0.060808467523497826
Glutamic Acid [[M+H]],0.11118709860106654,0.08444889983040134
Glutathione [[M+H]],0.35354083415490795,0.06815732780924995
Guanosine-5'-Diphosphate [[M+H]],0.3566113314860508,0.08154575124972042
Histidine [[M+H]],0.07325625358858147,0.059088054562727275
Imidazoleacetic acid [[M+H]],0.027689884108207382,0.05567739779978126
Isomaltose [[M+Na]],-0.007708350551241653,0.022781674155180787
L-Arginine [[M+H]],0.1829905772655913,0.06572504380697218
L-Citrulline [[M+H]],0.06729009463362833,0.07321338948854206
L-Glutamine [[M+H]],0.008452668160165978,0.10224392934931888
L-Valine [[M+H]],0.10598057428755595,0.054909511272610116
Linoleic acid [[M+Na]],0.19127429532138432,0.06147194197047551
Maltose [[M+Na]],0.02289829174405338,0.02125399958420169
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],-0.01584116649389308,0.05955970681843451
N2-Acetyl-L-ornithine [[M+H]],-0.08799252014627859,0.07029186816644503
Nicotinamide [[M+H]],-0.1799520821909789,0.06710241693867262
O-acetyl-L-serine [[M+H]],-0.1867369461674916,0.05587708041407193
Palatinose [[M+Na]],0.02330194983597417,0.021263873904820374
Pidolic Acid [[M+H]],-0.06988242125607601,0.03660479565071733
Sucrose [[M+Na]],0.008361607706403061,0.01938141414402365
Thymine [[M+H]],0.003566848066086052,0.05974774683781998
Trehalose [[M+Na]],0.018383972095045154,0.02058808370357895
d-Desthiobiotin [[M+H]],-0.06131992778461959,0.07001830542098521
gamma-Glutamylcysteine [[M+H]],-0.24331996019800442,0.07026081507459346
