Feature,Mean_Coefficient,Std_Coefficient
2'-Deoxyguanosine-5'-Diphosphate [[M+H]],-0.014498643374066068,0.005347138971449699
2'-Deoxyguanosine-5'-Monophosphate [[M+H]],-0.01636483458774131,0.007392319112488469
2'-Deoxyuridine [[M+Na]],-0.0080146217802635,0.00939814074329983
5'-Deoxy-5'-Methylthioadenosine [[M+H]],0.008769101094237473,0.005288344542118331
ATP [[M+H]],-0.011818012444568628,0.0063321180281030185
Acetyl coenzyme A (Acetyl-CoA) [[M+H]],-0.014205583408315231,0.00724787184224998
Ademetionine [[M+H]],-0.02961563531480098,0.003385736052995159
Adenine [[M+H]],-0.006472821566862941,0.014183263343476055
Adenosine 5'-diphosphate (ADP) [[M+H]],-0.01527644712486344,0.005241003870665496
Adenosine phosphate [[M+H]],-0.015481760556456114,0.006103159062784228
Adenosine-3'-5'-Diphosphate [[M+H]],-0.014502904119651994,0.005803182562428381
Aminoadipate [[M+Na]],-0.03305062584728163,0.013063940087740348
Argininosuccinic acid [[M+H]],0.0001341331620097651,0.007217882372898949
Biotin [[M+H]],0.022874310971557243,0.0009006022889468051
Choline [[M+H]],-0.016640903668662905,0.0104882363817708
Cytidine [[M+H]],0.02450254225482298,0.004468644662834952
D-(+)-Melibiose [[M+K]],-0.006997227684501951,0.015877200867871484
D-(+)-Turanose [[M+Na]],-0.036853410469066476,0.0020695504961227877
Flavin adenine dinucleotide [[M+H]],0.012707066996961761,0.008378407556043835
Glucosamine [[M+H]],0.011156082431406601,0.023828180980237278
Glutamic Acid [[M+H]],0.015863585025245725,0.0029792375933413275
Glutathione [[M+H]],-0.018028110291601507,0.008090390450025978
Guanosine-5'-Diphosphate [[M+H]],-0.016910165389677125,0.003695625626566526
Histidine [[M+H]],-0.018799909688089693,0.006078438857390678
Imidazoleacetic acid [[M+H]],0.01853466731685751,0.0061852370166818275
Indole-3-Ethanol [[M+H]],0.00864223586923244,0.002674180102630855
Isomaltose [[M+Na]],-0.03686046047046091,0.0020718054013608867
L-Arginine [[M+H]],-0.0046728917217179694,0.0015425951478803253
L-Citrulline [[M+H]],0.026681602383255374,0.014465584460286807
L-Glutamine [[M+H]],0.03181428912152924,0.007760003907738414
L-Lysine [[M+H]],0.023729276270423733,0.006218041818258324
L-Threonine [[M+NH4]],0.022444676050630413,0.0019492452905171705
L-Valine [[M+H]],0.027852535110141605,0.007656641576008689
Linoleic acid [[M+Na]],0.014792991899629465,0.005361864479543553
Maltose [[M+K]],-0.006997227684501951,0.015877200867871484
Methionine [[M+H]],0.010000074012233764,0.007592010250822184
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],0.020955341414821308,0.012753236838608458
N-Acetylputrescine [[M+Na]],0.00406651256611397,0.006431341608411106
N2-Acetyl-L-ornithine [[M+H]],-0.006254587705062999,0.00406572184702882
Nicotinamide [[M+H]],0.032315974497964105,0.003806083400049407
O-acetyl-L-serine [[M+H]],0.016908689114331552,0.009131126505850297
Oleic acid [[M+Na]],0.03953456201320411,0.006264983810004506
P-Hydroxybenzoic Acid [[M-H2O+H]],0.030851688560460194,0.006023086228638652
Palatinose [[M+K]],-0.0070814900590897845,0.01577141469547841
Phenylethyl alcohol [[M+H]],0.024827156002551354,0.0016646195213888507
Pidolic Acid [[M+H]],0.05295439188341252,0.0083249991529782
Proline [[M+NH4]],0.034551864390831036,0.00536214239258404
Sucrose [[M+K]],-0.006821945117233515,0.015973911774226843
Tetracosanoic acid [[M+Na]],0.004811970655836411,0.00697942400528367
Thymine [[M+H]],0.017109509574049605,0.006485711943397755
Trehalose [[M+K]],-0.006997227684501951,0.015877200867871484
d-Desthiobiotin [[M+Na]],0.024270010549826904,0.002010156900987851
gamma-Glutamylcysteine [[M+H]],-0.02489507342299274,0.007650326390464219
